player_id,cognitive_ability,starting_age,age_now,years_playing,total_study_hours,deliberate_share,deliberate_hours,tactics_training_hours,analyzes_own_games,opening_study_hours,games_played,has_coach,studies_endgames,peak_rating,plateaued,reached_expert
CHS004927,3.21,21,29,8,2650,0.82,2170,880,7.06,170,1700,1,0,2069,0,1
CHS004928,5.53,10,28,18,740,0.271,200,70,7.12,240,1090,0,0,1716,1,0
CHS004929,5.96,28,32,4,2300,0.152,350,150,6.61,1200,180,0,0,455,0,0
CHS004930,0.47,25,33,8,1170,0.567,660,270,4.44,340,4990,0,0,1221,0,0
CHS004931,6.85,26,34,8,3750,0.59,2210,510,7.97,980,2200,0,0,2255,0,1
CHS004932,6.59,32,43,11,1780,0.361,640,280,5.79,730,4470,0,0,1728,0,0
CHS004933,0.99,7,14,7,580,0.217,130,70,1.1,250,910,0,0,400,1,0
CHS004934,4.11,24,45,21,1660,0.312,520,140,2.48,440,340,0,1,792,0,0
CHS004935,4.3,28,36,8,520,0.224,120,50,4.27,150,3600,0,1,824,0,0
CHS004936,0.51,22,35,13,980,0.307,300,130,3.7,420,650,0,0,400,1,0
CHS004937,2.95,18,23,5,20,0.372,10,0,7.72,10,4430,1,0,776,0,0
CHS004938,3.26,20,43,23,1350,0.483,650,170,7.52,450,4710,1,1,2163,0,1
CHS004939,6.04,22,30,8,3370,0.176,590,330,8.69,850,460,0,1,1078,0,0
CHS004940,4.44,15,27,12,760,0.222,170,70,7.5,280,260,0,0,854,0,0
CHS004941,5.16,30,34,4,1380,0.493,680,370,2.86,480,3210,1,0,1523,0,0
CHS004942,7.33,11,15,4,1050,0.602,630,360,6.2,150,720,0,0,1717,0,0
CHS004943,6.68,25,35,10,4480,0.784,3510,1850,5.22,300,4550,0,0,2419,0,1
CHS004944,5.16,13,22,9,1170,0.789,920,440,9.79,130,1170,0,0,2472,1,1
CHS004945,6.4,8,38,30,500,0.675,340,90,6.51,100,990,0,0,1675,1,0
CHS004946,4.38,19,33,14,3970,0.57,2260,1140,9.53,730,490,1,0,1595,0,0
CHS004947,3.6,12,28,16,1140,0.314,360,120,4.37,470,3820,1,1,1686,0,0
CHS004948,1.53,13,24,11,5750,0.502,2890,1190,4.55,1810,2580,0,1,1812,0,0
CHS004949,1.87,24,56,32,400,0.413,170,90,5.91,80,2100,1,1,981,1,0
CHS004950,5.23,13,24,11,890,0.243,220,130,2.91,290,2560,1,0,1416,1,0
CHS004951,3.9,18,26,8,410,0.625,260,70,9.01,70,1330,0,1,1578,1,0
CHS004952,5.85,15,35,20,820,0.334,270,120,5.44,220,1900,0,0,2018,1,1
CHS004953,6.08,25,33,8,2960,0.334,990,380,7.34,1180,3030,0,0,1601,1,0
CHS004954,5.9,12,15,3,680,0.063,40,10,6.48,430,2270,0,1,959,1,0
CHS004955,6.23,17,26,9,2030,0.772,1570,690,8.68,170,1170,0,0,2210,1,1
CHS004956,4.94,8,17,9,2140,0.379,810,410,1.64,450,2020,0,0,1518,0,0
CHS004957,5.89,7,15,8,480,0.131,60,40,6.72,270,2200,0,1,1054,0,0
CHS004958,7.99,23,49,26,840,0.575,480,200,4.95,130,730,0,0,1534,0,0
CHS004959,4.51,12,34,22,1020,0.211,220,90,2.64,360,4010,0,1,1755,0,0
CHS004960,8.38,11,14,3,290,0.495,140,80,4.13,80,1440,0,0,2037,0,1
CHS004961,4.74,21,23,2,1980,0.213,420,210,8.49,610,2210,0,0,1517,0,0
CHS004962,6.42,11,14,3,230,0.274,60,20,3.25,110,750,1,0,1222,0,0
CHS004963,5.85,17,21,4,2270,0.552,1250,550,6.49,440,3190,0,0,2119,0,1
CHS004964,4.67,14,18,4,1450,0.476,690,180,5.29,330,1760,0,0,1432,1,0
CHS004965,6.8,6,8,2,550,0.165,90,40,4.98,220,2320,0,0,1023,1,0
CHS004966,5.58,18,21,3,2130,0.408,870,480,5.46,410,5290,0,0,1914,1,0
CHS004967,5.45,25,37,12,1240,0.33,410,110,3.0,490,3790,0,0,1275,0,0
CHS004968,0.95,21,52,31,1070,0.307,330,100,3.81,510,1280,0,0,649,1,0
CHS004969,4.22,8,17,9,3280,0.427,1400,550,5.85,1020,1350,0,0,1757,1,0
CHS004970,2.74,9,25,16,530,0.305,160,80,5.86,170,2050,0,0,1289,1,0
CHS004971,4.62,15,20,5,320,0.686,220,60,5.93,30,60,0,0,723,0,0
CHS004972,5.88,31,46,15,1090,0.045,50,30,5.78,550,2940,0,0,597,1,0
CHS004973,4.16,12,23,11,1180,0.636,750,440,4.77,270,550,0,1,1380,0,0
CHS004974,2.1,11,27,16,530,0.161,90,20,6.24,200,5460,0,0,1103,1,0
CHS004975,5.66,11,33,22,2320,0.178,410,180,4.61,640,570,0,0,1215,0,0
CHS004976,5.02,8,28,20,280,0.151,40,20,4.6,150,3700,0,0,1453,1,0
CHS004977,2.86,35,54,19,2160,0.261,560,180,5.83,780,1850,1,0,897,1,0
CHS004978,3.57,27,53,26,720,0.127,90,30,6.33,390,1260,0,1,734,0,0
CHS004979,2.79,21,30,9,230,0.19,40,20,10.0,130,2330,0,0,695,1,0
CHS004980,4.7,8,21,13,400,0.166,70,30,3.95,210,1600,0,0,1140,0,0
CHS004981,5.19,43,69,26,300,0.696,210,110,7.63,60,6600,0,1,1371,0,0
CHS004982,5.14,15,33,18,2420,0.226,550,220,7.3,670,3780,0,0,1618,1,0
CHS004983,6.21,38,41,3,1070,0.419,450,230,6.22,200,3880,1,0,1608,0,0
CHS004984,6.42,13,33,20,1840,0.313,580,330,6.98,830,1410,1,0,1766,0,0
CHS004985,6.9,17,20,3,1920,0.475,910,260,6.4,540,420,0,1,1114,0,0
CHS004986,0.0,40,48,8,2960,0.575,1700,560,4.74,600,4920,0,0,1110,0,0
CHS004987,5.16,30,35,5,2300,0.58,1330,730,2.82,550,800,1,1,1247,1,0
CHS004988,4.4,10,43,33,980,0.477,470,160,5.41,220,1130,0,0,1636,1,0
CHS004989,4.64,15,23,8,160,0.277,40,20,4.72,50,2980,0,0,1239,0,0
CHS004990,6.08,26,38,12,1420,0.441,630,290,5.68,500,1400,0,0,1815,1,0
CHS004991,5.22,37,54,17,860,0.563,480,200,10.0,140,1260,0,1,1438,0,0
CHS004992,1.88,12,26,14,930,0.627,580,250,4.68,110,2710,0,0,1350,0,0
CHS004993,4.33,21,59,38,370,0.695,260,60,9.81,70,2420,0,0,2036,1,1
CHS004994,3.52,22,37,15,1290,0.601,780,380,10.0,320,1860,0,0,1952,0,0
CHS004995,5.08,16,24,8,5420,0.859,4660,1560,6.93,480,370,0,0,1813,0,0
CHS004996,2.41,44,53,9,1030,0.292,300,120,8.29,390,2000,1,1,793,0,0
CHS004997,2.91,17,32,15,1620,0.241,390,140,3.25,820,2200,1,0,1428,0,0
CHS004998,3.92,29,58,29,3250,0.477,1550,460,7.89,1050,1730,0,0,1735,1,0
CHS004999,4.16,18,63,45,2620,0.112,290,170,3.69,870,4380,0,0,1172,1,0
CHS005000,5.62,19,35,16,2790,0.25,700,280,6.21,1130,1930,0,1,2068,1,1
CHS005001,7.34,7,11,4,1700,0.581,990,480,8.76,470,710,0,0,1934,0,0
CHS005002,8.47,18,23,5,50,0.346,20,10,8.0,10,2690,1,1,1761,0,0
CHS005003,3.69,10,14,4,1480,0.25,370,220,6.7,580,1390,0,0,1145,0,0
CHS005004,5.18,24,28,4,110,0.473,50,10,5.74,20,2620,1,1,1313,0,0
CHS005005,4.03,26,33,7,1660,0.097,160,80,6.76,1010,2510,0,1,1018,1,0
CHS005006,10.0,6,12,6,120,0.326,40,10,10.0,50,1890,1,0,2458,0,1
CHS005007,3.41,32,56,24,3490,0.125,440,220,6.54,1530,290,1,0,400,1,0
CHS005008,6.0,33,48,15,680,0.09,60,20,5.6,330,1840,0,1,800,0,0
CHS005009,4.53,10,31,21,3400,0.418,1420,360,3.32,1230,730,0,0,1676,0,0
CHS005010,3.16,14,17,3,750,0.489,370,170,7.91,200,510,0,0,1155,1,0
CHS005011,1.01,27,49,22,1780,0.398,710,270,3.76,450,3880,0,0,921,1,0
CHS005012,6.54,7,19,12,1600,0.336,540,280,6.78,430,2750,0,0,2253,0,1
CHS005013,7.74,9,26,17,1380,0.441,610,170,3.06,350,4440,0,0,2279,1,1
CHS005014,6.74,17,21,4,2610,0.354,920,540,4.2,1170,4640,1,0,2266,0,1
CHS005015,2.59,26,33,7,3070,0.346,1060,370,3.27,1170,3410,0,1,1424,1,0
CHS005016,7.06,20,29,9,2080,0.14,290,150,5.6,700,1020,1,1,1547,0,0
CHS005017,4.19,16,36,20,920,0.702,650,200,6.83,170,4570,0,1,2071,0,1
CHS005018,3.13,18,31,13,450,0.191,90,30,4.62,180,2320,1,0,1161,1,0
CHS005019,4.65,9,25,16,600,0.223,130,60,5.82,180,5860,0,0,1691,0,0
CHS005020,4.65,18,29,11,2100,0.325,680,200,6.42,440,1180,1,0,1193,1,0
CHS005021,5.78,10,19,9,2980,0.32,950,350,3.07,1340,7810,0,1,2300,0,1
CHS005022,3.78,9,15,6,2740,0.185,510,210,2.3,1270,1690,0,1,1475,0,0
CHS005023,5.72,27,37,10,710,0.204,140,30,3.98,320,4200,0,0,1360,1,0
CHS005024,4.09,23,30,7,170,0.238,40,20,9.41,60,800,0,1,588,1,0
CHS005025,7.15,11,15,4,1020,0.481,490,160,8.1,190,2240,0,0,2026,1,1
CHS005026,7.94,23,26,3,930,0.334,310,80,5.07,310,5380,0,0,2100,1,1
CHS005027,3.6,18,38,20,1580,0.446,700,220,5.04,410,3650,0,1,1814,0,0
CHS005028,7.22,17,39,22,290,0.474,140,60,3.28,90,3470,1,0,2088,0,1
CHS005029,6.65,50,53,3,2420,0.528,1280,400,8.9,560,450,1,0,1196,0,0
CHS005030,5.15,7,16,9,3400,0.535,1820,660,6.94,680,4760,0,0,2502,0,1
CHS005031,5.35,16,31,15,1160,0.26,300,140,4.73,390,2010,0,1,1788,1,0
CHS005032,3.2,14,20,6,90,0.758,70,30,4.06,20,1720,0,0,1403,0,0
CHS005033,0.0,31,35,4,2270,0.113,260,130,7.01,800,3700,0,0,523,0,0
CHS005034,5.39,18,29,11,730,0.898,660,260,7.25,30,1030,0,1,1586,0,0
CHS005035,3.53,8,17,9,2180,0.504,1100,470,6.06,360,1620,0,1,1672,0,0
CHS005036,6.64,18,25,7,270,0.726,200,90,7.5,30,9890,0,0,2151,0,1
CHS005037,5.02,29,64,35,1040,0.402,420,220,10.0,410,3740,1,0,2130,0,1
CHS005038,3.38,12,18,6,3490,0.307,1070,280,4.59,870,3030,0,0,1634,1,0
CHS005039,4.95,9,17,8,320,0.325,100,30,7.1,110,450,0,1,1014,0,0
CHS005040,6.99,33,44,11,270,0.209,60,20,4.36,110,2330,0,1,793,0,0
CHS005041,5.06,17,23,6,930,0.231,210,90,5.41,480,800,0,0,939,1,0
CHS005042,7.49,27,41,14,520,0.552,290,110,6.1,80,1690,0,0,1619,1,0
CHS005043,1.9,36,47,11,270,0.168,50,10,7.55,140,570,0,1,400,0,0
CHS005044,4.78,14,28,14,1250,0.128,160,70,6.07,660,1610,0,0,961,0,0
CHS005045,5.82,14,17,3,270,0.257,70,20,6.2,100,2350,0,0,1365,0,0
CHS005046,9.51,13,14,1,4270,0.41,1750,470,5.7,1230,2120,0,0,2338,0,1
CHS005047,4.19,46,55,9,2400,0.562,1350,750,3.87,730,580,0,1,857,0,0
CHS005048,6.51,23,33,10,170,0.22,40,20,3.26,50,1500,0,0,1061,1,0
CHS005049,9.25,29,37,8,450,0.515,230,70,5.56,70,430,0,0,1312,0,0
CHS005050,3.73,29,51,22,2700,0.224,600,350,9.32,1430,1830,0,0,1216,1,0
CHS005051,6.99,15,35,20,1690,0.581,980,210,6.21,470,2200,0,1,1994,0,0
CHS005052,4.78,9,24,15,1670,0.226,380,150,3.7,620,3900,0,0,1484,1,0
CHS005053,5.91,17,24,7,1390,0.541,750,290,5.53,440,1680,0,1,1601,0,0
CHS005054,5.88,25,27,2,1500,0.225,340,130,5.27,380,2980,1,0,1223,1,0
CHS005055,6.45,16,27,11,310,0.174,50,30,0.0,170,1340,0,0,843,0,0
CHS005056,5.39,12,28,16,1270,0.395,500,240,7.04,230,120,0,1,576,0,0
CHS005057,6.18,16,34,18,2360,0.266,630,270,7.58,660,1880,1,0,1928,1,0
CHS005058,3.43,15,46,31,210,0.189,40,20,5.66,70,5690,1,0,1222,1,0
CHS005059,7.62,24,31,7,3100,0.157,490,250,7.49,1680,1510,0,0,1654,0,0
CHS005060,3.55,15,43,28,2730,0.371,1010,540,3.26,590,980,0,0,1028,1,0
CHS005061,1.47,8,18,10,5120,0.425,2180,660,5.61,1490,4590,0,1,1763,1,0
CHS005062,3.52,9,34,25,830,0.344,290,150,3.32,290,900,0,1,986,0,0
CHS005063,7.35,20,28,8,1220,0.302,370,180,6.17,330,5270,0,0,1951,1,0
CHS005064,6.58,19,30,11,1660,0.345,570,130,7.54,640,1270,0,0,1644,0,0
CHS005065,2.79,18,29,11,1130,0.522,590,300,8.49,250,5820,0,0,1972,1,0
CHS005066,2.38,25,30,5,2090,0.304,640,140,5.46,780,5610,1,1,1329,1,0
CHS005067,3.02,15,37,22,1070,0.114,120,40,6.78,490,4500,0,1,1286,1,0
CHS005068,4.25,19,25,6,1590,0.333,530,290,7.66,430,1940,0,0,1378,1,0
CHS005069,4.57,13,37,24,2140,0.534,1140,460,2.23,400,480,0,0,1386,0,0
CHS005070,2.98,13,22,9,340,0.691,230,110,4.51,30,3710,1,1,1863,1,0
CHS005071,4.44,16,22,6,610,0.542,330,70,6.33,160,450,1,1,1533,0,0
CHS005072,1.25,35,39,4,710,0.628,450,140,6.17,80,2680,0,0,1001,1,0
CHS005073,3.16,18,31,13,2820,0.244,690,360,4.73,1400,260,0,0,857,0,0
CHS005074,6.22,7,12,5,2550,0.41,1050,420,4.92,760,4320,0,0,2427,1,1
CHS005075,5.03,32,47,15,2050,0.606,1240,660,2.93,400,5450,0,0,1379,1,0
CHS005076,6.19,22,49,27,440,0.638,280,120,6.44,70,2070,0,1,2060,1,1
CHS005077,3.8,11,28,17,910,0.175,160,90,5.34,320,3270,0,1,1262,0,0
CHS005078,8.06,7,22,15,630,0.394,250,130,7.84,200,1470,0,0,2071,0,1
CHS005079,0.4,17,41,24,3290,0.136,450,260,7.41,1730,270,0,0,400,0,0
CHS005080,3.82,12,18,6,270,0.75,200,90,5.91,40,3810,0,1,1868,0,0
CHS005081,2.54,40,51,11,520,0.396,210,90,6.84,110,3500,1,1,1023,0,0
CHS005082,5.68,13,21,8,2040,0.449,920,410,6.26,570,3280,1,0,2107,0,1
CHS005083,3.61,16,27,11,3040,0.588,1790,1020,6.01,880,2120,1,1,2134,0,1
CHS005084,3.47,10,14,4,220,0.555,120,50,7.59,50,920,0,0,697,0,0
CHS005085,3.33,19,34,15,1900,0.444,840,470,5.47,440,3940,0,1,1408,0,0
CHS005086,5.18,12,46,34,910,0.669,610,290,4.59,100,2120,0,0,2028,0,1
CHS005087,5.39,29,39,10,240,0.852,200,100,4.98,10,1390,0,1,1282,0,0
CHS005088,3.91,19,23,4,440,0.247,110,30,8.33,130,2790,0,0,1131,0,0
CHS005089,2.98,11,15,4,50,0.809,40,10,5.81,0,1840,1,0,1066,0,0
CHS005090,1.48,14,30,16,150,0.21,30,10,7.81,60,1760,0,1,926,1,0
CHS005091,6.72,9,16,7,1600,0.085,140,50,8.15,480,1880,0,1,1398,0,0
CHS005092,3.72,12,22,10,170,0.462,80,20,7.46,60,4650,0,0,1553,1,0
CHS005093,4.93,32,38,6,690,0.502,350,70,3.16,190,3220,0,0,1635,1,0
CHS005094,3.57,24,29,5,1340,0.321,430,210,6.18,360,210,0,0,614,0,0
CHS005095,4.23,28,41,13,3780,0.646,2440,1380,5.95,510,1860,0,1,2372,0,1
CHS005096,7.17,12,53,41,1260,0.558,700,320,6.05,210,980,0,1,2306,0,1
CHS005097,5.02,10,22,12,3030,0.64,1940,1060,8.27,480,1140,0,0,2221,0,1
CHS005098,8.27,28,52,24,2200,0.348,770,170,6.34,710,5300,0,1,1838,0,0
CHS005099,4.24,20,36,16,140,0.426,60,20,7.85,30,260,0,0,495,0,0
CHS005100,3.91,19,22,3,1160,0.449,520,120,7.03,250,3290,0,0,1793,0,0
CHS005101,4.53,22,24,2,320,0.537,170,40,4.51,50,970,0,0,743,0,0
CHS005102,6.91,23,37,14,480,0.831,400,200,4.07,30,3020,0,0,2350,1,1
CHS005103,3.4,10,18,8,450,0.29,130,70,7.37,170,1990,0,0,1400,1,0
CHS005104,3.2,14,27,13,210,0.665,140,30,5.74,40,1290,1,1,731,0,0
CHS005105,5.57,14,19,5,910,0.484,440,120,8.63,290,7150,0,1,2440,0,1
CHS005106,2.78,22,27,5,1150,0.474,550,230,10.0,190,1720,1,1,1493,0,0
CHS005107,3.6,28,55,27,290,0.465,130,50,3.08,60,1020,0,0,1092,1,0
CHS005108,4.95,29,41,12,700,0.156,110,60,8.04,260,1250,1,0,541,0,0
CHS005109,4.13,21,26,5,2110,0.163,340,100,2.93,860,450,1,0,481,1,0
CHS005110,1.44,15,25,10,590,0.218,130,70,7.51,310,2800,0,0,1038,1,0
CHS005111,7.41,32,37,5,1150,0.189,220,90,4.54,480,2740,0,0,1353,1,0
CHS005112,7.64,17,37,20,370,0.454,170,70,4.67,80,1030,0,1,1664,0,0
CHS005113,6.08,11,23,12,1500,0.265,400,170,10.0,740,1370,0,1,1526,0,0
CHS005114,6.27,20,25,5,1240,0.072,90,40,5.86,770,1260,0,1,900,0,0
CHS005115,5.01,10,12,2,390,0.458,180,40,4.71,120,1400,1,1,1492,0,0
CHS005116,8.09,18,41,23,110,0.387,40,10,6.7,40,2080,0,1,1285,1,0
CHS005117,3.6,23,32,9,790,0.279,220,90,2.38,360,4110,1,0,1434,0,0
CHS005118,7.32,14,22,8,1770,0.533,940,530,4.96,290,2050,0,0,2032,0,1
CHS005119,7.72,38,42,4,1890,0.133,250,70,9.92,1000,5440,0,1,2109,1,1
CHS005120,7.5,12,42,30,360,0.133,50,20,4.94,110,4460,0,0,1569,1,0
CHS005121,7.52,13,35,22,2960,0.202,600,340,6.7,870,790,1,0,1639,1,0
CHS005122,3.84,10,23,13,1000,0.307,310,80,6.17,340,1140,1,1,1458,0,0
CHS005123,1.12,22,31,9,2110,0.666,1410,410,10.0,230,3930,1,0,2056,0,1
CHS005124,4.83,14,25,11,310,0.275,90,20,6.58,90,400,1,1,403,1,0
CHS005125,3.47,20,31,11,1290,0.187,240,80,2.5,310,2700,0,1,1030,1,0
CHS005126,5.51,20,28,8,2040,0.306,620,130,4.72,730,2410,0,1,1643,0,0
CHS005127,2.52,5,8,3,160,0.62,100,30,8.86,20,860,0,0,933,0,0
CHS005128,2.0,14,20,6,1160,0.206,240,60,7.99,560,8450,0,1,1627,0,0
CHS005129,3.26,42,53,11,890,0.171,150,60,1.86,480,3010,0,0,988,0,0
CHS005130,6.49,30,33,3,1700,0.323,550,260,5.42,390,4600,0,1,1882,0,0
CHS005131,5.36,15,26,11,970,0.688,670,390,10.0,130,5110,0,0,2092,0,1
CHS005132,6.8,17,26,9,950,0.442,420,90,7.31,180,560,0,0,1406,0,0
CHS005133,5.62,14,24,10,980,0.49,480,150,5.01,190,11560,0,0,2245,0,1
CHS005134,6.33,18,29,11,400,0.168,70,20,4.22,120,710,0,0,658,0,0
CHS005135,4.01,23,43,20,140,0.55,80,20,4.66,40,2770,0,0,1276,0,0
CHS005136,4.04,16,25,9,2990,0.236,710,230,1.13,940,1700,0,0,1108,1,0
CHS005137,7.71,32,33,1,360,0.389,140,80,5.37,150,410,0,1,861,0,0
CHS005138,7.44,22,37,15,2990,0.578,1730,810,3.0,520,460,1,0,1883,0,0
CHS005139,8.33,24,38,14,2930,0.379,1110,480,6.89,1160,940,0,1,1837,0,0
CHS005140,8.43,16,17,1,1980,0.749,1480,530,6.75,170,7410,1,0,2900,1,1
CHS005141,6.44,15,34,19,1900,0.256,490,250,4.94,770,2810,0,0,2120,0,1
CHS005142,1.11,23,36,13,1800,0.614,1110,350,5.6,340,1860,0,0,1167,0,0
CHS005143,5.71,14,29,15,290,0.169,50,20,2.23,80,2480,0,1,889,1,0
CHS005144,6.38,22,29,7,710,0.772,550,120,7.79,50,410,0,0,1542,0,0
CHS005145,5.53,10,22,12,780,0.5,390,140,10.0,120,1200,0,1,1795,0,0
CHS005146,3.61,16,22,6,2940,0.226,660,170,3.44,1330,1290,0,1,1139,1,0
CHS005147,5.21,23,53,30,500,0.785,390,230,6.99,50,1260,1,0,1682,1,0
CHS005148,5.06,20,25,5,1210,0.682,830,400,5.13,260,3110,0,0,2101,1,1
CHS005149,5.05,17,33,16,2480,0.576,1430,840,3.86,690,2570,1,0,1890,0,0
CHS005150,2.79,10,13,3,1640,0.27,440,220,5.08,570,2470,1,1,1284,0,0
CHS005151,4.49,12,22,10,820,0.337,280,120,3.47,220,4030,0,1,1709,1,0
CHS005152,7.98,11,28,17,970,0.456,440,250,2.13,210,1250,1,0,1970,1,0
CHS005153,7.96,10,19,9,1230,0.5,620,120,4.52,380,1570,1,1,2320,0,1
CHS005154,6.29,15,25,10,1140,0.533,610,130,10.0,270,1570,1,0,1848,0,0
CHS005155,8.45,24,25,1,1940,0.521,1010,570,6.47,500,1370,0,1,1929,1,0
CHS005156,6.07,12,30,18,1530,0.303,460,120,2.08,720,2790,0,0,1484,1,0
CHS005157,3.06,11,40,29,330,0.213,70,30,6.87,130,1990,1,0,1010,1,0
CHS005158,2.32,14,19,5,580,0.529,310,90,2.51,150,2380,0,0,1280,0,0
CHS005159,5.13,13,27,14,660,0.072,50,30,5.79,340,2680,0,0,1410,1,0
CHS005160,2.62,18,36,18,870,0.439,380,180,4.58,210,680,0,1,735,0,0
CHS005161,0.32,18,21,3,1830,0.287,530,200,5.16,810,2570,0,1,760,0,0
CHS005162,3.58,38,52,14,1580,0.199,310,130,3.96,620,2520,0,0,642,0,0
CHS005163,8.69,21,38,17,2680,0.722,1930,1030,8.35,280,3070,1,1,2900,0,1
CHS005164,10.0,13,22,9,4010,0.591,2370,1400,2.67,680,1090,1,0,2308,1,1
CHS005165,5.98,12,23,11,2570,0.788,2030,1020,8.82,360,1590,0,0,2279,1,1
CHS005166,7.17,9,26,17,1400,0.587,820,470,4.53,380,670,0,0,1997,1,0
CHS005167,2.83,39,58,19,2740,0.055,150,40,1.93,1700,2040,0,0,400,1,0
CHS005168,7.32,17,25,8,560,0.17,100,40,7.35,280,4490,0,1,1743,1,0
CHS005169,4.91,25,30,5,820,0.456,370,160,4.71,180,2000,0,0,1217,0,0
CHS005170,6.28,18,27,9,410,0.751,310,120,10.0,40,2950,1,1,1944,0,0
CHS005171,6.87,18,24,6,950,0.52,490,190,4.79,140,5220,0,1,2200,0,1
CHS005172,7.82,13,29,16,480,0.31,150,50,4.93,200,1340,0,1,1560,1,0
CHS005173,5.98,11,14,3,660,0.509,340,110,7.83,120,3390,0,1,2265,0,1
CHS005174,6.65,11,24,13,2400,0.815,1960,600,5.45,260,2450,0,0,2786,0,1
CHS005175,0.96,7,16,9,780,0.57,440,190,3.06,230,380,0,0,927,0,0
CHS005176,7.0,25,30,5,240,0.236,60,10,7.42,70,4270,0,0,1668,0,0
CHS005177,3.74,15,46,31,320,0.315,100,30,3.94,150,270,0,0,400,0,0
CHS005178,0.75,12,18,6,270,0.127,30,10,5.49,160,2430,0,0,466,0,0
CHS005179,9.87,24,39,15,400,0.294,120,60,2.59,100,2210,0,0,1909,1,0
CHS005180,3.46,19,32,13,1620,0.743,1200,510,8.58,130,1620,1,0,2233,0,1
CHS005181,4.11,15,35,20,6850,0.286,1960,1170,4.34,3110,5340,0,1,2154,1,1
CHS005182,0.0,31,53,22,1280,0.263,340,140,4.29,650,2320,0,1,778,0,0
CHS005183,6.17,21,28,7,1200,0.579,690,240,5.37,330,2590,0,0,1819,1,0
CHS005184,7.45,10,17,7,500,0.311,160,80,4.21,130,2900,0,0,1825,1,0
CHS005185,4.07,19,38,19,2910,0.217,630,290,7.03,1320,660,1,0,1434,0,0
CHS005186,4.77,14,29,15,2970,0.38,1130,360,4.37,980,1040,0,1,1418,1,0
CHS005187,5.88,17,46,29,2150,0.61,1310,750,4.22,280,2640,1,1,1746,0,0
CHS005188,3.39,15,22,7,1020,0.171,170,80,5.18,390,3420,0,1,1478,0,0
CHS005189,3.73,39,47,8,2660,0.061,160,70,2.75,1690,450,0,0,400,0,0
CHS005190,4.09,23,65,42,3390,0.426,1440,290,10.0,1020,730,0,0,1306,0,0
CHS005191,5.31,30,35,5,1240,0.678,840,220,4.05,160,3230,0,0,1788,0,0
CHS005192,6.16,7,45,38,200,0.582,120,50,6.56,40,1230,1,0,1362,1,0
CHS005193,5.57,7,19,12,810,0.452,370,150,0.19,270,560,0,0,1316,1,0
CHS005194,3.62,12,27,15,4630,0.148,690,260,1.87,2070,4770,0,1,1769,1,0
CHS005195,6.64,13,19,6,360,0.142,50,20,4.43,160,3780,1,0,1560,0,0
CHS005196,3.74,40,45,5,1000,0.602,600,140,5.27,130,1440,1,1,1176,1,0
CHS005197,2.86,12,14,2,940,0.218,200,50,5.33,250,8910,0,0,1391,0,0
CHS005198,4.19,8,15,7,1100,0.481,530,240,4.65,310,5140,0,0,2069,1,1
CHS005199,3.0,32,50,18,2090,0.166,350,70,5.7,900,1230,0,1,850,0,0
CHS005200,7.01,7,33,26,590,0.269,160,70,10.0,250,2170,0,0,1966,0,0
CHS005201,3.42,8,11,3,520,0.318,170,40,3.71,110,1250,0,0,940,0,0
CHS005202,0.0,18,25,7,480,0.263,130,70,6.64,230,3170,0,0,474,1,0
CHS005203,2.51,35,37,2,80,0.234,20,10,10.0,30,8510,0,0,770,1,0
CHS005204,2.27,16,44,28,410,0.334,140,60,7.31,140,1210,0,0,893,0,0
CHS005205,6.14,16,34,18,1220,0.116,140,40,8.22,660,1600,1,1,1541,1,0
CHS005206,2.19,27,34,7,2250,0.141,320,90,8.88,770,1130,0,1,847,0,0
CHS005207,5.62,15,20,5,1890,0.173,330,150,4.89,600,2430,0,0,1653,0,0
CHS005208,4.82,18,36,18,1050,0.02,20,10,3.74,700,4890,0,1,1015,1,0
CHS005209,5.45,11,41,30,1990,0.129,260,120,7.23,810,5510,0,1,2308,0,1
CHS005210,6.32,22,41,19,1790,0.505,900,370,3.85,560,3340,0,1,2051,1,1
CHS005211,4.96,14,19,5,1910,0.799,1530,660,6.28,180,2000,0,0,2173,1,1
CHS005212,7.11,8,27,19,1660,0.308,510,190,6.68,670,650,1,0,1208,1,0
CHS005213,7.03,19,39,20,2460,0.873,2150,870,10.0,190,2460,0,1,2811,1,1
CHS005214,4.5,26,31,5,190,0.603,110,60,4.21,40,5380,0,0,1649,0,0
CHS005215,4.56,18,42,24,1490,0.759,1130,580,4.16,160,1750,0,0,1978,1,0
CHS005216,5.36,15,35,20,520,0.253,130,70,2.26,250,830,0,1,1220,1,0
CHS005217,2.99,12,42,30,1220,0.926,1130,650,7.03,60,6790,0,1,2408,1,1
CHS005218,2.59,16,26,10,3030,0.156,470,120,5.18,840,2610,0,0,1278,0,0
CHS005219,5.81,9,15,6,2890,0.171,490,280,5.61,1150,3090,0,0,1531,0,0
CHS005220,4.42,41,47,6,1790,0.049,90,30,7.57,850,5550,0,0,895,1,0
CHS005221,5.96,32,36,4,460,0.443,200,80,5.46,90,1290,0,0,941,0,0
CHS005222,5.1,25,61,36,3910,0.558,2180,1180,6.21,540,3290,1,1,2176,0,1
CHS005223,6.54,29,48,19,3270,0.12,390,150,6.82,1890,1790,0,1,1061,0,0
CHS005224,5.41,23,56,33,720,0.367,260,100,7.0,320,2050,0,1,1614,1,0
CHS005225,8.73,24,32,8,360,0.6,220,50,10.0,100,3210,0,1,2591,0,1
