year_month,ortsteil,bezirk,kiez_premium,secondary_price_per_m2_eur,new_construction_price_per_m2_eur,kaltmiete_per_m2_monthly_eur,secondary_price_per_m2_usd,n_listings_secondary,n_listings_new_construction,n_listings_rental,ecb_main_rate_pct,avg_mortgage_rate_pct
2020-12,Pankow (Ort),Pankow,medium,5404,7089,12.68,5836,41,44,166,0.0,1.1
2021-01,Pankow (Ort),Pankow,medium,5087,6286,11.93,5494,162,34,22,0.0,1.1
2021-02,Pankow (Ort),Pankow,medium,5383,7015,12.63,5814,129,32,77,0.0,1.1
2021-03,Pankow (Ort),Pankow,medium,5161,6554,12.11,5574,140,9,167,0.0,1.1
2021-04,Pankow (Ort),Pankow,medium,5191,6524,12.18,5606,57,48,50,0.0,1.1
2021-05,Pankow (Ort),Pankow,medium,5474,7242,14.4,5912,29,11,33,0.0,1.1
2021-06,Pankow (Ort),Pankow,medium,5461,7018,14.37,5897,42,3,80,0.0,1.1
2021-07,Pankow (Ort),Pankow,medium,5236,6705,13.78,5655,134,30,99,0.0,1.1
2021-08,Pankow (Ort),Pankow,medium,5277,6319,13.89,5700,68,25,180,0.0,1.1
2021-09,Pankow (Ort),Pankow,medium,5361,6660,14.11,5790,104,37,53,0.0,1.1
2021-10,Pankow (Ort),Pankow,medium,5358,6991,14.1,5786,164,39,147,0.0,1.1
2021-11,Pankow (Ort),Pankow,medium,5396,6774,14.2,5827,152,22,50,0.0,1.1
2021-12,Pankow (Ort),Pankow,medium,5170,6460,13.6,5584,158,21,88,0.0,1.1
2022-01,Pankow (Ort),Pankow,medium,5983,7628,14.13,6462,24,44,108,0.0,1.8
2022-02,Pankow (Ort),Pankow,medium,6068,7756,14.33,6553,77,27,167,0.0,1.8
2022-03,Pankow (Ort),Pankow,medium,6073,7577,15.01,6559,94,22,192,0.0,1.8
2022-04,Pankow (Ort),Pankow,medium,6122,7642,15.14,6612,141,45,128,0.0,1.8
2022-05,Pankow (Ort),Pankow,medium,6044,7387,14.94,6527,117,43,52,0.0,1.8
2022-06,Pankow (Ort),Pankow,medium,6070,7516,15.01,6556,77,20,62,0.0,1.8
2022-07,Pankow (Ort),Pankow,medium,6144,7576,16.02,6635,92,8,67,0.5,3.4
2022-08,Pankow (Ort),Pankow,medium,5827,7195,15.2,6293,122,12,103,0.5,3.4
2022-09,Pankow (Ort),Pankow,medium,5979,7942,15.59,6458,148,8,98,0.5,3.4
2022-10,Pankow (Ort),Pankow,medium,5860,7273,15.28,6329,176,34,217,2.5,3.4
2022-11,Pankow (Ort),Pankow,medium,5935,7389,15.48,6410,92,18,168,2.5,3.4
2022-12,Pankow (Ort),Pankow,medium,6202,7564,16.18,6698,132,21,30,2.5,3.4
2023-01,Pankow (Ort),Pankow,medium,5862,7368,16.09,6331,121,30,37,3.5,3.85
2023-02,Pankow (Ort),Pankow,medium,5795,7107,15.91,6259,40,42,204,3.5,3.85
2023-03,Pankow (Ort),Pankow,medium,6232,8004,17.11,6730,178,27,138,3.5,3.85
2023-04,Pankow (Ort),Pankow,medium,5989,6995,16.44,6468,73,40,23,4.0,3.85
2023-05,Pankow (Ort),Pankow,medium,6085,7660,16.7,6572,155,4,25,4.0,3.85
2023-06,Pankow (Ort),Pankow,medium,6018,7615,16.52,6500,78,22,128,4.0,3.85
2023-07,Pankow (Ort),Pankow,medium,5929,7408,16.95,6403,45,32,78,4.0,4.1
2023-08,Pankow (Ort),Pankow,medium,5970,7471,17.06,6447,125,36,204,4.0,4.1
2023-09,Pankow (Ort),Pankow,medium,5738,7300,16.4,6197,40,4,217,4.0,4.1
2023-10,Pankow (Ort),Pankow,medium,5728,6960,16.37,6186,142,29,108,4.5,4.1
2023-11,Pankow (Ort),Pankow,medium,5789,7444,16.55,6252,61,48,54,4.5,4.1
2023-12,Pankow (Ort),Pankow,medium,5968,7458,17.06,6445,32,49,78,4.5,4.1
2024-01,Pankow (Ort),Pankow,medium,5845,7682,17.05,6312,96,48,28,4.5,3.85
2024-02,Pankow (Ort),Pankow,medium,5749,6963,16.77,6209,83,22,92,4.5,3.85
2024-03,Pankow (Ort),Pankow,medium,6016,7491,17.55,6498,24,15,148,4.5,3.85
2024-04,Pankow (Ort),Pankow,medium,5935,7525,17.31,6409,99,9,149,4.5,3.85
2024-05,Pankow (Ort),Pankow,medium,5806,7444,16.93,6270,144,49,216,4.5,3.85
2024-06,Pankow (Ort),Pankow,medium,5929,7497,17.29,6404,93,36,37,4.5,3.85
2024-07,Pankow (Ort),Pankow,medium,5759,7266,16.96,6219,101,35,89,4.25,3.5
2024-08,Pankow (Ort),Pankow,medium,5853,7773,17.24,6321,34,44,165,4.25,3.5
2024-09,Pankow (Ort),Pankow,medium,6084,7289,17.92,6571,138,38,190,4.25,3.5
2024-10,Pankow (Ort),Pankow,medium,5984,7428,17.62,6462,28,29,211,4.25,3.5
2024-11,Pankow (Ort),Pankow,medium,6058,7621,17.84,6543,54,23,168,3.65,3.5
2024-12,Pankow (Ort),Pankow,medium,5995,7297,17.66,6475,130,4,102,3.65,3.5
2025-01,Pankow (Ort),Pankow,medium,5939,7297,17.65,6414,90,40,123,3.15,3.3
2025-02,Pankow (Ort),Pankow,medium,6043,7756,17.96,6527,140,41,202,3.15,3.3
2025-03,Pankow (Ort),Pankow,medium,6012,7889,17.87,6493,159,20,58,3.15,3.3
2025-04,Pankow (Ort),Pankow,medium,5871,7188,17.45,6340,56,8,218,3.15,3.3
2025-05,Pankow (Ort),Pankow,medium,5987,7696,17.8,6466,100,45,86,3.15,3.3
2025-06,Pankow (Ort),Pankow,medium,5895,7460,17.52,6367,160,9,206,3.15,3.3
2025-07,Pankow (Ort),Pankow,medium,6332,7923,18.99,6838,20,19,48,2.75,3.1
2025-08,Pankow (Ort),Pankow,medium,6132,7573,18.39,6623,124,27,95,2.75,3.1
2025-09,Pankow (Ort),Pankow,medium,6155,7455,18.46,6647,136,38,159,2.75,3.1
2025-10,Pankow (Ort),Pankow,medium,6194,7785,18.58,6689,144,6,153,2.75,3.1
2025-11,Pankow (Ort),Pankow,medium,6168,7836,18.5,6661,48,7,93,2.75,3.1
2025-12,Pankow (Ort),Pankow,medium,6010,7307,18.03,6491,168,20,194,2.75,3.1
2026-01,Pankow (Ort),Pankow,medium,6206,7348,18.61,6702,70,11,106,2.75,3.1
2026-02,Pankow (Ort),Pankow,medium,6243,7728,18.72,6743,81,15,107,2.75,3.1
2026-03,Pankow (Ort),Pankow,medium,6039,7734,18.11,6522,47,36,145,2.75,3.1
2026-04,Pankow (Ort),Pankow,medium,6112,7875,18.33,6601,147,27,141,2.75,3.1
2020-01,Weißensee,Pankow,medium,4378,5500,12.16,4729,49,21,173,0.0,1.1
2020-02,Weißensee,Pankow,medium,4600,5736,12.78,4968,81,35,198,0.0,1.1
2020-03,Weißensee,Pankow,medium,4625,5864,11.88,4995,101,27,84,0.0,1.1
2020-04,Weißensee,Pankow,medium,4466,5463,11.61,4823,74,34,172,0.0,1.1
2020-05,Weißensee,Pankow,medium,4591,5613,11.94,4958,141,15,113,0.0,1.1
2020-06,Weißensee,Pankow,medium,4657,5924,12.11,5030,156,37,41,0.0,1.1
2020-07,Weißensee,Pankow,medium,4547,5579,11.82,4911,152,49,68,0.0,1.1
2020-08,Weißensee,Pankow,medium,4454,5406,11.58,4810,85,18,169,0.0,1.1
2020-09,Weißensee,Pankow,medium,4375,5619,11.38,4725,16,6,22,0.0,1.1
2020-10,Weißensee,Pankow,medium,5127,6497,12.03,5538,161,31,112,0.0,1.1
2020-11,Weißensee,Pankow,medium,4849,5830,11.38,5237,162,42,203,0.0,1.1
2020-12,Weißensee,Pankow,medium,4999,6198,11.73,5399,134,17,163,0.0,1.1
2021-01,Weißensee,Pankow,medium,5077,6410,11.91,5484,147,14,70,0.0,1.1
2021-02,Weißensee,Pankow,medium,4773,5912,11.2,5155,75,30,41,0.0,1.1
2021-03,Weißensee,Pankow,medium,5077,6400,11.91,5484,160,31,194,0.0,1.1
2021-04,Weißensee,Pankow,medium,4939,5943,11.59,5334,120,49,152,0.0,1.1
2021-05,Weißensee,Pankow,medium,5005,6214,13.17,5406,134,35,207,0.0,1.1
2021-06,Weißensee,Pankow,medium,4881,6442,12.84,5271,98,27,127,0.0,1.1
2021-07,Weißensee,Pankow,medium,4881,6048,12.84,5271,59,24,81,0.0,1.1
2021-08,Weißensee,Pankow,medium,4959,6045,13.05,5355,99,47,61,0.0,1.1
2021-09,Weißensee,Pankow,medium,4981,6239,13.11,5379,177,44,218,0.0,1.1
2021-10,Weißensee,Pankow,medium,4970,6344,13.08,5368,115,49,215,0.0,1.1
2021-11,Weißensee,Pankow,medium,4996,6245,13.15,5395,38,4,51,0.0,1.1
2021-12,Weißensee,Pankow,medium,5104,6462,13.43,5512,176,31,78,0.0,1.1
2022-01,Weißensee,Pankow,medium,5646,7098,13.33,6098,154,29,97,0.0,1.8
2022-02,Weißensee,Pankow,medium,5578,7038,13.17,6025,76,37,31,0.0,1.8
2022-03,Weißensee,Pankow,medium,5709,7508,14.11,6166,45,39,174,0.0,1.8
2022-04,Weißensee,Pankow,medium,5609,7102,13.87,6058,100,10,153,0.0,1.8
2022-05,Weißensee,Pankow,medium,5717,7449,14.13,6174,50,6,119,0.0,1.8
2022-06,Weißensee,Pankow,medium,5607,7222,13.86,6056,147,5,135,0.0,1.8
2022-07,Weißensee,Pankow,medium,5694,7230,14.85,6149,147,32,183,0.5,3.4
2022-08,Weißensee,Pankow,medium,5284,6532,13.78,5707,76,5,148,0.5,3.4
2022-09,Weißensee,Pankow,medium,5602,6827,14.61,6050,34,40,192,0.5,3.4
2022-10,Weißensee,Pankow,medium,5590,6908,14.58,6037,75,18,107,2.5,3.4
2022-11,Weißensee,Pankow,medium,5543,6595,14.46,5986,95,31,114,2.5,3.4
2022-12,Weißensee,Pankow,medium,5703,7309,14.87,6159,75,25,99,2.5,3.4
2023-01,Weißensee,Pankow,medium,5473,6861,15.02,5911,21,5,77,3.5,3.85
2023-02,Weißensee,Pankow,medium,5547,7007,15.23,5991,74,45,103,3.5,3.85
2023-03,Weißensee,Pankow,medium,5432,6520,14.91,5867,46,8,48,3.5,3.85
2023-04,Weißensee,Pankow,medium,5566,6769,15.28,6011,111,21,192,4.0,3.85
2023-05,Weißensee,Pankow,medium,5508,7026,15.12,5948,129,30,37,4.0,3.85
2023-06,Weißensee,Pankow,medium,5553,6940,15.24,5997,124,41,87,4.0,3.85
2023-07,Weißensee,Pankow,medium,5355,6479,15.31,5783,175,23,191,4.0,4.1
2023-08,Weißensee,Pankow,medium,5479,6555,15.66,5917,158,42,193,4.0,4.1
2023-09,Weißensee,Pankow,medium,5426,6740,15.51,5861,91,47,181,4.0,4.1
2023-10,Weißensee,Pankow,medium,5234,6588,14.96,5653,148,3,171,4.5,4.1
2023-11,Weißensee,Pankow,medium,5444,6697,15.56,5880,29,28,103,4.5,4.1
2023-12,Weißensee,Pankow,medium,5455,6581,15.59,5891,71,42,53,4.5,4.1
2024-01,Weißensee,Pankow,medium,5518,6840,16.09,5959,165,43,108,4.5,3.85
2024-02,Weißensee,Pankow,medium,5485,6846,16.0,5924,17,6,42,4.5,3.85
2024-03,Weißensee,Pankow,medium,5354,6833,15.62,5783,49,36,138,4.5,3.85
2024-04,Weißensee,Pankow,medium,5540,6702,16.16,5983,37,14,180,4.5,3.85
2024-05,Weißensee,Pankow,medium,5604,6940,16.34,6052,75,44,56,4.5,3.85
2024-06,Weißensee,Pankow,medium,5458,6750,15.92,5894,26,36,70,4.5,3.85
2024-07,Weißensee,Pankow,medium,5511,6608,16.23,5952,100,46,100,4.25,3.5
2024-08,Weißensee,Pankow,medium,5626,7386,16.57,6076,65,36,173,4.25,3.5
2024-09,Weißensee,Pankow,medium,5498,7166,16.19,5938,111,9,23,4.25,3.5
2024-10,Weißensee,Pankow,medium,5152,6492,15.17,5564,43,6,35,4.25,3.5
2024-11,Weißensee,Pankow,medium,5399,7085,15.9,5831,150,44,195,3.65,3.5
2024-12,Weißensee,Pankow,medium,5714,7280,16.83,6171,109,6,48,3.65,3.5
2025-01,Weißensee,Pankow,medium,5331,6618,15.85,5758,172,34,126,3.15,3.3
2025-02,Weißensee,Pankow,medium,5738,6797,17.06,6197,22,19,179,3.15,3.3
2025-03,Weißensee,Pankow,medium,5645,6626,16.78,6096,88,10,143,3.15,3.3
2025-04,Weißensee,Pankow,medium,5772,7470,17.16,6233,124,26,119,3.15,3.3
2025-05,Weißensee,Pankow,medium,5640,6904,16.77,6091,117,31,108,3.15,3.3
2025-06,Weißensee,Pankow,medium,5575,6539,16.57,6021,95,36,198,3.15,3.3
2025-07,Weißensee,Pankow,medium,5828,7362,17.48,6294,44,47,106,2.75,3.1
2025-08,Weißensee,Pankow,medium,5878,7456,17.63,6348,111,49,87,2.75,3.1
2025-09,Weißensee,Pankow,medium,5544,6757,16.63,5988,68,17,210,2.75,3.1
2025-10,Weißensee,Pankow,medium,5768,7248,17.3,6229,19,33,52,2.75,3.1
2025-11,Weißensee,Pankow,medium,5801,7102,17.4,6265,77,16,214,2.75,3.1
2025-12,Weißensee,Pankow,medium,5805,7233,17.41,6270,110,10,76,2.75,3.1
2026-01,Weißensee,Pankow,medium,5656,6838,16.96,6108,144,10,129,2.75,3.1
2026-02,Weißensee,Pankow,medium,5583,6964,16.74,6029,177,3,179,2.75,3.1
2026-03,Weißensee,Pankow,medium,5749,7404,17.24,6208,33,36,44,2.75,3.1
2026-04,Weißensee,Pankow,medium,5755,7146,17.26,6215,82,15,82,2.75,3.1
2020-01,Französisch Buchholz,Pankow,medium,4134,5137,11.48,4465,71,12,186,0.0,1.1
2020-02,Französisch Buchholz,Pankow,medium,4150,5250,11.53,4482,176,14,66,0.0,1.1
2020-03,Französisch Buchholz,Pankow,medium,4155,5038,10.68,4488,71,47,50,0.0,1.1
2020-04,Französisch Buchholz,Pankow,medium,3909,4782,10.16,4221,104,45,99,0.0,1.1
2020-05,Französisch Buchholz,Pankow,medium,3953,4891,10.28,4269,72,6,72,0.0,1.1
2020-06,Französisch Buchholz,Pankow,medium,4020,4950,10.45,4342,157,31,113,0.0,1.1
2020-07,Französisch Buchholz,Pankow,medium,4035,5095,10.49,4358,166,16,56,0.0,1.1
2020-08,Französisch Buchholz,Pankow,medium,3918,4849,10.19,4232,76,42,64,0.0,1.1
2020-09,Französisch Buchholz,Pankow,medium,3895,4724,10.13,4207,142,21,127,0.0,1.1
2020-10,Französisch Buchholz,Pankow,medium,4267,5204,10.01,4608,80,39,153,0.0,1.1
2020-11,Französisch Buchholz,Pankow,medium,4482,5238,10.51,4840,59,25,219,0.0,1.1
2020-12,Französisch Buchholz,Pankow,medium,4479,5764,10.51,4837,167,21,207,0.0,1.1
2021-01,Französisch Buchholz,Pankow,medium,4309,5163,10.11,4653,113,26,206,0.0,1.1
2021-02,Französisch Buchholz,Pankow,medium,4482,5572,10.51,4840,174,22,102,0.0,1.1
2021-03,Französisch Buchholz,Pankow,medium,4488,5558,10.53,4847,46,37,56,0.0,1.1
2021-04,Französisch Buchholz,Pankow,medium,4230,5464,9.92,4569,108,34,109,0.0,1.1
2021-05,Französisch Buchholz,Pankow,medium,4357,5547,11.46,4706,139,6,174,0.0,1.1
2021-06,Französisch Buchholz,Pankow,medium,4598,5743,12.1,4966,21,10,138,0.0,1.1
2021-07,Französisch Buchholz,Pankow,medium,4311,5502,11.34,4656,111,43,110,0.0,1.1
2021-08,Französisch Buchholz,Pankow,medium,4339,5476,11.42,4686,144,43,88,0.0,1.1
2021-09,Französisch Buchholz,Pankow,medium,4328,5248,11.39,4674,90,46,162,0.0,1.1
2021-10,Französisch Buchholz,Pankow,medium,4374,5342,11.51,4724,128,43,134,0.0,1.1
2021-11,Französisch Buchholz,Pankow,medium,4407,5247,11.6,4760,89,37,106,0.0,1.1
2021-12,Französisch Buchholz,Pankow,medium,4198,5387,11.05,4534,112,33,104,0.0,1.1
2022-01,Französisch Buchholz,Pankow,medium,5054,6497,11.93,5458,110,29,136,0.0,1.8
2022-02,Französisch Buchholz,Pankow,medium,5064,6736,11.96,5469,108,24,89,0.0,1.8
2022-03,Französisch Buchholz,Pankow,medium,5112,6219,12.64,5521,74,7,87,0.0,1.8
2022-04,Französisch Buchholz,Pankow,medium,5359,6717,13.25,5787,69,46,58,0.0,1.8
2022-05,Französisch Buchholz,Pankow,medium,5246,6616,12.97,5666,144,38,38,0.0,1.8
2022-06,Französisch Buchholz,Pankow,medium,4781,5694,11.82,5164,65,18,72,0.0,1.8
2022-07,Französisch Buchholz,Pankow,medium,4610,5692,12.02,4979,61,28,178,0.5,3.4
2022-08,Französisch Buchholz,Pankow,medium,5130,6421,13.38,5541,54,43,32,0.5,3.4
2022-09,Französisch Buchholz,Pankow,medium,5087,6541,13.27,5494,153,34,152,0.5,3.4
2022-10,Französisch Buchholz,Pankow,medium,5012,6308,13.07,5413,89,38,30,2.5,3.4
2022-11,Französisch Buchholz,Pankow,medium,4937,6180,12.88,5332,89,6,76,2.5,3.4
2022-12,Französisch Buchholz,Pankow,medium,5050,6307,13.17,5454,123,43,121,2.5,3.4
2023-01,Französisch Buchholz,Pankow,medium,4984,6453,13.68,5383,38,46,149,3.5,3.85
2023-02,Französisch Buchholz,Pankow,medium,4671,5824,12.82,5045,57,29,158,3.5,3.85
2023-03,Französisch Buchholz,Pankow,medium,4847,6045,13.3,5234,74,31,43,3.5,3.85
2023-04,Französisch Buchholz,Pankow,medium,4865,6101,13.36,5254,47,13,42,4.0,3.85
2023-05,Französisch Buchholz,Pankow,medium,4889,5894,13.42,5280,70,12,73,4.0,3.85
2023-06,Französisch Buchholz,Pankow,medium,4989,6236,13.7,5388,128,32,96,4.0,3.85
2023-07,Französisch Buchholz,Pankow,medium,4783,6074,13.67,5166,23,21,31,4.0,4.1
2023-08,Französisch Buchholz,Pankow,medium,4756,5762,13.59,5137,49,18,132,4.0,4.1
2023-09,Französisch Buchholz,Pankow,medium,4840,5826,13.83,5227,44,35,116,4.0,4.1
2023-10,Französisch Buchholz,Pankow,medium,4932,6065,14.1,5327,148,49,210,4.5,4.1
2023-11,Französisch Buchholz,Pankow,medium,4884,6045,13.96,5275,68,15,20,4.5,4.1
2023-12,Französisch Buchholz,Pankow,medium,4611,5775,13.18,4980,89,20,140,4.5,4.1
2024-01,Französisch Buchholz,Pankow,medium,4877,6105,14.22,5267,150,25,95,4.5,3.85
2024-02,Französisch Buchholz,Pankow,medium,4519,5630,13.18,4881,86,26,88,4.5,3.85
2024-03,Französisch Buchholz,Pankow,medium,4645,5858,13.55,5016,56,49,22,4.5,3.85
2024-04,Französisch Buchholz,Pankow,medium,4698,5833,13.7,5074,54,33,164,4.5,3.85
2024-05,Französisch Buchholz,Pankow,medium,4961,6310,14.47,5357,179,17,112,4.5,3.85
2024-06,Französisch Buchholz,Pankow,medium,4945,6066,14.42,5340,157,24,77,4.5,3.85
2024-07,Französisch Buchholz,Pankow,medium,5088,6322,14.98,5495,110,31,94,4.25,3.5
2024-08,Französisch Buchholz,Pankow,medium,4790,6053,14.11,5173,136,14,185,4.25,3.5
2024-09,Französisch Buchholz,Pankow,medium,4995,6705,14.71,5395,149,16,122,4.25,3.5
2024-10,Französisch Buchholz,Pankow,medium,5013,6335,14.77,5415,105,38,90,4.25,3.5
2024-11,Französisch Buchholz,Pankow,medium,4956,6184,14.6,5352,50,44,217,3.65,3.5
2024-12,Französisch Buchholz,Pankow,medium,4969,6311,14.64,5367,138,40,197,3.65,3.5
2025-01,Französisch Buchholz,Pankow,medium,4830,6197,14.36,5216,18,28,123,3.15,3.3
2025-02,Französisch Buchholz,Pankow,medium,5155,6406,15.32,5567,60,23,200,3.15,3.3
2025-03,Französisch Buchholz,Pankow,medium,4799,5755,14.27,5183,117,24,214,3.15,3.3
2025-04,Französisch Buchholz,Pankow,medium,5063,6399,15.05,5468,144,36,61,3.15,3.3
2025-05,Französisch Buchholz,Pankow,medium,5318,6603,15.81,5743,28,18,153,3.15,3.3
2025-06,Französisch Buchholz,Pankow,medium,4845,5945,14.4,5233,152,13,192,3.15,3.3
2025-07,Französisch Buchholz,Pankow,medium,5083,6604,15.25,5490,22,36,93,2.75,3.1
2025-08,Französisch Buchholz,Pankow,medium,5280,6805,15.84,5703,86,9,152,2.75,3.1
2025-09,Französisch Buchholz,Pankow,medium,5056,6414,15.16,5460,120,26,203,2.75,3.1
2025-10,Französisch Buchholz,Pankow,medium,5019,6496,15.05,5420,143,8,113,2.75,3.1
2025-11,Französisch Buchholz,Pankow,medium,4930,6054,14.79,5325,46,34,128,2.75,3.1
2025-12,Französisch Buchholz,Pankow,medium,4787,6084,14.36,5170,155,4,66,2.75,3.1
2026-01,Französisch Buchholz,Pankow,medium,4952,6113,14.85,5348,97,10,210,2.75,3.1
2026-02,Französisch Buchholz,Pankow,medium,5324,6567,15.97,5750,111,25,136,2.75,3.1
2026-03,Französisch Buchholz,Pankow,medium,5101,6398,15.3,5509,50,14,57,2.75,3.1
2026-04,Französisch Buchholz,Pankow,medium,5153,6305,15.46,5566,85,31,104,2.75,3.1
2020-01,Niederschönhausen,Pankow,medium,4568,5751,12.69,4933,178,4,87,0.0,1.1
2020-02,Niederschönhausen,Pankow,medium,4805,5928,13.35,5189,55,33,137,0.0,1.1
2020-03,Niederschönhausen,Pankow,medium,4367,5431,11.22,4717,34,14,215,0.0,1.1
2020-04,Niederschönhausen,Pankow,medium,4807,6210,12.5,5192,110,36,195,0.0,1.1
2020-05,Niederschönhausen,Pankow,medium,4856,6043,12.63,5245,80,12,57,0.0,1.1
2020-06,Niederschönhausen,Pankow,medium,4706,5739,12.24,5083,136,35,23,0.0,1.1
2020-07,Niederschönhausen,Pankow,medium,4703,5890,12.23,5079,44,34,175,0.0,1.1
2020-08,Niederschönhausen,Pankow,medium,4518,5890,11.75,4879,54,12,79,0.0,1.1
2020-09,Niederschönhausen,Pankow,medium,4760,5941,12.38,5141,104,21,197,0.0,1.1
2020-10,Niederschönhausen,Pankow,medium,5228,6673,12.27,5647,83,37,62,0.0,1.1
2020-11,Niederschönhausen,Pankow,medium,5238,6319,12.29,5657,89,18,97,0.0,1.1
2020-12,Niederschönhausen,Pankow,medium,5009,6311,11.75,5410,166,17,122,0.0,1.1
2021-01,Niederschönhausen,Pankow,medium,5196,6422,12.19,5611,93,29,21,0.0,1.1
2021-02,Niederschönhausen,Pankow,medium,5251,6635,12.32,5671,31,31,172,0.0,1.1
2021-03,Niederschönhausen,Pankow,medium,5194,6462,12.19,5610,25,34,139,0.0,1.1
2021-04,Niederschönhausen,Pankow,medium,5170,6628,12.13,5583,30,45,101,0.0,1.1
2021-05,Niederschönhausen,Pankow,medium,5195,6653,13.67,5610,45,25,42,0.0,1.1
2021-06,Niederschönhausen,Pankow,medium,5144,6453,13.54,5555,155,6,190,0.0,1.1
2021-07,Niederschönhausen,Pankow,medium,5154,6260,13.56,5567,146,24,88,0.0,1.1
2021-08,Niederschönhausen,Pankow,medium,5401,6903,14.21,5833,24,27,29,0.0,1.1
2021-09,Niederschönhausen,Pankow,medium,5159,6384,13.58,5572,141,20,107,0.0,1.1
2021-10,Niederschönhausen,Pankow,medium,5233,6460,13.77,5651,33,40,169,0.0,1.1
2021-11,Niederschönhausen,Pankow,medium,5069,6290,13.34,5474,153,19,138,0.0,1.1
2021-12,Niederschönhausen,Pankow,medium,5255,6775,13.83,5675,151,31,158,0.0,1.1
2022-01,Niederschönhausen,Pankow,medium,5619,6923,13.27,6069,64,3,145,0.0,1.8
2022-02,Niederschönhausen,Pankow,medium,5914,7950,13.96,6387,36,34,187,0.0,1.8
2022-03,Niederschönhausen,Pankow,medium,6060,7359,14.98,6545,30,37,62,0.0,1.8
2022-04,Niederschönhausen,Pankow,medium,5767,7237,14.26,6228,101,29,21,0.0,1.8
2022-05,Niederschönhausen,Pankow,medium,5810,7204,14.36,6274,93,33,180,0.0,1.8
2022-06,Niederschönhausen,Pankow,medium,5782,7460,14.29,6245,113,8,147,0.0,1.8
2022-07,Niederschönhausen,Pankow,medium,5950,7458,15.52,6426,94,4,126,0.5,3.4
2022-08,Niederschönhausen,Pankow,medium,5589,6698,14.58,6036,43,25,129,0.5,3.4
2022-09,Niederschönhausen,Pankow,medium,5710,7165,14.89,6167,140,48,98,0.5,3.4
2022-10,Niederschönhausen,Pankow,medium,5906,7419,15.4,6378,136,47,72,2.5,3.4
2022-11,Niederschönhausen,Pankow,medium,5934,7515,15.48,6409,111,44,46,2.5,3.4
2022-12,Niederschönhausen,Pankow,medium,5799,7339,15.12,6263,112,38,74,2.5,3.4
2023-01,Niederschönhausen,Pankow,medium,5754,7231,15.79,6214,122,30,81,3.5,3.85
2023-02,Niederschönhausen,Pankow,medium,5556,7062,15.25,6000,88,24,63,3.5,3.85
2023-03,Niederschönhausen,Pankow,medium,5632,7056,15.46,6082,57,14,144,3.5,3.85
2023-04,Niederschönhausen,Pankow,medium,5679,7151,15.59,6134,100,33,79,4.0,3.85
2023-05,Niederschönhausen,Pankow,medium,5699,7245,15.64,6155,26,18,80,4.0,3.85
2023-06,Niederschönhausen,Pankow,medium,5734,7282,15.74,6192,100,49,101,4.0,3.85
2023-07,Niederschönhausen,Pankow,medium,5747,7013,16.43,6206,19,19,106,4.0,4.1
2023-08,Niederschönhausen,Pankow,medium,5612,6937,16.04,6061,127,39,68,4.0,4.1
2023-09,Niederschönhausen,Pankow,medium,5635,7027,16.11,6086,106,22,96,4.0,4.1
2023-10,Niederschönhausen,Pankow,medium,5419,6747,15.49,5853,84,9,41,4.5,4.1
2023-11,Niederschönhausen,Pankow,medium,5590,6881,15.98,6037,32,41,105,4.5,4.1
2023-12,Niederschönhausen,Pankow,medium,5662,7054,16.18,6115,168,3,133,4.5,4.1
2024-01,Niederschönhausen,Pankow,medium,5611,7111,16.36,6060,167,46,148,4.5,3.85
2024-02,Niederschönhausen,Pankow,medium,5556,6788,16.2,6000,164,32,215,4.5,3.85
2024-03,Niederschönhausen,Pankow,medium,5556,7033,16.21,6001,75,41,114,4.5,3.85
2024-04,Niederschönhausen,Pankow,medium,5826,7538,16.99,6292,87,35,148,4.5,3.85
2024-05,Niederschönhausen,Pankow,medium,5454,7027,15.91,5890,179,20,171,4.5,3.85
2024-06,Niederschönhausen,Pankow,medium,5530,6857,16.13,5972,157,39,191,4.5,3.85
2024-07,Niederschönhausen,Pankow,medium,5707,6803,16.81,6163,96,32,105,4.25,3.5
2024-08,Niederschönhausen,Pankow,medium,5888,7248,17.34,6359,159,47,205,4.25,3.5
2024-09,Niederschönhausen,Pankow,medium,5974,7311,17.59,6452,87,9,142,4.25,3.5
2024-10,Niederschönhausen,Pankow,medium,5648,6907,16.64,6100,75,3,194,4.25,3.5
2024-11,Niederschönhausen,Pankow,medium,5825,7067,17.16,6291,65,49,183,3.65,3.5
2024-12,Niederschönhausen,Pankow,medium,5766,7444,16.98,6227,57,18,26,3.65,3.5
2025-01,Niederschönhausen,Pankow,medium,5778,7143,17.18,6241,96,9,141,3.15,3.3
2025-02,Niederschönhausen,Pankow,medium,5838,7186,17.36,6305,97,23,58,3.15,3.3
2025-03,Niederschönhausen,Pankow,medium,5940,7462,17.66,6415,170,25,186,3.15,3.3
2025-04,Niederschönhausen,Pankow,medium,5770,7335,17.15,6231,102,5,187,3.15,3.3
2025-05,Niederschönhausen,Pankow,medium,5841,6962,17.36,6308,102,20,110,3.15,3.3
2025-06,Niederschönhausen,Pankow,medium,5826,7566,17.32,6292,54,17,155,3.15,3.3
2025-07,Niederschönhausen,Pankow,medium,5868,7588,17.6,6337,48,12,143,2.75,3.1
2025-08,Niederschönhausen,Pankow,medium,5855,7088,17.56,6323,166,40,126,2.75,3.1
2025-09,Niederschönhausen,Pankow,medium,5783,7171,17.34,6245,160,11,123,2.75,3.1
