Order_ID,Date,Region,Salesperson,Category,Product,Quantity,Unit_Price,Sales,Profit
ORD00792,2025-12-21,North,Vikram,Furniture,Sofa,12,25000,300000,53593
ORD00793,2025-06-11,South,Karthik,Electronics,Monitor,3,12000,36000,10658
ORD00794,2025-03-31,East,Riya,Furniture,Sofa,14,25000,350000,73045
ORD00795,2025-12-29,East,Riya,Furniture,Table,18,8000,144000,29026
ORD00796,2025-11-04,West,Meena,Furniture,Chair,7,3000,21000,3621
ORD00797,2025-11-13,West,Meena,Furniture,Chair,3,3000,9000,922
ORD00798,2025-01-06,South,Karthik,Electronics,Monitor,2,12000,24000,6874
ORD00799,2025-02-25,North,Raj,Furniture,Table,11,8000,88000,19185
ORD00800,2025-09-12,North,Amit,Electronics,Laptop,13,50000,650000,153481
ORD00801,2025-05-01,West,Meena,Electronics,Monitor,2,12000,24000,6084
ORD00802,2025-10-26,West,Sneha,Furniture,Chair,8,3000,24000,4709
ORD00803,2025-05-31,South,Karthik,Electronics,Mobile,4,20000,80000,10448
ORD00804,2025-10-13,South,Priya,Electronics,Monitor,1,12000,12000,2989
ORD00805,2025-05-01,South,Anita,Electronics,Mobile,1,20000,20000,2024
ORD00806,2025-06-11,South,Karthik,Furniture,Chair,9,3000,27000,6016
ORD00807,2025-09-05,South,Anita,Electronics,Laptop,2,50000,100000,27759
ORD00808,2025-09-09,South,Karthik,Electronics,Monitor,3,12000,36000,5814
ORD00809,2025-10-30,East,Arun,Electronics,Monitor,12,12000,144000,41086
ORD00810,2025-05-12,North,Vikram,Furniture,Table,9,8000,72000,10354
ORD00811,2025-08-25,North,Vikram,Furniture,Chair,7,3000,21000,3630
ORD00812,2025-05-29,North,Vikram,Electronics,Laptop,5,50000,250000,70396
ORD00813,2025-11-06,West,Rahul,Furniture,Chair,5,3000,15000,1626
ORD00814,2025-07-11,East,Riya,Furniture,Sofa,7,25000,175000,41738
ORD00815,2025-02-19,South,Priya,Electronics,Mobile,4,20000,80000,23297
ORD00816,2025-06-07,South,Priya,Furniture,Sofa,12,25000,300000,67041
ORD00817,2025-09-07,West,Rahul,Furniture,Chair,2,3000,6000,1616
ORD00818,2025-11-12,North,Vikram,Electronics,Laptop,9,50000,450000,114465
ORD00819,2025-01-16,South,Karthik,Electronics,Monitor,4,12000,48000,9890
ORD00820,2025-08-22,East,Suresh,Furniture,Table,14,8000,112000,13730
ORD00821,2025-07-20,West,Rahul,Furniture,Chair,4,3000,12000,1530
ORD00822,2025-11-27,West,Meena,Electronics,Monitor,8,12000,96000,22957
ORD00823,2025-05-29,South,Karthik,Electronics,Monitor,4,12000,48000,12993
ORD00824,2025-04-22,East,Riya,Furniture,Sofa,14,25000,350000,74468
ORD00825,2025-09-08,South,Priya,Furniture,Chair,3,3000,9000,1057
ORD00826,2025-12-18,South,Priya,Furniture,Chair,18,3000,54000,11031
ORD00827,2025-05-10,South,Anita,Electronics,Mobile,19,20000,380000,83699
ORD00828,2025-11-03,North,Vikram,Furniture,Sofa,10,25000,250000,34223
ORD00829,2025-06-14,West,Meena,Furniture,Sofa,5,25000,125000,14767
ORD00830,2025-09-21,West,Rahul,Electronics,Laptop,16,50000,800000,208902
ORD00831,2025-04-29,West,Rahul,Electronics,Monitor,3,12000,36000,6225
ORD00832,2025-04-04,West,Rahul,Electronics,Monitor,4,12000,48000,7770
ORD00833,2025-11-28,East,Suresh,Furniture,Table,11,8000,88000,12385
ORD00834,2025-11-22,South,Anita,Furniture,Sofa,7,25000,175000,43914
ORD00835,2025-10-27,South,Priya,Electronics,Mobile,8,20000,160000,18449
ORD00836,2025-07-14,North,Raj,Electronics,Laptop,18,50000,900000,231616
ORD00837,2025-05-19,East,Riya,Electronics,Laptop,10,50000,500000,130931
ORD00838,2025-05-04,South,Priya,Furniture,Chair,15,3000,45000,7133
ORD00839,2025-06-18,West,Sneha,Electronics,Monitor,8,12000,96000,12446
ORD00840,2025-10-08,East,Arun,Furniture,Chair,17,3000,51000,6987
ORD00841,2025-06-18,East,Arun,Electronics,Monitor,16,12000,192000,39614
ORD00842,2025-12-11,South,Anita,Electronics,Monitor,9,12000,108000,20411
ORD00843,2025-01-13,North,Raj,Electronics,Laptop,7,50000,350000,82268
ORD00844,2025-12-26,West,Rahul,Furniture,Sofa,2,25000,50000,8748
ORD00845,2025-07-19,North,Raj,Furniture,Sofa,4,25000,100000,15227
ORD00846,2025-04-19,West,Rahul,Electronics,Mobile,9,20000,180000,46570
ORD00847,2025-01-12,South,Priya,Electronics,Laptop,2,50000,100000,12331
ORD00848,2025-08-09,East,Arun,Electronics,Mobile,14,20000,280000,75965
ORD00849,2025-08-30,North,Vikram,Electronics,Monitor,16,12000,192000,40866
ORD00850,2025-02-19,East,Riya,Electronics,Laptop,6,50000,300000,85605
ORD00851,2025-09-20,North,Vikram,Electronics,Mobile,7,20000,140000,14337
ORD00852,2025-07-12,East,Suresh,Electronics,Mobile,5,20000,100000,24784
ORD00853,2025-03-09,South,Priya,Electronics,Mobile,2,20000,40000,8624
ORD00854,2025-08-29,North,Amit,Furniture,Sofa,6,25000,150000,36087
ORD00855,2025-07-12,North,Vikram,Electronics,Laptop,13,50000,650000,65777
ORD00856,2025-04-03,East,Arun,Furniture,Table,15,8000,120000,33408
ORD00857,2025-06-29,West,Sneha,Furniture,Table,5,8000,40000,8683
ORD00858,2025-05-08,South,Priya,Furniture,Chair,16,3000,48000,13288
ORD00859,2025-07-12,South,Karthik,Electronics,Laptop,10,50000,500000,137184
ORD00860,2025-05-21,South,Karthik,Electronics,Monitor,16,12000,192000,54028
ORD00861,2025-02-25,North,Vikram,Furniture,Chair,14,3000,42000,6393
ORD00862,2025-08-16,West,Rahul,Electronics,Mobile,5,20000,100000,17189
ORD00863,2025-11-05,East,Riya,Electronics,Mobile,10,20000,200000,20995
ORD00864,2025-07-14,West,Sneha,Electronics,Monitor,7,12000,84000,8907
ORD00865,2025-12-14,East,Suresh,Furniture,Sofa,8,25000,200000,31350
ORD00866,2025-02-10,West,Meena,Furniture,Sofa,19,25000,475000,92778
ORD00867,2025-09-27,East,Suresh,Electronics,Mobile,4,20000,80000,20814
ORD00868,2025-06-18,West,Meena,Electronics,Laptop,10,50000,500000,55357
ORD00869,2025-06-03,South,Priya,Electronics,Mobile,8,20000,160000,40739
ORD00870,2025-02-02,North,Vikram,Electronics,Monitor,5,12000,60000,8443
ORD00871,2025-05-23,North,Vikram,Furniture,Sofa,7,25000,175000,43785
ORD00872,2025-04-20,West,Rahul,Electronics,Laptop,15,50000,750000,112235
ORD00873,2025-04-27,North,Vikram,Electronics,Mobile,11,20000,220000,28333
ORD00874,2025-01-19,South,Anita,Electronics,Monitor,14,12000,168000,40475
ORD00875,2025-12-15,North,Vikram,Electronics,Mobile,11,20000,220000,45109
ORD00876,2025-11-10,North,Vikram,Electronics,Monitor,4,12000,48000,11097
ORD00877,2025-10-23,North,Vikram,Electronics,Monitor,7,12000,84000,13679
ORD00878,2025-08-19,North,Amit,Furniture,Table,4,8000,32000,9293
ORD00879,2025-08-31,West,Rahul,Furniture,Table,12,8000,96000,28587
ORD00880,2025-10-21,West,Meena,Electronics,Monitor,16,12000,192000,50639
ORD00881,2025-11-16,North,Vikram,Furniture,Table,10,8000,80000,9577
ORD00882,2025-06-29,East,Suresh,Electronics,Laptop,8,50000,400000,76308
ORD00883,2025-07-31,West,Sneha,Furniture,Sofa,9,25000,225000,44222
ORD00884,2025-02-16,East,Arun,Electronics,Laptop,20,50000,1000000,160565
ORD00885,2025-09-11,East,Suresh,Electronics,Laptop,1,50000,50000,10061
ORD00886,2025-10-24,West,Sneha,Furniture,Chair,13,3000,39000,11358
ORD00887,2025-12-23,North,Amit,Electronics,Mobile,20,20000,400000,88843
ORD00888,2025-01-04,East,Arun,Furniture,Sofa,20,25000,500000,141801
ORD00889,2025-02-14,North,Vikram,Electronics,Monitor,12,12000,144000,28908
ORD00890,2025-08-28,South,Anita,Furniture,Sofa,2,25000,50000,5978
ORD00891,2025-12-30,North,Vikram,Furniture,Chair,13,3000,39000,11622
ORD00892,2025-07-31,West,Sneha,Electronics,Monitor,18,12000,216000,49041
ORD00893,2025-06-03,South,Priya,Electronics,Monitor,3,12000,36000,7004
ORD00894,2025-05-16,West,Sneha,Electronics,Monitor,12,12000,144000,38609
ORD00895,2025-09-30,North,Amit,Furniture,Chair,19,3000,57000,15889
ORD00896,2025-06-01,North,Amit,Electronics,Mobile,17,20000,340000,56002
ORD00897,2025-07-23,East,Arun,Electronics,Mobile,10,20000,200000,21985
ORD00898,2025-06-07,West,Meena,Electronics,Mobile,16,20000,320000,34443
ORD00899,2025-06-30,East,Arun,Furniture,Chair,12,3000,36000,4523
ORD00900,2025-02-17,West,Rahul,Furniture,Chair,2,3000,6000,630
ORD00901,2025-03-23,South,Anita,Furniture,Table,6,8000,48000,11050
ORD00902,2025-01-23,West,Rahul,Electronics,Monitor,18,12000,216000,59519
ORD00903,2025-03-12,South,Anita,Furniture,Chair,6,3000,18000,3561
ORD00904,2025-09-21,East,Arun,Furniture,Sofa,6,25000,150000,17456
ORD00905,2025-05-07,West,Rahul,Furniture,Table,6,8000,48000,13024
ORD00906,2025-12-04,West,Sneha,Furniture,Sofa,17,25000,425000,62682
ORD00907,2025-02-11,East,Suresh,Furniture,Sofa,8,25000,200000,55230
ORD00908,2025-03-12,West,Sneha,Electronics,Mobile,2,20000,40000,5437
ORD00909,2025-01-10,East,Suresh,Electronics,Mobile,11,20000,220000,33443
ORD00910,2025-07-02,South,Priya,Electronics,Mobile,1,20000,20000,4453
ORD00911,2025-04-15,West,Sneha,Electronics,Monitor,17,12000,204000,36449
ORD00912,2025-12-13,North,Raj,Furniture,Table,9,8000,72000,21380
ORD00913,2025-11-15,West,Sneha,Furniture,Chair,7,3000,21000,6090
ORD00914,2025-07-03,South,Karthik,Furniture,Chair,8,3000,24000,3821
ORD00915,2025-08-12,West,Rahul,Furniture,Table,4,8000,32000,4829
ORD00916,2025-05-03,East,Suresh,Electronics,Monitor,17,12000,204000,26371
ORD00917,2025-06-06,East,Arun,Electronics,Monitor,9,12000,108000,12761
ORD00918,2025-04-22,West,Sneha,Electronics,Mobile,16,20000,320000,60570
ORD00919,2025-03-01,North,Vikram,Furniture,Chair,9,3000,27000,4169
ORD00920,2025-04-10,South,Karthik,Furniture,Chair,18,3000,54000,6514
ORD00921,2025-01-02,South,Priya,Electronics,Monitor,16,12000,192000,43685
ORD00922,2025-02-13,East,Arun,Furniture,Table,3,8000,24000,6176
ORD00923,2025-10-20,East,Arun,Electronics,Mobile,16,20000,320000,77360
ORD00924,2025-05-17,West,Meena,Furniture,Table,20,8000,160000,24314
ORD00925,2025-02-11,South,Priya,Electronics,Mobile,15,20000,300000,44291
ORD00926,2025-03-14,North,Vikram,Electronics,Monitor,1,12000,12000,1719
ORD00927,2025-07-11,South,Karthik,Furniture,Chair,6,3000,18000,3937
ORD00928,2025-01-07,South,Priya,Electronics,Laptop,19,50000,950000,263648
ORD00929,2025-09-16,East,Riya,Furniture,Table,5,8000,40000,5735
ORD00930,2025-04-11,South,Anita,Electronics,Laptop,1,50000,50000,14265
ORD00931,2025-03-31,South,Karthik,Furniture,Chair,10,3000,30000,6138
ORD00932,2025-10-08,North,Vikram,Electronics,Mobile,8,20000,160000,46323
ORD00933,2025-05-01,South,Anita,Electronics,Monitor,17,12000,204000,37822
ORD00934,2025-05-24,East,Arun,Furniture,Chair,2,3000,6000,646
ORD00935,2025-06-06,West,Rahul,Furniture,Table,10,8000,80000,14672
ORD00936,2025-12-10,West,Meena,Furniture,Sofa,13,25000,325000,62539
ORD00937,2025-03-16,West,Rahul,Electronics,Laptop,7,50000,350000,79527
ORD00938,2025-04-27,West,Sneha,Electronics,Mobile,4,20000,80000,9028
ORD00939,2025-12-12,East,Suresh,Furniture,Table,17,8000,136000,22621
ORD00940,2025-04-06,South,Anita,Electronics,Laptop,12,50000,600000,109263
ORD00941,2025-11-03,West,Meena,Furniture,Table,17,8000,136000,32403
ORD00942,2025-07-26,West,Sneha,Electronics,Laptop,2,50000,100000,23631
ORD00943,2025-10-22,North,Amit,Electronics,Monitor,7,12000,84000,13013
ORD00944,2025-11-16,West,Meena,Electronics,Laptop,19,50000,950000,99654
ORD00945,2025-11-17,North,Vikram,Electronics,Mobile,8,20000,160000,37589
ORD00946,2025-10-12,West,Sneha,Electronics,Laptop,2,50000,100000,16639
ORD00947,2025-07-12,West,Rahul,Furniture,Sofa,4,25000,100000,23750
ORD00948,2025-04-02,North,Vikram,Electronics,Mobile,15,20000,300000,39788
ORD00949,2025-05-15,East,Riya,Furniture,Sofa,16,25000,400000,87636
ORD00950,2025-12-01,South,Anita,Furniture,Chair,8,3000,24000,4715
ORD00951,2025-03-23,South,Anita,Electronics,Monitor,15,12000,180000,28714
ORD00952,2025-10-02,East,Suresh,Electronics,Monitor,15,12000,180000,28488
ORD00953,2025-10-01,North,Raj,Electronics,Mobile,4,20000,80000,10980
ORD00954,2025-12-11,North,Amit,Furniture,Table,11,8000,88000,16567
ORD00955,2025-09-21,West,Meena,Furniture,Sofa,16,25000,400000,48287
ORD00956,2025-07-13,North,Vikram,Electronics,Mobile,1,20000,20000,4518
ORD00957,2025-10-05,East,Suresh,Electronics,Monitor,5,12000,60000,11906
ORD00958,2025-04-29,East,Arun,Electronics,Monitor,17,12000,204000,43553
ORD00959,2025-08-23,North,Vikram,Electronics,Mobile,15,20000,300000,52819
ORD00960,2025-06-12,South,Priya,Furniture,Sofa,6,25000,150000,40504
ORD00961,2025-08-10,East,Riya,Furniture,Chair,6,3000,18000,3236
ORD00962,2025-12-23,South,Priya,Furniture,Sofa,14,25000,350000,41424
ORD00963,2025-04-02,South,Karthik,Electronics,Laptop,12,50000,600000,124170
ORD00964,2025-05-18,North,Raj,Furniture,Chair,2,3000,6000,1117
ORD00965,2025-10-10,West,Sneha,Electronics,Laptop,11,50000,550000,141645
ORD00966,2025-04-16,East,Riya,Electronics,Mobile,11,20000,220000,46910
ORD00967,2025-07-04,North,Amit,Furniture,Sofa,17,25000,425000,96202
ORD00968,2025-03-24,South,Priya,Electronics,Laptop,17,50000,850000,178977
ORD00969,2025-04-24,West,Meena,Electronics,Monitor,7,12000,84000,10899
ORD00970,2025-09-29,North,Amit,Electronics,Laptop,4,50000,200000,25770
ORD00971,2025-03-13,South,Priya,Electronics,Laptop,16,50000,800000,234428
ORD00972,2025-06-13,East,Suresh,Furniture,Table,10,8000,80000,17302
ORD00973,2025-08-22,East,Suresh,Furniture,Sofa,15,25000,375000,85962
ORD00974,2025-01-18,West,Rahul,Furniture,Table,7,8000,56000,15973
ORD00975,2025-03-11,East,Arun,Electronics,Laptop,8,50000,400000,63185
ORD00976,2025-01-26,East,Suresh,Electronics,Laptop,8,50000,400000,69106
ORD00977,2025-02-03,North,Raj,Electronics,Laptop,18,50000,900000,184855
ORD00978,2025-01-29,East,Arun,Electronics,Mobile,5,20000,100000,21153
ORD00979,2025-06-03,South,Priya,Furniture,Sofa,5,25000,125000,13576
ORD00980,2025-04-16,East,Suresh,Electronics,Mobile,20,20000,400000,59329
ORD00981,2025-10-18,West,Sneha,Electronics,Mobile,5,20000,100000,26634
ORD00982,2025-01-23,North,Raj,Electronics,Mobile,4,20000,80000,21341
ORD00983,2025-02-04,South,Anita,Electronics,Laptop,6,50000,300000,36078
ORD00984,2025-03-18,East,Arun,Electronics,Laptop,9,50000,450000,99576
ORD00985,2025-11-27,North,Raj,Furniture,Table,8,8000,64000,12672
ORD00986,2025-09-02,North,Amit,Furniture,Table,9,8000,72000,12664
ORD00987,2025-05-08,South,Karthik,Electronics,Monitor,18,12000,216000,46529
ORD00988,2025-04-05,South,Karthik,Electronics,Mobile,5,20000,100000,17916
ORD00989,2025-10-14,North,Amit,Furniture,Table,2,8000,16000,4753
ORD00990,2025-12-10,South,Anita,Electronics,Mobile,10,20000,200000,35726
ORD00991,2025-10-21,West,Sneha,Electronics,Laptop,11,50000,550000,128281
ORD00992,2025-06-05,North,Vikram,Furniture,Table,8,8000,64000,8980
ORD00993,2025-08-17,East,Arun,Electronics,Laptop,11,50000,550000,78604
ORD00994,2025-10-08,East,Arun,Electronics,Mobile,5,20000,100000,22384
ORD00995,2025-03-23,South,Anita,Electronics,Monitor,13,12000,156000,24832
ORD00996,2025-12-08,West,Rahul,Furniture,Sofa,15,25000,375000,54327
ORD00997,2025-01-24,West,Meena,Electronics,Mobile,20,20000,400000,106379
ORD00998,2025-10-24,East,Arun,Electronics,Mobile,1,20000,20000,3391
ORD00999,2025-01-16,North,Vikram,Electronics,Monitor,10,12000,120000,21069
ORD01000,2025-06-25,East,Riya,Furniture,Table,5,8000,40000,5139
ORD01001,2025-11-13,West,Sneha,Furniture,Chair,5,3000,15000,2084
ORD01002,2025-08-05,South,Priya,Furniture,Chair,14,3000,42000,10678
ORD01003,2025-02-09,North,Raj,Furniture,Sofa,12,25000,300000,81933
ORD01004,2025-09-22,East,Arun,Furniture,Table,11,8000,88000,23408
ORD01005,2025-12-28,South,Anita,Furniture,Table,14,8000,112000,27047
ORD01006,2025-08-20,East,Arun,Electronics,Monitor,9,12000,108000,10987
ORD01007,2025-07-07,West,Rahul,Electronics,Mobile,8,20000,160000,37667
ORD01008,2025-11-27,West,Sneha,Furniture,Chair,5,3000,15000,1928
ORD01009,2025-02-10,South,Karthik,Electronics,Mobile,16,20000,320000,38226
ORD01010,2025-05-01,East,Riya,Electronics,Monitor,17,12000,204000,52837
ORD01011,2025-07-25,South,Anita,Furniture,Sofa,17,25000,425000,110311
ORD01012,2025-03-03,North,Amit,Electronics,Monitor,1,12000,12000,3238
ORD01013,2025-12-10,South,Priya,Electronics,Laptop,7,50000,350000,40652
ORD01014,2025-12-06,East,Arun,Furniture,Sofa,18,25000,450000,46058
ORD01015,2025-03-31,South,Anita,Electronics,Laptop,5,50000,250000,54546
ORD01016,2025-01-08,North,Vikram,Furniture,Table,20,8000,160000,19640
ORD01017,2025-08-10,North,Amit,Furniture,Chair,13,3000,39000,4224
ORD01018,2025-01-24,West,Meena,Electronics,Mobile,14,20000,280000,58112
ORD01019,2025-07-24,North,Amit,Electronics,Laptop,8,50000,400000,82708
ORD01020,2025-06-27,West,Meena,Furniture,Sofa,10,25000,250000,41564
ORD01021,2025-06-12,South,Anita,Electronics,Monitor,10,12000,120000,17865
ORD01022,2025-02-05,South,Karthik,Furniture,Sofa,12,25000,300000,55419
ORD01023,2025-07-17,South,Anita,Electronics,Mobile,17,20000,340000,60003
ORD01024,2025-06-26,North,Amit,Furniture,Table,10,8000,80000,12864
ORD01025,2025-08-08,North,Raj,Electronics,Laptop,12,50000,600000,171252
ORD01026,2025-05-07,West,Rahul,Electronics,Monitor,15,12000,180000,37994
ORD01027,2025-11-18,West,Meena,Furniture,Chair,3,3000,9000,1595
ORD01028,2025-01-11,North,Amit,Furniture,Sofa,12,25000,300000,70804
ORD01029,2025-09-19,South,Priya,Furniture,Sofa,7,25000,175000,19980
ORD01030,2025-05-25,North,Vikram,Electronics,Mobile,13,20000,260000,48431
ORD01031,2025-06-10,South,Anita,Electronics,Monitor,3,12000,36000,8796
ORD01032,2025-08-02,West,Meena,Furniture,Table,15,8000,120000,31827
ORD01033,2025-08-03,West,Sneha,Electronics,Laptop,1,50000,50000,8316
ORD01034,2025-10-13,North,Raj,Electronics,Mobile,2,20000,40000,7979
ORD01035,2025-08-19,West,Sneha,Furniture,Table,20,8000,160000,21505
ORD01036,2025-11-12,North,Amit,Electronics,Monitor,8,12000,96000,23442
ORD01037,2025-03-15,South,Karthik,Electronics,Mobile,2,20000,40000,10926
ORD01038,2025-11-09,West,Sneha,Furniture,Table,9,8000,72000,14407
ORD01039,2025-11-12,East,Arun,Furniture,Table,5,8000,40000,11349
ORD01040,2025-10-24,East,Arun,Furniture,Chair,10,3000,30000,3599
ORD01041,2025-01-16,West,Rahul,Furniture,Table,15,8000,120000,28137
ORD01042,2025-10-03,West,Meena,Electronics,Monitor,6,12000,72000,17895
ORD01043,2025-06-29,West,Meena,Electronics,Monitor,19,12000,228000,49873
ORD01044,2025-09-27,South,Anita,Furniture,Sofa,6,25000,150000,38391
ORD01045,2025-07-23,West,Rahul,Electronics,Laptop,9,50000,450000,102453
ORD01046,2025-03-27,North,Raj,Furniture,Table,5,8000,40000,11073
ORD01047,2025-01-14,East,Riya,Furniture,Sofa,11,25000,275000,49131
ORD01048,2025-02-09,North,Amit,Electronics,Mobile,20,20000,400000,62939
ORD01049,2025-01-15,North,Amit,Electronics,Monitor,11,12000,132000,27435
ORD01050,2025-12-08,South,Karthik,Furniture,Table,9,8000,72000,10673
ORD01051,2025-02-28,South,Anita,Furniture,Sofa,19,25000,475000,99053
ORD01052,2025-01-08,South,Karthik,Electronics,Laptop,18,50000,900000,159946
ORD01053,2025-01-27,East,Arun,Electronics,Mobile,10,20000,200000,51287
ORD01054,2025-01-05,West,Sneha,Furniture,Chair,8,3000,24000,2686
ORD01055,2025-04-20,East,Suresh,Furniture,Sofa,2,25000,50000,14774
ORD01056,2025-08-22,North,Raj,Electronics,Monitor,16,12000,192000,57243
ORD01057,2025-06-16,East,Suresh,Furniture,Chair,17,3000,51000,5512
ORD01058,2025-08-02,North,Vikram,Furniture,Table,1,8000,8000,1358
ORD01059,2025-10-24,South,Anita,Electronics,Mobile,14,20000,280000,38009
ORD01060,2025-12-09,South,Priya,Electronics,Mobile,12,20000,240000,60248
ORD01061,2025-09-06,North,Amit,Electronics,Monitor,8,12000,96000,22053
ORD01062,2025-03-29,West,Meena,Electronics,Laptop,10,50000,500000,133754
ORD01063,2025-07-20,North,Amit,Electronics,Mobile,7,20000,140000,18357
ORD01064,2025-02-27,West,Rahul,Electronics,Mobile,8,20000,160000,25935
ORD01065,2025-05-25,East,Arun,Electronics,Monitor,14,12000,168000,33513
ORD01066,2025-12-13,North,Vikram,Electronics,Mobile,17,20000,340000,101187
ORD01067,2025-05-25,North,Amit,Electronics,Monitor,4,12000,48000,6359
ORD01068,2025-07-29,West,Sneha,Furniture,Table,13,8000,104000,22908
ORD01069,2025-02-04,East,Suresh,Furniture,Table,3,8000,24000,3704
ORD01070,2025-06-18,North,Amit,Furniture,Table,20,8000,160000,44812
ORD01071,2025-09-19,South,Karthik,Furniture,Chair,20,3000,60000,12610
ORD01072,2025-10-15,West,Meena,Electronics,Monitor,8,12000,96000,17012
ORD01073,2025-12-08,West,Sneha,Furniture,Chair,1,3000,3000,557
ORD01074,2025-06-12,East,Arun,Furniture,Table,10,8000,80000,22042
ORD01075,2025-01-21,East,Arun,Electronics,Laptop,7,50000,350000,103811
ORD01076,2025-04-03,East,Suresh,Electronics,Mobile,7,20000,140000,21552
ORD01077,2025-07-02,East,Suresh,Electronics,Laptop,13,50000,650000,141724
ORD01078,2025-12-05,South,Anita,Furniture,Chair,12,3000,36000,7398
ORD01079,2025-09-03,North,Amit,Electronics,Monitor,14,12000,168000,34126
ORD01080,2025-02-16,West,Sneha,Electronics,Mobile,8,20000,160000,19023
ORD01081,2025-10-24,West,Rahul,Electronics,Laptop,7,50000,350000,90515
ORD01082,2025-06-21,North,Amit,Furniture,Sofa,12,25000,300000,88419
ORD01083,2025-06-10,West,Rahul,Electronics,Laptop,8,50000,400000,85550
ORD01084,2025-12-08,North,Amit,Furniture,Chair,11,3000,33000,9026
ORD01085,2025-04-05,West,Meena,Electronics,Laptop,13,50000,650000,75726
ORD01086,2025-12-31,East,Arun,Furniture,Table,19,8000,152000,20450
ORD01087,2025-10-24,East,Riya,Furniture,Table,4,8000,32000,9092
ORD01088,2025-10-26,East,Suresh,Furniture,Chair,12,3000,36000,4161
ORD01089,2025-03-26,South,Karthik,Furniture,Sofa,4,25000,100000,12110
ORD01090,2025-07-12,East,Riya,Furniture,Sofa,20,25000,500000,111819
ORD01091,2025-09-10,South,Priya,Furniture,Sofa,9,25000,225000,31865
ORD01092,2025-02-05,South,Karthik,Electronics,Mobile,17,20000,340000,54351
ORD01093,2025-02-06,South,Karthik,Furniture,Table,12,8000,96000,13914
ORD01094,2025-07-31,North,Amit,Furniture,Chair,17,3000,51000,11316
ORD01095,2025-12-06,East,Suresh,Electronics,Mobile,16,20000,320000,80599
ORD01096,2025-11-12,West,Sneha,Electronics,Monitor,7,12000,84000,12460
ORD01097,2025-11-30,South,Anita,Furniture,Table,13,8000,104000,21520
ORD01098,2025-04-18,East,Suresh,Electronics,Monitor,16,12000,192000,21994
ORD01099,2025-06-18,East,Arun,Electronics,Mobile,3,20000,60000,8199
ORD01100,2025-03-16,East,Suresh,Electronics,Monitor,9,12000,108000,31935
ORD01101,2025-03-06,South,Anita,Electronics,Laptop,18,50000,900000,223534
ORD01102,2025-08-04,South,Anita,Furniture,Table,5,8000,40000,10112
ORD01103,2025-08-03,West,Rahul,Furniture,Chair,3,3000,9000,1568
ORD01104,2025-06-18,South,Priya,Electronics,Monitor,7,12000,84000,17769
ORD01105,2025-04-29,North,Raj,Electronics,Mobile,15,20000,300000,65441
ORD01106,2025-07-17,South,Priya,Furniture,Table,19,8000,152000,29749
ORD01107,2025-01-21,North,Amit,Electronics,Mobile,3,20000,60000,6987
ORD01108,2025-11-10,East,Riya,Electronics,Monitor,10,12000,120000,28214
ORD01109,2025-01-24,West,Meena,Electronics,Laptop,19,50000,950000,148526
ORD01110,2025-02-07,South,Karthik,Electronics,Mobile,4,20000,80000,16068
ORD01111,2025-10-22,West,Meena,Electronics,Mobile,8,20000,160000,26332
ORD01112,2025-12-08,West,Sneha,Electronics,Mobile,16,20000,320000,48919
ORD01113,2025-05-21,East,Suresh,Furniture,Sofa,10,25000,250000,48718
ORD01114,2025-08-16,West,Rahul,Electronics,Monitor,3,12000,36000,5605
ORD01115,2025-03-27,North,Amit,Electronics,Monitor,6,12000,72000,13066
ORD01116,2025-06-01,East,Riya,Electronics,Mobile,9,20000,180000,27163
ORD01117,2025-06-18,South,Priya,Electronics,Laptop,3,50000,150000,38119
ORD01118,2025-02-02,North,Amit,Furniture,Chair,14,3000,42000,5219
ORD01119,2025-12-20,South,Anita,Electronics,Laptop,14,50000,700000,206815
ORD01120,2025-11-13,West,Sneha,Furniture,Sofa,6,25000,150000,39335
ORD01121,2025-10-17,North,Amit,Furniture,Table,16,8000,128000,12828
ORD01122,2025-07-05,South,Anita,Electronics,Mobile,14,20000,280000,54063
ORD01123,2025-08-27,South,Karthik,Furniture,Chair,14,3000,42000,6001
ORD01124,2025-09-10,South,Anita,Electronics,Monitor,5,12000,60000,10871
ORD01125,2025-01-26,East,Suresh,Electronics,Mobile,2,20000,40000,6012
ORD01126,2025-06-29,West,Meena,Electronics,Mobile,4,20000,80000,14092
ORD01127,2025-06-28,East,Arun,Electronics,Laptop,16,50000,800000,205971
ORD01128,2025-07-27,East,Riya,Electronics,Laptop,8,50000,400000,44181
ORD01129,2025-07-19,West,Sneha,Electronics,Laptop,6,50000,300000,41430
ORD01130,2025-02-21,North,Raj,Electronics,Laptop,16,50000,800000,142396
ORD01131,2025-06-01,West,Sneha,Furniture,Chair,15,3000,45000,4920
ORD01132,2025-02-18,West,Meena,Electronics,Laptop,12,50000,600000,122804
ORD01133,2025-11-19,West,Rahul,Electronics,Monitor,8,12000,96000,26440
ORD01134,2025-07-03,South,Karthik,Electronics,Monitor,6,12000,72000,11677
ORD01135,2025-07-29,West,Sneha,Furniture,Table,12,8000,96000,23942
ORD01136,2025-11-15,North,Vikram,Furniture,Table,3,8000,24000,5207
ORD01137,2025-11-04,South,Priya,Furniture,Table,12,8000,96000,28255
ORD01138,2025-07-28,West,Meena,Furniture,Sofa,12,25000,300000,88247
ORD01139,2025-05-03,North,Raj,Furniture,Table,13,8000,104000,12705
ORD01140,2025-02-08,North,Amit,Electronics,Laptop,1,50000,50000,9462
