trial_id,therapeutic_area,uses_biomarker,phase2_effect_size,phase2_pvalue_strength,endpoint_type,enrollment,statistical_power,sponsor_type,novel_mechanism,prior_approvals_target,randomized,double_blind,active_comparator,years_in_development,orphan_designation,trial_success
TRL001427,oncology,1,4.73,6.65,clinical,356,0.808,large_pharma,0,1,1,0,1,9.8,0,1
TRL001428,respiratory,1,5.6,7.43,hard_survival,311,0.783,large_pharma,0,1,1,1,0,6.3,1,1
TRL001429,infectious_disease,0,5.43,6.57,clinical,552,0.946,mid_pharma,1,0,1,1,1,10.7,0,0
TRL001430,cns,1,6.31,7.11,clinical,781,0.99,small_biotech,0,1,0,1,0,5.6,1,1
TRL001431,vaccine,1,5.23,3.77,clinical,596,0.805,mid_pharma,1,0,1,1,0,5.1,0,1
TRL001432,immunology,1,6.46,5.89,clinical,606,0.882,small_biotech,0,1,1,1,0,12.1,0,1
TRL001433,respiratory,0,5.95,8.11,clinical,298,0.721,mid_pharma,0,0,1,1,1,4.3,0,0
TRL001434,vaccine,1,4.21,8.8,hard_survival,692,0.734,large_pharma,1,0,0,1,1,5.1,0,0
TRL001435,vaccine,0,5.62,6.92,hard_survival,481,0.753,large_pharma,1,0,1,1,1,1.9,0,1
TRL001436,oncology,0,3.69,8.33,surrogate,665,0.97,mid_pharma,1,1,1,1,1,7.7,0,1
TRL001437,immunology,1,4.13,5.98,hard_survival,1931,0.943,large_pharma,0,0,1,1,1,9.9,1,1
TRL001438,rare_disease,1,4.61,6.33,clinical,432,0.753,mid_pharma,1,1,1,1,0,9.9,0,0
TRL001439,vaccine,1,2.07,7.68,surrogate,673,0.752,large_pharma,0,1,1,1,1,3.3,0,1
TRL001440,oncology,1,5.5,7.23,clinical,274,0.644,small_biotech,0,2,1,1,0,2.7,0,0
TRL001441,cardiovascular,0,3.18,6.13,surrogate,59,0.652,small_biotech,1,1,0,1,0,5.7,0,1
TRL001442,infectious_disease,1,8.28,8.23,clinical,421,0.99,small_biotech,1,2,1,0,1,5.0,0,1
TRL001443,cns,0,3.53,6.18,hard_survival,366,0.966,small_biotech,0,1,1,1,1,5.8,1,0
TRL001444,respiratory,0,4.74,4.74,surrogate,685,0.733,small_biotech,1,0,1,1,0,5.3,0,0
TRL001445,oncology,0,1.6,1.64,clinical,457,0.95,large_pharma,0,0,0,0,0,6.8,0,0
TRL001446,cardiovascular,0,4.02,2.91,clinical,196,0.74,academic,1,2,1,1,1,1.9,0,0
TRL001447,oncology,0,4.35,5.8,clinical,579,0.848,small_biotech,1,0,1,1,1,4.5,0,1
TRL001448,cardiovascular,1,2.97,4.88,surrogate,996,0.99,mid_pharma,0,1,0,1,0,6.8,0,1
TRL001449,infectious_disease,0,3.96,4.57,hard_survival,867,0.911,academic,0,2,1,0,1,3.9,0,1
TRL001450,oncology,0,6.1,7.78,clinical,443,0.846,small_biotech,1,2,1,1,1,9.0,0,0
TRL001451,oncology,0,4.45,9.64,clinical,347,0.72,large_pharma,0,1,1,1,0,6.7,0,1
TRL001452,oncology,0,2.05,6.3,clinical,514,0.758,small_biotech,0,2,1,0,1,8.7,0,1
TRL001453,immunology,0,4.78,6.2,surrogate,1346,0.964,small_biotech,0,0,1,1,1,6.2,0,1
TRL001454,oncology,0,4.27,5.04,clinical,487,0.829,small_biotech,0,2,1,0,1,11.6,1,0
TRL001455,oncology,0,5.38,7.19,hard_survival,418,0.99,small_biotech,1,0,1,1,1,7.4,0,1
TRL001456,infectious_disease,0,7.87,6.98,clinical,216,0.847,small_biotech,0,1,1,1,0,4.0,0,0
TRL001457,infectious_disease,0,8.86,10.0,hard_survival,136,0.777,small_biotech,0,0,1,1,0,8.2,0,0
TRL001458,oncology,0,4.32,8.31,surrogate,446,0.782,small_biotech,0,1,0,0,1,1.0,0,0
TRL001459,immunology,0,6.68,10.0,clinical,389,0.922,academic,0,0,1,1,0,5.1,1,1
TRL001460,oncology,1,4.25,3.71,clinical,92,0.8,small_biotech,1,1,1,0,1,7.6,0,0
TRL001461,immunology,0,6.05,3.92,surrogate,175,0.882,small_biotech,1,3,1,0,0,9.4,0,1
TRL001462,oncology,0,3.72,6.22,clinical,957,0.874,small_biotech,0,1,1,0,1,6.0,0,0
TRL001463,metabolic,0,6.28,3.1,hard_survival,161,0.76,small_biotech,1,2,1,0,0,1.0,1,0
TRL001464,oncology,0,5.51,6.5,hard_survival,601,0.858,small_biotech,0,0,0,0,0,8.5,0,0
TRL001465,oncology,0,2.93,6.07,clinical,461,0.759,mid_pharma,0,1,1,0,0,6.6,1,0
TRL001466,rare_disease,1,3.76,7.6,hard_survival,378,0.81,small_biotech,0,1,1,1,0,7.3,0,0
TRL001467,immunology,1,6.98,4.99,clinical,485,0.911,large_pharma,0,1,1,1,1,6.7,0,1
TRL001468,immunology,0,3.14,7.63,surrogate,93,0.689,mid_pharma,0,2,1,1,1,8.0,0,1
TRL001469,immunology,1,4.47,7.83,hard_survival,550,0.782,academic,1,1,1,0,0,1.4,1,1
TRL001470,cardiovascular,0,6.61,7.32,surrogate,281,0.769,academic,0,0,1,1,1,8.6,0,1
TRL001471,oncology,1,2.92,4.94,hard_survival,452,0.731,mid_pharma,0,2,1,1,1,5.7,0,1
TRL001472,respiratory,1,3.65,3.3,hard_survival,1454,0.806,mid_pharma,1,1,1,1,0,4.8,0,1
TRL001473,metabolic,0,5.64,5.82,surrogate,783,0.815,large_pharma,0,1,1,1,0,9.0,0,1
TRL001474,respiratory,1,3.14,5.32,surrogate,304,0.561,small_biotech,0,0,1,1,1,11.0,0,0
TRL001475,rare_disease,1,6.01,8.92,hard_survival,805,0.852,small_biotech,0,0,0,1,0,8.6,0,1
TRL001476,cns,0,1.98,5.05,surrogate,565,0.884,academic,0,1,1,1,0,8.4,0,0
TRL001477,rare_disease,0,5.27,9.32,clinical,473,0.781,large_pharma,0,1,1,1,0,6.3,0,1
TRL001478,infectious_disease,1,5.4,7.36,surrogate,759,0.98,small_biotech,0,2,1,1,1,8.6,0,1
TRL001479,oncology,0,4.33,6.41,clinical,1008,0.949,small_biotech,1,1,1,1,0,6.5,0,0
TRL001480,rare_disease,1,4.2,7.64,clinical,612,0.875,large_pharma,1,2,1,1,0,11.8,1,1
TRL001481,vaccine,1,1.39,6.13,surrogate,265,0.934,large_pharma,1,2,0,1,0,8.2,0,0
TRL001482,oncology,1,8.04,10.0,hard_survival,124,0.715,large_pharma,0,2,1,1,0,11.9,0,1
TRL001483,oncology,0,6.62,2.81,clinical,440,0.957,small_biotech,0,2,0,1,0,4.8,0,0
TRL001484,immunology,0,5.14,5.1,surrogate,795,0.943,small_biotech,1,1,1,1,1,8.3,0,0
TRL001485,oncology,1,4.44,10.0,clinical,215,0.7,mid_pharma,1,1,1,0,1,4.5,0,0
TRL001486,cardiovascular,0,5.75,6.95,hard_survival,1464,0.981,small_biotech,0,1,1,1,0,9.8,1,1
TRL001487,infectious_disease,0,4.89,10.0,clinical,482,0.826,large_pharma,0,0,1,1,0,5.0,0,1
TRL001488,respiratory,1,1.31,4.42,clinical,52,0.781,mid_pharma,0,2,1,1,1,10.8,1,0
TRL001489,oncology,1,7.5,6.87,hard_survival,361,0.766,academic,0,4,1,1,1,8.8,1,1
TRL001490,metabolic,1,4.19,7.56,clinical,397,0.959,mid_pharma,0,1,1,0,1,7.3,0,1
TRL001491,cns,1,6.1,4.28,surrogate,677,0.681,academic,0,1,1,1,1,7.0,0,1
TRL001492,metabolic,0,8.12,4.74,surrogate,1431,0.87,academic,1,0,1,1,1,8.0,0,1
TRL001493,oncology,1,9.02,4.12,hard_survival,308,0.912,small_biotech,0,2,1,0,0,7.0,0,1
TRL001494,oncology,1,5.82,5.45,hard_survival,1122,0.99,large_pharma,0,1,1,0,1,10.0,0,0
TRL001495,oncology,1,6.22,7.25,clinical,1457,0.81,small_biotech,0,0,1,1,0,10.4,0,1
TRL001496,metabolic,0,4.45,7.8,surrogate,55,0.807,large_pharma,1,2,0,0,1,8.6,0,1
TRL001497,oncology,1,6.67,7.21,surrogate,304,0.753,large_pharma,1,1,1,1,0,8.5,0,0
TRL001498,oncology,1,6.41,9.26,hard_survival,222,0.843,small_biotech,0,3,1,1,1,8.8,0,1
TRL001499,rare_disease,0,7.67,8.94,surrogate,201,0.811,small_biotech,0,3,1,1,0,5.8,0,1
TRL001500,oncology,1,1.97,10.0,clinical,431,0.737,small_biotech,0,1,1,0,1,8.5,0,1
TRL001501,cns,0,5.14,6.31,clinical,729,0.849,small_biotech,0,1,1,1,1,8.6,0,0
TRL001502,cns,0,2.66,2.78,clinical,559,0.905,small_biotech,0,1,1,0,0,7.8,1,0
TRL001503,metabolic,0,3.18,5.65,surrogate,544,0.683,mid_pharma,1,1,1,1,1,9.1,0,1
TRL001504,immunology,1,5.11,9.05,surrogate,1331,0.642,large_pharma,0,2,1,1,0,8.4,0,0
TRL001505,oncology,1,3.69,5.14,clinical,417,0.794,large_pharma,0,1,1,0,1,5.8,0,0
TRL001506,immunology,0,6.4,6.77,surrogate,52,0.867,large_pharma,0,0,1,0,0,14.1,0,1
TRL001507,oncology,1,5.62,8.01,surrogate,212,0.703,large_pharma,1,1,1,1,0,5.7,0,0
TRL001508,vaccine,0,6.57,8.26,clinical,181,0.831,large_pharma,1,1,1,1,0,9.1,0,1
TRL001509,oncology,1,2.78,8.31,surrogate,738,0.798,small_biotech,0,1,0,1,1,5.5,0,1
TRL001510,oncology,0,5.78,6.48,clinical,638,0.737,academic,0,1,0,1,0,5.9,0,0
TRL001511,respiratory,0,3.25,6.29,surrogate,186,0.842,academic,1,1,1,1,0,8.1,0,1
TRL001512,oncology,1,5.51,4.84,hard_survival,305,0.828,small_biotech,1,4,1,1,0,8.4,1,1
TRL001513,infectious_disease,0,6.08,10.0,surrogate,90,0.734,small_biotech,0,0,1,0,1,2.4,0,1
TRL001514,oncology,0,4.39,7.24,hard_survival,458,0.83,large_pharma,0,2,1,1,0,6.8,1,0
TRL001515,vaccine,0,2.95,7.47,surrogate,246,0.802,small_biotech,1,0,1,1,0,9.3,0,1
TRL001516,infectious_disease,0,8.22,4.54,clinical,628,0.742,academic,1,1,1,0,0,6.6,0,0
TRL001517,infectious_disease,1,0.81,3.43,hard_survival,504,0.99,large_pharma,1,0,1,0,0,4.3,0,0
TRL001518,metabolic,0,3.47,5.86,clinical,1521,0.805,large_pharma,0,1,1,1,1,3.4,0,0
TRL001519,infectious_disease,0,5.04,6.86,clinical,338,0.973,academic,0,1,0,1,0,2.2,0,1
TRL001520,cns,0,6.49,6.5,surrogate,377,0.831,large_pharma,0,2,1,0,0,2.7,1,0
TRL001521,metabolic,0,4.69,10.0,clinical,493,0.728,mid_pharma,0,0,0,1,0,6.8,0,1
TRL001522,oncology,1,4.39,5.13,clinical,1492,0.756,academic,0,1,1,1,0,9.0,1,1
TRL001523,rare_disease,0,7.82,7.53,clinical,299,0.763,small_biotech,1,1,1,1,0,5.8,0,0
TRL001524,cardiovascular,0,3.68,7.01,hard_survival,756,0.732,mid_pharma,0,3,1,0,0,7.6,1,0
TRL001525,immunology,0,4.34,10.0,hard_survival,350,0.868,small_biotech,1,0,1,0,0,7.1,0,0
TRL001526,cns,0,5.06,9.36,clinical,40,0.731,small_biotech,1,2,1,1,0,9.9,0,1
TRL001527,metabolic,1,3.99,7.8,clinical,1172,0.99,large_pharma,1,1,1,1,1,2.2,0,0
TRL001528,cardiovascular,0,3.27,7.79,hard_survival,616,0.745,large_pharma,0,0,1,1,0,2.4,0,0
TRL001529,respiratory,1,4.27,6.94,hard_survival,643,0.99,mid_pharma,1,1,1,1,0,8.8,0,1
TRL001530,cns,0,2.33,5.9,clinical,636,0.723,mid_pharma,1,1,0,1,0,2.9,0,0
TRL001531,immunology,0,4.68,6.27,surrogate,287,0.794,small_biotech,0,0,0,1,0,7.0,0,0
TRL001532,metabolic,1,6.18,10.0,clinical,41,0.893,small_biotech,1,1,1,1,1,5.6,0,1
TRL001533,cardiovascular,1,5.51,5.76,hard_survival,210,0.911,large_pharma,1,1,1,1,0,9.7,1,1
TRL001534,respiratory,0,4.15,9.16,hard_survival,317,0.955,small_biotech,0,2,1,1,1,3.9,0,1
TRL001535,metabolic,1,5.2,4.84,clinical,329,0.854,mid_pharma,1,2,1,1,1,7.8,1,1
TRL001536,cardiovascular,0,4.41,5.7,clinical,710,0.755,small_biotech,0,3,1,1,1,2.8,1,1
TRL001537,oncology,1,4.64,8.11,clinical,584,0.784,large_pharma,1,1,1,1,1,8.9,0,0
TRL001538,rare_disease,0,5.47,3.52,clinical,216,0.863,large_pharma,1,1,1,0,1,11.0,0,1
TRL001539,cns,0,7.73,7.89,clinical,1287,0.834,large_pharma,0,2,1,0,0,5.5,0,0
TRL001540,oncology,1,8.0,8.93,hard_survival,808,0.824,large_pharma,1,2,1,1,1,10.4,1,1
TRL001541,cns,0,3.26,10.0,clinical,49,0.751,academic,0,0,1,1,1,7.9,0,1
TRL001542,metabolic,1,3.79,5.44,hard_survival,379,0.814,mid_pharma,0,0,0,1,1,8.7,1,0
TRL001543,cardiovascular,0,7.43,9.06,clinical,545,0.755,large_pharma,0,1,1,1,0,9.7,1,1
TRL001544,oncology,0,3.46,7.35,hard_survival,1314,0.99,small_biotech,0,2,1,1,0,5.8,0,0
TRL001545,cns,0,5.29,9.34,clinical,889,0.835,academic,0,1,1,1,0,3.5,0,1
TRL001546,infectious_disease,0,3.6,8.36,clinical,354,0.851,small_biotech,0,2,1,0,0,5.8,0,0
TRL001547,vaccine,1,7.4,5.91,clinical,305,0.938,mid_pharma,0,1,1,1,0,6.3,0,1
TRL001548,cardiovascular,0,3.75,3.11,surrogate,1272,0.618,large_pharma,0,2,1,1,1,8.8,0,0
TRL001549,respiratory,0,1.62,7.32,hard_survival,192,0.768,large_pharma,0,2,1,0,0,1.0,0,1
TRL001550,cns,1,6.05,6.68,hard_survival,76,0.958,mid_pharma,0,2,1,1,1,4.5,1,1
TRL001551,oncology,0,4.7,6.64,surrogate,749,0.872,small_biotech,0,0,0,1,1,1.9,0,0
TRL001552,infectious_disease,0,3.88,6.85,clinical,1307,0.935,large_pharma,1,1,0,0,0,6.1,0,1
TRL001553,cardiovascular,0,9.3,10.0,surrogate,658,0.978,small_biotech,0,0,1,1,1,4.8,0,1
TRL001554,oncology,1,3.74,5.63,clinical,554,0.759,large_pharma,0,1,1,1,1,9.8,1,0
TRL001555,rare_disease,0,5.34,6.9,hard_survival,59,0.905,academic,0,1,0,1,0,6.6,1,1
TRL001556,rare_disease,0,5.18,5.93,clinical,142,0.945,large_pharma,0,5,1,0,1,8.4,0,0
TRL001557,cns,0,6.39,5.25,surrogate,691,0.904,mid_pharma,1,0,1,1,0,5.8,0,0
TRL001558,immunology,0,6.15,7.16,surrogate,371,0.926,small_biotech,0,2,1,1,1,3.8,0,1
TRL001559,infectious_disease,0,5.28,8.18,hard_survival,186,0.811,large_pharma,1,1,1,0,1,3.8,0,0
TRL001560,cns,1,3.96,6.68,hard_survival,188,0.677,small_biotech,0,2,1,0,0,9.4,1,0
TRL001561,immunology,1,4.81,5.74,clinical,739,0.914,mid_pharma,0,1,1,1,0,1.0,0,0
TRL001562,immunology,0,4.59,6.69,surrogate,949,0.756,large_pharma,0,2,1,1,0,5.3,0,0
TRL001563,cardiovascular,0,4.77,8.57,hard_survival,593,0.8,small_biotech,1,2,1,1,0,5.0,0,0
TRL001564,vaccine,1,8.15,7.36,surrogate,387,0.9,large_pharma,0,0,1,1,1,7.2,0,1
TRL001565,vaccine,1,5.93,7.77,hard_survival,409,0.864,large_pharma,0,2,1,1,0,4.6,1,1
TRL001566,oncology,0,4.82,8.31,hard_survival,294,0.715,small_biotech,1,2,1,0,1,7.1,0,0
TRL001567,cns,1,4.11,7.42,hard_survival,177,0.884,small_biotech,0,4,1,1,0,5.5,0,1
TRL001568,cns,1,5.81,8.5,surrogate,1114,0.835,small_biotech,0,1,1,1,0,7.9,0,1
TRL001569,oncology,1,6.82,10.0,surrogate,519,0.986,small_biotech,1,2,0,1,1,2.7,0,1
TRL001570,rare_disease,0,2.83,5.08,surrogate,571,0.959,small_biotech,1,0,1,0,1,4.2,1,1
TRL001571,metabolic,0,3.98,5.29,clinical,460,0.869,large_pharma,1,0,1,0,1,5.8,0,0
TRL001572,oncology,1,0.0,3.69,clinical,654,0.749,large_pharma,0,1,1,1,1,5.3,0,1
TRL001573,respiratory,1,4.03,9.36,hard_survival,2228,0.884,large_pharma,0,0,0,1,0,1.4,0,0
TRL001574,cardiovascular,1,6.43,6.28,hard_survival,272,0.85,small_biotech,0,0,1,1,1,5.8,0,0
TRL001575,oncology,0,4.47,5.04,hard_survival,505,0.99,large_pharma,0,1,1,1,0,10.8,0,0
TRL001576,respiratory,1,4.12,5.31,clinical,613,0.816,small_biotech,1,2,0,1,0,7.6,0,0
TRL001577,cns,1,3.08,3.89,clinical,507,0.756,small_biotech,1,3,1,0,1,6.4,0,0
TRL001578,rare_disease,0,2.86,6.63,clinical,409,0.926,large_pharma,0,0,1,1,1,4.9,0,0
TRL001579,metabolic,1,7.03,7.51,surrogate,249,0.77,small_biotech,0,1,1,1,0,5.4,0,1
TRL001580,oncology,0,5.14,8.58,hard_survival,352,0.785,large_pharma,1,0,1,1,1,14.8,0,0
TRL001581,vaccine,0,4.27,5.82,clinical,2606,0.941,academic,0,1,1,0,0,9.2,0,1
TRL001582,oncology,1,5.29,7.36,clinical,235,0.822,large_pharma,0,3,1,0,0,9.7,1,1
TRL001583,cns,0,8.31,8.65,clinical,133,0.699,small_biotech,0,1,0,1,0,8.7,0,1
TRL001584,respiratory,0,4.75,7.63,surrogate,580,0.741,mid_pharma,1,0,1,1,0,10.6,0,0
TRL001585,rare_disease,0,8.39,9.14,clinical,581,0.704,mid_pharma,0,2,1,0,1,3.0,0,0
TRL001586,respiratory,1,4.71,8.06,hard_survival,1298,0.847,small_biotech,0,1,0,1,0,6.1,1,1
TRL001587,cns,0,7.15,9.78,hard_survival,719,0.687,mid_pharma,0,2,1,1,0,10.5,1,0
TRL001588,oncology,1,7.24,10.0,surrogate,324,0.793,large_pharma,1,1,1,1,1,11.9,0,0
TRL001589,metabolic,0,3.37,5.58,hard_survival,234,0.799,mid_pharma,1,2,1,1,0,2.8,0,1
TRL001590,rare_disease,0,6.08,6.29,clinical,267,0.925,large_pharma,0,0,0,1,1,5.4,1,1
TRL001591,oncology,1,7.04,7.1,surrogate,1050,0.979,small_biotech,0,1,1,1,0,2.0,0,1
TRL001592,immunology,0,4.73,1.68,hard_survival,762,0.695,small_biotech,1,2,1,1,1,8.0,0,0
TRL001593,oncology,0,6.39,5.37,surrogate,336,0.783,large_pharma,1,0,1,1,1,3.7,1,1
TRL001594,cns,0,2.08,7.56,clinical,98,0.668,mid_pharma,1,1,1,1,1,5.4,0,0
TRL001595,metabolic,0,3.96,6.48,clinical,742,0.647,large_pharma,1,2,0,0,0,7.6,0,0
TRL001596,oncology,1,3.3,6.77,surrogate,138,0.79,mid_pharma,1,0,1,1,1,4.9,0,1
TRL001597,oncology,1,6.56,7.37,surrogate,40,0.99,mid_pharma,1,3,1,1,0,12.5,0,0
TRL001598,infectious_disease,0,4.51,4.55,clinical,462,0.751,academic,1,2,1,1,1,8.9,0,1
TRL001599,immunology,0,4.16,4.69,surrogate,2127,0.803,small_biotech,1,0,1,1,1,10.5,0,0
TRL001600,cardiovascular,0,6.85,3.31,hard_survival,141,0.812,large_pharma,0,5,1,1,1,10.2,0,1
TRL001601,rare_disease,0,4.91,2.46,hard_survival,498,0.764,large_pharma,0,1,1,1,1,6.7,1,1
TRL001602,rare_disease,1,6.47,5.74,hard_survival,449,0.947,academic,1,0,1,1,0,3.2,0,1
TRL001603,cardiovascular,1,5.97,8.44,surrogate,136,0.88,large_pharma,0,0,1,1,0,9.2,0,1
TRL001604,respiratory,1,6.02,8.35,clinical,699,0.809,mid_pharma,0,1,1,1,0,7.9,0,0
TRL001605,oncology,0,6.09,4.26,clinical,371,0.871,mid_pharma,0,1,1,1,1,5.6,0,0
TRL001606,vaccine,0,5.9,8.34,hard_survival,1982,0.91,large_pharma,0,0,1,1,0,10.4,0,1
TRL001607,rare_disease,0,7.33,5.66,clinical,695,0.88,mid_pharma,1,1,1,1,0,6.4,1,0
TRL001608,oncology,0,3.66,6.38,surrogate,1045,0.929,large_pharma,0,0,1,1,0,7.3,0,1
TRL001609,metabolic,0,6.12,7.36,hard_survival,409,0.741,academic,1,0,0,0,1,9.3,0,1
TRL001610,infectious_disease,1,3.07,6.17,clinical,948,0.942,mid_pharma,0,2,1,0,0,10.6,0,1
TRL001611,cns,1,5.03,7.31,clinical,536,0.564,academic,1,1,1,1,0,10.1,1,0
TRL001612,cns,0,5.75,8.04,hard_survival,1568,0.923,mid_pharma,0,2,1,1,0,6.5,1,1
TRL001613,oncology,0,5.66,2.69,clinical,135,0.914,small_biotech,0,2,0,0,1,9.7,0,1
TRL001614,oncology,1,2.29,3.54,surrogate,267,0.766,large_pharma,0,2,1,0,0,12.0,0,1
TRL001615,metabolic,0,8.65,10.0,surrogate,586,0.726,small_biotech,1,3,1,1,1,8.1,0,1
TRL001616,oncology,1,3.58,8.16,surrogate,419,0.829,mid_pharma,1,0,1,1,1,9.1,0,1
TRL001617,cardiovascular,0,6.99,8.23,clinical,542,0.839,mid_pharma,0,3,1,1,1,10.6,0,1
TRL001618,oncology,1,4.68,7.8,clinical,455,0.812,large_pharma,0,1,1,1,1,6.2,0,0
TRL001619,cns,1,3.35,6.14,clinical,543,0.684,large_pharma,0,2,1,1,1,6.8,0,1
TRL001620,oncology,0,5.55,4.04,hard_survival,310,0.719,mid_pharma,1,2,0,1,1,8.5,0,0
TRL001621,vaccine,0,5.99,8.51,surrogate,148,0.748,mid_pharma,1,1,1,1,1,8.3,0,1
TRL001622,oncology,0,3.86,6.7,surrogate,271,0.875,large_pharma,0,1,1,1,0,4.9,0,0
TRL001623,cns,1,4.43,7.27,surrogate,312,0.986,large_pharma,1,0,1,0,0,13.1,0,1
TRL001624,vaccine,0,2.97,6.73,surrogate,86,0.878,academic,0,2,1,1,0,9.6,0,0
TRL001625,rare_disease,0,5.58,3.95,clinical,1132,0.7,mid_pharma,0,0,1,1,0,9.2,0,0
TRL001626,metabolic,1,3.13,4.82,hard_survival,786,0.827,small_biotech,0,2,1,1,1,7.7,1,1
TRL001627,cns,0,3.35,6.7,surrogate,854,0.828,small_biotech,0,0,1,0,0,6.2,1,0
TRL001628,oncology,0,8.47,9.48,surrogate,560,0.928,large_pharma,1,2,1,0,1,7.6,0,1
TRL001629,metabolic,1,1.3,4.84,hard_survival,276,0.748,academic,0,0,1,1,0,7.4,0,0
TRL001630,rare_disease,1,0.25,3.64,surrogate,240,0.736,mid_pharma,0,0,1,1,1,5.0,0,0
TRL001631,oncology,0,5.08,4.28,surrogate,568,0.721,mid_pharma,0,1,1,0,1,6.7,0,0
TRL001632,cns,1,6.78,6.78,surrogate,400,0.862,large_pharma,0,1,1,1,0,6.8,0,1
TRL001633,cns,0,2.62,2.58,clinical,835,0.865,academic,0,1,1,0,1,7.8,0,1
TRL001634,vaccine,0,7.44,7.33,clinical,58,0.758,mid_pharma,0,0,1,0,0,8.7,0,1
TRL001635,oncology,1,6.54,6.31,clinical,612,0.743,large_pharma,0,1,0,1,0,5.2,0,1
TRL001636,oncology,0,4.22,4.26,surrogate,134,0.793,small_biotech,0,0,1,0,1,6.0,0,0
TRL001637,respiratory,1,3.7,6.15,clinical,407,0.949,mid_pharma,0,2,1,1,1,10.7,0,1
TRL001638,immunology,1,6.53,3.93,hard_survival,192,0.609,mid_pharma,0,0,1,1,1,9.4,0,1
TRL001639,vaccine,1,4.01,5.5,clinical,701,0.597,large_pharma,0,1,1,1,0,8.9,0,1
TRL001640,infectious_disease,0,4.73,4.9,clinical,810,0.723,mid_pharma,0,1,0,1,0,9.1,0,1
TRL001641,respiratory,0,8.06,9.73,clinical,1164,0.843,mid_pharma,0,1,1,1,0,13.7,0,1
TRL001642,immunology,0,7.76,10.0,clinical,225,0.717,small_biotech,0,1,1,0,1,9.0,0,1
TRL001643,metabolic,0,5.86,7.2,clinical,493,0.932,small_biotech,0,0,1,0,0,3.7,1,1
TRL001644,oncology,0,8.22,10.0,clinical,458,0.99,small_biotech,1,2,1,1,0,5.1,0,0
TRL001645,cardiovascular,0,7.6,5.08,clinical,495,0.842,small_biotech,0,0,1,0,0,10.7,0,1
TRL001646,respiratory,0,2.8,6.08,surrogate,787,0.8,academic,1,1,1,1,1,9.5,0,0
TRL001647,infectious_disease,1,7.37,8.0,hard_survival,394,0.884,small_biotech,0,1,1,0,1,7.4,0,1
TRL001648,rare_disease,0,5.18,6.78,clinical,819,0.669,mid_pharma,0,1,1,1,1,5.5,0,0
TRL001649,oncology,1,4.53,6.48,hard_survival,430,0.776,mid_pharma,0,0,1,1,1,7.9,1,0
TRL001650,oncology,1,8.09,9.38,hard_survival,434,0.71,large_pharma,0,0,1,1,0,7.5,1,0
TRL001651,cardiovascular,0,4.53,6.52,clinical,311,0.845,mid_pharma,1,3,1,0,1,6.6,0,0
TRL001652,cns,0,3.01,2.31,clinical,301,0.858,small_biotech,1,1,1,1,0,10.4,0,0
TRL001653,cardiovascular,0,4.66,7.2,hard_survival,904,0.99,mid_pharma,1,2,0,0,0,5.8,0,1
TRL001654,metabolic,0,6.29,5.52,hard_survival,266,0.952,small_biotech,0,1,1,1,1,11.5,0,0
TRL001655,respiratory,0,3.97,8.08,hard_survival,378,0.602,large_pharma,0,0,1,1,1,6.6,0,0
TRL001656,cns,0,6.48,5.64,hard_survival,394,0.604,large_pharma,0,0,1,1,1,6.4,0,1
TRL001657,cns,0,7.12,10.0,hard_survival,773,0.779,small_biotech,0,4,1,0,0,3.5,1,0
TRL001658,immunology,1,3.49,8.33,clinical,573,0.744,academic,0,1,1,1,1,7.5,0,0
TRL001659,cardiovascular,0,4.35,3.04,clinical,1344,0.685,mid_pharma,1,2,0,1,1,6.1,0,0
TRL001660,immunology,1,4.08,8.65,surrogate,40,0.84,mid_pharma,0,0,1,1,0,8.2,0,0
TRL001661,oncology,0,7.06,5.9,hard_survival,709,0.648,large_pharma,0,1,1,1,1,1.0,0,1
TRL001662,metabolic,1,3.06,8.69,hard_survival,443,0.744,academic,1,0,1,0,1,7.3,1,0
TRL001663,infectious_disease,0,7.47,6.71,hard_survival,865,0.721,large_pharma,1,2,1,1,0,3.9,0,1
TRL001664,oncology,0,8.05,9.97,surrogate,1014,0.99,mid_pharma,1,0,0,0,1,3.3,0,1
TRL001665,metabolic,1,3.65,4.99,clinical,896,0.751,small_biotech,0,0,1,1,1,8.4,0,1
TRL001666,oncology,1,5.73,7.29,clinical,907,0.766,large_pharma,1,1,1,0,0,9.6,0,0
TRL001667,oncology,1,3.55,4.2,hard_survival,736,0.687,large_pharma,0,1,1,0,1,11.9,0,0
TRL001668,oncology,1,7.88,6.43,clinical,1653,0.903,academic,1,3,1,0,0,9.1,1,0
TRL001669,infectious_disease,1,6.82,7.42,hard_survival,40,0.73,large_pharma,1,0,0,1,1,6.5,0,1
TRL001670,rare_disease,0,6.56,8.29,hard_survival,1589,0.99,small_biotech,0,1,1,0,1,10.8,0,0
TRL001671,cardiovascular,1,0.82,4.15,hard_survival,224,0.743,large_pharma,0,1,1,0,0,8.9,0,0
TRL001672,oncology,1,4.49,6.22,surrogate,981,0.883,mid_pharma,0,1,1,1,1,8.3,0,1
TRL001673,cardiovascular,0,3.5,4.32,clinical,577,0.817,small_biotech,1,2,1,0,0,8.2,0,0
TRL001674,cns,0,5.66,10.0,surrogate,572,0.848,academic,0,0,1,0,0,1.7,0,1
TRL001675,oncology,1,2.96,7.52,clinical,747,0.852,mid_pharma,0,2,1,0,1,5.5,0,1
