call_id,caller_age_days,calls_per_day,call_duration_sec,avg_call_duration_sec,unique_receivers_24h,receiver_block_rate,spam_reports_count,country_code_risk_score,night_call_ratio,sequential_dialing_score,graph_degree,previous_fraud_associations,reputation_score,fraud_label
CALL0000673,569,9,160,156.3,7,20.66,1,44.98,11.3,28.99,112,10,89.28,0
CALL0000674,461,7,156,129.6,10,14.63,2,59.79,10.65,15.29,98,0,95.08,0
CALL0000675,808,18,324,343.0,6,6.18,1,5.79,29.18,22.01,54,0,77.48,0
CALL0000676,620,2,348,294.2,10,2.8,1,15.42,37.83,9.64,47,0,68.16,0
CALL0000677,706,370,354,256.8,113,78.3,79,60.2,40.73,73.06,230,33,24.61,1
CALL0000678,1405,14,434,351.1,7,14.39,1,23.58,8.24,29.89,67,0,83.09,0
CALL0000679,403,19,72,85.8,14,5.34,1,29.05,14.73,25.64,94,0,85.87,0
CALL0000680,1831,341,360,241.7,81,4.91,4,41.27,8.14,26.59,232,0,66.52,0
CALL0000681,1881,13,470,446.8,7,11.75,3,62.45,20.01,16.46,94,0,76.23,0
CALL0000682,355,8,62,32.9,4,1.35,1,6.68,30.8,25.59,87,0,59.78,0
CALL0000683,120,19,563,634.1,9,15.17,2,54.26,30.02,26.96,86,0,87.15,0
CALL0000684,924,2,149,150.7,9,21.89,2,35.52,28.72,0.78,128,0,79.36,0
CALL0000685,452,5,333,269.1,9,4.06,1,14.69,24.91,15.46,96,1,80.73,0
CALL0000686,2353,4,351,258.0,9,15.53,0,15.76,42.42,23.93,92,0,79.2,0
CALL0000687,461,1108,6,18.7,147,48.33,90,32.61,69.41,66.54,219,19,12.99,1
CALL0000688,1224,3,456,515.4,16,6.94,4,25.72,6.13,27.07,140,0,68.86,0
CALL0000689,811,11,77,57.1,6,14.24,0,8.65,35.89,6.95,64,0,95.87,0
CALL0000690,1677,5,136,204.8,8,2.88,3,34.52,7.87,15.7,6,0,84.96,0
CALL0000691,118,570,64,1.0,94,42.84,80,72.23,65.18,66.76,243,0,15.41,1
CALL0000692,11,1071,5,1.0,110,58.03,2,87.55,51.63,70.3,266,24,17.31,1
CALL0000693,427,8,239,106.3,9,3.43,0,27.09,25.94,13.67,85,0,82.79,0
CALL0000694,359,2,45,47.4,8,26.15,2,20.52,1.24,25.12,192,0,70.31,0
CALL0000695,1080,10,288,330.8,4,3.04,0,51.63,11.08,16.14,84,0,86.78,0
CALL0000696,1191,109,588,616.9,63,11.25,2,13.98,26.55,16.45,280,0,83.5,0
CALL0000697,487,6,278,386.8,4,8.4,0,9.87,14.57,11.69,51,0,65.04,0
CALL0000698,1157,9,75,72.4,10,9.62,0,16.74,17.46,13.09,51,0,71.29,0
CALL0000699,548,5,198,177.8,7,7.01,1,0.65,5.26,7.4,119,0,90.57,0
CALL0000700,778,651,56,39.1,200,51.09,83,52.85,88.7,35.76,557,15,49.05,1
CALL0000701,1168,11,32,19.2,7,50.59,75,61.24,24.61,68.14,53,27,20.6,1
CALL0000702,1278,2,331,324.7,8,14.13,0,33.12,32.95,31.45,159,0,57.77,0
CALL0000703,560,15,424,422.5,6,1.52,0,19.22,14.26,14.43,49,0,92.3,0
CALL0000704,1653,3,153,70.0,9,11.95,2,36.87,13.04,29.98,131,0,70.83,0
CALL0000705,8,142,184,107.1,163,64.36,0,55.91,51.89,69.1,385,0,10.76,1
CALL0000706,855,3,254,242.8,13,3.48,1,43.48,9.55,18.42,62,0,78.4,0
CALL0000707,895,1368,42,31.0,243,79.51,68,28.6,55.12,88.35,419,27,18.8,1
CALL0000708,22,1141,2,14.8,49,79.71,89,54.96,76.93,68.34,237,27,45.62,1
CALL0000709,914,22,627,610.2,6,1.58,1,28.8,25.94,5.27,104,0,95.42,0
CALL0000710,2988,15,147,170.0,9,14.83,3,14.1,42.78,31.22,109,0,63.01,0
CALL0000711,1069,227,93,86.0,65,4.83,1,29.06,8.26,15.47,211,0,79.02,0
CALL0000712,22,1029,24,9.4,458,58.95,82,74.51,31.44,94.16,174,0,7.66,1
CALL0000713,425,5,333,369.8,6,8.69,1,30.44,40.6,3.2,119,1,82.32,0
CALL0000714,33,1027,50,16.7,410,53.59,83,75.46,86.15,36.7,363,20,14.93,1
CALL0000715,253,4,145,111.2,13,5.82,3,27.8,61.79,17.19,76,0,79.48,0
CALL0000716,775,754,177,261.3,63,6.33,4,25.74,24.11,11.51,104,0,73.27,0
CALL0000717,1037,11,191,107.3,11,2.96,2,27.55,4.55,6.46,103,0,90.84,0
CALL0000718,667,14,207,137.2,10,3.93,2,41.19,34.61,12.22,77,1,51.21,0
CALL0000719,625,5,100,54.5,6,18.54,1,40.42,42.89,23.97,82,0,87.42,0
CALL0000720,383,28,555,711.6,9,3.42,0,3.18,33.62,31.75,183,0,64.21,0
CALL0000721,618,14,281,394.1,7,7.89,1,48.4,16.73,18.65,252,1,99.43,0
CALL0000722,416,1,179,175.3,8,1.83,1,18.57,10.13,53.8,75,1,76.85,0
CALL0000723,9,382,16,11.2,162,51.94,83,72.61,60.42,68.81,261,12,41.93,1
CALL0000724,1235,7,357,439.9,13,6.89,4,19.02,9.09,16.31,228,1,87.94,0
CALL0000725,8,930,24,3.7,138,72.35,80,59.96,59.24,49.32,434,16,38.15,1
CALL0000726,572,3,265,292.5,8,4.74,1,39.55,41.42,1.06,98,0,60.56,0
CALL0000727,466,741,20,8.1,157,66.67,2,58.25,35.03,69.76,399,19,55.03,1
CALL0000728,268,26,316,216.3,3,6.08,0,21.16,7.31,19.68,59,1,57.26,0
CALL0000729,244,7,217,272.9,7,22.98,2,59.68,34.5,7.94,49,1,68.8,0
CALL0000730,786,15,289,224.0,12,5.32,2,17.83,4.92,36.93,95,0,70.67,0
CALL0000731,786,30,176,208.3,6,18.03,3,19.33,23.5,24.42,155,2,75.64,0
CALL0000732,7,185,49,49.3,169,58.31,72,82.98,80.01,68.44,446,24,40.21,1
CALL0000733,856,8,223,150.5,7,4.66,2,9.64,19.92,8.58,39,0,85.25,0
CALL0000734,696,6,384,430.9,7,10.91,1,23.3,57.03,12.65,64,0,61.56,0
CALL0000735,842,46,193,195.4,5,20.4,2,49.87,26.73,10.0,78,0,76.56,0
CALL0000736,6,1065,31,25.4,144,87.23,89,83.22,94.4,54.53,307,0,45.38,1
CALL0000737,20,219,13,9.5,81,53.91,82,78.37,52.78,76.23,413,0,12.62,1
CALL0000738,406,8,295,152.9,8,8.95,1,38.78,16.63,33.05,36,4,61.39,0
CALL0000739,900,134,26,18.5,193,50.67,90,61.78,75.18,86.38,321,16,39.34,1
CALL0000740,178,421,26,20.2,137,57.28,80,33.18,60.19,62.91,254,26,16.73,1
CALL0000741,33,104,26,40.7,240,27.94,3,69.28,60.85,81.4,68,23,35.4,1
CALL0000742,1130,4,340,514.3,8,2.73,2,63.32,3.86,13.62,65,0,71.88,0
CALL0000743,8,853,17,6.6,273,60.42,2,47.72,79.18,78.54,384,21,30.5,1
CALL0000744,1447,4,314,337.3,10,4.42,4,10.79,41.01,6.49,37,0,78.93,0
CALL0000745,804,11,279,362.3,8,2.96,1,21.32,23.83,5.86,20,1,85.93,0
CALL0000746,383,518,15,3.8,349,50.45,83,43.34,40.09,50.2,355,25,29.62,1
CALL0000747,21,991,26,41.4,90,68.74,79,72.72,70.0,92.75,363,23,19.35,1
CALL0000748,1733,14,126,129.1,10,12.29,3,7.4,27.95,12.75,23,0,89.34,0
CALL0000749,320,514,88,89.7,78,2.51,1,10.56,25.64,35.91,105,0,81.43,0
CALL0000750,565,5,195,210.9,14,1.56,2,45.42,11.67,31.38,124,0,61.5,0
CALL0000751,2022,8,195,178.2,7,5.11,0,69.95,16.98,2.7,23,0,78.96,0
CALL0000752,202,7,296,365.4,7,13.1,1,10.58,25.25,21.12,55,1,87.13,0
CALL0000753,256,451,57,31.5,66,61.53,71,70.03,78.87,66.01,549,22,15.98,1
CALL0000754,557,15,280,308.2,10,13.34,4,35.63,4.82,6.05,83,0,93.12,0
CALL0000755,43,479,9,8.4,149,59.36,90,38.9,79.07,72.65,616,27,45.11,1
CALL0000756,730,6,298,433.3,9,21.11,5,28.34,10.2,28.02,178,2,69.81,0
CALL0000757,55,825,23,1.0,222,66.15,82,86.45,24.72,93.89,459,28,13.38,1
CALL0000758,406,803,15,22.8,168,53.34,4,50.69,39.53,78.42,406,34,20.24,1
CALL0000759,1355,4,395,429.0,5,8.03,2,36.15,9.64,14.83,14,0,57.89,0
CALL0000760,347,15,271,331.3,8,10.03,1,28.35,2.21,9.05,183,0,82.5,0
CALL0000761,14,370,12,11.2,189,77.85,1,53.43,81.9,94.01,439,16,12.41,1
CALL0000762,843,6,136,115.6,9,5.76,1,47.86,1.2,17.93,126,0,87.31,0
CALL0000763,3,1016,32,14.7,8,75.55,92,52.85,55.85,64.78,342,21,16.74,1
CALL0000764,435,1453,62,45.2,277,45.94,84,71.23,53.71,81.37,340,16,48.38,1
CALL0000765,577,895,35,56.4,202,35.34,90,58.84,34.6,82.26,561,24,10.06,1
CALL0000766,652,712,30,32.2,129,66.37,85,56.74,82.28,40.64,304,23,16.06,1
CALL0000767,916,2,240,254.1,16,1.08,1,4.51,12.04,32.85,64,2,69.43,0
CALL0000768,1920,7,470,364.4,5,14.81,1,26.81,32.8,38.51,83,0,65.13,0
CALL0000769,1233,2,37,17.9,7,79.07,74,76.57,78.25,61.24,37,19,9.08,1
CALL0000770,36,405,29,22.2,164,85.71,68,50.86,67.17,68.67,987,19,30.17,1
CALL0000771,955,5,275,209.4,7,6.65,4,21.44,4.11,16.55,79,0,71.83,0
CALL0000772,647,5,131,113.2,9,2.82,3,3.15,26.28,32.44,45,0,85.93,0
CALL0000773,35,283,3,7.8,90,63.03,76,76.74,84.06,70.19,557,18,17.28,1
CALL0000774,20,1286,17,13.1,110,68.29,71,29.83,42.92,54.73,680,27,28.72,1
CALL0000775,1398,1490,98,120.9,207,47.26,75,42.1,44.01,57.83,166,26,13.74,1
CALL0000776,1189,19,264,149.1,9,10.68,1,14.0,46.43,14.32,84,1,92.46,0
CALL0000777,30,677,9,2.8,44,58.23,101,62.36,42.16,73.6,413,2,33.28,1
CALL0000778,34,1074,20,18.1,100,48.93,79,37.71,55.64,75.66,73,23,3.96,1
CALL0000779,3211,6,117,159.6,7,7.41,4,10.59,24.98,4.27,124,0,83.39,0
CALL0000780,1475,7,337,339.5,7,10.06,2,37.54,27.08,16.91,85,0,77.93,0
CALL0000781,751,1244,116,123.9,126,57.25,81,76.3,57.13,75.35,253,21,21.94,1
CALL0000782,568,9,230,243.5,5,7.48,2,12.37,24.88,16.14,96,1,91.08,0
CALL0000783,529,364,414,277.8,68,4.74,2,13.42,6.36,27.26,230,0,81.17,0
CALL0000784,1562,5,137,162.0,4,2.25,1,21.56,28.83,38.52,112,0,80.17,0
CALL0000785,1331,8,330,330.0,8,7.76,1,10.84,15.88,22.35,103,1,86.69,0
CALL0000786,1660,27,215,165.1,9,7.67,0,23.14,26.17,7.3,151,0,73.03,0
CALL0000787,1679,3,177,171.3,5,6.93,0,39.52,36.66,16.83,103,1,82.88,0
CALL0000788,1396,9,168,116.9,5,4.89,4,42.65,60.17,34.34,24,1,97.56,0
CALL0000789,348,24,267,251.5,15,8.13,1,13.67,11.58,5.27,96,1,61.14,0
CALL0000790,879,25,141,108.2,2,6.49,2,11.55,12.38,6.43,123,0,99.16,0
CALL0000791,886,13,493,321.4,5,3.5,1,8.39,6.49,26.45,178,0,88.86,0
CALL0000792,252,24,282,290.5,3,7.08,2,31.8,37.09,5.06,137,0,34.55,0
CALL0000793,2137,10,241,240.5,9,6.5,2,6.74,25.62,16.83,62,1,77.99,0
CALL0000794,576,7,170,102.6,6,13.17,2,50.36,5.28,26.98,44,1,68.99,0
CALL0000795,815,14,370,356.6,7,6.68,4,23.95,20.92,12.46,52,0,58.3,0
CALL0000796,1025,13,232,311.4,8,14.79,2,12.31,3.92,3.47,85,0,43.67,0
CALL0000797,600,25,130,87.8,6,13.46,2,15.34,45.57,4.92,80,0,71.69,0
CALL0000798,518,199,332,222.0,96,94.23,86,74.51,58.64,71.23,401,2,20.65,1
CALL0000799,25,1245,10,17.2,171,53.12,73,69.96,60.37,71.81,243,26,78.62,1
CALL0000800,558,6,393,296.9,5,6.06,1,36.68,45.24,21.59,37,0,88.18,0
CALL0000801,1638,7,623,610.2,6,6.74,2,14.56,11.51,27.51,60,0,67.9,0
CALL0000802,528,1366,21,14.8,146,58.62,1,87.27,78.94,84.64,165,20,15.71,1
CALL0000803,792,895,17,6.4,181,75.82,2,54.81,58.28,72.31,541,1,31.19,1
CALL0000804,889,7,851,783.8,15,3.45,2,31.86,10.47,1.52,38,0,65.71,0
CALL0000805,3650,15,101,86.1,9,3.03,1,24.6,9.24,0.74,39,0,77.93,0
CALL0000806,253,8,299,424.5,8,3.51,1,16.23,6.86,20.62,133,0,67.98,0
CALL0000807,38,1457,19,21.2,187,54.6,3,30.49,66.06,52.58,446,0,28.17,1
CALL0000808,1632,14,365,236.6,12,6.59,2,25.47,15.85,4.95,47,0,96.63,0
CALL0000809,1104,26,190,99.4,8,10.01,0,4.1,16.12,1.94,94,0,69.98,0
CALL0000810,105,5,58,37.1,5,14.74,4,51.69,6.8,14.47,56,1,86.91,0
CALL0000811,1088,19,164,205.5,10,3.04,2,16.64,27.31,24.33,33,6,66.83,0
CALL0000812,374,6,231,226.5,3,14.62,5,34.18,39.61,6.88,30,1,83.98,0
CALL0000813,918,15,146,135.6,7,6.56,3,7.29,12.42,0.71,41,0,77.14,0
CALL0000814,1333,9,288,423.2,6,6.21,1,17.53,5.09,15.79,56,0,72.73,0
CALL0000815,2371,51,322,480.3,2,2.94,1,0.74,16.19,15.77,101,1,64.65,0
CALL0000816,19,302,21,22.3,144,32.35,84,67.59,66.13,77.13,372,1,22.14,1
CALL0000817,28,782,12,5.6,242,81.54,86,68.5,46.24,96.71,255,29,32.77,1
CALL0000818,922,4,149,229.2,12,0.79,0,20.56,6.88,36.28,83,1,93.61,0
CALL0000819,846,3,204,196.3,6,6.03,1,61.54,21.67,7.11,149,0,89.41,0
CALL0000820,1444,478,8,6.1,130,69.61,73,85.53,65.16,49.1,383,17,36.67,1
CALL0000821,221,38,199,265.8,7,7.62,3,31.16,22.06,10.2,63,0,88.96,0
CALL0000822,624,13,453,454.1,7,4.19,1,7.84,16.38,17.94,192,0,69.14,0
CALL0000823,341,930,54,54.2,108,76.1,89,52.9,58.02,74.89,337,16,68.18,1
CALL0000824,1187,4,91,61.2,6,12.73,1,24.49,10.89,19.22,17,1,65.92,0
CALL0000825,1106,7,104,106.6,8,13.51,1,36.95,48.93,27.08,63,1,79.96,0
CALL0000826,769,9,211,269.9,11,9.07,1,30.07,31.5,7.68,90,0,80.28,0
CALL0000827,42,3,9,12.1,5,80.58,78,80.75,54.73,68.54,60,1,49.25,1
CALL0000828,1664,5,416,533.2,8,2.56,2,29.1,13.37,22.64,26,0,53.36,0
CALL0000829,1375,6,415,415.9,8,8.55,1,11.11,20.37,17.43,80,0,63.88,0
CALL0000830,1209,4,148,151.9,7,8.76,1,57.44,38.35,6.68,65,1,78.88,0
CALL0000831,657,186,240,120.7,76,53.49,3,31.15,83.05,68.86,403,24,30.38,1
CALL0000832,34,1006,47,50.8,81,50.91,5,76.1,50.69,66.34,577,16,31.04,1
CALL0000833,952,8,371,356.3,5,10.28,1,28.24,28.91,20.94,44,0,85.74,0
CALL0000834,409,9,121,125.1,11,9.37,5,24.03,24.31,33.43,45,1,91.78,0
CALL0000835,14,810,18,21.6,196,67.08,0,59.01,41.35,79.96,188,0,30.56,1
CALL0000836,24,685,41,22.1,259,81.01,5,73.76,47.31,96.87,330,19,21.37,1
CALL0000837,24,371,148,88.8,136,52.36,78,30.64,50.67,59.22,632,20,15.0,1
CALL0000838,8,161,13,7.7,225,30.47,81,60.5,69.06,58.31,131,15,57.32,1
CALL0000839,198,17,241,240.6,6,10.97,3,59.17,25.54,12.35,74,0,70.14,0
CALL0000840,2664,13,113,138.7,13,5.69,2,46.5,3.81,5.72,78,1,78.78,0
CALL0000841,90,5,10,5.1,2,60.74,84,61.26,41.2,62.58,95,20,32.3,1
CALL0000842,266,5,245,309.1,3,4.05,1,19.6,42.72,33.12,89,0,80.31,0
CALL0000843,2564,19,214,192.6,11,3.7,1,31.76,36.08,13.01,194,0,85.09,0
CALL0000844,459,8,161,148.8,6,4.84,0,12.23,28.78,11.6,124,0,77.78,0
CALL0000845,31,213,43,44.5,250,35.08,80,55.83,92.32,51.05,362,18,34.24,1
CALL0000846,18,15,103,107.1,8,61.85,6,65.84,76.66,77.88,22,0,17.84,1
CALL0000847,30,195,79,119.1,291,93.19,92,85.07,74.32,86.66,258,29,13.39,1
CALL0000848,632,10,400,536.1,8,3.79,0,16.46,25.04,0.33,116,0,95.16,0
CALL0000849,71,702,165,234.9,246,80.81,80,53.58,66.04,39.59,128,19,23.98,1
CALL0000850,308,5,249,148.8,3,8.13,3,19.2,30.05,22.93,66,0,93.86,0
CALL0000851,223,990,3,12.1,180,58.23,77,68.38,63.82,81.85,186,25,51.55,1
CALL0000852,1259,29,270,273.3,6,8.71,1,20.72,12.57,21.93,98,0,84.5,0
CALL0000853,946,25,123,174.4,11,7.2,1,13.33,46.14,2.78,56,1,63.78,0
CALL0000854,263,13,427,367.3,4,18.18,2,11.85,20.21,23.45,63,2,90.3,0
CALL0000855,941,4,287,254.8,6,9.92,0,35.2,11.24,39.9,92,0,85.75,0
CALL0000856,1100,6,108,59.6,9,16.69,1,49.68,3.64,7.78,74,0,78.99,0
CALL0000857,3650,17,55,79.1,1,5.56,2,24.44,40.71,8.05,146,0,91.49,0
CALL0000858,1501,14,460,376.3,8,0.94,2,26.2,6.42,22.91,41,0,90.23,0
CALL0000859,663,12,226,149.3,7,21.86,0,65.8,44.44,18.71,75,0,76.43,0
CALL0000860,3132,4,345,386.0,5,6.66,1,40.64,41.3,12.42,51,0,80.39,0
CALL0000861,8,163,352,229.2,73,67.04,86,33.72,68.22,91.49,400,23,20.37,1
CALL0000862,1351,7,604,572.4,4,7.18,1,25.53,36.59,25.0,131,0,53.1,0
CALL0000863,754,10,78,88.5,7,7.93,0,40.23,20.81,4.48,47,0,60.53,0
CALL0000864,305,6,324,355.4,5,4.54,1,17.34,29.58,9.84,153,0,86.23,0
CALL0000865,353,7,202,126.3,12,18.92,0,16.78,19.25,19.43,90,0,87.46,0
CALL0000866,468,8,318,460.1,12,5.23,1,22.91,32.17,35.56,21,0,49.34,0
CALL0000867,47,548,18,24.0,113,63.03,83,59.43,54.9,60.9,733,23,47.71,1
CALL0000868,3650,11,208,257.1,6,2.08,2,25.33,11.73,7.65,106,0,90.15,0
CALL0000869,30,557,22,33.2,60,41.8,89,51.16,74.4,58.57,296,14,33.08,1
CALL0000870,776,4,238,305.6,2,19.02,0,42.14,7.17,21.11,59,0,32.73,0
CALL0000871,751,1,5,1.0,5,46.58,2,50.68,63.26,62.89,15,25,17.28,1
CALL0000872,1012,27,121,92.9,8,14.44,3,43.74,13.98,18.29,104,0,71.38,0
CALL0000873,634,43,165,181.3,9,9.7,2,54.86,23.25,8.32,80,0,80.1,0
CALL0000874,335,9,417,358.1,15,9.42,5,51.73,1.17,7.88,121,0,94.97,0
CALL0000875,597,11,445,418.3,6,19.31,2,20.17,37.23,6.69,79,1,71.78,0
CALL0000876,260,7,663,669.3,5,15.87,1,52.01,3.38,33.07,230,0,57.39,0
CALL0000877,679,8,686,890.5,10,3.04,0,45.26,5.83,2.42,45,0,78.5,0
CALL0000878,436,7,188,260.9,6,14.39,1,55.4,36.11,3.32,42,0,87.51,0
CALL0000879,1259,3,216,207.4,9,15.03,3,16.66,14.34,22.33,42,0,62.43,0
CALL0000880,856,17,175,17.8,5,4.94,0,30.31,41.98,19.76,52,0,81.23,0
CALL0000881,1099,5,486,447.2,10,3.57,3,34.17,11.19,17.71,45,0,77.59,0
CALL0000882,304,13,167,189.9,7,16.76,1,12.08,21.92,9.18,47,1,83.06,0
CALL0000883,1413,6,330,400.0,5,1.61,0,26.42,46.94,0.87,59,0,55.37,0
CALL0000884,20,1091,16,11.2,325,77.98,85,70.39,63.15,86.75,387,21,56.59,1
CALL0000885,68,1112,57,73.7,314,78.03,69,36.23,71.17,73.61,335,1,25.55,1
CALL0000886,791,14,235,230.6,6,3.46,1,19.25,30.1,6.07,40,1,72.88,0
CALL0000887,48,715,20,25.8,133,49.14,2,63.13,51.65,68.0,209,22,31.34,1
CALL0000888,1397,3,296,361.9,12,3.3,1,47.9,16.5,19.32,55,0,76.18,0
CALL0000889,6,514,15,19.3,136,65.44,72,59.35,88.64,41.72,303,3,8.07,1
CALL0000890,1361,9,220,137.8,11,4.38,0,39.72,5.94,0.22,95,0,84.26,0
CALL0000891,534,1372,7,5.1,107,53.45,89,46.9,61.58,48.4,141,13,4.02,1
CALL0000892,771,15,525,606.2,6,4.69,1,33.38,13.02,9.48,75,0,89.93,0
CALL0000893,474,3,65,46.0,7,9.86,1,22.29,27.49,1.12,87,3,88.64,0
CALL0000894,2267,15,532,404.0,4,13.9,0,16.91,21.09,15.81,138,1,58.24,0
CALL0000895,27,838,70,109.3,242,66.15,76,55.6,73.26,78.81,294,1,23.26,1
CALL0000896,1366,8,91,127.2,16,6.96,2,3.79,10.78,20.7,150,0,66.01,0
CALL0000897,444,2,350,329.6,11,21.41,0,16.4,24.02,6.62,68,0,80.25,0
CALL0000898,594,4,375,293.8,9,5.77,2,10.73,25.97,8.99,147,0,73.42,0
CALL0000899,435,3,205,206.2,8,3.84,3,38.9,4.15,13.04,31,1,88.43,0
CALL0000900,173,5,179,199.3,12,4.1,2,38.91,25.38,3.14,161,0,90.03,0
CALL0000901,656,3,292,137.6,5,1.97,0,17.02,26.23,17.45,101,0,91.86,0
CALL0000902,1092,5,121,118.0,11,15.69,1,30.41,24.71,23.94,292,0,59.9,0
CALL0000903,1936,8,105,118.5,5,4.08,3,21.14,26.94,36.71,104,0,55.32,0
CALL0000904,136,1059,48,29.0,131,50.43,3,91.91,61.42,80.0,378,27,11.02,1
CALL0000905,2357,9,241,240.3,10,0.98,0,7.02,3.01,10.38,60,0,56.27,0
CALL0000906,65,1,24,20.3,5,74.35,68,65.33,75.1,65.0,10,24,39.32,1
CALL0000907,800,17,548,547.0,9,14.81,0,24.74,19.5,16.15,45,0,93.11,0
CALL0000908,1761,13,404,635.5,10,0.79,3,53.97,26.33,20.95,138,1,75.53,0
CALL0000909,149,133,235,250.3,82,13.84,2,39.97,6.92,3.34,385,0,92.64,0
CALL0000910,448,8,399,437.4,9,15.17,1,38.67,13.45,36.48,55,2,80.91,0
CALL0000911,3574,64,317,293.2,18,10.07,1,18.79,23.61,9.19,109,2,78.06,0
CALL0000912,64,1089,4,1.0,199,36.48,78,37.09,53.85,70.11,224,21,16.7,1
CALL0000913,555,811,18,27.2,137,63.87,71,64.86,80.67,52.79,288,18,33.13,1
CALL0000914,12,717,35,51.8,176,48.03,78,52.17,82.34,77.41,639,33,28.94,1
CALL0000915,1226,11,104,74.3,10,1.52,1,42.13,11.47,14.17,105,0,55.2,0
CALL0000916,16,650,15,15.0,224,68.31,73,87.15,63.67,81.51,729,27,59.84,1
CALL0000917,755,8,255,138.3,7,12.01,2,3.92,65.65,20.83,122,1,83.14,0
CALL0000918,316,18,520,494.2,10,9.85,1,10.17,31.07,6.51,90,1,95.12,0
CALL0000919,1806,26,264,296.4,6,12.74,5,34.44,3.94,3.26,17,0,74.67,0
CALL0000920,837,24,173,177.6,10,1.7,3,31.65,22.49,5.04,110,0,94.98,0
CALL0000921,15,787,11,8.7,132,49.7,3,80.86,50.45,29.36,233,18,11.99,1
CALL0000922,466,5,267,288.4,5,4.48,0,29.37,8.64,19.56,25,2,94.86,0
CALL0000923,11,1245,19,12.4,246,47.18,69,47.77,70.06,78.08,362,2,4.53,1
CALL0000924,1175,9,475,556.9,6,7.0,2,27.39,45.96,16.34,104,0,84.58,0
CALL0000925,895,8,230,260.1,12,10.85,1,35.34,15.17,15.72,62,2,63.29,0
CALL0000926,690,9,59,86.5,9,19.75,3,39.02,17.68,9.74,6,0,88.54,0
CALL0000927,85,1114,18,1.0,198,82.51,81,66.77,58.85,68.22,655,0,30.91,1
CALL0000928,1761,24,176,139.3,12,2.15,1,18.69,9.79,13.63,65,0,99.34,0
CALL0000929,791,3,253,238.6,12,9.65,0,31.48,8.27,2.46,65,0,44.25,0
CALL0000930,15,856,247,191.2,162,72.51,76,89.68,71.99,89.07,351,18,45.95,1
CALL0000931,487,10,606,532.2,7,7.7,3,22.73,10.85,16.51,102,0,81.54,0
CALL0000932,1228,1302,21,38.6,150,50.73,2,58.44,65.07,79.31,297,0,22.85,1
CALL0000933,12,3,214,157.8,7,53.08,80,75.88,67.15,59.24,54,0,62.24,1
CALL0000934,991,4,328,233.6,14,17.78,2,20.81,15.57,19.61,48,0,83.81,0
CALL0000935,462,8,220,109.8,10,9.03,0,15.62,20.78,13.86,155,0,63.07,0
CALL0000936,2137,4,307,327.6,4,14.28,2,20.49,20.85,22.21,70,0,81.8,0
CALL0000937,381,3,241,186.1,8,1.55,1,34.56,5.98,27.43,62,1,80.77,0
CALL0000938,838,3,196,165.5,8,5.16,2,8.34,14.95,6.35,105,0,81.02,0
CALL0000939,309,6,146,69.4,8,16.21,1,30.67,31.23,17.37,345,1,89.24,0
CALL0000940,834,511,474,473.1,67,4.81,2,6.8,48.39,23.9,248,0,86.63,0
CALL0000941,1146,8,239,245.1,9,1.65,1,37.98,2.44,14.98,147,0,69.28,0
CALL0000942,1103,7,148,140.4,7,3.91,0,17.81,29.57,7.96,62,0,68.12,0
CALL0000943,333,8,195,116.0,14,0.71,3,14.52,22.41,19.54,172,0,96.77,0
CALL0000944,353,6,493,390.8,6,2.91,2,20.84,15.04,8.65,43,0,77.34,0
CALL0000945,350,7,425,297.8,10,1.62,6,25.02,32.91,18.62,85,1,58.5,0
CALL0000946,1011,3,114,158.1,9,7.03,1,25.2,12.85,14.69,100,0,93.68,0
CALL0000947,918,12,382,349.6,5,0.38,1,16.67,34.79,31.35,115,0,63.43,0
CALL0000948,33,596,30,27.6,173,34.06,80,55.76,69.94,77.97,321,0,14.89,1
CALL0000949,813,11,209,155.5,10,15.73,1,15.61,44.7,19.94,27,0,91.76,0
CALL0000950,451,20,204,215.7,10,4.24,0,9.99,10.29,19.92,62,0,84.64,0
CALL0000951,1287,14,145,133.6,12,3.3,1,14.85,10.11,30.11,152,0,66.12,0
CALL0000952,773,4,493,646.6,10,5.56,2,44.78,43.86,11.18,54,0,74.21,0
CALL0000953,272,4,200,187.8,11,8.29,1,20.2,22.89,10.21,103,1,90.01,0
CALL0000954,14,845,39,36.3,257,90.44,72,52.02,33.67,70.57,440,25,51.41,1
CALL0000955,34,1198,13,4.4,236,69.15,81,77.72,36.71,53.47,103,28,44.27,1
CALL0000956,11,166,17,18.3,93,87.95,1,72.69,53.0,44.42,199,24,60.93,1
CALL0000957,34,796,25,23.0,80,37.1,78,58.7,30.81,89.32,217,1,42.08,1
CALL0000958,287,9,366,226.6,7,10.5,2,36.77,30.49,18.97,92,0,85.08,0
CALL0000959,403,20,175,174.9,7,15.95,2,38.2,16.22,12.82,107,1,97.09,0
CALL0000960,357,2,42,39.8,7,3.31,1,36.93,26.63,5.3,17,0,73.22,0
CALL0000961,411,2,160,212.3,6,10.56,1,13.95,18.29,35.53,116,0,68.53,0
CALL0000962,17,1171,31,9.8,109,82.01,3,34.87,76.6,69.97,298,1,8.97,1
CALL0000963,947,8,242,283.0,6,3.73,2,42.08,20.31,18.46,71,0,95.79,0
CALL0000964,419,29,404,528.3,6,4.64,0,40.09,20.37,13.22,70,0,88.4,0
CALL0000965,38,1034,42,41.7,174,84.59,0,54.47,89.3,40.63,174,0,54.1,1
