Company_ID,Industry,Company_Size,Primary_AI_Agent_Role,Autonomous_Agents_Deployed,Avg_Agent_Cost_Per_Month_USD,Human_Roles_Replaced,Human_Roles_Augmented,Productivity_Gain_Percent,Cybersecurity_Incidents_YTD,Employee_Sentiment_Score_1_to_10,Months_To_Positive_ROI,Has_Strict_AI_Governance
COMP-2026-0493,Logistics,Medium (51-500),Sales & Marketing,16,800.42,1,56,40.99,0,8.2,6.7,True
COMP-2026-0494,Healthcare,Medium (51-500),Supply Chain Optimization,25,993.23,4,120,6.29,3,8.1,30.8,False
COMP-2026-0495,Healthcare,Large (501-5000),Supply Chain Optimization,79,603.4,11,561,2.99,0,5.6,35.0,False
COMP-2026-0496,Logistics,Large (501-5000),Legal & Compliance,124,975.1,28,521,29.41,0,4.4,11.9,True
COMP-2026-0497,Technology,Medium (51-500),Data Analytics,19,635.58,7,120,40.07,0,8.5,12.3,False
COMP-2026-0498,Manufacturing,Medium (51-500),Data Analytics,27,1138.01,6,190,36.82,0,4.5,15.3,True
COMP-2026-0499,Healthcare,Medium (51-500),HR & Recruitment,15,660.69,5,52,56.13,0,6.0,29.7,True
COMP-2026-0500,Logistics,Large (501-5000),Software Engineering,100,635.75,27,405,33.86,1,7.5,2.4,True
COMP-2026-0501,Education,Small (1-50),Software Engineering,2,974.33,0,7,31.17,1,3.2,9.6,True
COMP-2026-0502,Logistics,Medium (51-500),Data Analytics,15,1012.66,5,103,46.82,0,8.5,26.0,True
COMP-2026-0503,Finance,Medium (51-500),Software Engineering,8,732.21,1,14,27.86,0,10.0,15.8,True
COMP-2026-0504,Manufacturing,Large (501-5000),Sales & Marketing,36,338.79,12,126,37.32,0,6.9,13.2,True
COMP-2026-0505,Retail,Small (1-50),Data Analytics,0,641.15,0,0,38.07,1,6.7,31.7,False
COMP-2026-0506,Technology,Medium (51-500),Supply Chain Optimization,26,1166.48,2,134,20.45,0,6.9,33.2,True
COMP-2026-0507,Retail,Medium (51-500),HR & Recruitment,10,940.64,3,43,37.3,0,7.2,34.2,True
COMP-2026-0508,Manufacturing,Medium (51-500),Customer Support,10,1001.72,2,50,59.59,0,5.5,11.3,True
COMP-2026-0509,Manufacturing,Small (1-50),HR & Recruitment,2,184.47,0,5,46.59,0,4.8,33.0,True
COMP-2026-0510,Manufacturing,Medium (51-500),Data Analytics,13,641.25,4,55,22.09,0,6.2,27.1,True
COMP-2026-0511,Retail,Medium (51-500),Sales & Marketing,17,828.95,1,80,61.5,0,7.1,7.2,True
COMP-2026-0512,Education,Medium (51-500),Data Analytics,9,1021.53,2,66,41.05,0,5.0,22.7,True
COMP-2026-0513,Manufacturing,Medium (51-500),HR & Recruitment,28,201.74,5,89,37.76,0,4.4,2.9,True
COMP-2026-0514,Logistics,Large (501-5000),Sales & Marketing,131,1045.06,35,935,31.29,1,5.7,26.1,False
COMP-2026-0515,Retail,Large (501-5000),Sales & Marketing,132,725.82,43,750,40.97,0,4.0,26.9,True
COMP-2026-0516,Manufacturing,Medium (51-500),Sales & Marketing,15,357.18,2,24,33.89,0,8.0,28.8,True
COMP-2026-0517,Logistics,Large (501-5000),Legal & Compliance,120,483.12,29,745,32.74,0,1.0,7.9,True
COMP-2026-0518,Education,Medium (51-500),Data Analytics,8,446.03,2,13,30.85,1,4.7,23.4,False
COMP-2026-0519,Finance,Small (1-50),Software Engineering,0,707.4,0,0,44.57,1,9.3,8.1,False
COMP-2026-0520,Education,Small (1-50),Software Engineering,0,204.27,0,0,43.2,0,6.4,34.2,True
COMP-2026-0521,Manufacturing,Medium (51-500),Data Analytics,19,316.46,4,65,30.65,0,7.1,25.0,True
COMP-2026-0522,Retail,Large (501-5000),Data Analytics,81,1003.33,30,257,13.66,0,6.3,5.2,True
COMP-2026-0523,Healthcare,Large (501-5000),Legal & Compliance,89,289.23,15,354,32.95,0,5.6,8.4,True
COMP-2026-0524,Manufacturing,Large (501-5000),Software Engineering,25,395.07,2,95,23.6,0,8.8,24.6,False
COMP-2026-0525,Healthcare,Medium (51-500),Data Analytics,15,626.04,3,58,26.63,0,5.8,18.2,True
COMP-2026-0526,Logistics,Medium (51-500),Data Analytics,22,692.98,1,78,30.95,0,5.3,27.0,True
COMP-2026-0527,Finance,Small (1-50),Legal & Compliance,1,951.79,0,5,19.35,1,8.0,11.5,True
COMP-2026-0528,Technology,Medium (51-500),Legal & Compliance,23,619.7,1,59,12.53,3,3.3,24.4,False
COMP-2026-0529,Education,Medium (51-500),HR & Recruitment,10,979.36,3,69,36.12,1,6.3,8.0,True
COMP-2026-0530,Finance,Small (1-50),Legal & Compliance,2,799.26,0,13,32.83,0,5.9,20.5,False
COMP-2026-0531,Manufacturing,Small (1-50),Customer Support,1,268.75,0,4,32.36,0,6.3,34.6,True
COMP-2026-0532,Healthcare,Medium (51-500),Software Engineering,10,314.15,0,70,38.83,0,5.9,23.4,False
COMP-2026-0533,Education,Large (501-5000),HR & Recruitment,54,608.89,14,167,24.32,1,7.4,3.7,True
COMP-2026-0534,Healthcare,Enterprise (5000+),Customer Support,414,566.73,105,668,36.62,0,7.8,35.6,True
COMP-2026-0535,Retail,Enterprise (5000+),Data Analytics,514,930.72,76,2839,49.08,2,6.9,7.3,False
COMP-2026-0536,Healthcare,Medium (51-500),Data Analytics,15,759.77,5,67,29.34,1,6.2,26.4,False
COMP-2026-0537,Retail,Medium (51-500),HR & Recruitment,11,557.54,1,57,56.05,0,7.9,20.1,True
COMP-2026-0538,Logistics,Medium (51-500),Legal & Compliance,26,329.3,5,190,33.12,0,8.1,12.0,False
COMP-2026-0539,Education,Large (501-5000),Sales & Marketing,108,388.18,25,842,21.93,0,7.2,8.0,False
COMP-2026-0540,Education,Small (1-50),Sales & Marketing,1,754.28,0,5,43.04,0,8.7,8.0,True
COMP-2026-0541,Technology,Medium (51-500),Data Analytics,17,594.61,6,109,31.1,0,2.5,31.2,False
COMP-2026-0542,Manufacturing,Large (501-5000),Sales & Marketing,50,690.67,9,102,45.55,1,6.7,31.7,True
COMP-2026-0543,Retail,Medium (51-500),Supply Chain Optimization,20,329.21,1,50,37.63,0,7.4,17.8,False
COMP-2026-0544,Technology,Medium (51-500),HR & Recruitment,13,846.05,2,81,28.43,1,4.1,5.5,True
COMP-2026-0545,Healthcare,Medium (51-500),Customer Support,29,1045.17,7,124,51.36,1,7.1,32.1,True
COMP-2026-0546,Healthcare,Small (1-50),HR & Recruitment,1,420.84,0,4,26.31,1,8.4,18.6,False
COMP-2026-0547,Technology,Medium (51-500),Software Engineering,17,666.09,4,59,5.65,1,6.4,16.9,True
COMP-2026-0548,Education,Medium (51-500),Legal & Compliance,19,1174.3,1,103,43.42,0,8.0,15.9,True
COMP-2026-0549,Healthcare,Small (1-50),Legal & Compliance,2,499.9,0,5,36.84,0,8.6,14.4,False
COMP-2026-0550,Logistics,Small (1-50),HR & Recruitment,2,774.8,0,11,48.42,0,9.2,19.9,False
COMP-2026-0551,Logistics,Large (501-5000),Data Analytics,81,244.71,6,213,21.57,1,8.8,22.6,True
COMP-2026-0552,Technology,Medium (51-500),Data Analytics,22,786.32,7,42,29.44,0,9.2,17.9,True
COMP-2026-0553,Retail,Medium (51-500),Supply Chain Optimization,19,244.11,1,69,28.04,0,5.9,32.5,False
COMP-2026-0554,Retail,Medium (51-500),Supply Chain Optimization,17,1157.2,5,51,44.08,0,6.1,12.8,True
COMP-2026-0555,Technology,Enterprise (5000+),Legal & Compliance,196,901.45,34,1426,40.57,3,2.0,21.7,True
COMP-2026-0556,Retail,Medium (51-500),Supply Chain Optimization,16,977.57,4,29,35.16,0,4.9,12.2,True
COMP-2026-0557,Education,Medium (51-500),Customer Support,11,889.31,1,29,35.24,0,9.0,27.6,True
COMP-2026-0558,Education,Large (501-5000),Supply Chain Optimization,139,769.22,10,704,18.23,0,5.6,5.5,True
COMP-2026-0559,Retail,Large (501-5000),Customer Support,66,622.41,8,305,42.03,0,7.4,8.4,False
COMP-2026-0560,Logistics,Small (1-50),Supply Chain Optimization,2,1051.29,0,3,42.29,0,7.2,29.2,False
COMP-2026-0561,Retail,Large (501-5000),Legal & Compliance,91,1154.68,14,140,60.91,0,8.9,8.2,True
COMP-2026-0562,Education,Medium (51-500),Legal & Compliance,20,673.99,4,158,38.34,0,3.2,23.3,True
COMP-2026-0563,Finance,Medium (51-500),Customer Support,18,1128.11,4,104,40.34,0,7.4,35.0,True
COMP-2026-0564,Manufacturing,Small (1-50),HR & Recruitment,0,762.5,0,0,38.42,0,7.4,19.8,True
COMP-2026-0565,Healthcare,Small (1-50),Legal & Compliance,1,715.3,0,4,23.86,0,5.3,8.4,True
COMP-2026-0566,Finance,Large (501-5000),HR & Recruitment,37,627.21,9,119,47.99,0,8.4,12.9,False
COMP-2026-0567,Retail,Medium (51-500),Data Analytics,20,369.75,3,74,31.81,0,4.3,30.0,True
COMP-2026-0568,Logistics,Medium (51-500),Customer Support,16,153.91,3,91,30.11,0,8.7,14.0,False
COMP-2026-0569,Technology,Large (501-5000),Sales & Marketing,122,403.58,23,883,30.83,0,2.7,26.6,False
COMP-2026-0570,Retail,Large (501-5000),Legal & Compliance,52,685.21,17,140,31.68,2,5.0,28.4,True
COMP-2026-0571,Logistics,Small (1-50),Software Engineering,0,548.96,0,0,26.47,0,6.5,19.0,True
COMP-2026-0572,Manufacturing,Medium (51-500),Data Analytics,15,620.91,0,34,35.17,0,7.2,28.6,False
COMP-2026-0573,Retail,Small (1-50),HR & Recruitment,2,1179.68,0,5,31.3,0,3.4,12.8,False
COMP-2026-0574,Education,Large (501-5000),Legal & Compliance,113,517.79,13,196,30.25,3,8.6,19.5,False
COMP-2026-0575,Technology,Large (501-5000),Customer Support,77,624.79,27,185,38.57,1,8.0,25.3,True
COMP-2026-0576,Logistics,Enterprise (5000+),Sales & Marketing,358,290.19,125,2671,33.44,1,8.9,7.7,False
COMP-2026-0577,Logistics,Small (1-50),Supply Chain Optimization,0,200.36,0,0,25.63,0,8.1,11.3,True
COMP-2026-0578,Logistics,Small (1-50),Sales & Marketing,2,964.18,0,4,23.03,0,5.5,24.2,True
COMP-2026-0579,Manufacturing,Medium (51-500),Software Engineering,21,749.22,4,162,33.72,0,4.9,24.3,True
COMP-2026-0580,Retail,Medium (51-500),HR & Recruitment,12,948.74,3,86,23.24,0,6.0,18.8,True
COMP-2026-0581,Manufacturing,Small (1-50),Data Analytics,1,307.36,0,6,22.35,1,10.0,29.0,False
COMP-2026-0582,Healthcare,Enterprise (5000+),Sales & Marketing,154,750.42,46,1165,22.52,2,6.5,18.4,True
COMP-2026-0583,Healthcare,Small (1-50),Customer Support,2,416.32,0,5,35.66,0,7.0,32.0,False
COMP-2026-0584,Retail,Medium (51-500),Software Engineering,9,389.46,1,62,47.3,0,9.3,27.0,True
COMP-2026-0585,Education,Large (501-5000),Customer Support,106,162.1,6,634,36.81,1,4.6,12.7,False
COMP-2026-0586,Manufacturing,Medium (51-500),Legal & Compliance,11,286.86,3,78,43.5,0,7.8,15.4,True
COMP-2026-0587,Technology,Large (501-5000),Supply Chain Optimization,114,474.73,14,761,31.64,2,7.6,24.7,False
COMP-2026-0588,Logistics,Small (1-50),Data Analytics,2,272.72,0,7,34.26,1,8.5,32.4,True
COMP-2026-0589,Logistics,Medium (51-500),Customer Support,21,1185.15,4,137,53.0,1,8.3,8.1,True
COMP-2026-0590,Retail,Small (1-50),HR & Recruitment,2,474.06,0,6,42.78,1,6.7,19.5,False
COMP-2026-0591,Education,Small (1-50),Legal & Compliance,2,286.84,0,7,44.12,0,4.3,6.0,True
COMP-2026-0592,Healthcare,Enterprise (5000+),Legal & Compliance,139,359.04,48,305,29.22,0,5.4,11.5,True
COMP-2026-0593,Healthcare,Small (1-50),Data Analytics,1,767.09,0,7,32.43,0,8.3,25.3,False
COMP-2026-0594,Logistics,Medium (51-500),Legal & Compliance,11,217.25,1,37,37.53,1,10.0,4.6,True
COMP-2026-0595,Retail,Medium (51-500),HR & Recruitment,29,1055.56,9,141,24.98,0,4.5,24.5,True
COMP-2026-0596,Manufacturing,Medium (51-500),Customer Support,14,1159.57,2,56,3.2,0,4.5,32.6,True
COMP-2026-0597,Healthcare,Large (501-5000),Data Analytics,116,409.08,13,897,37.42,0,3.9,35.0,True
COMP-2026-0598,Manufacturing,Small (1-50),Legal & Compliance,2,622.6,0,7,44.42,1,5.4,9.4,False
COMP-2026-0599,Education,Large (501-5000),Legal & Compliance,51,173.24,6,334,33.18,0,8.4,27.5,True
COMP-2026-0600,Healthcare,Enterprise (5000+),HR & Recruitment,219,822.75,12,1546,25.11,1,9.1,33.5,True
COMP-2026-0601,Healthcare,Medium (51-500),Supply Chain Optimization,12,584.62,0,51,28.4,1,3.1,5.1,False
COMP-2026-0602,Finance,Enterprise (5000+),Supply Chain Optimization,305,433.56,81,1207,7.35,2,3.9,16.1,False
COMP-2026-0603,Healthcare,Small (1-50),Sales & Marketing,1,367.18,0,6,28.37,1,4.3,33.3,False
COMP-2026-0604,Technology,Medium (51-500),Legal & Compliance,5,836.72,0,37,18.67,1,5.2,8.9,True
COMP-2026-0605,Retail,Medium (51-500),Customer Support,26,587.03,4,166,23.82,1,6.4,33.7,True
COMP-2026-0606,Retail,Large (501-5000),Data Analytics,145,338.64,24,431,18.05,1,5.9,19.9,True
COMP-2026-0607,Manufacturing,Enterprise (5000+),Legal & Compliance,270,873.56,77,1963,16.62,3,7.0,5.4,True
COMP-2026-0608,Education,Medium (51-500),Software Engineering,13,743.33,0,52,20.05,0,3.3,17.3,True
COMP-2026-0609,Healthcare,Large (501-5000),Data Analytics,25,1051.61,9,131,40.35,0,5.8,13.1,False
COMP-2026-0610,Technology,Small (1-50),Sales & Marketing,2,273.35,0,13,26.18,1,9.3,11.6,False
COMP-2026-0611,Manufacturing,Medium (51-500),Supply Chain Optimization,25,974.95,9,68,18.76,0,9.2,20.4,True
COMP-2026-0612,Finance,Medium (51-500),Legal & Compliance,8,857.19,0,52,41.85,1,9.8,18.4,True
COMP-2026-0613,Manufacturing,Enterprise (5000+),HR & Recruitment,179,270.76,57,962,34.1,1,7.0,18.4,True
COMP-2026-0614,Manufacturing,Medium (51-500),Software Engineering,24,879.56,3,175,3.19,0,5.6,5.0,False
COMP-2026-0615,Healthcare,Medium (51-500),Legal & Compliance,20,613.62,1,52,44.85,0,7.1,29.3,False
COMP-2026-0616,Finance,Small (1-50),Sales & Marketing,0,1142.23,0,0,33.39,0,10.0,18.4,True
COMP-2026-0617,Manufacturing,Small (1-50),Customer Support,2,298.69,0,13,42.05,1,5.8,29.9,False
COMP-2026-0618,Technology,Small (1-50),Software Engineering,1,824.98,0,1,29.71,1,10.0,30.0,True
COMP-2026-0619,Technology,Medium (51-500),Sales & Marketing,14,551.08,4,31,52.4,0,2.4,12.8,True
COMP-2026-0620,Retail,Large (501-5000),Legal & Compliance,121,1154.66,29,960,27.76,0,7.5,2.1,True
COMP-2026-0621,Finance,Medium (51-500),Customer Support,25,496.47,8,83,0.0,0,7.9,33.0,True
COMP-2026-0622,Finance,Medium (51-500),Software Engineering,15,1160.3,2,117,21.47,1,7.5,27.9,True
COMP-2026-0623,Retail,Small (1-50),Customer Support,2,1096.56,0,5,38.73,3,7.6,5.6,True
COMP-2026-0624,Manufacturing,Large (501-5000),Customer Support,75,433.9,16,288,34.47,1,7.6,25.9,True
COMP-2026-0625,Finance,Large (501-5000),Software Engineering,121,993.72,21,773,30.98,0,7.6,2.7,True
COMP-2026-0626,Technology,Small (1-50),Software Engineering,1,1195.38,0,5,20.27,0,6.2,2.9,False
COMP-2026-0627,Technology,Large (501-5000),Customer Support,137,415.3,14,722,32.73,1,6.2,19.9,True
COMP-2026-0628,Healthcare,Medium (51-500),Sales & Marketing,27,608.62,2,133,32.32,0,4.4,5.3,False
COMP-2026-0629,Finance,Small (1-50),Supply Chain Optimization,0,696.19,0,0,32.19,0,8.1,34.8,True
COMP-2026-0630,Manufacturing,Medium (51-500),Software Engineering,28,459.68,7,84,39.17,0,9.0,32.4,True
COMP-2026-0631,Retail,Medium (51-500),Legal & Compliance,25,166.03,2,109,34.75,0,9.9,24.1,True
COMP-2026-0632,Retail,Small (1-50),Data Analytics,2,381.14,0,5,29.37,1,5.3,4.2,True
COMP-2026-0633,Manufacturing,Enterprise (5000+),HR & Recruitment,200,446.03,76,1074,20.07,1,3.0,13.0,True
COMP-2026-0634,Education,Large (501-5000),Customer Support,125,615.78,17,391,49.36,1,7.3,14.6,True
COMP-2026-0635,Logistics,Large (501-5000),Customer Support,131,329.66,37,480,57.07,0,4.4,18.3,False
COMP-2026-0636,Healthcare,Medium (51-500),HR & Recruitment,12,1066.92,3,54,54.13,0,7.8,7.7,False
COMP-2026-0637,Retail,Medium (51-500),Supply Chain Optimization,28,890.16,5,46,41.17,0,2.8,21.6,False
COMP-2026-0638,Finance,Large (501-5000),HR & Recruitment,31,239.46,11,65,11.73,1,8.7,16.8,True
COMP-2026-0639,Healthcare,Medium (51-500),Software Engineering,8,832.6,2,47,10.21,1,7.1,34.2,True
COMP-2026-0640,Finance,Small (1-50),HR & Recruitment,1,836.34,0,4,25.7,0,3.3,33.8,True
COMP-2026-0641,Education,Medium (51-500),Customer Support,19,1154.03,4,135,31.82,0,7.3,21.2,False
COMP-2026-0642,Technology,Large (501-5000),HR & Recruitment,105,153.17,30,631,31.31,0,6.7,23.9,False
COMP-2026-0643,Healthcare,Medium (51-500),Data Analytics,5,410.33,1,7,34.9,0,7.7,6.7,False
COMP-2026-0644,Retail,Small (1-50),Legal & Compliance,2,1124.18,0,11,15.23,0,8.2,9.6,True
COMP-2026-0645,Healthcare,Large (501-5000),Software Engineering,30,1128.74,5,63,52.43,1,2.5,32.6,True
COMP-2026-0646,Healthcare,Small (1-50),HR & Recruitment,0,906.62,0,0,51.16,0,6.0,25.8,True
COMP-2026-0647,Healthcare,Medium (51-500),Customer Support,5,954.05,0,39,16.24,0,6.6,8.4,True
COMP-2026-0648,Logistics,Small (1-50),Sales & Marketing,1,246.06,0,4,9.42,0,6.3,21.4,True
COMP-2026-0649,Healthcare,Medium (51-500),Legal & Compliance,28,689.57,1,166,31.39,1,6.2,33.8,True
COMP-2026-0650,Finance,Large (501-5000),Software Engineering,108,393.16,38,328,48.15,0,8.4,13.7,True
COMP-2026-0651,Technology,Medium (51-500),Customer Support,25,340.28,7,108,32.1,1,3.6,8.3,True
COMP-2026-0652,Education,Small (1-50),Supply Chain Optimization,0,1000.82,0,0,35.72,0,6.3,34.0,True
COMP-2026-0653,Manufacturing,Large (501-5000),Data Analytics,92,291.79,24,238,27.05,0,6.2,17.7,False
COMP-2026-0654,Healthcare,Large (501-5000),Supply Chain Optimization,82,642.08,28,264,34.31,1,6.3,16.2,True
COMP-2026-0655,Retail,Large (501-5000),Data Analytics,87,1135.51,18,382,44.21,0,4.8,11.1,True
COMP-2026-0656,Healthcare,Small (1-50),HR & Recruitment,0,345.12,0,0,37.61,0,10.0,32.3,False
COMP-2026-0657,Retail,Medium (51-500),Software Engineering,22,1176.89,3,86,39.64,0,8.6,30.8,True
COMP-2026-0658,Finance,Enterprise (5000+),HR & Recruitment,351,1194.0,131,2643,11.88,1,8.8,15.7,True
COMP-2026-0659,Retail,Large (501-5000),Data Analytics,120,733.4,35,253,59.01,1,7.7,3.0,False
COMP-2026-0660,Manufacturing,Small (1-50),Data Analytics,1,328.65,0,3,12.02,0,8.2,17.2,True
COMP-2026-0661,Technology,Small (1-50),Data Analytics,0,481.91,0,0,34.44,1,6.8,8.1,True
COMP-2026-0662,Retail,Medium (51-500),Legal & Compliance,21,595.72,4,62,30.63,0,9.6,6.9,True
COMP-2026-0663,Retail,Enterprise (5000+),Customer Support,186,474.79,18,1072,31.17,3,7.6,15.4,True
COMP-2026-0664,Technology,Medium (51-500),Software Engineering,26,444.67,6,66,43.29,0,6.4,5.4,True
COMP-2026-0665,Manufacturing,Medium (51-500),HR & Recruitment,20,1170.84,3,37,23.72,1,10.0,34.6,True
COMP-2026-0666,Healthcare,Small (1-50),HR & Recruitment,0,311.03,0,0,27.13,0,4.5,3.6,True
COMP-2026-0667,Retail,Large (501-5000),Supply Chain Optimization,145,919.99,55,1094,18.28,0,5.0,15.6,False
COMP-2026-0668,Technology,Large (501-5000),Data Analytics,89,150.43,24,452,46.41,0,9.8,7.5,True
COMP-2026-0669,Finance,Medium (51-500),Sales & Marketing,6,775.99,2,40,35.8,0,8.0,25.4,False
COMP-2026-0670,Technology,Large (501-5000),Data Analytics,103,1111.74,29,377,40.4,1,1.8,4.7,True
COMP-2026-0671,Finance,Enterprise (5000+),Data Analytics,226,452.33,39,1209,42.57,5,8.2,20.6,True
COMP-2026-0672,Manufacturing,Small (1-50),Sales & Marketing,2,344.8,0,9,57.19,0,5.0,28.3,True
COMP-2026-0673,Healthcare,Medium (51-500),HR & Recruitment,25,834.26,7,191,55.03,0,5.7,34.3,False
COMP-2026-0674,Technology,Medium (51-500),Supply Chain Optimization,29,898.23,11,184,36.51,0,9.9,25.7,False
COMP-2026-0675,Education,Large (501-5000),Customer Support,87,872.43,12,543,34.46,1,9.7,5.4,True
COMP-2026-0676,Education,Medium (51-500),Sales & Marketing,16,485.28,5,28,25.9,0,10.0,5.0,True
COMP-2026-0677,Logistics,Medium (51-500),Legal & Compliance,23,414.81,8,116,41.73,0,5.6,26.9,False
COMP-2026-0678,Retail,Large (501-5000),Software Engineering,41,1153.71,11,185,41.27,1,6.2,9.3,False
COMP-2026-0679,Manufacturing,Medium (51-500),Sales & Marketing,18,1119.46,6,135,23.46,1,7.1,17.2,True
COMP-2026-0680,Technology,Enterprise (5000+),Customer Support,373,630.18,70,1183,41.43,0,7.8,35.2,True
COMP-2026-0681,Education,Medium (51-500),HR & Recruitment,7,1038.5,2,22,45.0,0,6.2,29.9,False
COMP-2026-0682,Retail,Small (1-50),Legal & Compliance,1,624.94,0,4,18.59,0,10.0,30.8,True
COMP-2026-0683,Education,Large (501-5000),Legal & Compliance,131,595.61,8,403,34.85,0,7.6,31.3,False
COMP-2026-0684,Technology,Large (501-5000),Legal & Compliance,132,314.6,48,308,31.68,0,9.1,23.1,True
COMP-2026-0685,Finance,Medium (51-500),Data Analytics,7,597.73,1,49,32.43,0,5.4,27.3,False
COMP-2026-0686,Technology,Large (501-5000),Software Engineering,36,714.29,7,184,20.69,1,5.9,14.2,True
COMP-2026-0687,Logistics,Enterprise (5000+),HR & Recruitment,231,173.63,57,1639,9.85,3,6.7,35.9,True
COMP-2026-0688,Technology,Medium (51-500),HR & Recruitment,26,616.32,2,179,23.13,0,6.0,11.5,True
COMP-2026-0689,Technology,Enterprise (5000+),Legal & Compliance,164,970.42,35,546,21.4,2,8.4,22.1,False
COMP-2026-0690,Logistics,Small (1-50),HR & Recruitment,2,864.05,0,10,36.88,0,8.7,11.6,False
COMP-2026-0691,Manufacturing,Small (1-50),Software Engineering,0,816.91,0,0,37.08,0,6.4,5.8,False
COMP-2026-0692,Technology,Small (1-50),Software Engineering,2,1105.03,0,14,36.38,0,8.0,21.3,False
COMP-2026-0693,Logistics,Large (501-5000),Supply Chain Optimization,69,168.93,3,284,15.18,0,10.0,14.0,True
COMP-2026-0694,Retail,Large (501-5000),Sales & Marketing,123,734.9,24,499,18.62,0,8.5,21.8,True
COMP-2026-0695,Finance,Small (1-50),Sales & Marketing,1,976.72,0,3,24.85,0,8.0,21.0,False
COMP-2026-0696,Finance,Medium (51-500),Supply Chain Optimization,20,718.4,6,89,32.79,0,9.0,20.4,False
COMP-2026-0697,Technology,Medium (51-500),Customer Support,10,490.09,3,31,28.34,0,9.8,6.2,True
COMP-2026-0698,Manufacturing,Small (1-50),Sales & Marketing,2,293.06,0,7,36.35,1,9.5,17.0,True
COMP-2026-0699,Manufacturing,Large (501-5000),Software Engineering,134,1081.94,18,897,44.6,0,6.5,29.6,True
COMP-2026-0700,Retail,Large (501-5000),Software Engineering,40,644.3,14,276,20.11,1,8.3,12.7,True
COMP-2026-0701,Technology,Medium (51-500),Sales & Marketing,26,1072.02,8,90,20.58,1,6.2,17.1,False
COMP-2026-0702,Finance,Enterprise (5000+),Software Engineering,396,765.14,99,1801,34.18,4,5.8,18.8,False
COMP-2026-0703,Manufacturing,Medium (51-500),Supply Chain Optimization,8,857.9,2,57,31.48,0,7.7,31.3,False
COMP-2026-0704,Technology,Enterprise (5000+),Legal & Compliance,313,994.47,116,576,41.72,1,3.2,24.3,False
COMP-2026-0705,Education,Large (501-5000),Legal & Compliance,45,842.11,13,327,32.59,0,7.4,5.4,True
COMP-2026-0706,Manufacturing,Medium (51-500),HR & Recruitment,22,567.96,3,64,54.08,0,5.6,31.4,True
COMP-2026-0707,Logistics,Small (1-50),Legal & Compliance,2,689.32,0,11,12.81,0,4.7,30.3,False
COMP-2026-0708,Education,Large (501-5000),Data Analytics,38,993.2,2,200,42.92,1,8.2,27.6,True
COMP-2026-0709,Manufacturing,Medium (51-500),Supply Chain Optimization,17,542.33,3,86,34.97,0,6.3,17.8,True
COMP-2026-0710,Finance,Small (1-50),Software Engineering,2,557.53,0,14,15.1,0,7.2,27.8,False
COMP-2026-0711,Healthcare,Small (1-50),Sales & Marketing,2,250.47,0,4,6.86,0,6.4,18.3,False
COMP-2026-0712,Education,Medium (51-500),Legal & Compliance,17,1110.31,0,63,18.55,1,5.7,27.0,False
COMP-2026-0713,Retail,Medium (51-500),Supply Chain Optimization,28,245.59,2,139,47.49,0,7.0,31.9,False
COMP-2026-0714,Retail,Large (501-5000),Legal & Compliance,91,830.62,25,616,46.08,0,4.1,32.3,True
COMP-2026-0715,Finance,Large (501-5000),Customer Support,74,583.85,24,215,30.9,1,6.4,17.5,True
COMP-2026-0716,Manufacturing,Small (1-50),Software Engineering,2,575.9,0,13,28.01,0,10.0,31.2,False
COMP-2026-0717,Technology,Large (501-5000),Customer Support,86,863.53,14,352,21.88,0,4.5,5.4,False
COMP-2026-0718,Manufacturing,Small (1-50),Software Engineering,1,220.45,0,2,30.18,0,9.4,5.5,True
COMP-2026-0719,Finance,Large (501-5000),Supply Chain Optimization,86,773.39,32,553,26.62,0,9.7,20.6,True
COMP-2026-0720,Retail,Large (501-5000),HR & Recruitment,130,960.63,14,271,53.7,0,5.3,24.2,False
COMP-2026-0721,Manufacturing,Medium (51-500),Legal & Compliance,25,1019.62,7,121,17.17,1,7.3,7.2,True
COMP-2026-0722,Retail,Large (501-5000),Legal & Compliance,75,329.06,23,143,37.37,0,4.3,18.1,False
COMP-2026-0723,Education,Medium (51-500),Data Analytics,13,1092.29,1,49,54.29,0,4.2,5.2,True
COMP-2026-0724,Technology,Medium (51-500),Sales & Marketing,17,838.95,5,91,42.1,0,7.1,22.5,True
COMP-2026-0725,Education,Large (501-5000),Customer Support,96,1075.95,32,491,18.56,0,7.2,31.1,False
COMP-2026-0726,Retail,Medium (51-500),Legal & Compliance,10,659.54,0,41,13.38,0,5.8,27.1,True
COMP-2026-0727,Retail,Medium (51-500),Supply Chain Optimization,24,719.14,1,102,35.9,0,4.8,14.9,True
COMP-2026-0728,Healthcare,Medium (51-500),HR & Recruitment,17,1114.99,1,50,34.37,0,5.4,35.8,False
COMP-2026-0729,Healthcare,Large (501-5000),Sales & Marketing,66,1094.91,11,294,47.78,0,8.3,24.5,False
COMP-2026-0730,Education,Medium (51-500),Supply Chain Optimization,7,620.57,1,53,39.3,0,8.4,29.7,True
COMP-2026-0731,Logistics,Small (1-50),Customer Support,1,438.13,0,7,26.49,0,8.0,24.8,True
COMP-2026-0732,Education,Large (501-5000),Data Analytics,143,562.83,20,349,25.65,0,5.9,35.6,True
COMP-2026-0733,Healthcare,Large (501-5000),Legal & Compliance,63,557.15,23,106,16.3,0,4.7,29.9,True
