user_id,session_id,customer_tier,account_age_days,past_purchases_count,total_lifetime_value,average_order_value,days_since_last_purchase,days_since_last_discount,device_type,browser,traffic_source,user_location_region,day_of_week,hour_of_day,is_weekend,is_holiday,session_duration_seconds,pages_viewed,distinct_categories_viewed,pdp_views_count,images_viewed_count,reviews_read_count,scroll_depth_average_pct,add_to_cart_count,remove_from_cart_count,wishlist_add_count,cart_value_abandoned,shipping_cost_displayed,exit_intent_triggered,did_convert_organically,should_receive_discount
CUST_01251,SESS_001251,Prime,252,16,1921.79,120.11,173,37,Mobile,Chrome,Email,North America,1,16,0,0,473,14,1,8,31,0,0.52,4,0,0,122.33,0.0,1,0,1
CUST_01252,SESS_001252,Standard,1734,13,1439.83,110.76,179,55,Mobile,Chrome,Paid Ad,North America,2,14,0,0,710,28,2,16,50,15,0.99,1,1,0,0.0,0.0,0,1,0
CUST_01253,SESS_001253,Guest,196,5,421.49,84.3,257,33,Desktop,Edge,Organic Search,Asia,2,14,0,0,256,10,2,6,14,4,0.85,1,0,0,202.61,4.99,0,0,0
CUST_01254,SESS_001254,Guest,1657,2,191.85,95.92,364,70,Desktop,Chrome,Organic Search,Europe,5,11,1,0,265,4,1,3,11,0,0.27,1,0,1,139.42,9.99,0,0,0
CUST_01255,SESS_001255,Standard,412,6,372.99,62.16,357,45,Desktop,App,Direct,Europe,6,0,1,0,566,6,1,2,2,2,0.71,0,0,3,0.0,0.0,0,0,0
CUST_01256,SESS_001256,Standard,1479,10,489.68,48.97,190,13,Mobile,Chrome,Email,Oceania,5,5,1,0,760,7,1,2,3,3,0.47,2,0,0,42.41,9.99,0,0,0
CUST_01257,SESS_001257,Guest,775,23,829.52,36.07,79,36,Desktop,Safari,Email,North America,6,13,1,0,343,12,3,7,22,12,0.85,0,0,0,0.0,0.0,0,0,0
CUST_01258,SESS_001258,Standard,1077,0,0.0,0.0,-1,-1,Desktop,Chrome,Organic Search,North America,4,7,0,0,1049,14,1,8,35,0,0.15,1,1,0,0.0,0.0,1,0,0
CUST_01259,SESS_001259,Guest,1670,2,85.08,42.54,293,20,Desktop,Chrome,Organic Search,North America,3,7,0,0,815,12,1,4,10,3,0.91,4,1,0,56.76,4.99,0,0,0
CUST_01260,SESS_001260,Standard,1362,0,0.0,0.0,-1,-1,Mobile,Chrome,Organic Search,Asia,1,3,0,0,916,15,1,5,10,4,0.72,4,0,0,93.98,0.0,1,0,1
CUST_01261,SESS_001261,Guest,1382,0,0.0,0.0,-1,-1,Tablet,Chrome,Paid Ad,North America,4,13,0,1,803,11,1,6,22,11,0.77,0,0,0,0.0,0.0,0,1,1
CUST_01262,SESS_001262,Prime,1174,23,1833.74,79.73,179,54,Mobile,Safari,Social,North America,3,6,0,0,1307,24,1,11,38,1,0.1,0,0,0,0.0,0.0,0,0,0
CUST_01263,SESS_001263,Standard,1123,27,548.93,20.33,343,31,Desktop,App,Organic Search,Asia,0,20,0,0,1745,27,1,17,50,6,0.47,1,0,3,263.27,0.0,1,0,1
CUST_01264,SESS_001264,Standard,233,0,0.0,0.0,-1,-1,Desktop,App,Direct,North America,4,15,0,0,573,15,2,10,14,10,0.26,2,0,1,259.18,0.0,0,1,0
CUST_01265,SESS_001265,Guest,1567,9,648.97,72.11,144,27,Mobile,Safari,Paid Ad,Europe,6,2,1,0,755,7,1,4,12,0,0.69,0,0,0,0.0,0.0,0,0,0
CUST_01266,SESS_001266,Guest,1085,8,277.7,34.71,177,87,Desktop,Chrome,Social,North America,2,17,0,0,145,4,2,2,6,1,0.43,0,0,0,0.0,0.0,1,0,1
CUST_01267,SESS_001267,Standard,195,6,465.54,77.59,131,62,Desktop,Edge,Organic Search,Asia,6,12,1,0,2620,29,1,14,25,8,0.59,0,0,0,0.0,0.0,1,0,0
CUST_01268,SESS_001268,Standard,541,3,339.65,113.22,271,57,Desktop,Chrome,Email,Europe,1,9,0,0,1312,17,1,9,10,8,0.26,0,0,0,0.0,0.0,0,0,0
CUST_01269,SESS_001269,Standard,1778,8,505.24,63.16,266,8,Desktop,Safari,Direct,North America,0,20,0,0,1698,17,2,7,18,5,0.24,1,2,0,0.0,0.0,0,0,0
CUST_01270,SESS_001270,Guest,1129,2,195.95,97.98,137,12,Mobile,Chrome,Paid Ad,Oceania,6,19,1,0,429,4,2,1,4,1,0.56,0,0,0,0.0,0.0,0,0,0
CUST_01271,SESS_001271,Standard,294,4,149.2,37.3,307,37,Mobile,Safari,Social,Europe,2,13,0,0,2663,23,3,7,8,3,0.48,1,0,0,262.17,4.99,0,0,0
CUST_01272,SESS_001272,Prime,644,9,1339.65,148.85,123,19,Desktop,Safari,Social,Europe,5,4,1,0,383,19,1,6,21,11,0.49,2,0,0,177.65,4.99,0,0,0
CUST_01273,SESS_001273,Prime,1474,1,89.02,89.02,294,17,Desktop,Chrome,Organic Search,Europe,5,13,1,0,1042,24,1,8,24,10,0.11,0,0,0,0.0,0.0,1,0,0
CUST_01274,SESS_001274,Guest,1557,5,106.48,21.3,77,38,Desktop,Safari,Organic Search,Asia,6,11,1,0,874,10,1,3,7,4,0.11,1,0,0,73.04,9.99,0,0,0
CUST_01275,SESS_001275,Standard,155,0,0.0,0.0,-1,-1,Desktop,Chrome,Social,South America,2,23,0,0,1735,16,2,8,35,1,0.49,0,0,3,0.0,0.0,0,0,0
CUST_01276,SESS_001276,Guest,405,6,583.89,97.32,91,56,Desktop,Chrome,Organic Search,Oceania,2,17,0,1,249,6,2,2,4,2,0.84,0,0,0,0.0,0.0,0,0,1
CUST_01277,SESS_001277,Guest,895,8,195.14,24.39,102,41,Mobile,Chrome,Social,South America,4,6,0,0,2257,21,2,13,39,13,0.87,0,0,0,0.0,0.0,0,0,0
CUST_01278,SESS_001278,Prime Student,725,0,0.0,0.0,-1,-1,Mobile,Safari,Organic Search,North America,4,23,0,0,873,10,3,5,18,6,0.28,1,0,0,30.51,4.99,0,0,0
CUST_01279,SESS_001279,Guest,737,6,271.31,45.22,160,1,Desktop,Chrome,Email,South America,1,0,0,0,1358,28,3,9,14,2,0.5,0,0,2,0.0,0.0,1,0,0
CUST_01280,SESS_001280,Standard,796,10,389.42,38.94,229,68,Desktop,Chrome,Email,Asia,6,19,1,0,629,18,1,7,29,5,0.81,0,0,0,0.0,0.0,0,0,0
CUST_01281,SESS_001281,Standard,1706,4,380.65,95.16,110,35,Mobile,Chrome,Social,Europe,1,12,0,0,2335,23,2,16,16,6,0.58,0,0,0,0.0,0.0,0,0,0
CUST_01282,SESS_001282,Prime,553,13,943.09,72.55,119,81,Mobile,Chrome,Social,Europe,5,15,1,0,1725,17,2,9,11,15,0.59,0,0,0,0.0,0.0,0,0,0
CUST_01283,SESS_001283,Standard,1595,29,1004.05,34.62,289,39,Mobile,Safari,Paid Ad,Europe,2,11,0,0,630,11,1,5,22,3,0.96,0,0,1,0.0,0.0,0,0,0
CUST_01284,SESS_001284,Guest,374,3,60.52,20.17,334,16,Mobile,Safari,Paid Ad,Europe,0,10,0,0,1055,14,2,4,11,1,0.56,1,0,0,202.19,9.99,1,1,0
CUST_01285,SESS_001285,Standard,1612,2,155.33,77.67,252,82,Desktop,App,Paid Ad,North America,4,0,0,0,1200,26,1,17,50,15,0.97,1,1,0,0.0,0.0,0,0,0
CUST_01286,SESS_001286,Standard,454,11,1592.71,144.79,185,44,Desktop,Chrome,Organic Search,Asia,5,5,1,0,1899,18,1,8,32,14,0.2,0,0,0,0.0,0.0,0,0,0
CUST_01287,SESS_001287,Guest,201,12,670.07,55.84,54,20,Mobile,Safari,Organic Search,Europe,1,7,0,0,2949,28,1,16,50,13,0.26,0,0,0,0.0,0.0,0,0,0
CUST_01288,SESS_001288,Standard,1755,11,491.17,44.65,122,4,Mobile,Chrome,Paid Ad,Europe,6,1,1,0,250,9,1,6,6,7,0.43,4,0,0,286.71,0.0,0,0,0
CUST_01289,SESS_001289,Guest,1475,9,992.35,110.26,44,86,Desktop,Safari,Organic Search,North America,3,9,0,0,1052,22,2,8,24,10,0.39,1,0,0,55.64,0.0,0,0,0
CUST_01290,SESS_001290,Guest,1210,3,356.7,118.9,48,51,Mobile,Chrome,Social,North America,0,9,0,0,218,2,1,1,2,0,0.56,0,0,0,0.0,0.0,0,0,0
CUST_01291,SESS_001291,Standard,1631,31,1060.34,34.2,266,26,Mobile,Safari,Paid Ad,Asia,6,1,1,0,1101,28,1,20,35,9,0.23,0,0,0,0.0,0.0,0,0,0
CUST_01292,SESS_001292,Guest,853,4,164.62,41.16,352,89,Desktop,Safari,Organic Search,North America,0,3,0,0,1176,18,2,8,10,1,0.97,0,0,0,0.0,0.0,0,0,0
CUST_01293,SESS_001293,Standard,723,6,597.54,99.59,76,12,Tablet,Safari,Organic Search,Oceania,2,19,0,0,544,7,2,5,9,4,0.51,0,0,3,0.0,0.0,0,0,0
CUST_01294,SESS_001294,Standard,1391,8,533.03,66.63,109,68,Mobile,Chrome,Social,North America,4,15,0,0,3183,27,2,10,23,15,0.59,1,0,0,143.12,0.0,0,0,0
CUST_01295,SESS_001295,Prime,339,34,1124.65,33.08,17,86,Mobile,Safari,Organic Search,North America,5,22,1,0,89,5,2,3,6,5,0.37,0,0,2,0.0,0.0,0,0,0
CUST_01296,SESS_001296,Guest,261,4,392.34,98.08,349,57,Mobile,App,Organic Search,North America,1,20,0,0,444,4,3,2,7,0,0.46,0,0,1,0.0,0.0,0,0,0
CUST_01297,SESS_001297,Guest,1612,18,1920.84,106.71,130,82,Desktop,Chrome,Paid Ad,Oceania,3,4,0,0,1316,29,3,14,48,3,0.98,0,0,0,0.0,0.0,0,0,0
CUST_01298,SESS_001298,Guest,542,4,426.56,106.64,291,49,Mobile,App,Direct,Europe,0,23,0,0,735,26,3,17,37,15,0.95,1,0,0,67.9,4.99,0,0,0
CUST_01299,SESS_001299,Standard,550,0,0.0,0.0,-1,-1,Mobile,Chrome,Direct,North America,1,19,0,0,78,1,1,1,4,0,0.27,0,0,0,0.0,0.0,0,0,0
CUST_01300,SESS_001300,Prime,1329,14,1938.16,138.44,163,43,Mobile,Chrome,Organic Search,Asia,4,8,0,0,533,29,4,20,50,1,0.49,0,0,0,0.0,0.0,0,0,0
CUST_01301,SESS_001301,Guest,1749,0,0.0,0.0,-1,-1,Mobile,App,Direct,Europe,2,11,0,0,1816,19,1,11,37,15,0.17,1,0,2,207.74,4.99,1,1,0
CUST_01302,SESS_001302,Prime,637,7,433.01,61.86,17,33,Desktop,Chrome,Paid Ad,Asia,6,8,1,0,217,2,1,1,3,0,0.85,0,0,0,0.0,0.0,0,0,0
CUST_01303,SESS_001303,Guest,164,5,357.7,71.54,27,17,Mobile,Chrome,Paid Ad,North America,5,12,1,0,2444,27,2,10,21,11,0.86,2,1,0,262.56,4.99,0,0,0
CUST_01304,SESS_001304,Standard,757,12,1392.55,116.05,122,17,Mobile,Safari,Direct,Asia,0,8,0,0,1570,29,1,15,47,15,0.13,0,0,0,0.0,0.0,0,0,0
CUST_01305,SESS_001305,Prime,620,24,2335.03,97.29,146,15,Desktop,Safari,Email,North America,4,18,0,1,783,18,2,10,23,13,0.52,3,2,0,46.37,4.99,0,0,0
CUST_01306,SESS_001306,Prime,1111,13,817.15,62.86,65,43,Mobile,Safari,Email,Asia,1,10,0,0,66,1,3,1,3,0,0.39,0,0,0,0.0,0.0,1,0,0
CUST_01307,SESS_001307,Prime,1223,4,347.8,86.95,293,2,Desktop,Safari,Organic Search,Europe,0,23,0,0,621,11,4,8,16,8,0.77,4,0,0,177.61,9.99,0,0,0
CUST_01308,SESS_001308,Prime,1294,1,72.2,72.2,343,75,Tablet,Safari,Paid Ad,Oceania,0,22,0,0,1653,18,1,8,8,2,0.8,1,0,0,72.75,4.99,0,0,1
CUST_01309,SESS_001309,Standard,50,5,731.85,146.37,138,58,Mobile,Edge,Direct,North America,2,21,0,0,2068,20,2,6,16,9,0.36,0,0,0,0.0,0.0,0,0,1
CUST_01310,SESS_001310,Prime,488,6,527.31,87.88,90,57,Desktop,Chrome,Social,Europe,6,7,1,0,369,11,1,5,5,3,0.18,0,0,0,0.0,0.0,0,1,0
CUST_01311,SESS_001311,Guest,197,12,468.32,39.03,272,82,Desktop,Chrome,Organic Search,North America,0,12,0,0,777,18,2,10,43,14,0.32,0,0,0,0.0,0.0,0,0,0
CUST_01312,SESS_001312,Prime,1046,0,0.0,0.0,-1,-1,Desktop,Chrome,Direct,North America,4,11,0,0,317,7,3,4,14,6,0.22,1,0,2,30.99,0.0,0,0,0
CUST_01313,SESS_001313,Standard,664,8,412.78,51.6,160,29,Mobile,App,Direct,South America,6,13,1,0,671,25,3,8,26,0,0.22,0,0,2,0.0,0.0,0,0,1
CUST_01314,SESS_001314,Prime,1246,4,298.15,74.54,112,15,Mobile,Edge,Organic Search,North America,3,9,0,0,1693,28,2,17,22,15,0.99,0,0,1,0.0,0.0,0,0,0
CUST_01315,SESS_001315,Standard,1244,2,91.26,45.63,1,55,Desktop,Safari,Organic Search,North America,4,14,0,0,959,18,1,6,13,6,0.82,1,0,0,173.17,9.99,1,0,1
CUST_01316,SESS_001316,Standard,662,10,655.67,65.57,240,87,Desktop,Safari,Organic Search,Asia,5,18,1,0,98,1,2,1,1,1,0.84,1,2,0,0.0,0.0,0,1,0
CUST_01317,SESS_001317,Standard,265,12,1600.81,133.4,93,60,Mobile,Chrome,Direct,Europe,1,19,0,0,3289,28,1,9,19,11,0.78,0,0,0,0.0,0.0,0,0,0
CUST_01318,SESS_001318,Prime,72,6,306.52,51.09,294,10,Desktop,App,Social,North America,5,0,1,0,1930,17,1,6,12,10,0.93,1,0,1,20.64,4.99,1,0,1
CUST_01319,SESS_001319,Guest,76,4,419.49,104.87,324,51,Mobile,Chrome,Organic Search,Europe,0,10,0,0,280,5,1,2,3,3,0.91,0,0,0,0.0,0.0,0,0,0
CUST_01320,SESS_001320,Guest,543,10,805.44,80.54,60,72,Mobile,App,Social,North America,3,1,0,0,1510,20,2,14,37,12,0.85,3,0,0,83.07,4.99,0,0,0
CUST_01321,SESS_001321,Guest,880,13,1909.89,146.91,27,36,Mobile,Safari,Direct,Europe,3,9,0,0,2815,25,3,19,50,4,0.73,0,0,1,0.0,0.0,0,0,0
CUST_01322,SESS_001322,Guest,434,3,69.17,23.06,83,54,Desktop,App,Direct,North America,1,14,0,0,103,2,1,1,3,0,0.98,0,0,0,0.0,0.0,0,0,0
CUST_01323,SESS_001323,Prime,1088,16,1162.66,72.67,246,21,Mobile,Chrome,Organic Search,Europe,5,15,1,0,347,20,2,15,38,15,0.81,2,0,0,171.83,9.99,0,0,0
CUST_01324,SESS_001324,Guest,356,7,629.78,89.97,6,66,Mobile,Safari,Social,North America,5,16,1,0,729,14,1,5,24,7,0.94,1,0,0,21.65,4.99,0,1,0
CUST_01325,SESS_001325,Prime Student,935,17,1009.87,59.4,341,74,Mobile,Safari,Email,North America,4,21,0,0,2037,20,2,12,18,3,0.19,0,0,1,0.0,0.0,1,0,0
CUST_01326,SESS_001326,Standard,17,5,723.23,144.65,213,47,Mobile,Chrome,Paid Ad,Asia,4,11,0,0,438,6,1,4,10,2,0.9,1,0,1,94.45,0.0,0,0,0
CUST_01327,SESS_001327,Guest,675,8,1088.43,136.05,122,66,Mobile,Chrome,Direct,North America,2,14,0,0,414,8,1,5,18,7,0.6,3,1,3,232.59,9.99,0,0,0
CUST_01328,SESS_001328,Prime,1589,1,55.89,55.89,354,29,Desktop,App,Email,Europe,5,4,1,0,512,12,1,6,28,0,0.73,4,0,0,127.67,4.99,0,0,0
CUST_01329,SESS_001329,Standard,574,10,469.72,46.97,357,79,Mobile,Chrome,Social,Asia,1,13,0,0,1740,28,2,8,25,5,0.75,2,0,0,251.9,4.99,0,0,0
CUST_01330,SESS_001330,Standard,1792,4,100.63,25.16,256,63,Mobile,Chrome,Social,North America,0,23,0,0,745,26,1,10,37,14,0.82,0,0,0,0.0,0.0,0,0,0
CUST_01331,SESS_001331,Standard,750,1,41.55,41.55,352,61,Mobile,Safari,Organic Search,North America,6,0,1,0,406,4,1,1,2,1,0.27,0,0,3,0.0,0.0,1,0,0
CUST_01332,SESS_001332,Prime,1459,4,503.51,125.88,274,17,Mobile,Safari,Email,North America,2,19,0,0,305,3,1,1,3,0,0.23,1,0,0,30.34,0.0,0,0,0
CUST_01333,SESS_001333,Guest,995,6,814.2,135.7,218,66,Tablet,Safari,Organic Search,Europe,4,0,0,0,1851,17,1,10,39,15,0.85,1,0,0,257.02,4.99,0,1,0
CUST_01334,SESS_001334,Prime Student,1464,7,349.4,49.91,111,48,Mobile,Chrome,Email,North America,1,23,0,0,1850,22,1,9,23,5,0.11,0,0,0,0.0,0.0,0,0,0
CUST_01335,SESS_001335,Prime Student,1032,13,1359.38,104.57,124,5,Tablet,App,Direct,North America,1,3,0,0,77,1,2,1,4,1,0.11,0,0,0,0.0,0.0,0,0,0
CUST_01336,SESS_001336,Standard,1493,20,1602.5,80.12,77,53,Desktop,Edge,Organic Search,North America,6,13,1,0,479,4,2,3,7,4,0.42,1,1,1,0.0,0.0,0,1,0
CUST_01337,SESS_001337,Guest,631,9,232.79,25.87,261,84,Mobile,Chrome,Paid Ad,North America,0,15,0,0,2094,19,2,10,40,15,0.84,2,1,0,257.55,0.0,0,0,1
CUST_01338,SESS_001338,Standard,1371,10,379.34,37.93,97,75,Mobile,Safari,Direct,North America,2,2,0,0,292,4,2,2,3,0,0.83,1,1,0,0.0,0.0,0,0,0
CUST_01339,SESS_001339,Guest,1625,1,52.32,52.32,83,53,Mobile,Edge,Organic Search,South America,0,13,0,0,1032,18,1,11,31,15,0.59,0,0,0,0.0,0.0,0,0,0
CUST_01340,SESS_001340,Guest,371,8,1182.26,147.78,11,80,Mobile,Chrome,Email,Europe,6,0,1,0,313,17,1,5,19,8,0.8,3,0,0,193.38,9.99,0,0,0
CUST_01341,SESS_001341,Guest,969,2,176.45,88.22,199,65,Desktop,Chrome,Organic Search,North America,1,9,0,0,514,27,1,15,35,0,0.13,0,0,0,0.0,0.0,0,0,0
CUST_01342,SESS_001342,Standard,1198,24,2353.91,98.08,343,20,Mobile,Edge,Paid Ad,Asia,2,10,0,0,298,9,2,4,6,0,0.78,0,0,0,0.0,0.0,0,0,0
CUST_01343,SESS_001343,Prime,1538,2,211.49,105.74,5,86,Desktop,Chrome,Direct,North America,1,11,0,0,111,5,1,3,6,2,0.82,1,0,0,204.4,0.0,0,0,0
CUST_01344,SESS_001344,Prime,1153,14,1154.91,82.49,89,39,Mobile,Edge,Paid Ad,Asia,1,22,0,1,2041,18,1,5,11,9,0.87,1,1,0,0.0,0.0,1,0,0
CUST_01345,SESS_001345,Prime,1589,9,1114.26,123.81,196,51,Mobile,Chrome,Paid Ad,Europe,4,4,0,0,227,2,2,1,3,0,0.4,0,0,0,0.0,0.0,0,0,1
CUST_01346,SESS_001346,Standard,1316,15,1887.27,125.82,250,12,Mobile,Chrome,Organic Search,Europe,6,22,1,0,510,12,1,6,24,8,0.75,1,0,0,144.29,9.99,0,0,0
CUST_01347,SESS_001347,Standard,1719,2,45.33,22.66,231,69,Mobile,Chrome,Paid Ad,Asia,2,23,0,0,1443,29,1,19,36,15,0.44,1,1,0,0.0,0.0,1,0,0
CUST_01348,SESS_001348,Standard,352,4,497.97,124.49,279,46,Mobile,Chrome,Direct,North America,6,0,1,0,1147,21,2,12,50,1,0.5,0,0,1,0.0,0.0,0,0,0
CUST_01349,SESS_001349,Prime Student,223,6,216.57,36.1,40,7,Desktop,App,Direct,South America,1,16,0,0,920,29,1,20,50,15,0.71,1,0,0,58.38,0.0,0,1,0
CUST_01350,SESS_001350,Guest,1547,1,134.27,134.27,149,62,Mobile,Edge,Organic Search,Europe,1,9,0,0,78,4,1,3,6,1,0.17,1,0,0,132.42,0.0,0,0,0
CUST_01351,SESS_001351,Prime,953,5,114.66,22.93,154,53,Mobile,Chrome,Email,North America,2,13,0,0,642,14,2,4,6,6,0.12,0,0,0,0.0,0.0,0,0,0
CUST_01352,SESS_001352,Standard,1730,35,4014.09,114.69,326,74,Mobile,Chrome,Direct,South America,4,3,0,0,1771,23,2,15,15,15,0.74,1,1,1,0.0,0.0,0,0,0
CUST_01353,SESS_001353,Standard,1782,10,1462.97,146.3,258,56,Desktop,Chrome,Organic Search,Europe,2,14,0,0,1599,24,2,7,34,10,0.26,1,0,0,137.59,4.99,0,0,0
CUST_01354,SESS_001354,Prime,1532,4,168.23,42.06,351,37,Mobile,Chrome,Email,South America,6,17,1,0,1484,22,1,9,44,9,0.38,0,0,1,0.0,0.0,1,0,0
CUST_01355,SESS_001355,Standard,367,16,1998.69,124.92,162,65,Mobile,App,Email,North America,2,10,0,0,60,1,2,1,1,0,0.37,1,0,0,33.65,0.0,0,1,0
CUST_01356,SESS_001356,Prime,1689,2,120.39,60.2,294,2,Desktop,App,Social,Asia,0,0,0,0,172,3,1,1,2,0,0.2,2,1,0,265.67,0.0,0,0,0
CUST_01357,SESS_001357,Prime,1613,4,288.42,72.1,213,29,Mobile,Safari,Email,North America,4,11,0,0,249,7,1,4,10,4,0.14,0,0,0,0.0,0.0,1,0,0
CUST_01358,SESS_001358,Standard,1675,8,819.37,102.42,243,46,Mobile,App,Organic Search,North America,0,18,0,0,1174,16,1,12,36,15,0.42,0,0,1,0.0,0.0,0,0,0
CUST_01359,SESS_001359,Guest,1523,19,2415.63,127.14,364,5,Mobile,App,Organic Search,North America,3,4,0,0,735,14,2,10,44,1,0.11,1,1,0,0.0,0.0,0,1,0
CUST_01360,SESS_001360,Standard,1113,34,3038.55,89.37,347,32,Mobile,Safari,Paid Ad,North America,4,17,0,0,296,3,1,1,1,0,0.88,3,0,0,97.62,0.0,0,0,0
CUST_01361,SESS_001361,Prime,655,26,3117.34,119.9,120,19,Mobile,Chrome,Email,North America,0,10,0,0,56,1,1,1,2,1,0.53,0,0,0,0.0,0.0,0,0,0
CUST_01362,SESS_001362,Guest,1095,14,1818.55,129.9,98,38,Mobile,App,Paid Ad,North America,4,1,0,0,687,10,2,6,15,6,0.55,2,1,0,217.58,9.99,0,0,1
CUST_01363,SESS_001363,Standard,432,5,695.93,139.19,14,53,Mobile,Chrome,Direct,Oceania,4,4,0,1,1257,16,2,8,15,7,0.47,1,1,0,0.0,0.0,0,0,0
CUST_01364,SESS_001364,Standard,1712,3,278.3,92.77,244,50,Desktop,Chrome,Direct,North America,3,10,0,0,608,7,1,2,8,1,0.92,1,0,0,150.42,0.0,0,0,0
CUST_01365,SESS_001365,Prime,1371,1,67.39,67.39,18,20,Mobile,Chrome,Organic Search,North America,0,6,0,0,1456,17,2,10,30,0,0.76,0,0,0,0.0,0.0,0,0,0
CUST_01366,SESS_001366,Guest,1286,2,223.29,111.64,213,76,Mobile,Chrome,Direct,Europe,0,9,0,0,172,2,2,1,3,1,0.83,0,0,0,0.0,0.0,1,0,0
CUST_01367,SESS_001367,Prime,1294,0,0.0,0.0,-1,-1,Desktop,Safari,Email,Asia,2,23,0,0,802,19,2,7,27,12,0.67,1,0,0,189.59,9.99,0,0,0
CUST_01368,SESS_001368,Prime,508,0,0.0,0.0,-1,-1,Tablet,App,Organic Search,North America,2,2,0,0,791,15,2,9,33,12,0.18,1,0,0,70.79,4.99,1,0,1
CUST_01369,SESS_001369,Guest,507,4,384.37,96.09,89,1,Mobile,Chrome,Paid Ad,North America,5,3,1,0,1283,15,1,7,11,2,0.73,1,0,0,198.14,4.99,0,1,0
CUST_01370,SESS_001370,Guest,616,15,910.2,60.68,137,37,Mobile,Chrome,Paid Ad,North America,3,17,0,0,508,16,1,10,20,15,0.64,0,0,0,0.0,0.0,1,0,0
CUST_01371,SESS_001371,Prime Student,419,16,1616.24,101.02,46,1,Mobile,Safari,Email,Europe,4,20,0,0,1505,16,2,5,22,5,0.42,1,0,1,15.9,9.99,0,0,0
CUST_01372,SESS_001372,Guest,1095,1,105.08,105.08,162,47,Mobile,Safari,Organic Search,North America,6,0,1,0,448,17,1,5,8,9,0.87,3,0,0,105.12,4.99,0,0,0
CUST_01373,SESS_001373,Prime,73,31,4327.63,139.6,9,72,Mobile,Chrome,Direct,North America,0,8,0,0,1247,19,1,13,45,15,0.5,1,2,0,0.0,0.0,0,1,0
CUST_01374,SESS_001374,Standard,1678,8,641.37,80.17,341,16,Desktop,Chrome,Paid Ad,North America,4,6,0,0,104,3,2,1,2,0,0.79,0,0,0,0.0,0.0,0,0,0
CUST_01375,SESS_001375,Guest,1526,1,79.53,79.53,208,26,Mobile,Chrome,Direct,North America,4,11,0,0,904,26,1,9,33,14,0.95,2,0,2,53.31,9.99,0,0,0
CUST_01376,SESS_001376,Prime,573,4,588.75,147.19,146,71,Mobile,Safari,Paid Ad,North America,0,6,0,0,1383,26,1,19,50,15,0.25,4,0,0,204.94,4.99,0,1,0
CUST_01377,SESS_001377,Standard,145,10,1179.02,117.9,197,32,Desktop,App,Organic Search,North America,6,4,1,0,231,8,1,3,7,3,0.79,2,1,1,127.13,0.0,0,1,0
CUST_01378,SESS_001378,Standard,45,12,723.47,60.29,346,88,Mobile,Safari,Direct,North America,0,8,0,0,817,11,1,7,28,11,0.89,2,2,0,0.0,0.0,0,0,0
CUST_01379,SESS_001379,Standard,1764,2,176.6,88.3,159,58,Desktop,Safari,Direct,North America,6,7,1,0,989,15,1,9,33,13,0.36,0,0,0,0.0,0.0,0,0,0
CUST_01380,SESS_001380,Standard,1128,0,0.0,0.0,-1,-1,Desktop,Safari,Organic Search,North America,3,10,0,0,951,10,1,4,13,3,0.41,1,0,1,168.48,0.0,0,0,0
CUST_01381,SESS_001381,Guest,1132,33,3127.5,94.77,69,20,Mobile,Edge,Paid Ad,Europe,6,1,1,0,400,4,2,2,7,0,0.24,0,0,0,0.0,0.0,0,0,0
CUST_01382,SESS_001382,Standard,1340,28,3413.81,121.92,240,25,Mobile,App,Organic Search,Europe,3,13,0,0,1503,15,1,10,18,14,0.67,3,0,0,83.47,4.99,0,0,0
CUST_01383,SESS_001383,Prime Student,120,30,1486.46,49.55,1,35,Desktop,App,Direct,North America,6,14,1,0,89,4,1,1,1,1,0.16,1,2,0,0.0,0.0,0,0,0
CUST_01384,SESS_001384,Guest,1522,2,112.32,56.16,143,37,Desktop,App,Direct,North America,3,6,0,0,1686,29,1,15,50,0,0.4,2,2,0,0.0,0.0,0,0,0
CUST_01385,SESS_001385,Standard,1066,5,239.66,47.93,157,46,Mobile,Safari,Paid Ad,Asia,0,12,0,0,544,6,1,2,2,1,0.1,0,0,0,0.0,0.0,0,0,0
CUST_01386,SESS_001386,Standard,98,8,315.22,39.4,25,53,Mobile,Chrome,Social,Asia,2,16,0,0,300,13,1,5,13,4,0.19,3,0,0,219.85,9.99,0,0,0
CUST_01387,SESS_001387,Prime,705,6,227.05,37.84,102,40,Desktop,App,Organic Search,Europe,1,21,0,0,325,4,3,3,6,0,0.52,0,0,0,0.0,0.0,0,0,0
CUST_01388,SESS_001388,Guest,310,2,194.32,97.16,45,89,Desktop,Edge,Email,North America,5,14,1,0,1613,23,2,9,12,5,0.81,0,0,0,0.0,0.0,0,0,0
CUST_01389,SESS_001389,Prime Student,1237,2,64.92,32.46,31,75,Mobile,Safari,Social,Europe,1,10,0,0,1984,26,1,14,50,13,0.75,0,0,0,0.0,0.0,0,0,0
CUST_01390,SESS_001390,Standard,1486,17,1712.83,100.75,153,-1,Mobile,App,Social,Europe,5,15,1,0,356,9,1,3,14,5,0.82,0,0,0,0.0,0.0,0,0,0
CUST_01391,SESS_001391,Guest,1764,10,1147.8,114.78,260,19,Mobile,Chrome,Direct,Europe,0,1,0,0,715,16,2,6,29,11,0.89,1,0,0,287.99,4.99,0,1,1
