AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,year,at_phase,ap_phase,ah_phase,afdp_phase,gtep_phase,in_pocket,target_real,target
14.95,1026.8,69.981,4.5693,24.324,1085.6,550.15,132.37,11.866,2012,-0.727971,2.97476,-1.35931,2.14325,-0.735098,1,0,1
14.411,1027.1,69.058,3.9591,20.457,1057.3,546.71,114.34,10.765,2012,-0.863137,2.99853,-1.51108,0.0848892,-2.17056,0,0,0
13.458,1027.1,70.767,3.8338,19.654,1046.8,542.87,110.1,10.525,2012,-1.12122,2.97226,-1.27312,-0.370598,-2.56287,1,1,1
12.601,1027.1,73.628,3.8622,19.882,1052.1,545.52,112.31,10.635,2012,-1.33034,2.9915,-0.966972,-0.214214,-2.45578,1,1,1
9.8045,1026.9,81.969,4.0169,20.079,1035.5,533.55,110.62,10.598,2012,-2.09449,3.03253,0.220582,0.241247,-2.33338,0,1,1
9.3398,1026.8,84.543,3.998,20.004,1042.4,538.4,111.64,10.592,2012,-2.18799,2.95908,0.726211,0.153207,-2.38804,0,1,1
8.7751,1026.5,85.945,4.0257,20.042,1035.1,533.07,110.73,10.619,2012,-2.31287,2.97212,0.923625,0.26208,-2.35584,0,1,1
8.3303,1026.2,87.049,4.0429,20.025,1034,531.83,110.72,10.627,2012,-2.42701,2.95313,1.11395,0.329792,-2.33972,0,1,1
8.2342,1026.1,88.854,4.0141,19.999,1034.2,532.37,110.71,10.624,2012,-2.42269,2.97195,1.49943,0.259251,-2.37799,0,1,1
7.9094,1025.9,88.785,4.0882,19.981,1033.9,532.25,110.72,10.633,2012,-2.49784,2.91401,1.50491,0.541897,-2.42996,0,1,1
8.0315,1025.9,90.377,4.1004,20.009,1033.8,532.01,110.7,10.646,2012,-2.43911,2.91712,1.72751,0.551588,-2.38385,0,1,1
8.7476,1026,90.724,4.0621,19.851,1048.9,542.64,113.08,10.659,2012,-2.33709,2.91269,1.8566,0.421728,-2.43391,1,1,1
10.744,1026.1,90.94,4.0459,19.941,1058.6,549.2,113.68,10.69,2012,-1.84175,2.93981,1.86119,0.290041,-2.44599,0,0,0
13.698,1026.3,78.114,4.7263,24.703,1087.5,549.77,133.46,11.95,2012,-1.09999,2.94671,-0.310396,2.33033,-0.376552,1,0,0
15.046,1026.3,73.9,4.7523,24.725,1087.8,550.15,133.73,11.985,2012,-0.675043,2.95825,-0.915944,2.31067,-0.389277,0,0,0
15.64,1026,70.73,4.7939,24.738,1088.4,549.97,133.74,11.998,2012,-0.560437,2.93151,-1.2798,2.3901,-0.350237,1,0,1
16.483,1025.5,67.257,4.5248,22.968,1077,549.75,125.38,11.471,2012,-0.325191,2.91957,-1.68003,2.07513,-1.61185,1,1,1
17.737,1024.9,62.859,4.4611,22.749,1076,550.17,124.45,11.393,2012,-0.0243985,2.90702,-2.04215,1.87469,-1.67658,1,0,1
18.639,1024.2,55.884,4.4539,22.797,1075.9,550,124.01,11.366,2012,0.217047,2.81824,-2.55455,1.83208,-1.6408,1,0,0
18.228,1023.5,56.372,3.9582,19.871,1057.8,550.01,111.13,10.497,2012,0.0972529,2.75084,-2.5241,0.060254,-2.44045,1,0,0
18.24,1022.8,56.241,3.9558,19.832,1057.5,549.97,110.78,10.543,2012,0.122775,2.65179,-2.56368,0.058185,-2.44665,1,0,0
17.662,1022.5,59.322,3.9178,19.703,1057.1,550.01,110.78,10.589,2012,0.00136133,2.62075,-2.3387,-0.0407428,-2.54973,1,0,0
15.629,1022.1,65.921,4.2489,22.23,1071.9,550.29,122.3,11.244,2012,-0.521747,2.58351,-1.814,1.12249,-1.79641,1,0,1
14.809,1022.1,67.886,4.5929,24.693,1086.8,550.04,133.52,11.903,2012,-0.761621,2.53461,-1.62804,2.14395,-0.410848,0,0,0
14.254,1022,68.398,4.3317,22.831,1074.5,548.83,125.33,11.371,2012,-0.878929,2.58256,-1.55914,1.43455,-1.62422,0,0,0
13.584,1021.7,70.986,3.8338,19.73,1051.8,546.35,111.4,10.6,2012,-1.12632,2.52228,-1.26929,-0.339243,-2.5144,0,1,1
11.994,1021.4,76.061,3.8644,19.767,1047.6,543.3,111.36,10.502,2012,-1.50878,2.5056,-0.60196,-0.242659,-2.54166,0,1,1
10.716,1021,82.295,3.9081,19.73,1045.8,542.14,111.06,10.465,2012,-1.85812,2.41284,0.289975,-0.107483,-2.54217,0,1,1
10.031,1020.8,84.761,4.0052,19.83,1044.3,540.71,111.21,10.487,2012,-2.0218,2.38701,0.745005,0.218265,-2.48336,0,1,1
9.7321,1020.6,86.257,4.0266,19.609,1047,542.65,111.47,10.535,2012,-2.10319,2.34177,0.999267,0.292656,-2.58916,0,1,1
9.7232,1020.2,86.288,4.026,19.75,1041.9,539.01,110.97,10.539,2012,-2.1145,2.28601,0.974765,0.296239,-2.50687,0,1,1
9.6306,1019.9,88.021,4.0641,19.856,1045.4,541.49,111.73,10.6,2012,-2.14178,2.22999,1.32281,0.415915,-2.45991,0,1,1
9.6312,1019.8,87.801,4.0878,19.859,1045.7,541.61,111.71,10.664,2012,-2.11165,2.1649,1.28062,0.481162,-2.47377,0,1,1
8.8999,1019.8,86.489,4.6324,23.095,1073.6,546.96,128.44,11.46,2012,-2.27738,2.15911,1.05931,2.21492,-1.59768,0,0,0
7.8267,1019.8,88.205,4.2147,20.029,1047.4,541.43,113.46,10.61,2012,-2.5265,2.17713,1.3524,1.03726,-2.31946,0,1,1
8.4497,1019.8,91.283,4.1719,19.77,1027.8,529.97,107.61,10.558,2012,-2.39012,2.17605,1.9051,0.847858,-2.51555,0,1,1
10.304,1020,94.514,4.1029,19.554,1049.6,545.46,110.57,10.56,2012,-1.94642,2.25789,2.45013,0.573577,-2.68568,0,1,1
12.669,1020.2,91.337,4.8636,24.609,1086.2,549.89,133.26,11.841,2012,-1.35462,2.25777,1.89811,2.50477,-0.494429,0,0,0
13.335,1020,91.933,4.9035,24.743,1086.9,550.1,133.73,11.885,2012,-1.16319,2.22285,2.04648,2.51151,-0.394452,0,0,0
14.561,1019.8,87.209,4.8628,24.879,1087.4,549.92,133.73,11.923,2012,-0.799889,2.18869,1.1558,2.51758,-0.26733,1,0,1
16.397,1019.5,75.144,4.8192,24.93,1088,549.69,133.04,11.937,2012,-0.35179,2.10064,-0.737436,2.44562,-0.207009,0,0,0
18.292,1019.2,63.994,4.0323,20.01,1058.3,549.98,111.01,10.573,2012,0.105206,2.06809,-1.97639,0.311126,-2.37359,1,0,1
19.523,1018.7,57.182,3.9791,19.798,1056.5,549.95,109.78,10.484,2012,0.454186,1.98806,-2.47378,0.16778,-2.50244,1,0,0
19.863,1018.3,56.615,4.0129,20.074,1058.2,549.91,110.91,10.564,2012,0.561536,1.90125,-2.53346,0.277139,-2.33801,0,0,0
19.018,1017.9,64.978,3.9153,19.737,1056.2,549.93,109.76,10.444,2012,0.359549,1.82898,-1.86078,-0.0962953,-2.56257,1,0,0
19.013,1017.7,59.326,3.9117,19.763,1056.3,550.07,109.76,10.456,2012,0.360305,1.74537,-2.35264,-0.0887547,-2.51872,1,0,0
18.663,1017.7,62.879,3.913,19.73,1055.8,549.94,109.89,10.393,2012,0.192494,1.78509,-2.06909,-0.0634929,-2.50047,0,0,0
17.484,1017.9,66.71,4.5448,24.053,1081.4,549.55,129.54,11.703,2012,-0.0730179,1.80054,-1.70792,2.06106,-0.980574,0,0,0
15.59,1018.3,62.457,4.2547,22.182,1072.4,550,122.85,11.271,2012,-0.558236,1.89366,-2.12292,1.1159,-1.79198,0,0,0
14.686,1018.2,66.358,4.6296,24.536,1086,549.73,133.14,11.974,2012,-0.810484,1.89404,-1.77091,2.19293,-0.517966,0,0,0
14.483,1018.1,65.852,3.8588,19.498,1055.3,549.62,110.59,10.544,2012,-0.878004,1.84363,-1.80294,-0.249648,-2.68651,1,0,1
14.536,1018.3,64.111,3.8198,19.42,1052.7,547.92,109.93,10.49,2012,-0.839395,1.85899,-1.93649,-0.405396,-2.71202,0,1,1
13.841,1018.3,67.793,3.8722,19.896,1059.1,550.11,113.42,10.527,2012,-1.05299,1.88007,-1.63096,-0.228714,-2.45975,1,0,0
13.357,1018.2,69.608,3.8519,19.498,1054,548.55,110.77,10.543,2012,-1.14182,1.85972,-1.44607,-0.256126,-2.65731,0,1,1
13.264,1018,69.064,3.8421,19.396,1052,547.36,110.46,10.418,2012,-1.18118,1.84097,-1.4756,-0.329515,-2.72306,0,1,1
12.417,1017.7,71.664,3.8318,19.422,1048.6,544.85,110.5,10.417,2012,-1.40432,1.7757,-1.1694,-0.34338,-2.7388,0,1,1
12.092,1017.7,72.927,3.8049,19.529,1050.4,545.96,110.71,10.426,2012,-1.4756,1.74561,-1.05023,-0.408927,-2.67077,0,1,1
11.967,1018.1,74.146,3.8007,19.512,1049.8,545.52,110.7,10.455,2012,-1.52418,1.88195,-0.872352,-0.434503,-2.68308,0,1,1
11.979,1018.6,76.696,3.8679,19.551,1051.5,546.76,110.7,10.487,2012,-1.54097,1.93618,-0.534922,-0.234199,-2.65598,0,1,1
13.459,1018.8,75.665,3.8879,19.57,1056.1,549.96,110.71,10.587,2012,-1.11973,1.97509,-0.670826,-0.140527,-2.61563,1,0,1
15.166,1018.7,72.194,4.7692,24.819,1087.8,550.26,133.13,12.008,2012,-0.64373,1.98581,-1.13033,2.37207,-0.300316,1,0,1
16.556,1018.7,66.529,4.9058,25.483,1091.1,550.31,135.38,12.187,2012,-0.34285,2.00163,-1.74783,2.53977,0.49485,0,0,0
17.543,1018.5,62.559,4.8614,25.278,1090.2,550.31,134.08,12.216,2012,-0.121744,1.9211,-2.1081,2.48819,0.189003,1,0,0
18.531,1018,57.741,4.8937,25.422,1090.1,549.78,134.01,12.134,2012,0.197702,1.82591,-2.45741,2.51591,0.366448,0,0,0
19.13,1017.3,56.037,4.7265,24.432,1084.6,549.97,129.29,11.832,2012,0.328782,1.67281,-2.58894,2.32533,-0.622322,1,0,1
20.091,1016.6,52.209,4.4539,22.543,1073.2,549.94,121,11.322,2012,0.592637,1.43113,-2.74714,1.86441,-1.69077,0,0,0
19.616,1015.9,56.229,4.0141,19.966,1058.1,550.07,110.69,10.54,2012,0.489622,1.26086,-2.5756,0.22904,-2.38991,0,0,0
18.695,1015.5,57.557,4.0148,19.971,1058.3,549.92,111.14,10.614,2012,0.221678,1.10765,-2.43527,0.236906,-2.40087,0,0,0
17.902,1015.2,59.33,3.9685,19.872,1057.5,550.01,110.77,10.555,2012,0.0173794,1.01146,-2.3315,0.097903,-2.47355,0,0,0
17.525,1015,56.596,3.9376,19.738,1056.6,550.01,110.21,10.53,2012,-0.0944583,0.928215,-2.48187,0.0206711,-2.48538,0,0,0
16.948,1015.2,55.903,4.7959,25.484,1090.6,550.25,135.84,12.149,2012,-0.233242,1.01227,-2.60827,2.43241,0.483787,0,0,0
15.745,1015.3,60.553,4.7111,25.059,1088.6,549.79,134.74,12.082,2012,-0.537697,1.00818,-2.2683,2.31323,-0.0547898,0,0,0
14.437,1015.1,65.684,4.6007,24.389,1085.3,550,132.73,11.93,2012,-0.872422,0.943796,-1.82132,2.15771,-0.671102,0,0,0
13.352,1014.8,69.204,4.6293,24.733,1087.2,549.91,134.53,12.033,2012,-1.18677,0.886288,-1.48715,2.201,-0.36577,0,0,0
12.534,1014.5,71.264,4.429,23.485,1078.9,549.43,128.98,11.531,2012,-1.3862,0.733855,-1.20913,1.72306,-1.39435,0,0,0
11.007,1014.2,75.717,3.8417,19.57,1047.7,544.29,111.22,10.472,2012,-1.80932,0.63378,-0.664469,-0.281859,-2.57411,0,0,0
10.894,1013.5,76.652,3.8635,19.635,1045.2,542.6,110.15,10.48,2012,-1.84445,0.348929,-0.535857,-0.216433,-2.58907,0,1,1
10.538,1012.9,77.272,3.8807,19.765,1040.6,539.17,109.93,10.445,2012,-1.85888,0.151343,-0.475262,-0.213051,-2.534,0,1,1
9.6686,1012.7,80.712,3.9189,19.794,1044.5,541.41,111.23,10.482,2012,-2.10564,0.034427,-0.0149927,-0.0661145,-2.50353,0,1,1
12.71,1012.8,83.467,4.7202,24.628,1085.8,549.67,133.49,11.968,2012,-1.34227,0.0608108,0.466201,2.32452,-0.506577,0,0,0
14.371,1013.2,77.768,4.7952,24.854,1087.4,550.11,133.69,12.001,2012,-0.898801,0.288796,-0.416805,2.38364,-0.251589,0,0,0
16.402,1013.6,70.64,4.8616,25.12,1088.5,549.68,133.69,11.95,2012,-0.346191,0.454991,-1.31946,2.49477,-0.00867482,0,0,0
17.861,1014.2,55.208,3.9475,19.743,1056.7,549.83,110.43,10.508,2012,0.0221969,0.663767,-2.62378,0.0561155,-2.52375,0,1,1
17.243,1014.7,48.63,4.6192,23.591,1080.1,550.1,128.11,11.638,2012,-0.130869,0.812474,-2.90193,2.18247,-1.34407,0,0,0
16.518,1014.8,47.102,4.8139,24.744,1087.9,550.03,133.7,11.883,2012,-0.303628,0.812292,-2.95018,2.43456,-0.37647,0,0,0
15.952,1014.8,48.567,4.0085,19.801,1058.3,550.02,112.35,10.613,2012,-0.4832,0.880676,-2.90643,0.217722,-2.49342,0,0,0
15.456,1015.3,52.308,3.9263,19.36,1055.6,549.98,110.74,10.451,2012,-0.572813,0.970341,-2.78585,-0.046526,-2.74656,0,0,0
14.34,1015.9,55.374,3.8937,19.287,1054.4,549.48,110.75,10.432,2012,-0.885864,1.22165,-2.61526,-0.159804,-2.79594,0,0,0
13.033,1016.5,56.401,3.8822,19.349,1051.6,547.4,110.75,10.538,2012,-1.27877,1.36925,-2.56592,-0.180358,-2.74316,0,1,1
11.974,1017.2,59.35,4.6287,24.07,1084.4,549.9,132.97,11.859,2012,-1.54066,1.63525,-2.36922,2.19909,-0.974827,0,0,0
11.404,1018.6,63.874,4.6904,24.533,1087.4,549.94,135.19,11.958,2012,-1.65276,1.93535,-2.00325,2.28996,-0.558542,0,0,0
11.031,1019.5,71.457,4.6509,24.388,1086.5,549.99,134.67,11.901,2012,-1.78546,2.16179,-1.21533,2.24771,-0.696413,0,0,0
10.853,1020,74.452,4.6566,24.355,1086.4,550.29,134.5,11.818,2012,-1.81148,2.23582,-0.860185,2.23262,-0.737642,0,0,0
10.708,1020.3,81.037,4.4943,23.089,1079.2,549.91,129.07,11.564,2012,-1.82453,2.27321,0.0762241,1.93701,-1.5519,0,0,0
10.523,1020.5,85.627,4.159,20.64,1060.3,547.7,116.7,10.814,2012,-1.89638,2.34732,0.88807,0.793418,-2.10183,0,1,1
9.5861,1021.4,84.562,3.9987,19.396,1050.1,545.53,111.57,10.498,2012,-2.13894,2.49848,0.657147,0.189355,-2.72877,0,1,1
9.1649,1021.6,85.69,4.0363,19.714,1041,538.31,110.7,10.521,2012,-2.2356,2.52728,0.900227,0.294322,-2.55636,0,1,1
9.3639,1021.6,84.185,4.0173,19.73,1040.7,538.2,110.71,10.549,2012,-2.1644,2.46095,0.635375,0.278196,-2.53165,1,1,1
9.3576,1021.7,82.677,4.0157,19.718,1039.9,537.38,110.71,10.53,2012,-2.15045,2.53686,0.381195,0.27131,-2.54582,0,1,1
8.9657,1022,85.3,4.0849,19.898,1049.3,542.66,113.61,10.707,2012,-2.31035,2.57732,0.841843,0.480848,-2.46067,0,1,1
9.1492,1022.3,85.716,4.0299,19.659,1035.4,534.82,109.21,10.563,2012,-2.25456,2.65111,0.88822,0.277541,-2.59335,0,1,1
10.103,1022.5,65.361,4.6433,24.434,1086.5,549.72,134.63,11.908,2012,-2.00065,2.6249,-1.84145,2.21295,-0.632292,0,0,0
10.775,1022.5,56.582,4.6762,24.586,1087.5,549.88,134.73,11.956,2012,-1.83165,2.6636,-2.54374,2.23028,-0.467164,0,0,0
11.845,1022.1,55.285,4.6953,24.572,1087.6,549.91,134.7,11.929,2012,-1.5264,2.57717,-2.59205,2.29042,-0.496111,0,0,0
12.773,1021.5,53.471,4.2555,21.641,1060.9,543.92,119.63,11.053,2012,-1.34696,2.51069,-2.66955,1.14644,-1.91893,1,1,1
13.284,1020.7,52.512,4.4942,22.764,1073.3,547.48,126.3,11.462,2012,-1.17313,2.34616,-2.72671,1.93334,-1.72312,0,0,0
13.482,1019.8,51.006,4.751,24.275,1086.2,550.17,133.49,11.886,2012,-1.10311,2.2015,-2.79228,2.3357,-0.789001,0,0,0
13.485,1018.8,52.237,4.7366,24.049,1084.8,550.03,132.73,11.721,2012,-1.12574,2.03349,-2.77718,2.3365,-0.977963,0,0,0
13.309,1017.8,54.111,4.3046,21.195,1061,545.77,118.73,10.968,2012,-1.17982,1.81138,-2.65296,1.28883,-1.95303,0,0,0
13.336,1017.2,56.672,4.3483,21.664,1067.8,548.39,121.61,11.12,2012,-1.16109,1.64309,-2.49218,1.47053,-1.87198,0,0,0
12.877,1016.6,61.191,4.73,24.128,1084.5,549.74,133.09,11.831,2012,-1.26174,1.43608,-2.18301,2.35428,-0.917824,0,0,0
12.367,1015.9,63.494,4.7273,24.203,1085.3,549.86,133.73,11.778,2012,-1.40983,1.25024,-2.06283,2.30522,-0.843639,0,0,0
11.989,1015.6,65.627,4.6851,24.022,1084.2,550.19,132.89,11.782,2012,-1.53301,1.15821,-1.85024,2.27064,-1.02744,0,0,0
11.732,1015.3,68.06,4.7096,24.308,1085.7,550.2,133.98,11.904,2012,-1.56878,1.03582,-1.59044,2.31342,-0.714714,0,0,0
11.652,1014.8,66.15,4.6897,24.264,1085.4,549.81,133.73,11.928,2012,-1.60598,0.857903,-1.75494,2.26248,-0.8094,0,0,0
11.638,1014.3,62.339,4.6361,24.092,1083.9,549.89,132.63,11.778,2012,-1.63677,0.667126,-2.11112,2.24487,-0.954808,0,0,0
10.764,1014.2,75.103,4.48,23.331,1078.8,549.94,129.33,11.559,2012,-1.82398,0.629352,-0.769823,1.91694,-1.46298,0,0,0
10.128,1014.1,73.621,3.8648,19.293,1050.1,547.27,110.74,10.41,2012,-2.03974,0.645761,-0.949991,-0.230685,-2.81548,0,1,1
9.7494,1014,76.892,3.9139,19.498,1046.6,543.41,111.1,10.446,2012,-2.08635,0.580648,-0.513055,-0.0846179,-2.73435,0,1,1
9.7201,1013.7,77.077,3.9286,19.767,1042,539.91,110.74,10.455,2012,-2.10023,0.463352,-0.474951,-0.00770184,-2.51678,0,1,1
9.9345,1013.6,77.019,3.8976,19.636,1043.6,541.13,110.73,10.469,2012,-2.0404,0.410808,-0.474851,-0.102113,-2.56629,0,1,1
10.048,1013.6,76.682,3.8728,19.565,1045,541.78,111.05,10.497,2012,-2.01195,0.386527,-0.507912,-0.190038,-2.60435,0,1,1
10.382,1013.7,79.797,3.9085,19.587,1045.3,542.52,110.73,10.418,2012,-1.95714,0.414587,-0.134081,-0.0866138,-2.62763,0,1,1
10.271,1013.8,85.698,4.2907,21.048,1060.6,546.73,118.67,10.889,2012,-1.93213,0.462819,0.905498,1.29581,-2.01353,0,1,1
10.559,1014.2,87.522,4.7844,24.111,1083.7,549.76,132.68,11.793,2012,-1.88066,0.632783,1.22458,2.40583,-0.943484,0,0,0
11.494,1014.6,82.364,4.7908,24.657,1087.1,550.01,134.99,11.988,2012,-1.6223,0.802519,0.3369,2.36866,-0.431219,0,0,0
12.926,1015.1,72.824,4.6851,24.256,1085.1,550.05,132.72,11.816,2012,-1.28158,0.968912,-1.06258,2.26059,-0.799426,0,0,0
13.57,1015.3,69.581,4.7076,24.379,1085.3,549.95,132.73,11.818,2012,-1.08516,1.01072,-1.44544,2.29923,-0.687507,0,0,0
13.748,1015.4,73.727,4.7385,24.372,1085.1,550.08,132.71,11.827,2012,-1.06184,1.05333,-0.917938,2.32093,-0.67114,0,0,0
13.959,1015.6,73.797,4.7559,24.333,1085.3,549.71,132.7,11.908,2012,-0.968674,1.13796,-0.908453,2.3481,-0.72682,0,0,0
13.027,1015.6,82.437,4.84,24.348,1085.6,550.02,133.52,11.942,2012,-1.25272,1.11831,0.311997,2.44145,-0.708663,0,0,0
13.077,1015.6,80.143,4.7993,24.288,1084.4,549.74,132.72,11.836,2012,-1.23648,1.16041,-0.0551646,2.4072,-0.743543,0,0,0
14.058,1015.7,72.101,4.7722,24.422,1085,550.19,132.72,11.729,2012,-0.947521,1.1523,-1.1408,2.36888,-0.631943,0,0,0
14.316,1016,72.925,4.53,22.993,1076.7,550.18,126.67,11.451,2012,-0.890363,1.22497,-1.02112,2.0331,-1.58965,0,0,0
14.441,1016.4,67.964,4.7745,24.549,1086.3,550.08,133.41,11.916,2012,-0.871735,1.36375,-1.58239,2.40941,-0.493345,0,0,0
13.485,1016.6,73.869,4.7347,24.517,1085.9,550.03,133.73,11.835,2012,-1.12463,1.45844,-0.91809,2.30772,-0.538571,0,0,0
12.859,1016.8,75.185,4.7343,24.524,1086.4,549.79,134.02,11.911,2012,-1.24273,1.54646,-0.751245,2.34665,-0.546604,0,0,0
12.164,1017,78.486,4.7354,24.383,1085.5,550.15,133.72,11.916,2012,-1.4545,1.56548,-0.321398,2.31641,-0.663001,0,0,0
10.534,1017,84.472,4.8333,24.38,1085.8,549.99,134.47,11.847,2012,-1.9389,1.53707,0.663473,2.45641,-0.666164,0,0,0
9.4447,1017,85.111,4.7814,24.055,1083.9,549.85,133.59,11.823,2012,-2.17363,1.56213,0.803328,2.38775,-1.01459,0,0,0
8.4787,1016.8,85.128,4.8061,24.045,1084.3,550.04,134.07,11.792,2012,-2.37788,1.50795,0.763972,2.42435,-0.97567,0,0,0
7.678,1016.4,86.774,4.8542,24.022,1084.3,550.08,134.28,11.916,2012,-2.57819,1.39277,1.09749,2.50973,-1.03058,0,0,0
7.4612,1016,89.754,4.9048,23.959,1084.2,549.98,134.14,11.887,2012,-2.58013,1.25454,1.66997,2.54789,-1.05139,0,0,0
8.37,1015.7,96.571,4.8672,23.106,1076.6,548.27,129.16,11.48,2012,-2.40779,1.20124,2.74048,2.47453,-1.60809,0,0,0
8.6738,1015.3,94.862,4.3061,19.451,1047,543.43,111.37,10.455,2012,-2.33568,1.02297,2.53727,1.34805,-2.6837,0,1,1
8.572,1014.8,95.375,4.5438,20.839,1058.3,545.62,118.17,10.866,2012,-2.32639,0.820595,2.58148,2.03916,-2.07726,0,1,1
7.945,1014.5,94.699,5.197,23.988,1084.2,549.86,134.02,11.744,2012,-2.50391,0.702351,2.53418,2.71607,-1.03073,0,0,0
7.0877,1014.5,91.732,5.2678,24.302,1085.8,549.94,135.8,11.862,2012,-2.65889,0.708564,2.02335,2.78564,-0.741659,0,0,0
7.4901,1014.5,94.632,5.1665,24.443,1086.2,550.03,135.48,11.893,2012,-2.56923,0.718425,2.50865,2.6968,-0.612545,0,0,0
10.096,1014.3,94.062,4.9906,24.64,1086.9,549.61,134.86,11.943,2012,-2.01852,0.678096,2.39682,2.58879,-0.455747,0,0,0
12.274,1014.1,81.434,4.8712,24.615,1087.2,549.98,134.74,12.029,2012,-1.42838,0.580267,0.16628,2.4831,-0.478413,0,0,0
13.637,1013.8,76.18,4.9214,24.694,1088,550.01,134.68,12.088,2012,-1.07969,0.488414,-0.592818,2.50825,-0.387522,0,0,0
14.74,1013.1,73.623,4.949,24.603,1086.8,549.95,133.74,11.999,2012,-0.768506,0.264851,-0.953988,2.54219,-0.475998,0,0,0
15.615,1012.3,71.927,4.992,24.746,1087.6,550.37,133.73,11.951,2012,-0.55234,-0.152826,-1.15908,2.59982,-0.334985,0,0,0
16.761,1011.2,64.655,5.0585,24.954,1088,549.89,133.72,11.95,2012,-0.252538,-0.663383,-1.91591,2.65497,-0.120764,0,0,0
17.506,1010.2,58.949,5.0425,25.045,1088.3,549.66,133.72,11.955,2012,-0.0521282,-1.07286,-2.35475,2.61492,-0.0297559,0,0,0
17.662,1009.3,55.536,5.0354,25.035,1088.3,549.9,133.73,11.963,2012,-0.0541081,-1.43437,-2.55606,2.61172,-0.0321259,0,0,0
17.934,1008.6,55.433,5.0163,25.043,1088,550.22,133.72,11.966,2012,0.0364297,-1.67211,-2.58599,2.59963,-0.0478063,0,0,0
17.445,1008.2,60.114,4.9145,24.957,1087.5,550.39,133.71,11.988,2012,-0.0999026,-1.77059,-2.29298,2.51418,-0.138393,0,0,0
15.869,1007.8,67.926,4.8554,24.897,1087.3,550.31,134.55,12.035,2012,-0.486949,-1.87086,-1.60285,2.49849,-0.194631,0,0,0
14.686,1008,73.013,4.8119,24.866,1086.8,549.85,134.27,11.908,2012,-0.805825,-1.82852,-0.983414,2.39234,-0.237531,0,0,0
13.976,1008.1,78.433,4.8326,24.859,1087.3,549.73,134.76,11.997,2012,-0.995727,-1.82087,-0.287471,2.47263,-0.235379,0,0,0
14.065,1007.7,77.558,4.851,24.818,1086.9,549.94,134.53,11.951,2012,-0.942752,-1.94715,-0.415409,2.44932,-0.271675,0,0,0
14.105,1007.6,78.116,4.8406,24.635,1086.8,550.14,134.17,12.019,2012,-0.936354,-1.93633,-0.333519,2.42111,-0.444745,0,0,0
14.277,1007.2,68.519,4.8506,24.749,1087.4,549.83,134.45,11.94,2012,-0.885525,-2.14992,-1.53066,2.48895,-0.338897,0,0,0
14.223,1006.8,67.566,4.4576,22.474,1073.5,549.98,124.37,11.243,2012,-0.933803,-2.20731,-1.62999,1.8466,-1.78163,0,0,0
14.096,1006.1,70.673,3.9758,19.574,1056.1,549.89,111.62,10.46,2012,-0.9567,-2.35331,-1.28204,0.116092,-2.62457,0,0,0
13.74,1005.2,72.164,3.9883,19.433,1055,549.9,111.06,10.285,2012,-1.06986,-2.55166,-1.10117,0.150243,-2.70131,0,0,0
13.584,1004.5,71.963,3.9796,19.507,1055.8,549.74,111.63,10.369,2012,-1.09666,-2.69913,-1.12532,0.140236,-2.68778,0,0,0
13.532,1003.7,72.582,3.9327,19.481,1055.2,549.91,111.25,10.482,2012,-1.10026,-2.80169,-1.05573,-0.0171115,-2.7224,0,0,0
13.762,1003,73.988,4.6681,23.747,1080.3,550.33,129.82,11.603,2012,-1.05249,-2.88946,-0.914209,2.25059,-1.25669,0,0,0
14.016,1002.7,76.563,4.877,24.801,1087.4,549.79,134.66,11.918,2012,-1.01028,-2.90346,-0.554308,2.51821,-0.329453,0,0,0
14.049,1003,76.092,4.8355,24.861,1086.8,549.63,134.54,11.908,2012,-0.960658,-2.8526,-0.640798,2.43429,-0.275004,0,0,0
14.697,1003.2,75.798,4.7501,24.882,1086.5,549.94,133.7,11.899,2012,-0.77495,-2.89157,-0.666927,2.34165,-0.249327,0,0,0
15.023,1003.1,78.216,5.414,28.777,1093.3,541.4,144.96,12.815,2012,-0.713882,-2.85862,-0.318349,2.90546,1.53341,0,0,0
15.338,1002.3,78.226,5.883,31.451,1099.8,536.33,154.1,13.431,2012,-0.611455,-2.93889,-0.305203,3.04848,2.35507,0,0,0
15.773,1002.2,78.291,4.8587,24.688,1085.6,550,133,11.923,2012,-0.549348,-2.89977,-0.337671,2.5296,-0.383368,0,0,0
15.715,1001.4,82.351,5.9539,31.552,1098.5,534.84,153.02,13.49,2012,-0.555337,-2.97119,0.295285,3.07161,2.39968,0,0,0
15.236,1000.9,85.673,5.9778,31.765,1099.9,535.03,155.09,13.618,2012,-0.65959,-2.99324,0.925269,3.07179,2.49749,0,0,0
14.76,1000.8,91.393,6.0342,31.443,1100.2,535.82,154.41,13.639,2012,-0.784416,-2.99709,1.92677,3.08367,2.35755,0,0,0
13.602,1001.6,97.318,6.297,31.761,1099.6,534.54,156.19,13.589,2012,-1.08564,-2.99457,2.82016,3.14159,2.44752,0,0,0
12.582,1001.2,97.915,5.2581,24.696,1085.6,549.85,134.52,11.933,2012,-1.37184,-2.97215,2.87861,2.79705,-0.39343,0,0,0
12.5,1001.2,95.937,5.214,24.561,1084.8,549.72,133.71,11.963,2012,-1.39566,-2.97302,2.70503,2.75143,-0.504704,0,0,0
12.767,1001.2,88.172,6.1001,31.657,1099.4,535.08,155.96,13.495,2012,-1.30967,-2.9838,1.34207,3.05422,2.46504,0,0,0
