grad_id,major,major_category,institution_tier,institution_selectivity_pctile,gpa,had_internship,completed_on_time,region,net_cost_usd,debt_usd,hs_baseline_10yr_usd,added_earnings_10yr_usd,earnings_10yr_usd,net_roi_usd,roi_pct,positive_roi,high_roi
G004683,business,business,for_profit,17,2.46,1,1,midwest,122300,0,360800,271800,632600,149500,122.2,1,0
G004684,criminal_justice,social_science,regional,39,2.82,0,1,northeast,66600,0,352700,146700,499400,80100,120.2,1,0
G004685,nursing,health,regional,45,3.46,0,1,west,65200,59400,478000,202500,680500,137300,210.5,1,0
G004686,social_work,social_science,mid_tier,60,3.1,0,0,midwest,96000,0,365600,37300,402900,-58700,-61.1,0,0
G004687,marketing,business,regional,46,2.54,1,0,midwest,59800,25300,421200,156200,577400,96400,161.4,1,0
G004688,communications,social_science,for_profit,17,2.67,0,1,south,118100,47700,355800,97100,452800,-21000,-17.8,0,0
G004689,business_analytics,business,mid_tier,63,2.79,1,0,northeast,69700,0,353100,416700,769800,347000,497.8,1,0
G004690,computer_engineering,STEM,for_profit,16,2.81,0,0,south,114600,66800,330600,305200,635800,190600,166.3,1,0
G004691,finance,business,top_public,68,2.7,0,1,northeast,141500,62900,342300,456700,798900,315100,222.6,1,0
G004692,economics,business,top_public,76,3.09,0,0,northeast,122200,51400,363400,380400,743800,258200,211.3,1,0
G004693,computer_engineering,STEM,regional,47,2.68,0,1,midwest,59600,35900,359600,384700,744400,325100,545.4,1,0
G004694,business,business,for_profit,25,3.64,1,0,south,192500,165800,302400,150500,452900,-42000,-21.8,0,0
G004695,finance,business,top_public,77,2.97,0,1,south,90300,58100,312800,428800,741700,338600,375.0,1,0
G004696,biology,STEM,top_public,74,2.47,1,1,west,56000,31500,393700,256000,649700,200000,357.3,1,0
G004697,marketing,business,for_profit,27,3.52,0,0,south,147700,0,366300,117800,484100,-29900,-20.3,0,0
G004698,marketing,business,for_profit,25,2.38,0,1,west,122700,96400,300100,106300,406400,-16300,-13.3,0,0
G004699,computer_engineering,STEM,mid_tier,58,2.64,1,1,south,99200,0,371500,1220900,1592400,1121700,1130.4,1,1
G004700,biology,STEM,ivy_elite,92,3.05,0,1,south,142100,95300,373800,493700,867500,351700,247.6,1,0
G004701,fine_arts,arts,ivy_elite,92,2.93,1,1,south,208200,195800,335700,66000,401700,-142100,-68.3,0,0
G004702,mechanical_engineering,STEM,mid_tier,52,3.62,0,0,midwest,79700,60300,437300,261500,698800,181900,228.4,1,0
G004703,humanities,humanities,mid_tier,60,4.0,0,0,midwest,92800,0,379300,85900,465200,-6900,-7.5,0,0
G004704,business,business,regional,47,3.05,0,0,south,66100,0,390700,308100,698900,242000,366.0,1,0
G004705,electrical_engineering,STEM,mid_tier,55,3.23,1,1,midwest,46800,34500,301600,789100,1090700,742300,1586.2,1,1
G004706,mechanical_engineering,STEM,mid_tier,57,3.14,0,0,west,114600,0,333300,327600,660900,212900,185.7,1,0
G004707,electrical_engineering,STEM,ivy_elite,100,3.07,0,1,northeast,162800,0,313200,637100,950400,474300,291.3,1,1
G004708,mechanical_engineering,STEM,top_public,68,2.55,1,1,northeast,88700,0,357500,2268600,2626100,2179900,2456.7,1,1
G004709,business_analytics,business,top_public,78,2.77,0,0,midwest,135100,85700,286300,357500,643800,222400,164.5,1,0
G004710,electrical_engineering,STEM,mid_tier,56,3.48,1,0,west,95300,49000,325600,478800,804400,383500,402.6,1,0
G004711,psychology,social_science,ivy_elite,94,2.88,0,1,south,170500,157600,324700,110800,435500,-59700,-35.0,0,0
G004712,computer_science,STEM,mid_tier,61,3.43,1,0,northeast,138700,94800,344800,432300,777100,293600,211.7,1,0
G004713,computer_engineering,STEM,top_public,76,3.97,0,0,south,107600,0,337800,326700,664600,219100,203.6,1,0
G004714,computer_engineering,STEM,top_public,72,3.04,1,1,midwest,62500,44100,302000,659300,961300,596800,955.7,1,1
G004715,communications,social_science,regional,45,2.58,0,0,midwest,76600,43000,329000,215100,544100,138500,180.6,1,0
G004716,education,education,mid_tier,60,2.96,0,1,south,71500,39800,349100,131300,480400,59900,83.8,1,0
G004717,fine_arts,arts,mid_tier,56,2.59,0,0,south,87000,43600,380600,40700,421300,-46300,-53.2,0,0
G004718,electrical_engineering,STEM,mid_tier,59,3.09,1,1,west,61600,55100,348600,914200,1262800,852600,1384.5,1,1
G004719,communications,social_science,mid_tier,54,3.24,1,1,west,79000,45700,287000,189800,476700,110800,140.3,1,0
G004720,business,business,mid_tier,62,3.36,1,1,midwest,88700,62500,371700,465000,836700,376300,424.3,1,0
G004721,humanities,humanities,top_public,75,2.75,1,1,west,68700,67000,340700,86100,426900,17500,25.4,1,0
G004722,biology,STEM,mid_tier,55,3.06,1,1,midwest,74000,0,376700,276000,652600,202000,273.0,1,0
G004723,computer_science,STEM,for_profit,20,3.0,0,1,south,118900,89900,389500,830400,1220000,711600,598.6,1,1
G004724,business,business,mid_tier,63,2.91,1,1,northeast,66600,0,294800,328100,622900,261500,392.4,1,0
G004725,biology,STEM,mid_tier,52,2.91,0,1,south,66200,66000,250000,159400,409400,93200,140.8,1,0
G004726,social_work,social_science,regional,47,2.87,0,1,west,45500,0,386800,73500,460400,28000,61.4,1,0
G004727,computer_engineering,STEM,mid_tier,63,3.13,0,1,midwest,87000,36900,376300,450500,826700,363500,417.9,1,0
G004728,nursing,health,regional,47,3.25,1,1,south,63700,0,377500,400300,777800,336700,528.8,1,0
G004729,biology,STEM,regional,45,3.06,0,0,south,96000,82400,348900,85500,434400,-10500,-11.0,0,0
G004730,nursing,health,top_public,80,3.09,1,1,northeast,82300,0,361300,634100,995400,551800,670.5,1,1
G004731,psychology,social_science,for_profit,26,2.15,1,1,northeast,83200,54300,420500,65400,485800,-17800,-21.4,0,0
G004732,computer_engineering,STEM,mid_tier,58,3.05,1,1,west,76400,66500,397600,321900,719500,245500,321.1,1,0
G004733,marketing,business,regional,37,2.91,0,1,northeast,48700,20700,401500,164500,566100,115800,237.5,1,0
G004734,computer_engineering,STEM,regional,40,3.4,0,1,west,57200,0,350400,505200,855600,448000,784.0,1,1
G004735,computer_science,STEM,mid_tier,52,3.63,0,1,west,76200,0,323700,422400,746100,346200,454.2,1,0
G004736,business_analytics,business,mid_tier,58,3.06,1,0,northeast,107100,87100,318100,680100,998200,573000,535.1,1,1
G004737,nursing,health,mid_tier,63,3.16,1,1,midwest,66900,38700,342200,192200,534400,125200,187.1,1,0
G004738,finance,business,top_public,68,2.69,1,1,northeast,78000,57700,365200,306700,671900,228700,293.1,1,0
G004739,business_analytics,business,regional,47,3.47,0,1,northeast,35500,0,347100,457100,804300,421600,1188.6,1,0
G004740,chemical_engineering,STEM,mid_tier,59,3.12,0,1,west,67900,67500,397700,550900,948600,483000,710.9,1,1
G004741,economics,business,regional,39,2.13,0,1,midwest,67000,52700,373200,127900,501100,60900,90.8,1,0
G004742,chemical_engineering,STEM,mid_tier,53,3.75,0,1,midwest,74900,68600,341000,588500,929500,513500,685.1,1,1
G004743,chemical_engineering,STEM,for_profit,23,2.16,1,1,west,110200,89400,352700,249300,601900,139100,126.3,1,0
G004744,business,business,regional,45,2.48,1,1,west,56700,0,259000,187000,446000,130300,229.7,1,0
G004745,chemical_engineering,STEM,mid_tier,54,2.79,0,1,northeast,93300,0,310800,240600,551400,147300,157.9,1,0
G004746,mechanical_engineering,STEM,regional,38,2.72,1,1,midwest,52100,0,444600,636100,1080700,583900,1120.3,1,1
G004747,fine_arts,arts,regional,43,3.62,0,1,northeast,44600,28700,300900,31200,332100,-13400,-30.0,0,0
G004748,marketing,business,mid_tier,63,4.0,0,0,south,125000,0,412000,162500,574500,37500,30.0,1,0
G004749,chemical_engineering,STEM,mid_tier,52,3.11,0,1,northeast,76300,0,370100,394900,765000,318600,417.3,1,0
G004750,marketing,business,regional,40,3.36,0,1,south,52300,32100,376000,338700,714700,286400,547.2,1,0
G004751,computer_engineering,STEM,mid_tier,52,2.8,1,1,south,74800,0,353000,355300,708300,280500,374.8,1,0
G004752,business,business,mid_tier,54,2.56,0,1,midwest,79300,64300,287300,207800,495100,128500,162.0,1,0
G004753,chemical_engineering,STEM,for_profit,19,2.59,1,1,west,105500,95000,391400,298900,690300,193400,183.2,1,0
G004754,economics,business,regional,40,2.98,0,1,midwest,57500,46800,384800,483500,868300,426000,740.8,1,1
G004755,social_work,social_science,mid_tier,61,2.88,0,1,south,70700,56000,359800,127900,487700,57200,81.0,1,0
G004756,chemical_engineering,STEM,top_public,75,4.0,0,1,northeast,68900,31200,361600,1240100,1601700,1171200,1700.4,1,1
G004757,biology,STEM,regional,47,2.52,0,0,south,68500,0,352400,327900,680300,259400,378.6,1,0
G004758,humanities,humanities,mid_tier,63,3.43,0,0,northeast,75300,35900,384800,87400,472200,12200,16.2,1,0
G004759,social_work,social_science,mid_tier,56,2.02,0,0,south,136400,0,362000,139500,501400,3000,2.2,1,0
G004760,nursing,health,regional,40,2.73,0,0,south,71700,41400,455800,598300,1054100,526600,734.4,1,1
G004761,finance,business,regional,39,2.73,0,1,south,63900,0,324600,298000,622700,234100,366.1,1,0
G004762,social_work,social_science,top_public,74,2.98,1,0,northeast,105100,65600,325800,108900,434700,3700,3.6,1,0
G004763,social_work,social_science,regional,46,2.96,0,1,west,58400,44800,363500,97300,460800,38800,66.5,1,0
G004764,economics,business,top_public,80,3.17,1,1,west,102300,76700,330200,608000,938200,505700,494.4,1,1
G004765,communications,social_science,for_profit,18,3.64,0,1,midwest,76800,34000,388800,84100,472900,7300,9.5,1,0
G004766,communications,social_science,top_public,68,3.36,0,0,south,106000,0,360000,190400,550400,84400,79.6,1,0
G004767,nursing,health,mid_tier,53,2.66,1,0,south,98500,75700,369000,315600,684600,217100,220.3,1,0
G004768,business_analytics,business,ivy_elite,92,3.18,0,1,midwest,139900,0,353700,707200,1060900,567300,405.5,1,1
G004769,electrical_engineering,STEM,for_profit,19,2.57,0,1,midwest,85700,0,402400,393200,795600,307500,358.7,1,0
G004770,communications,social_science,mid_tier,62,3.61,1,1,west,75700,0,310000,124200,434200,48500,64.0,1,0
G004771,business,business,top_public,71,3.09,1,1,west,95100,73900,380500,231800,612300,136700,143.8,1,0
G004772,biology,STEM,mid_tier,57,3.69,1,1,south,113800,83000,348700,163500,512200,49700,43.7,1,0
G004773,computer_science,STEM,top_public,73,3.01,1,0,northeast,123300,88600,341500,657900,999400,534600,433.4,1,1
G004774,chemical_engineering,STEM,regional,40,3.14,1,0,midwest,66900,0,393800,375600,769400,308700,461.2,1,0
G004775,electrical_engineering,STEM,top_public,77,2.06,1,0,west,84100,74600,386500,611500,998000,527400,627.2,1,1
G004776,communications,social_science,top_public,74,3.95,0,1,midwest,96500,51700,395100,152300,547400,55800,57.8,1,0
G004777,economics,business,ivy_elite,91,3.44,0,1,south,121100,0,344300,459700,804000,338700,279.7,1,0
G004778,fine_arts,arts,regional,36,3.1,0,0,midwest,69000,49800,334400,43800,378200,-25200,-36.5,0,0
G004779,business,business,mid_tier,52,3.01,1,1,midwest,81000,62700,308500,604200,912700,523200,645.9,1,1
G004780,communications,social_science,top_public,76,3.37,0,1,northeast,65700,0,337100,176400,513500,110700,168.5,1,0
G004781,fine_arts,arts,mid_tier,58,2.86,0,1,midwest,91300,0,297300,30400,327600,-60900,-66.7,0,0
G004782,nursing,health,regional,48,3.7,1,0,midwest,89700,58000,344900,323600,668500,233900,260.9,1,0
G004783,finance,business,mid_tier,52,3.2,1,0,west,114100,87900,424800,177600,602500,63500,55.6,1,0
G004784,business_analytics,business,regional,47,3.13,0,0,south,112700,99300,395500,486400,882000,373700,331.5,1,0
G004785,biology,STEM,regional,37,2.96,0,0,midwest,86500,41500,403600,173000,576600,86500,100.0,1,0
G004786,education,education,mid_tier,55,4.0,1,1,northeast,81600,55100,343000,113500,456500,31900,39.1,1,0
G004787,education,education,mid_tier,59,3.81,0,1,south,65700,41800,383600,39700,423300,-26000,-39.6,0,0
G004788,computer_engineering,STEM,regional,40,2.1,0,1,west,55600,42200,380800,419500,800200,363900,654.5,1,0
G004789,finance,business,top_public,76,3.17,1,1,northeast,60500,24900,349100,917800,1267000,857300,1416.2,1,1
G004790,nursing,health,regional,48,2.8,0,1,midwest,62300,35700,371200,515600,886800,453200,727.3,1,1
G004791,economics,business,ivy_elite,97,2.8,0,1,west,126600,98200,324800,629000,953700,502400,396.9,1,1
G004792,criminal_justice,social_science,regional,42,1.88,0,1,northeast,60300,0,370700,120200,490900,59900,99.2,1,0
G004793,business,business,mid_tier,61,3.49,0,0,west,82300,0,379900,172400,552300,90100,109.4,1,0
G004794,electrical_engineering,STEM,regional,38,2.92,0,0,northeast,84000,69100,315200,455700,770900,371700,442.5,1,0
G004795,business,business,top_public,77,3.37,1,1,south,80300,71100,364800,565400,930200,485100,604.1,1,1
G004796,business,business,for_profit,22,3.48,1,1,west,106600,97500,361200,257500,618700,150900,141.5,1,0
G004797,business_analytics,business,mid_tier,54,2.89,0,0,south,118600,0,306300,306300,612500,187700,158.2,1,0
G004798,computer_science,STEM,mid_tier,54,2.78,0,1,northeast,58000,0,363600,607200,970800,549200,947.0,1,1
G004799,biology,STEM,for_profit,22,3.48,0,0,northeast,207100,113700,354800,105800,460500,-101300,-48.9,0,0
G004800,economics,business,top_public,75,2.72,1,1,south,57800,37000,383200,623800,1007000,566000,979.3,1,1
G004801,economics,business,mid_tier,63,2.37,1,0,northeast,107200,0,403300,498800,902100,391500,365.2,1,0
G004802,computer_engineering,STEM,mid_tier,63,3.58,0,1,south,64600,53200,282800,399000,681900,334500,518.1,1,0
G004803,education,education,regional,48,2.54,0,1,south,52300,38200,343200,76500,419700,24200,46.3,1,0
G004804,finance,business,ivy_elite,97,2.93,1,0,northeast,199200,182200,377100,715500,1092700,516300,259.2,1,1
G004805,computer_engineering,STEM,ivy_elite,96,2.96,1,1,west,166300,0,427200,582200,1009400,415900,250.2,1,0
G004806,business_analytics,business,top_public,73,2.8,1,1,south,76100,59000,334500,535200,869700,459100,603.2,1,1
G004807,electrical_engineering,STEM,regional,48,3.77,0,1,midwest,49100,25100,341000,643500,984500,594400,1211.0,1,1
G004808,nursing,health,top_public,77,3.09,1,1,west,121000,84400,318300,807100,1125400,686100,567.0,1,1
G004809,business_analytics,business,regional,43,2.98,1,1,south,55100,50800,393200,673500,1066700,618500,1122.7,1,1
G004810,marketing,business,top_public,76,3.25,0,0,south,93100,92500,347200,184300,531500,91200,97.9,1,0
G004811,social_work,social_science,regional,43,2.76,1,0,west,83300,0,349200,98100,447200,14700,17.7,1,0
G004812,marketing,business,top_public,73,3.03,0,1,midwest,57700,28300,409200,565600,974900,507900,879.6,1,1
G004813,marketing,business,regional,37,3.33,1,1,south,59900,42500,392600,276300,668900,216400,361.6,1,0
G004814,finance,business,top_public,70,3.61,0,1,south,91200,64400,398900,208600,607500,117400,128.7,1,0
G004815,communications,social_science,regional,38,2.92,0,1,south,38600,0,324300,77000,401300,38400,99.6,1,0
G004816,mechanical_engineering,STEM,regional,36,2.9,0,1,midwest,47900,0,417100,369100,786200,321200,671.1,1,0
G004817,economics,business,regional,38,3.09,0,1,west,68000,62800,370200,578900,949200,510900,751.7,1,1
G004818,economics,business,ivy_elite,101,3.09,0,1,northeast,100000,94800,394000,435600,829600,335500,335.4,1,0
G004819,psychology,social_science,mid_tier,59,4.0,1,1,south,71000,33200,293200,58900,352100,-12000,-16.9,0,0
G004820,fine_arts,arts,for_profit,16,3.79,1,1,northeast,79800,0,356500,46200,402700,-33600,-42.1,0,0
G004821,humanities,humanities,regional,43,3.53,1,0,south,82600,63700,351000,98900,450000,16300,19.7,1,0
G004822,social_work,social_science,regional,38,2.37,0,1,midwest,58800,32600,321400,157600,479000,98800,168.1,1,0
G004823,economics,business,top_public,72,3.45,0,1,northeast,89900,54800,368800,760800,1129600,670900,746.1,1,1
G004824,biology,STEM,mid_tier,63,2.64,0,0,west,90500,0,343500,190600,534100,100100,110.7,1,0
G004825,fine_arts,arts,mid_tier,53,2.7,0,0,west,108600,84600,367600,30300,397900,-78300,-72.1,0,0
G004826,social_work,social_science,regional,46,2.78,1,1,west,57700,26300,344900,97800,442700,40100,69.5,1,0
G004827,economics,business,mid_tier,60,2.53,1,0,west,91800,0,361100,591800,952900,500000,544.9,1,1
G004828,fine_arts,arts,regional,40,2.86,0,1,northeast,60700,56600,337600,34900,372500,-25800,-42.5,0,0
G004829,biology,STEM,regional,42,2.85,0,1,midwest,76900,0,360500,421300,781800,344500,448.2,1,0
G004830,business,business,mid_tier,64,3.4,1,1,south,80900,0,318900,931800,1250700,850900,1051.7,1,1
G004831,criminal_justice,social_science,for_profit,16,3.0,0,1,south,80600,0,405300,37000,442300,-43500,-54.0,0,0
G004832,business_analytics,business,mid_tier,63,3.17,0,1,northeast,61100,34800,391900,283800,675600,222700,364.5,1,0
G004833,business,business,mid_tier,63,2.99,0,0,northeast,121500,111200,320500,539300,859800,417800,344.0,1,0
G004834,biology,STEM,mid_tier,56,2.82,0,0,northeast,103100,0,384900,191700,576600,88500,85.8,1,0
G004835,education,education,mid_tier,54,3.37,0,1,northeast,55000,0,328900,76100,405000,21100,38.5,1,0
G004836,criminal_justice,social_science,ivy_elite,101,3.86,1,0,south,241000,126500,374000,243700,617700,2700,1.1,1,0
G004837,psychology,social_science,regional,45,2.78,0,0,south,87100,83000,381500,60100,441600,-27000,-31.0,0,0
G004838,computer_engineering,STEM,regional,37,2.83,1,1,northeast,51700,31000,331100,688700,1019800,637100,1233.2,1,1
G004839,finance,business,regional,44,3.19,1,1,northeast,55300,52300,384600,392300,776900,336900,609.1,1,0
G004840,business,business,regional,47,3.29,0,1,northeast,57900,0,328800,224400,553200,166500,287.8,1,0
G004841,economics,business,mid_tier,62,2.99,1,1,northeast,54100,0,391100,479000,870100,424900,785.3,1,1
G004842,chemical_engineering,STEM,regional,40,2.11,0,1,south,52800,0,360800,330600,691400,277700,525.6,1,0
G004843,communications,social_science,regional,45,3.62,0,1,south,70000,36600,364400,137400,501800,67300,96.1,1,0
G004844,nursing,health,regional,39,3.19,1,0,west,75800,0,284300,361700,646000,285800,377.0,1,0
G004845,economics,business,top_public,78,3.23,0,1,northeast,64100,44800,330300,884000,1214300,819900,1278.2,1,1
G004846,biology,STEM,mid_tier,63,3.07,0,0,west,112600,99200,347800,162200,510000,49600,44.0,1,0
G004847,mechanical_engineering,STEM,mid_tier,54,3.41,0,0,midwest,82500,0,317400,609300,926700,526800,638.5,1,1
G004848,biology,STEM,regional,39,3.32,0,1,west,56000,32600,358500,287100,645700,231100,412.5,1,0
G004849,fine_arts,arts,regional,45,2.11,1,1,midwest,54200,0,291000,49100,340100,-5100,-9.4,0,0
G004850,computer_engineering,STEM,regional,46,3.76,1,1,south,63400,59200,296400,420400,716800,357000,563.2,1,0
G004851,electrical_engineering,STEM,ivy_elite,96,3.23,1,0,south,179500,74700,343900,803800,1147700,624300,347.9,1,1
G004852,marketing,business,mid_tier,58,3.29,1,0,northeast,124400,60000,404100,173800,577800,49400,39.7,1,0
G004853,nursing,health,top_public,72,3.15,1,1,northeast,95400,87700,355600,329000,684600,233600,244.9,1,0
G004854,biology,STEM,regional,40,2.87,0,1,midwest,85400,0,291100,255900,546900,170400,199.5,1,0
G004855,mechanical_engineering,STEM,for_profit,16,3.5,0,1,midwest,110800,107600,344400,314800,659200,204000,184.1,1,0
G004856,marketing,business,for_profit,26,3.3,0,1,south,88500,67200,352500,161600,514000,73000,82.5,1,0
G004857,communications,social_science,mid_tier,64,2.6,1,1,west,54100,0,382800,175000,557800,120900,223.3,1,0
G004858,electrical_engineering,STEM,top_public,69,2.88,0,1,northeast,64900,54500,422400,658800,1081100,593900,915.5,1,1
G004859,electrical_engineering,STEM,mid_tier,53,2.5,0,1,northeast,83200,0,347000,957700,1304700,874500,1051.5,1,1
G004860,nursing,health,ivy_elite,98,3.14,0,1,south,141600,120600,308200,431900,740100,290300,205.0,1,0
G004861,fine_arts,arts,top_public,79,2.76,1,1,northeast,60000,41600,342400,99000,441400,39000,65.0,1,0
G004862,chemical_engineering,STEM,ivy_elite,98,3.18,1,0,west,249500,167300,316600,953000,1269600,703400,281.9,1,1
G004863,criminal_justice,social_science,for_profit,16,3.34,0,1,northeast,113700,47400,348300,86500,434800,-27100,-23.9,0,0
G004864,computer_engineering,STEM,mid_tier,61,3.71,0,0,northeast,152200,94400,381400,706700,1088000,554500,364.3,1,1
G004865,business,business,for_profit,16,3.68,0,1,south,98600,0,359700,208400,568100,109700,111.3,1,0
G004866,mechanical_engineering,STEM,mid_tier,53,3.11,0,0,south,84200,36700,391000,409700,800700,325600,386.8,1,0
G004867,nursing,health,regional,42,2.84,1,0,west,75200,0,265400,248800,514200,173600,230.8,1,0
G004868,economics,business,top_public,79,2.92,1,1,northeast,88000,43600,335800,381200,717100,293200,333.0,1,0
G004869,nursing,health,top_public,69,3.12,0,0,south,101100,97400,327600,405700,733200,304500,301.1,1,0
G004870,finance,business,regional,40,3.31,1,0,south,87700,0,345000,445100,790100,357400,407.6,1,0
G004871,finance,business,mid_tier,52,3.85,1,1,south,72800,0,357800,304300,662000,231400,317.8,1,0
G004872,computer_science,STEM,mid_tier,53,3.37,1,1,south,83800,81300,309400,824200,1133600,740400,883.4,1,1
G004873,business_analytics,business,top_public,75,3.67,0,1,south,118400,56200,337700,719800,1057500,601400,508.1,1,1
G004874,computer_science,STEM,top_public,79,3.42,0,1,south,79200,0,343900,248400,592200,169200,213.7,1,0
G004875,computer_science,STEM,top_public,69,4.0,0,1,south,77400,0,376400,547200,923500,469800,607.1,1,1
G004876,biology,STEM,mid_tier,61,2.7,0,1,northeast,75700,62500,380500,209700,590200,134000,177.1,1,0
G004877,fine_arts,arts,mid_tier,61,3.07,0,0,midwest,92200,60600,326500,86200,412700,-5900,-6.5,0,0
G004878,mechanical_engineering,STEM,ivy_elite,96,2.72,1,1,south,156200,132400,330200,821000,1151300,664800,425.7,1,1
G004879,business_analytics,business,top_public,71,3.09,0,0,west,113800,0,302100,387300,689400,273500,240.3,1,0
G004880,computer_science,STEM,for_profit,24,3.02,1,1,northeast,107500,0,311100,573900,885000,466400,434.0,1,1
G004881,computer_science,STEM,top_public,71,2.77,0,1,midwest,70700,38100,357100,483300,840500,412600,583.2,1,0
G004882,biology,STEM,mid_tier,63,2.92,1,1,northeast,104600,46900,388100,244700,632800,140200,134.0,1,0
G004883,electrical_engineering,STEM,mid_tier,60,2.09,0,0,midwest,130100,63100,314300,742200,1056500,612100,470.3,1,1
G004884,communications,social_science,ivy_elite,99,3.99,0,1,midwest,188300,0,383900,253600,637500,65200,34.6,1,0
G004885,social_work,social_science,mid_tier,54,2.67,0,0,south,137100,129700,324400,50800,375200,-86200,-62.9,0,0
G004886,finance,business,mid_tier,59,2.62,0,1,south,76600,66100,360300,221800,582100,145200,189.6,1,0
G004887,education,education,for_profit,21,2.8,0,0,midwest,166900,90500,401000,62600,463600,-104300,-62.5,0,0
G004888,marketing,business,regional,41,3.5,0,1,west,45000,21900,317900,136000,453900,91000,202.3,1,0
G004889,chemical_engineering,STEM,top_public,80,3.6,1,1,west,91100,0,396700,1000700,1397400,909600,998.7,1,1
G004890,marketing,business,mid_tier,53,2.87,1,1,northeast,65900,0,328200,245900,574100,180000,273.3,1,0
G004891,humanities,humanities,top_public,73,3.13,0,0,midwest,111400,0,395900,71400,467200,-40000,-35.9,0,0
G004892,biology,STEM,mid_tier,52,3.34,0,0,midwest,106800,0,302400,128300,430600,21400,20.0,1,0
G004893,communications,social_science,mid_tier,61,3.53,0,1,northeast,68000,0,311100,211700,522800,143700,211.2,1,0
G004894,marketing,business,mid_tier,58,2.85,0,1,south,83700,0,340300,285600,625900,201900,241.3,1,0
G004895,computer_engineering,STEM,regional,37,3.08,0,0,south,74300,59100,392800,300800,693500,226500,305.0,1,0
G004896,nursing,health,regional,43,3.13,0,1,northeast,72000,53400,370000,493900,863900,421900,586.1,1,0
G004897,computer_science,STEM,top_public,69,3.05,1,1,south,90500,0,376100,931000,1307100,840500,928.7,1,1
G004898,business_analytics,business,top_public,74,2.96,0,0,northeast,88200,42500,419100,1729300,2148400,1641100,1860.3,1,1
G004899,fine_arts,arts,mid_tier,52,3.75,1,0,south,94600,79900,373500,54600,428200,-40000,-42.3,0,0
G004900,education,education,regional,37,2.87,0,1,south,37300,36400,419600,85500,505100,48200,129.4,1,0
G004901,communications,social_science,mid_tier,63,3.04,1,1,south,59000,0,261900,107100,369000,48100,81.6,1,0
G004902,humanities,humanities,mid_tier,57,2.93,0,1,midwest,84000,65900,358900,89700,448600,5800,6.9,1,0
G004903,electrical_engineering,STEM,top_public,77,2.43,1,1,west,66600,51700,401200,1158000,1559200,1091400,1638.1,1,1
G004904,computer_science,STEM,mid_tier,58,2.94,1,1,south,84400,0,321600,543700,865300,459300,544.2,1,1
G004905,computer_science,STEM,mid_tier,56,2.59,1,1,northeast,79300,48800,355000,577200,932200,497900,628.0,1,1
G004906,education,education,top_public,78,3.66,0,1,south,90900,45000,326900,167200,494100,76300,83.9,1,0
G004907,finance,business,top_public,72,2.79,0,1,south,118100,0,354600,301300,655900,183200,155.1,1,0
G004908,computer_science,STEM,top_public,75,2.12,1,1,west,79700,0,371800,541400,913200,461700,579.1,1,1
G004909,psychology,social_science,regional,37,3.67,0,0,northeast,103200,0,336100,49100,385200,-54100,-52.4,0,0
G004910,marketing,business,mid_tier,63,3.46,0,1,south,67900,63300,398100,270600,668800,202700,298.4,1,0
G004911,finance,business,top_public,77,2.73,1,0,south,84300,53800,360200,503500,863700,419200,497.5,1,0
G004912,finance,business,regional,46,3.19,1,0,midwest,98400,68500,282400,322400,604800,224000,227.7,1,0
G004913,computer_engineering,STEM,ivy_elite,97,2.75,0,1,northeast,135600,125600,380400,634900,1015300,499200,368.1,1,1
G004914,education,education,top_public,75,2.83,1,1,midwest,54300,0,439300,151500,590800,97200,179.1,1,0
G004915,computer_engineering,STEM,regional,46,2.77,0,1,northeast,60100,50000,430900,551300,982200,491200,816.7,1,1
G004916,criminal_justice,social_science,regional,45,2.45,0,1,northeast,58900,41800,364200,143800,508100,84900,144.1,1,0
G004917,computer_science,STEM,mid_tier,61,2.86,0,0,south,110200,0,304300,421200,725500,310900,282.1,1,0
G004918,computer_engineering,STEM,mid_tier,62,3.29,1,1,northeast,78200,58800,381200,909700,1290900,831500,1063.2,1,1
G004919,nursing,health,regional,46,3.35,1,1,south,64300,0,372500,452900,825400,388500,603.8,1,0
G004920,chemical_engineering,STEM,top_public,69,2.13,1,1,west,80900,69700,417600,750500,1168100,669600,827.8,1,1
G004921,psychology,social_science,regional,46,2.51,0,1,northeast,81600,0,366600,71700,438300,-9900,-12.1,0,0
G004922,education,education,top_public,69,3.23,1,1,midwest,72400,0,297700,71900,369500,-500,-0.8,0,0
G004923,nursing,health,regional,46,1.99,1,1,northeast,51600,32300,393600,193400,587000,141800,274.6,1,0
G004924,chemical_engineering,STEM,top_public,73,3.09,1,1,northeast,102100,73700,355100,637400,992500,535400,524.5,1,1
G004925,business_analytics,business,top_public,78,3.08,0,0,northeast,129900,0,353800,352000,705800,222100,171.0,1,0
G004926,business_analytics,business,top_public,68,4.0,1,1,midwest,96000,84000,385000,1235400,1620400,1139400,1187.4,1,1
G004927,criminal_justice,social_science,mid_tier,56,3.32,0,1,northeast,71400,64900,360100,81900,442000,10500,14.8,1,0
G004928,mechanical_engineering,STEM,top_public,77,3.73,0,1,midwest,72100,31000,383300,575200,958500,503000,697.4,1,1
G004929,biology,STEM,mid_tier,60,3.01,0,0,northeast,103800,0,444700,213800,658400,109900,105.9,1,0
G004930,business,business,top_public,70,2.76,0,1,northeast,73200,0,321700,341000,662800,267800,365.8,1,0
G004931,electrical_engineering,STEM,mid_tier,53,3.61,1,1,west,84500,44400,333300,811500,1144900,727000,860.2,1,1
