Order_ID,Order_Date,Year,Month,Quarter,Product_Name,Category,Region,Customer_Type,Payment_Method,Quantity,Unit_Price,Total_Sales
1106,2023-12-12,2023,12,4,Tablet,Electronics,Pune,New,UPI,2,24448,48896
1107,2023-05-18,2023,5,2,Book,Books,Mumbai,New,UPI,3,378,1134
1108,2024-01-01,2024,1,1,Backpack,Fashion,Mumbai,New,UPI,1,1310,1310
1108,2022-05-03,2022,5,2,Backpack,Fashion,Mumbai,New,UPI,1,1310,1310
1108,2023-11-15,2023,11,4,Backpack,Fashion,Mumbai,New,UPI,1,1310,1310
1108,2022-06-04,2022,6,2,Backpack,Fashion,Mumbai,New,UPI,1,1310,1310
1108,2024-07-29,2024,7,3,Backpack,Fashion,Mumbai,New,UPI,1,1310,1310
1109,2023-03-18,2023,3,1,Smartwatch,Electronics,Mumbai,Returning,COD,1,5590,5590
1109,2023-03-23,2023,3,1,Smartwatch,Electronics,Mumbai,Returning,COD,1,5590,5590
1110,2023-05-23,2023,5,2,Water Bottle,Other,Delhi,Premimum,COD,3,405,1215
1110,2023-01-28,2023,1,1,Water Bottle,Other,Delhi,Premimum,COD,3,405,1215
1110,2022-03-28,2022,3,1,Water Bottle,Other,Delhi,Premimum,COD,3,405,1215
1110,2023-11-21,2023,11,4,Water Bottle,Other,Delhi,Premimum,COD,3,405,1215
1111,2024-06-24,2024,6,2,Laptop,Electronics,Bangalore,Premimum,COD,1,51984,51984
1111,2023-02-15,2023,2,1,Laptop,Electronics,Bangalore,Premimum,COD,1,51984,51984
1111,2022-03-12,2022,3,1,Laptop,Electronics,Bangalore,Premimum,COD,1,51984,51984
1112,2023-10-08,2023,10,4,Headphones,Electronics,Chennai,Returning,COD,3,2766,8298
1113,2023-01-06,2023,1,1,Shoes,Fashion,Mumbai,Premimum,UPI,3,2625,7875
1113,2022-04-09,2022,4,2,Shoes,Fashion,Mumbai,Premimum,UPI,3,2625,7875
1113,2024-08-08,2024,8,3,Shoes,Fashion,Mumbai,Premimum,UPI,3,2625,7875
1114,2023-06-29,2023,6,2,Watch,Other,Pune,Returning,UPI,2,2573,5146
1114,2022-12-17,2022,12,4,Watch,Other,Pune,Returning,UPI,2,2573,5146
1114,2023-06-17,2023,6,2,Watch,Other,Pune,Returning,UPI,2,2573,5146
1114,2022-05-26,2022,5,2,Watch,Other,Pune,Returning,UPI,2,2573,5146
1115,2024-10-31,2024,10,4,Mobile Case,Other,Delhi,Premimum,COD,2,798,1596
1116,2023-10-15,2023,10,4,Tablet,Electronics,Mumbai,Premimum,Card,2,31517,63034
1117,2022-02-24,2022,2,1,Book,Books,Chennai,Returning,UPI,1,343,343
1117,2022-04-17,2022,4,2,Book,Books,Chennai,Returning,UPI,1,343,343
1117,2022-03-22,2022,3,1,Book,Books,Chennai,Returning,UPI,1,343,343
1118,2022-05-01,2022,5,2,Backpack,Fashion,Chennai,Returning,COD,3,1021,3063
1119,2023-08-04,2023,8,3,Smartwatch,Electronics,Mumbai,Premimum,Card,1,8543,8543
1119,2024-04-22,2024,4,2,Smartwatch,Electronics,Mumbai,Premimum,Card,1,8543,8543
1119,2023-10-21,2023,10,4,Smartwatch,Electronics,Mumbai,Premimum,Card,1,8543,8543
1119,2022-06-04,2022,6,2,Smartwatch,Electronics,Mumbai,Premimum,Card,1,8543,8543
1121,2022-03-21,2022,3,1,Laptop,Electronics,Delhi,Premimum,COD,1,51840,51840
1121,2024-11-16,2024,11,4,Laptop,Electronics,Delhi,Premimum,COD,1,51840,51840
1122,2023-01-02,2023,1,1,Headphones,Electronics,Chennai,Premimum,COD,2,4435,8870
1122,2024-01-18,2024,1,1,Headphones,Electronics,Chennai,Premimum,COD,2,4435,8870
1122,2022-04-20,2022,4,2,Headphones,Electronics,Chennai,Premimum,COD,2,4435,8870
1122,2022-05-16,2022,5,2,Headphones,Electronics,Chennai,Premimum,COD,2,4435,8870
1122,2023-10-08,2023,10,4,Headphones,Electronics,Chennai,Premimum,COD,2,4435,8870
1123,2023-10-15,2023,10,4,Shoes,Fashion,Chennai,Premimum,Card,3,2138,6414
1123,2022-11-05,2022,11,4,Shoes,Fashion,Chennai,Premimum,Card,3,2138,6414
1124,2023-07-14,2023,7,3,Watch,Other,Hyderabad,Premimum,Card,5,5434,27170
1124,2023-12-01,2023,12,4,Watch,Other,Hyderabad,Premimum,Card,5,5434,27170
1125,2023-12-04,2023,12,4,Mobile Case,Other,Chennai,Premimum,UPI,1,961,961
1125,2022-07-07,2022,7,3,Mobile Case,Other,Chennai,Premimum,UPI,1,961,961
1125,2023-08-22,2023,8,3,Mobile Case,Other,Chennai,Premimum,UPI,1,961,961
1125,2022-09-15,2022,9,3,Mobile Case,Other,Chennai,Premimum,UPI,1,961,961
1126,2022-09-27,2022,9,3,Tablet,Electronics,Pune,New,Card,2,28891,57782
1126,2023-07-11,2023,7,3,Tablet,Electronics,Pune,New,Card,2,28891,57782
1126,2024-05-27,2024,5,2,Tablet,Electronics,Pune,New,Card,2,28891,57782
1126,2022-02-22,2022,2,1,Tablet,Electronics,Pune,New,Card,2,28891,57782
1127,2023-12-24,2023,12,4,Book,Books,Mumbai,Premimum,COD,3,433,1299
1127,2023-09-09,2023,9,3,Book,Books,Mumbai,Premimum,COD,3,433,1299
1127,2023-10-16,2023,10,4,Book,Books,Mumbai,Premimum,COD,3,433,1299
1127,2023-09-25,2023,9,3,Book,Books,Mumbai,Premimum,COD,3,433,1299
1128,2022-12-21,2022,12,4,Backpack,Fashion,Mumbai,Premimum,COD,2,912,1824
1128,2023-03-30,2023,3,1,Backpack,Fashion,Mumbai,Premimum,COD,2,912,1824
1129,2023-12-28,2023,12,4,Smartwatch,Electronics,Chennai,New,Card,2,12792,25584
1130,2023-07-04,2023,7,3,Water Bottle,Other,Bangalore,New,COD,3,150,450
1130,2022-09-17,2022,9,3,Water Bottle,Other,Bangalore,New,COD,3,150,450
1131,2024-12-01,2024,12,4,Laptop,Electronics,Hyderabad,New,Card,1,61259,61259
1132,2023-03-26,2023,3,1,Headphones,Electronics,Chennai,Premimum,Card,1,2998,2998
1132,2023-02-21,2023,2,1,Headphones,Electronics,Chennai,Premimum,Card,1,2998,2998
1133,2023-11-16,2023,11,4,Shoes,Fashion,Hyderabad,New,UPI,3,1682,5046
1133,2024-05-04,2024,5,2,Shoes,Fashion,Hyderabad,New,UPI,3,1682,5046
1133,2024-05-30,2024,5,2,Shoes,Fashion,Hyderabad,New,UPI,3,1682,5046
1134,2022-12-12,2022,12,4,Watch,Other,Chennai,Premimum,UPI,1,12576,12576
1134,2022-01-30,2022,1,1,Watch,Other,Chennai,Premimum,UPI,1,12576,12576
1134,2023-04-29,2023,4,2,Watch,Other,Chennai,Premimum,UPI,1,12576,12576
1135,2023-08-06,2023,8,3,Mobile Case,Other,Mumbai,Returning,COD,1,740,740
1135,2023-12-07,2023,12,4,Mobile Case,Other,Mumbai,Returning,COD,1,740,740
1135,2022-01-29,2022,1,1,Mobile Case,Other,Mumbai,Returning,COD,1,740,740
1135,2024-05-20,2024,5,2,Mobile Case,Other,Mumbai,Returning,COD,1,740,740
1136,2023-12-17,2023,12,4,Tablet,Electronics,Hyderabad,New,UPI,2,38690,77380
1136,2024-12-21,2024,12,4,Tablet,Electronics,Hyderabad,New,UPI,2,38690,77380
1136,2022-02-26,2022,2,1,Tablet,Electronics,Hyderabad,New,UPI,2,38690,77380
1137,2022-10-28,2022,10,4,Book,Books,Mumbai,Returning,Card,1,309,309
1137,2022-01-11,2022,1,1,Book,Books,Mumbai,Returning,Card,1,309,309
1137,2023-09-23,2023,9,3,Book,Books,Mumbai,Returning,Card,1,309,309
1138,2024-04-22,2024,4,2,Backpack,Fashion,Hyderabad,Returning,UPI,3,1670,5010
1138,2023-05-11,2023,5,2,Backpack,Fashion,Hyderabad,Returning,UPI,3,1670,5010
1138,2023-08-28,2023,8,3,Backpack,Fashion,Hyderabad,Returning,UPI,3,1670,5010
1139,2022-02-08,2022,2,1,Smartwatch,Electronics,Pune,Premimum,Card,1,13908,13908
1139,2022-05-20,2022,5,2,Smartwatch,Electronics,Pune,Premimum,Card,1,13908,13908
1139,2022-01-24,2022,1,1,Smartwatch,Electronics,Pune,Premimum,Card,1,13908,13908
1140,2023-10-08,2023,10,4,Water Bottle,Other,Pune,New,COD,1,619,619
1140,2023-09-22,2023,9,3,Water Bottle,Other,Pune,New,COD,1,619,619
1140,2023-10-08,2023,10,4,Water Bottle,Other,Pune,New,COD,1,619,619
1141,2022-01-09,2022,1,1,Laptop,Electronics,Delhi,Premimum,COD,1,58661,58661
1142,2022-05-17,2022,5,2,Headphones,Electronics,Pune,New,COD,3,3441,10323
1142,2022-12-22,2022,12,4,Headphones,Electronics,Pune,New,COD,3,3441,10323
1142,2022-06-20,2022,6,2,Headphones,Electronics,Pune,New,COD,3,3441,10323
1142,2024-07-11,2024,7,3,Headphones,Electronics,Pune,New,COD,3,3441,10323
1143,2023-05-13,2023,5,2,Shoes,Fashion,Delhi,New,Card,2,4503,9006
1143,2024-12-14,2024,12,4,Shoes,Fashion,Delhi,New,Card,2,4503,9006
1143,2023-05-04,2023,5,2,Shoes,Fashion,Delhi,New,Card,2,4503,9006
1143,2024-04-02,2024,4,2,Shoes,Fashion,Delhi,New,Card,2,4503,9006
1144,2023-02-11,2023,2,1,Watch,Other,Chennai,Returning,UPI,5,10835,54175
1145,2023-10-18,2023,10,4,Mobile Case,Other,Pune,Returning,UPI,2,334,668
1145,2024-10-14,2024,10,4,Mobile Case,Other,Pune,Returning,UPI,2,334,668
1145,2023-12-16,2023,12,4,Mobile Case,Other,Pune,Returning,UPI,2,334,668
1146,2023-06-27,2023,6,2,Tablet,Electronics,Delhi,Premimum,COD,2,14992,29984
1146,2023-04-02,2023,4,2,Tablet,Electronics,Delhi,Premimum,COD,2,14992,29984
1147,2023-05-05,2023,5,2,Book,Books,Delhi,New,Card,3,385,1155
1147,2022-04-07,2022,4,2,Book,Books,Delhi,New,Card,3,385,1155
1147,2024-09-29,2024,9,3,Book,Books,Delhi,New,Card,3,385,1155
1147,2022-10-17,2022,10,4,Book,Books,Delhi,New,Card,3,385,1155
1147,2022-01-16,2022,1,1,Book,Books,Delhi,New,Card,3,385,1155
1148,2023-12-25,2023,12,4,Backpack,Fashion,Mumbai,Returning,UPI,1,1196,1196
1149,2024-09-18,2024,9,3,Smartwatch,Electronics,Bangalore,Returning,Card,2,4766,9532
1149,2023-09-21,2023,9,3,Smartwatch,Electronics,Bangalore,Returning,Card,2,4766,9532
1150,2022-03-07,2022,3,1,Water Bottle,Other,Chennai,Premimum,COD,4,317,1268
1150,2023-05-01,2023,5,2,Water Bottle,Other,Chennai,Premimum,COD,4,317,1268
1150,2022-05-06,2022,5,2,Water Bottle,Other,Chennai,Premimum,COD,4,317,1268
1150,2023-07-04,2023,7,3,Water Bottle,Other,Chennai,Premimum,COD,4,317,1268
1150,2023-02-26,2023,2,1,Water Bottle,Other,Chennai,Premimum,COD,4,317,1268
1150,2022-12-14,2022,12,4,Water Bottle,Other,Chennai,Premimum,COD,4,317,1268
1151,2023-04-03,2023,4,2,Laptop,Electronics,Delhi,Returning,UPI,2,59735,119470
1151,2023-11-03,2023,11,4,Laptop,Electronics,Delhi,Returning,UPI,2,59735,119470
1151,2023-11-11,2023,11,4,Laptop,Electronics,Delhi,Returning,UPI,2,59735,119470
1151,2022-11-19,2022,11,4,Laptop,Electronics,Delhi,Returning,UPI,2,59735,119470
1152,2024-07-05,2024,7,3,Headphones,Electronics,Pune,New,UPI,2,3950,7900
1152,2022-07-30,2022,7,3,Headphones,Electronics,Pune,New,UPI,2,3950,7900
1152,2024-08-13,2024,8,3,Headphones,Electronics,Pune,New,UPI,2,3950,7900
1152,2022-05-18,2022,5,2,Headphones,Electronics,Pune,New,UPI,2,3950,7900
1153,2023-12-02,2023,12,4,Shoes,Fashion,Chennai,New,UPI,2,3263,6526
1154,2023-08-17,2023,8,3,Watch,Other,Delhi,New,COD,4,8514,34056
1154,2023-06-18,2023,6,2,Watch,Other,Delhi,New,COD,4,8514,34056
1154,2023-05-06,2023,5,2,Watch,Other,Delhi,New,COD,4,8514,34056
1154,2023-03-18,2023,3,1,Watch,Other,Delhi,New,COD,4,8514,34056
1155,2023-12-02,2023,12,4,Mobile Case,Other,Bangalore,Premimum,COD,2,172,344
1155,2022-05-26,2022,5,2,Mobile Case,Other,Bangalore,Premimum,COD,2,172,344
1155,2023-10-05,2023,10,4,Mobile Case,Other,Bangalore,Premimum,COD,2,172,344
1155,2022-05-18,2022,5,2,Mobile Case,Other,Bangalore,Premimum,COD,2,172,344
1156,2023-06-23,2023,6,2,Tablet,Electronics,Bangalore,New,UPI,1,21077,21077
1156,2024-09-08,2024,9,3,Tablet,Electronics,Bangalore,New,UPI,1,21077,21077
1156,2022-01-29,2022,1,1,Tablet,Electronics,Bangalore,New,UPI,1,21077,21077
1157,2024-08-31,2024,8,3,Book,Books,Bangalore,Returning,COD,5,747,3735
1157,2024-05-19,2024,5,2,Book,Books,Bangalore,Returning,COD,5,747,3735
1157,2024-01-31,2024,1,1,Book,Books,Bangalore,Returning,COD,5,747,3735
1157,2024-06-12,2024,6,2,Book,Books,Bangalore,Returning,COD,5,747,3735
1158,2023-06-29,2023,6,2,Backpack,Fashion,Pune,Premimum,Card,2,850,1700
1158,2023-02-09,2023,2,1,Backpack,Fashion,Pune,Premimum,Card,2,850,1700
1158,2022-07-18,2022,7,3,Backpack,Fashion,Pune,Premimum,Card,2,850,1700
1158,2022-05-10,2022,5,2,Backpack,Fashion,Pune,Premimum,Card,2,850,1700
1158,2024-09-12,2024,9,3,Backpack,Fashion,Pune,Premimum,Card,2,850,1700
1158,2023-02-11,2023,2,1,Backpack,Fashion,Pune,Premimum,Card,2,850,1700
1158,2022-03-09,2022,3,1,Backpack,Fashion,Pune,Premimum,Card,2,850,1700
1159,2024-08-12,2024,8,3,Smartwatch,Electronics,Chennai,Premimum,Card,2,13771,27542
1159,2024-06-17,2024,6,2,Smartwatch,Electronics,Chennai,Premimum,Card,2,13771,27542
1159,2023-07-19,2023,7,3,Smartwatch,Electronics,Chennai,Premimum,Card,2,13771,27542
1159,2023-10-01,2023,10,4,Smartwatch,Electronics,Chennai,Premimum,Card,2,13771,27542
1160,2022-05-13,2022,5,2,Water Bottle,Other,Bangalore,New,UPI,4,258,1032
1160,2022-10-27,2022,10,4,Water Bottle,Other,Bangalore,New,UPI,4,258,1032
1160,2024-11-28,2024,11,4,Water Bottle,Other,Bangalore,New,UPI,4,258,1032
1161,2023-12-27,2023,12,4,Laptop,Electronics,Mumbai,New,COD,2,44856,89712
1161,2023-12-23,2023,12,4,Laptop,Electronics,Mumbai,New,COD,2,44856,89712
1161,2022-10-05,2022,10,4,Laptop,Electronics,Mumbai,New,COD,2,44856,89712
1162,2023-01-12,2023,1,1,Headphones,Electronics,Chennai,New,COD,3,3161,9483
1162,2023-07-02,2023,7,3,Headphones,Electronics,Chennai,New,COD,3,3161,9483
1162,2024-10-15,2024,10,4,Headphones,Electronics,Chennai,New,COD,3,3161,9483
1163,2024-11-20,2024,11,4,Shoes,Fashion,Chennai,Returning,COD,1,4464,4464
1163,2023-03-31,2023,3,1,Shoes,Fashion,Chennai,Returning,COD,1,4464,4464
1163,2023-11-12,2023,11,4,Shoes,Fashion,Chennai,Returning,COD,1,4464,4464
1163,2024-05-13,2024,5,2,Shoes,Fashion,Chennai,Returning,COD,1,4464,4464
1164,2022-10-31,2022,10,4,Watch,Other,Delhi,Returning,COD,1,4758,4758
1164,2023-06-28,2023,6,2,Watch,Other,Delhi,Returning,COD,1,4758,4758
1164,2023-04-04,2023,4,2,Watch,Other,Delhi,Returning,COD,1,4758,4758
1164,2022-01-24,2022,1,1,Watch,Other,Delhi,Returning,COD,1,4758,4758
1164,2023-05-02,2023,5,2,Watch,Other,Delhi,Returning,COD,1,4758,4758
1165,2024-05-30,2024,5,2,Mobile Case,Other,Chennai,Returning,UPI,4,490,1960
1165,2022-12-19,2022,12,4,Mobile Case,Other,Chennai,Returning,UPI,4,490,1960
1165,2024-01-24,2024,1,1,Mobile Case,Other,Chennai,Returning,UPI,4,490,1960
1165,2022-06-28,2022,6,2,Mobile Case,Other,Chennai,Returning,UPI,4,490,1960
1165,2022-12-07,2022,12,4,Mobile Case,Other,Chennai,Returning,UPI,4,490,1960
1165,2023-06-15,2023,6,2,Mobile Case,Other,Chennai,Returning,UPI,4,490,1960
1165,2024-04-19,2024,4,2,Mobile Case,Other,Chennai,Returning,UPI,4,490,1960
1166,2023-10-17,2023,10,4,Tablet,Electronics,Bangalore,Premimum,UPI,1,38739,38739
1166,2024-02-13,2024,2,1,Tablet,Electronics,Bangalore,Premimum,UPI,1,38739,38739
1166,2022-11-29,2022,11,4,Tablet,Electronics,Bangalore,Premimum,UPI,1,38739,38739
1167,2022-12-06,2022,12,4,Book,Books,Chennai,New,COD,3,368,1104
1167,2023-01-03,2023,1,1,Book,Books,Chennai,New,COD,3,368,1104
1167,2024-03-06,2024,3,1,Book,Books,Chennai,New,COD,3,368,1104
1168,2022-01-26,2022,1,1,Backpack,Fashion,Pune,New,Card,1,1931,1931
1169,2022-06-29,2022,6,2,Smartwatch,Electronics,Mumbai,New,UPI,2,14370,28740
1169,2023-07-03,2023,7,3,Smartwatch,Electronics,Mumbai,New,UPI,2,14370,28740
1169,2022-06-24,2022,6,2,Smartwatch,Electronics,Mumbai,New,UPI,2,14370,28740
1169,2023-10-12,2023,10,4,Smartwatch,Electronics,Mumbai,New,UPI,2,14370,28740
1169,2022-09-13,2022,9,3,Smartwatch,Electronics,Mumbai,New,UPI,2,14370,28740
1170,2023-08-26,2023,8,3,Water Bottle,Other,Chennai,Returning,COD,2,780,1560
1170,2023-11-10,2023,11,4,Water Bottle,Other,Chennai,Returning,COD,2,780,1560
1170,2024-12-07,2024,12,4,Water Bottle,Other,Chennai,Returning,COD,2,780,1560
1171,2022-02-21,2022,2,1,Laptop,Electronics,Bangalore,Premimum,UPI,2,54865,109730
1172,2024-12-15,2024,12,4,Headphones,Electronics,Hyderabad,Premimum,UPI,2,4481,8962
1172,2024-10-02,2024,10,4,Headphones,Electronics,Hyderabad,Premimum,UPI,2,4481,8962
1173,2023-04-19,2023,4,2,Shoes,Fashion,Pune,Premimum,Card,2,1972,3944
1173,2022-03-03,2022,3,1,Shoes,Fashion,Pune,Premimum,Card,2,1972,3944
1173,2023-09-16,2023,9,3,Shoes,Fashion,Pune,Premimum,Card,2,1972,3944
1173,2022-08-16,2022,8,3,Shoes,Fashion,Pune,Premimum,Card,2,1972,3944
1174,2024-04-17,2024,4,2,Watch,Other,Bangalore,Premimum,Card,1,9837,9837
1174,2022-04-04,2022,4,2,Watch,Other,Bangalore,Premimum,Card,1,9837,9837
1174,2022-03-19,2022,3,1,Watch,Other,Bangalore,Premimum,Card,1,9837,9837
1175,2022-09-20,2022,9,3,Mobile Case,Other,Chennai,New,Card,5,857,4285
1176,2023-05-06,2023,5,2,Tablet,Electronics,Chennai,Premimum,Card,1,20323,20323
1176,2022-06-26,2022,6,2,Tablet,Electronics,Chennai,Premimum,Card,1,20323,20323
1176,2023-01-30,2023,1,1,Tablet,Electronics,Chennai,Premimum,Card,1,20323,20323
1177,2024-02-06,2024,2,1,Book,Books,Bangalore,New,COD,5,1000,5000
1177,2024-02-20,2024,2,1,Book,Books,Bangalore,New,COD,5,1000,5000
1177,2023-09-17,2023,9,3,Book,Books,Bangalore,New,COD,5,1000,5000
1178,2024-12-03,2024,12,4,Backpack,Fashion,Chennai,Returning,COD,5,1359,6795
1178,2022-02-23,2022,2,1,Backpack,Fashion,Chennai,Returning,COD,5,1359,6795
1179,2023-12-29,2023,12,4,Smartwatch,Electronics,Pune,Returning,Card,1,14026,14026
1180,2022-06-11,2022,6,2,Water Bottle,Other,Bangalore,New,UPI,2,685,1370
1180,2024-04-08,2024,4,2,Water Bottle,Other,Bangalore,New,UPI,2,685,1370
1180,2023-10-22,2023,10,4,Water Bottle,Other,Bangalore,New,UPI,2,685,1370
1181,2024-10-09,2024,10,4,Laptop,Electronics,Delhi,Returning,UPI,1,54311,54311
1181,2024-12-17,2024,12,4,Laptop,Electronics,Delhi,Returning,UPI,1,54311,54311
1181,2023-09-14,2023,9,3,Laptop,Electronics,Delhi,Returning,UPI,1,54311,54311
1181,2022-08-14,2022,8,3,Laptop,Electronics,Delhi,Returning,UPI,1,54311,54311
1182,2022-06-28,2022,6,2,Headphones,Electronics,Pune,Premimum,Card,2,1713,3426
1182,2023-07-02,2023,7,3,Headphones,Electronics,Pune,Premimum,Card,2,1713,3426
1182,2024-07-01,2024,7,3,Headphones,Electronics,Pune,Premimum,Card,2,1713,3426
1183,2022-04-02,2022,4,2,Shoes,Fashion,Bangalore,Returning,UPI,2,3204,6408
1183,2023-07-28,2023,7,3,Shoes,Fashion,Bangalore,Returning,UPI,2,3204,6408
1183,2023-02-28,2023,2,1,Shoes,Fashion,Bangalore,Returning,UPI,2,3204,6408
1183,2022-03-12,2022,3,1,Shoes,Fashion,Bangalore,Returning,UPI,2,3204,6408
1183,2022-10-12,2022,10,4,Shoes,Fashion,Bangalore,Returning,UPI,2,3204,6408
1184,2023-07-22,2023,7,3,Watch,Other,Bangalore,New,UPI,5,18542,92710
1184,2024-11-30,2024,11,4,Watch,Other,Bangalore,New,UPI,5,18542,92710
1185,2023-08-18,2023,8,3,Mobile Case,Other,Chennai,Premimum,UPI,1,521,521
1185,2023-08-12,2023,8,3,Mobile Case,Other,Chennai,Premimum,UPI,1,521,521
1185,2023-05-13,2023,5,2,Mobile Case,Other,Chennai,Premimum,UPI,1,521,521
1185,2023-01-18,2023,1,1,Mobile Case,Other,Chennai,Premimum,UPI,1,521,521
1186,2023-11-08,2023,11,4,Tablet,Electronics,Bangalore,Premimum,UPI,1,13218,13218
1186,2023-03-10,2023,3,1,Tablet,Electronics,Bangalore,Premimum,UPI,1,13218,13218
1186,2023-09-16,2023,9,3,Tablet,Electronics,Bangalore,Premimum,UPI,1,13218,13218
1186,2024-10-03,2024,10,4,Tablet,Electronics,Bangalore,Premimum,UPI,1,13218,13218
1186,2022-08-13,2022,8,3,Tablet,Electronics,Bangalore,Premimum,UPI,1,13218,13218
1187,2022-01-11,2022,1,1,Book,Books,Pune,New,UPI,2,248,496
1187,2022-09-18,2022,9,3,Book,Books,Pune,New,UPI,2,248,496
1187,2023-02-16,2023,2,1,Book,Books,Pune,New,UPI,2,248,496
1187,2024-01-18,2024,1,1,Book,Books,Pune,New,UPI,2,248,496
1188,2024-05-17,2024,5,2,Backpack,Fashion,Pune,Returning,COD,4,1353,5412
1188,2022-11-19,2022,11,4,Backpack,Fashion,Pune,Returning,COD,4,1353,5412
1188,2023-05-08,2023,5,2,Backpack,Fashion,Pune,Returning,COD,4,1353,5412
1188,2023-10-04,2023,10,4,Backpack,Fashion,Pune,Returning,COD,4,1353,5412
1188,2023-05-09,2023,5,2,Backpack,Fashion,Pune,Returning,COD,4,1353,5412
1189,2022-09-02,2022,9,3,Smartwatch,Electronics,Chennai,New,COD,2,13462,26924
1190,2022-07-07,2022,7,3,Water Bottle,Other,Bangalore,New,Card,5,404,2020
1190,2023-04-17,2023,4,2,Water Bottle,Other,Bangalore,New,Card,5,404,2020
1190,2023-01-02,2023,1,1,Water Bottle,Other,Bangalore,New,Card,5,404,2020
1191,2024-08-08,2024,8,3,Laptop,Electronics,Hyderabad,New,COD,1,59800,59800
1191,2022-06-08,2022,6,2,Laptop,Electronics,Hyderabad,New,COD,1,59800,59800
1191,2022-04-07,2022,4,2,Laptop,Electronics,Hyderabad,New,COD,1,59800,59800
1191,2022-12-17,2022,12,4,Laptop,Electronics,Hyderabad,New,COD,1,59800,59800
1191,2023-04-19,2023,4,2,Laptop,Electronics,Hyderabad,New,COD,1,59800,59800
1192,2022-01-15,2022,1,1,Headphones,Electronics,Delhi,Returning,UPI,2,2639,5278
1192,2023-12-17,2023,12,4,Headphones,Electronics,Delhi,Returning,UPI,2,2639,5278
1193,2022-05-24,2022,5,2,Shoes,Fashion,Mumbai,Premimum,UPI,1,2167,2167
1194,2022-08-09,2022,8,3,Watch,Other,Chennai,Returning,Card,3,8179,24537
1195,2023-12-10,2023,12,4,Mobile Case,Other,Bangalore,Premimum,Card,1,374,374
1195,2022-05-17,2022,5,2,Mobile Case,Other,Bangalore,Premimum,Card,1,374,374
1195,2023-01-09,2023,1,1,Mobile Case,Other,Bangalore,Premimum,Card,1,374,374
1195,2022-01-13,2022,1,1,Mobile Case,Other,Bangalore,Premimum,Card,1,374,374
1196,2022-06-14,2022,6,2,Tablet,Electronics,Pune,Premimum,COD,1,36595,36595
1196,2022-05-29,2022,5,2,Tablet,Electronics,Pune,Premimum,COD,1,36595,36595
1197,2023-02-18,2023,2,1,Book,Books,Hyderabad,New,UPI,5,570,2850
1197,2022-03-06,2022,3,1,Book,Books,Hyderabad,New,UPI,5,570,2850
1197,2023-07-04,2023,7,3,Book,Books,Hyderabad,New,UPI,5,570,2850
1197,2022-12-15,2022,12,4,Book,Books,Hyderabad,New,UPI,5,570,2850
1197,2022-02-03,2022,2,1,Book,Books,Hyderabad,New,UPI,5,570,2850
1198,2023-05-06,2023,5,2,Backpack,Fashion,Hyderabad,New,COD,3,1005,3015
1199,2024-06-10,2024,6,2,Smartwatch,Electronics,Delhi,New,Card,2,14435,28870
1199,2022-06-21,2022,6,2,Smartwatch,Electronics,Delhi,New,Card,2,14435,28870
1201,2023-11-22,2023,11,4,Laptop,Electronics,Pune,Premimum,COD,2,60581,121162
1201,2022-07-19,2022,7,3,Laptop,Electronics,Pune,Premimum,COD,2,60581,121162
1201,2022-02-28,2022,2,1,Laptop,Electronics,Pune,Premimum,COD,2,60581,121162
1201,2024-07-30,2024,7,3,Laptop,Electronics,Pune,Premimum,COD,2,60581,121162
1201,2022-02-03,2022,2,1,Laptop,Electronics,Pune,Premimum,COD,2,60581,121162
1201,2023-05-25,2023,5,2,Laptop,Electronics,Pune,Premimum,COD,2,60581,121162
1201,2023-09-29,2023,9,3,Laptop,Electronics,Pune,Premimum,COD,2,60581,121162
1201,2022-12-23,2022,12,4,Laptop,Electronics,Pune,Premimum,COD,2,60581,121162
1202,2022-03-04,2022,3,1,Headphones,Electronics,Mumbai,Returning,COD,1,2742,2742
1202,2023-08-31,2023,8,3,Headphones,Electronics,Mumbai,Returning,COD,1,2742,2742
1202,2023-12-15,2023,12,4,Headphones,Electronics,Mumbai,Returning,COD,1,2742,2742
1202,2022-03-04,2022,3,1,Headphones,Electronics,Mumbai,Returning,COD,1,2742,2742
1202,2023-11-26,2023,11,4,Headphones,Electronics,Mumbai,Returning,COD,1,2742,2742
1203,2022-10-31,2022,10,4,Shoes,Fashion,Hyderabad,Premimum,Card,3,3576,10728
1203,2023-01-04,2023,1,1,Shoes,Fashion,Hyderabad,Premimum,Card,3,3576,10728
1203,2023-12-23,2023,12,4,Shoes,Fashion,Hyderabad,Premimum,Card,3,3576,10728
1203,2023-01-10,2023,1,1,Shoes,Fashion,Hyderabad,Premimum,Card,3,3576,10728
1204,2023-07-11,2023,7,3,Watch,Other,Chennai,New,Card,4,15524,62096
1204,2022-08-15,2022,8,3,Watch,Other,Chennai,New,Card,4,15524,62096
1205,2023-05-01,2023,5,2,Mobile Case,Other,Pune,New,UPI,3,973,2919
1205,2023-07-03,2023,7,3,Mobile Case,Other,Pune,New,UPI,3,973,2919
1205,2023-09-23,2023,9,3,Mobile Case,Other,Pune,New,UPI,3,973,2919
1205,2023-07-13,2023,7,3,Mobile Case,Other,Pune,New,UPI,3,973,2919
1205,2022-10-05,2022,10,4,Mobile Case,Other,Pune,New,UPI,3,973,2919
