Student_ID,Submission_Type,Academic_Level,Primary_Language,Word_Count,Average_Sentence_Length,Grammar_Errors,Vocabulary_Richness,Passive_Voice_Ratio,Reading_Level,Editing_Time,Revision_Count,Typing_Speed,Plagiarism_Score,Citation_Count,Punctuation_Density,Sentence_Complexity,Font_Family,Submission_Hour,Is_AI_Assisted
11ed8d93,Literature_Review,Undergraduate,Non_Native,949,14.77,8,0.61,0.28,15.26,152.42,25,41.33,5.84,27,0.03,2.32,Calibri,18,0
d1ecba62,Lab_Report,Undergraduate,Native,582,15.05,7,0.52,0.26,13.5,173.38,29,58.3,3.97,,0.02,2.24,Helvetica,14,0
503e84a4,Essay,Postgraduate,Native,1754,21.9,3,0.77,0.29,12.75,7.25,1,1200.0,6.35,2,0.09,2.81,Arial,15,1
ffea2bea,Essay,Undergraduate,Native,1220,7.61,6,0.47,0.39,7.92,233.08,24,39.22,7.28,6,0.03,2.0,Times New Roman,23,0
b4d53c18,Literature_Review,High_School,Native,1455,10.08,5,0.55,0.11,10.01,292.75,29,74.11,5.45,25,0.05,1.87,Times New Roman,16,0
e54345a8,Lab_Report,Postgraduate,Native,1491,21.14,8,0.65,0.04,10.81,123.76,26,61.71,11.33,3,0.08,1.22,Times New Roman,13,0
6ccc2c18,Essay,Undergraduate,Native,824,12.76,9,0.45,0.16,9.91,136.98,,69.35,4.13,4,0.02,1.52,Calibri,3,0
6630247c,Literature_Review,High_School,Native,1392,18.57,4,0.44,0.18,9.19,255.42,31,43.46,4.93,28,0.03,2.04,Times New Roman,18,0
e223f731,Essay,High_School,Non_Native,1470,20.77,6,0.62,0.24,14.43,310.73,25,68.93,21.54,6,0.06,1.85,Helvetica,2,0
a063f124,Literature_Review,High_School,Native,1167,16.71,7,0.57,0.1,10.22,102.95,25,46.97,5.72,,0.06,1.2,Arial,20,0
8cea7997,Research_Paper,Undergraduate,Native,1480,18.76,6,0.77,0.08,10.52,152.34,25,23.89,1.38,18,0.03,2.21,Calibri,21,0
d12c1e14,Research_Paper,High_School,Native,1227,21.94,16,0.59,0.09,13.06,90.61,32,28.27,9.7,16,0.06,1.36,Helvetica,2,0
3c0a0557,Lab_Report,High_School,Native,865,24.04,2,0.74,0.37,14.36,24.24,,1200.0,3.26,1,0.08,2.84,Calibri,12,1
60b67f21,Essay,Postgraduate,Non_Native,1014,16.6,7,0.59,0.24,7.3,106.35,,55.03,2.64,,0.06,1.75,Arial,22,0
0c61633a,Essay,High_School,Native,1194,22.34,3,0.63,0.22,9.87,229.78,,58.49,11.16,3,0.03,1.38,Times New Roman,22,0
16567bc0,Research_Paper,Undergraduate,Non_Native,1898,23.12,8,0.61,0.22,11.26,154.33,23,57.86,3.33,18,0.03,1.57,Calibri,10,0
ced533b4,Essay,High_School,Non_Native,1104,19.26,11,0.5,0.15,14.5,241.49,14,71.34,0.72,6,0.05,2.23,Helvetica,18,0
09d1152c,Essay,Undergraduate,Native,1526,14.09,8,0.58,0.18,9.66,111.63,25,27.27,6.54,2,0.06,1.0,Calibri,4,0
f50d73ac,Research_Paper,Undergraduate,Native,536,7.41,9,0.68,0.2,11.36,201.93,30,62.24,12.22,15,0.03,1.34,Arial,12,0
2af851cf,Essay,Postgraduate,Native,1054,17.04,9,0.46,0.13,9.09,201.49,22,38.58,2.86,7,0.04,1.98,Arial,17,0
f4bdb8dc,Lab_Report,High_School,Non_Native,922,19.32,11,0.67,0.21,9.22,168.26,23,43.94,0.96,6,0.06,2.31,Arial,20,0
83f6ddc9,Essay,High_School,Non_Native,1242,21.84,15,0.43,0.13,9.03,188.71,18,33.66,7.4,2,0.07,2.04,Times New Roman,1,0
b826d5f7,Lab_Report,Undergraduate,Native,1850,12.22,11,0.67,0.26,5.58,72.37,32,47.81,0.7,4,0.05,2.2,Helvetica,22,0
f4161cf7,Essay,Undergraduate,Native,1520,21.2,4,0.73,0.21,14.9,163.45,,54.49,,1,0.06,2.3,Helvetica,16,0
61641241,Literature_Review,Postgraduate,Native,1154,14.16,9,0.72,0.36,16.05,253.77,,15.25,5.77,,0.04,3.1,Arial,18,0
211cd8ef,Lab_Report,Undergraduate,Non_Native,1732,27.6,11,0.58,0.16,14.52,161.39,36,56.56,7.3,3,0.06,2.49,Helvetica,12,0
fa9bb05b,Lab_Report,High_School,Native,542,24.2,12,0.52,0.28,10.24,245.61,36,46.43,5.12,3,0.06,1.0,Times New Roman,12,0
6929cb7e,Essay,Undergraduate,Native,805,13.75,10,0.45,0.15,9.87,222.23,28,28.6,13.78,,0.08,1.0,Arial,5,0
9279a598,Research_Paper,High_School,Native,1059,13.19,5,0.53,0.11,12.64,104.47,,44.72,2.38,18,0.05,1.0,Calibri,1,0
3dd00f67,Essay,High_School,Native,1443,20.5,4,0.52,0.18,13.07,160.45,29,50.77,,,0.06,2.44,Helvetica,3,0
6d58332e,Lab_Report,Undergraduate,Non_Native,1161,16.63,13,0.43,0.16,13.23,191.39,27,57.32,3.81,1,0.06,1.66,Helvetica,3,0
2eab0663,Essay,High_School,Native,1214,21.9,9,0.71,0.14,8.08,259.65,23,38.85,6.04,4,0.05,1.47,Arial,9,0
07c1ea92,Research_Paper,Undergraduate,Non_Native,911,18.32,6,0.64,0.25,11.68,,26,23.56,15.47,19,0.04,1.47,Times New Roman,9,0
65c2bcf6,Research_Paper,Undergraduate,Native,1136,18.77,8,0.66,0.12,9.84,203.3,25,54.41,8.14,17,0.1,1.37,Arial,17,0
56eb6f65,Literature_Review,High_School,Native,1326,21.99,11,0.62,0.15,10.37,155.45,21,30.38,,28,0.06,2.01,Calibri,12,0
b9249aff,Essay,Undergraduate,Native,533,12.11,7,0.7,0.18,11.26,,20,62.09,,3,0.03,2.74,Helvetica,7,0
9a606198,Essay,Undergraduate,Native,1632,27.49,6,0.59,0.23,12.72,160.21,,31.68,0.88,4,0.07,2.2,Arial,16,0
699fa04a,Essay,Undergraduate,Native,864,15.49,8,0.57,0.24,12.34,194.29,,58.57,8.35,3,0.07,1.63,Helvetica,8,0
9a71de29,Essay,Undergraduate,Native,1688,17.39,11,0.57,0.2,7.53,209.56,22,51.59,16.23,2,0.05,1.53,Calibri,18,0
2d020bdf,Essay,Postgraduate,Non_Native,1071,8.62,4,0.6,0.15,13.03,124.55,19,45.49,6.7,1,0.01,2.68,Helvetica,6,0
c26f1685,Research_Paper,High_School,Native,917,19.17,5,0.53,0.24,11.5,155.25,27,16.1,23.01,17,0.05,2.57,Times New Roman,19,0
6bb1322a,Research_Paper,Undergraduate,Native,300,17.58,5,0.6,0.22,11.77,156.3,23,61.65,0.1,16,0.08,2.19,Helvetica,15,0
d35a24f4,Literature_Review,Undergraduate,Native,369,21.12,1,0.73,0.32,13.9,7.52,0,1200.0,2.13,14,0.08,2.21,Arial,5,1
e050f858,Essay,Undergraduate,Native,1149,13.32,7,0.54,0.2,12.47,63.47,20,54.2,6.86,,0.06,1.62,Times New Roman,11,0
4b23a133,Essay,Undergraduate,Native,947,12.33,10,0.59,0.16,8.88,242.62,26,61.03,12.63,4,0.07,1.59,Calibri,9,0
3bc0f38b,Essay,Undergraduate,Native,1261,18.01,7,0.6,0.32,8.89,252.78,25,73.59,2.74,,0.06,2.44,Helvetica,12,0
28ce1d8a,Essay,Undergraduate,Native,1089,22.33,1,0.75,0.41,16.33,1.6,,1200.0,1.13,,0.07,2.0,Helvetica,8,1
9899a955,Essay,High_School,Native,1290,8.25,10,0.51,0.19,12.96,163.24,28,52.66,6.77,4,0.03,2.37,Times New Roman,1,0
361cadc1,Research_Paper,Undergraduate,Native,1148,13.44,12,0.52,0.0,11.44,121.7,24,60.06,7.03,15,0.06,1.26,Times New Roman,14,0
0fa12a62,Essay,Postgraduate,Native,1185,7.98,7,0.86,0.14,12.35,,19,16.12,0.19,5,0.03,1.71,Times New Roman,8,0
827af84a,Research_Paper,Undergraduate,Non_Native,1581,12.19,10,0.61,0.11,13.87,143.04,25,63.74,4.16,18,0.06,1.14,Times New Roman,5,0
eed76ada,Essay,Undergraduate,Native,2478,16.43,9,0.59,0.24,10.87,170.3,22,42.33,,4,0.06,1.0,Times New Roman,0,0
16f5958f,Research_Paper,Undergraduate,Native,1070,21.64,2,0.77,0.38,13.76,23.72,2,1200.0,2.38,5,0.08,2.32,Arial,2,1
9d939134,Essay,Undergraduate,Native,1513,16.91,9,0.57,0.08,11.12,176.07,37,58.88,0.32,0,0.04,2.18,Times New Roman,20,0
d00b1e68,Literature_Review,Undergraduate,Non_Native,749,12.57,5,0.6,0.32,11.62,255.12,22,49.66,5.09,27,0.07,2.03,Times New Roman,5,0
b67b7ff5,Essay,Undergraduate,Native,1095,9.59,8,0.71,0.29,11.52,85.91,24,53.1,6.88,,0.04,2.29,Calibri,8,0
9d2c691c,Essay,Postgraduate,Native,1265,13.56,3,0.67,0.1,9.02,208.58,28,21.43,0.72,2,0.08,2.09,Calibri,19,0
033bdfe9,Essay,Undergraduate,Native,1328,21.24,9,0.67,0.28,12.15,108.38,29,61.03,12.71,1,0.03,1.0,Calibri,12,0
f85ebadc,Essay,Postgraduate,Native,542,18.07,8,0.61,0.23,12.29,150.85,24,71.25,,5,0.04,2.26,Arial,15,0
da8e93c2,Essay,Undergraduate,Non_Native,1404,10.82,11,0.44,0.15,10.46,137.5,,23.72,10.14,7,0.02,2.44,Times New Roman,7,0
35c872d4,Essay,Undergraduate,Native,1275,19.64,5,0.67,0.09,11.98,303.2,21,,4.24,1,0.03,2.94,Helvetica,10,0
7741bfa2,Essay,High_School,Native,825,16.27,11,0.57,0.16,12.7,95.3,26,45.32,14.9,6,0.06,2.15,Arial,11,0
39dd27a1,Essay,Postgraduate,Native,1287,19.54,14,0.48,0.17,11.95,231.33,18,49.34,1.07,0,0.05,1.53,Times New Roman,10,0
8a7356a3,Literature_Review,Postgraduate,Native,1461,22.81,12,0.71,0.3,12.31,120.62,26,43.0,7.52,32,0.09,2.4,Arial,21,0
77f2061c,Lab_Report,Undergraduate,Native,1341,11.86,4,0.64,0.28,8.07,154.83,28,76.08,3.2,2,0.03,1.79,Calibri,4,0
8c84244a,Essay,High_School,Non_Native,327,12.52,11,0.61,0.22,10.19,30.14,28,53.66,1.58,2,0.08,1.72,Times New Roman,16,0
e33b451a,Essay,Postgraduate,Native,1106,14.89,9,0.58,0.35,7.23,68.87,24,,10.14,4,0.06,1.45,Helvetica,11,0
ec0ab1fe,Essay,High_School,Non_Native,1461,9.58,9,0.52,0.23,15.96,198.5,30,72.66,5.56,4,0.04,1.38,Helvetica,10,0
d3124bc9,Essay,High_School,Native,796,24.76,4,0.6,0.25,13.09,243.06,22,42.96,6.68,0,0.05,2.2,Calibri,12,0
de2ed74a,Research_Paper,Postgraduate,Native,1472,15.95,9,0.78,0.22,12.87,175.27,,52.48,13.83,20,0.05,1.81,Helvetica,13,0
4c0412bf,Lab_Report,Undergraduate,Non_Native,1400,5.0,10,0.56,0.06,11.51,153.37,,37.65,9.81,,0.07,2.2,Times New Roman,14,0
e64cdbe8,Literature_Review,High_School,Native,2121,13.25,13,0.64,0.14,12.03,215.8,,,13.45,27,0.07,2.12,Helvetica,23,0
c79c76a6,Literature_Review,Undergraduate,Native,489,19.76,6,0.55,0.19,10.46,258.63,23,50.38,18.59,26,0.05,1.76,Helvetica,22,0
d6e98cfe,Literature_Review,Undergraduate,Native,1818,13.33,11,0.5,0.16,14.04,48.61,24,21.19,4.19,28,0.02,1.62,Arial,15,0
94f86e3c,Essay,Postgraduate,Native,1454,13.28,12,0.52,0.1,8.73,191.97,27,36.67,7.6,,0.04,2.29,Calibri,12,0
2145e56a,Essay,Undergraduate,Native,2302,17.72,8,0.65,0.32,8.87,173.94,21,70.66,3.77,,0.04,1.0,Arial,5,0
fad33933,Literature_Review,High_School,Native,733,20.73,0,0.75,0.28,13.02,12.24,,1200.0,3.36,13,0.09,3.35,Times New Roman,1,1
8ca0917d,Research_Paper,Undergraduate,Native,1373,6.42,11,0.61,0.08,7.11,94.29,,37.15,0.45,18,0.07,2.08,Arial,6,0
903d6592,Lab_Report,Undergraduate,Native,1714,11.41,8,0.61,0.18,10.26,271.24,30,42.15,0.07,0,0.05,1.59,Times New Roman,13,0
8142eca5,Essay,Postgraduate,Native,1161,12.18,3,0.54,0.2,9.52,151.97,30,32.29,0.08,4,0.04,3.02,Calibri,21,0
13e20cf9,Essay,High_School,Non_Native,1552,18.88,14,0.54,0.22,9.48,178.92,23,,6.34,2,0.07,1.44,Times New Roman,1,0
dfb03b2e,Essay,Undergraduate,Native,1617,13.07,7,0.52,0.18,13.31,108.94,29,49.22,1.13,1,0.02,2.61,Times New Roman,2,0
9caa8f4d,Essay,Postgraduate,Native,489,14.89,9,0.58,0.18,11.44,196.1,20,55.09,8.5,3,0.05,1.8,Calibri,6,0
9bbdbf40,Research_Paper,Undergraduate,Non_Native,634,13.78,4,0.45,0.19,11.42,48.03,24,34.86,7.84,20,0.09,2.81,Times New Roman,8,0
d8b120cf,Research_Paper,Postgraduate,Native,1080,11.21,12,0.56,0.35,9.3,197.99,30,,3.39,14,0.02,1.64,Arial,20,0
3ef8f19b,Research_Paper,Undergraduate,Native,1867,20.36,6,0.65,0.05,13.32,201.08,26,64.51,0.36,18,0.06,1.97,Arial,6,0
dfb0ae90,Essay,Undergraduate,Non_Native,300,21.28,1,0.64,0.35,15.64,30.75,1,1200.0,,4,0.09,2.51,Calibri,17,1
56a45c3b,Lab_Report,High_School,Native,1311,17.88,9,0.61,0.1,10.03,193.47,30,34.15,14.24,0,0.05,2.19,Arial,3,0
f0844f70,Lab_Report,Postgraduate,Non_Native,1006,18.82,5,0.67,0.21,9.28,160.31,24,59.94,14.06,3,0.06,1.75,Helvetica,9,0
7e69999e,Lab_Report,Undergraduate,Native,1742,15.63,4,0.49,0.13,9.31,360.8,,29.94,23.26,6,0.06,1.31,Calibri,17,0
0ccc256e,Essay,Undergraduate,Native,1318,18.96,10,0.59,0.17,10.72,163.9,25,,8.24,2,0.06,1.0,Helvetica,10,0
9671a820,Essay,High_School,Native,968,16.83,9,0.64,0.15,8.86,104.21,21,54.69,2.27,2,0.04,1.53,Calibri,12,0
d001e130,Essay,Postgraduate,Native,1168,17.02,2,0.74,0.28,13.39,166.63,15,55.88,,4,0.07,2.58,Helvetica,6,0
6a7b21d7,Essay,Undergraduate,Native,1052,23.08,6,0.58,0.27,11.94,325.51,23,36.8,0.75,6,0.06,2.41,Calibri,12,0
590b560a,Research_Paper,Undergraduate,Native,1525,21.65,1,0.8,0.4,15.68,12.17,5,1200.0,1.72,8,0.08,2.96,Helvetica,1,1
c3465996,Essay,Undergraduate,Native,1555,9.6,7,0.67,0.19,11.28,192.06,23,36.67,6.8,3,0.04,1.0,Helvetica,14,0
5bdf6a7d,Lab_Report,Postgraduate,Native,1141,16.19,6,0.62,0.23,9.87,239.54,21,32.4,6.71,3,0.06,2.21,Times New Roman,11,0
e23906f8,Literature_Review,Undergraduate,Native,1586,6.3,8,0.64,0.14,14.09,225.95,21,53.82,0.1,,0.07,2.72,Arial,5,0
1745327e,Literature_Review,Postgraduate,Native,1002,9.61,12,0.7,0.23,14.09,53.02,,59.95,0.84,28,0.02,1.0,Times New Roman,4,0
0df45d1e,Lab_Report,High_School,Non_Native,1206,20.74,7,0.56,0.22,9.55,,24,,0.07,0,0.04,2.24,Calibri,16,0
d622386d,Essay,Postgraduate,Non_Native,1182,13.71,12,0.56,0.33,11.78,,,55.9,2.86,3,0.06,1.88,Times New Roman,1,0
c15fe239,Lab_Report,Undergraduate,Native,1496,8.21,7,0.57,0.24,8.78,223.71,24,22.24,6.07,3,0.07,1.43,Times New Roman,15,0
60f594a7,Research_Paper,High_School,Non_Native,1755,22.81,2,0.72,0.33,14.33,1.0,1,1200.0,5.39,3,0.07,2.48,Helvetica,18,1
3e0459ef,Essay,High_School,Native,1424,24.77,8,0.61,0.16,9.13,219.91,24,,8.82,5,0.04,1.89,Helvetica,12,0
360a3303,Essay,Undergraduate,Native,560,19.91,5,0.69,0.19,10.19,169.81,30,51.75,1.74,5,0.04,2.06,Arial,4,0
88f96e0a,Essay,Undergraduate,Non_Native,1205,14.6,5,0.79,0.25,10.18,247.95,22,52.52,7.66,3,0.03,2.91,Calibri,16,0
99404084,Essay,Postgraduate,Non_Native,496,26.13,2,0.57,0.22,10.87,180.21,18,,16.96,3,0.05,2.65,Calibri,8,0
5094f10e,Research_Paper,Undergraduate,Native,2076,25.55,6,0.53,0.22,8.94,123.11,21,,16.05,17,0.06,1.6,Arial,17,0
dfb0ae90,Essay,Undergraduate,Non_Native,300,21.28,1,0.64,0.35,15.64,30.75,1,1200.0,,4,0.09,2.51,Calibri,17,1
89880edf,Research_Paper,Postgraduate,Native,1144,16.2,4,0.61,0.22,12.93,204.05,26,46.77,0.08,,0.03,2.37,Calibri,20,0
86ff28f3,Essay,Undergraduate,Non_Native,1608,21.31,3,0.72,0.36,13.42,,1,1200.0,3.85,1,0.08,2.54,Arial,3,1
05620ac4,Lab_Report,Undergraduate,Native,1081,21.43,1,0.78,0.32,14.22,27.42,2,1200.0,2.1,0,0.09,2.4,Calibri,3,1
39fc0e9c,Essay,Undergraduate,Non_Native,912,15.25,7,0.54,0.19,11.22,250.35,26,60.83,24.04,2,0.05,1.16,Calibri,22,0
568dccd6,Literature_Review,Undergraduate,Native,891,18.05,6,0.48,0.25,7.33,153.87,23,19.61,10.68,29,0.07,2.04,Helvetica,4,0
0e165b63,Essay,Undergraduate,Non_Native,529,21.04,0,0.76,0.36,15.44,2.45,,1200.0,3.19,1,0.08,2.78,Helvetica,10,1
191428e3,Research_Paper,Undergraduate,Non_Native,1055,16.44,7,0.76,0.22,9.55,207.88,27,31.31,9.01,19,0.06,2.19,Helvetica,7,0
3394c16b,Research_Paper,Undergraduate,Native,658,12.76,8,0.7,0.42,13.44,271.48,,50.26,,15,0.02,1.88,Arial,0,0
dc281879,Essay,Undergraduate,Native,1471,15.4,9,0.61,0.21,10.3,114.45,25,,14.01,2,0.03,2.5,Times New Roman,9,0
2c35c220,Essay,Undergraduate,Non_Native,1419,17.98,12,0.57,0.21,9.39,138.53,,32.14,7.31,2,0.02,2.31,Times New Roman,1,0
c64cc3d8,Lab_Report,Undergraduate,Native,1357,9.57,10,0.49,0.11,14.14,147.37,30,38.17,3.46,5,0.03,2.03,Arial,4,0
def5da51,Lab_Report,High_School,Native,649,19.56,7,0.73,0.27,12.05,154.09,27,38.0,0.41,2,0.05,2.71,Arial,11,0
1bf4762f,Research_Paper,Postgraduate,Native,1201,10.35,10,0.43,0.08,12.96,110.91,18,22.44,,,0.1,2.04,Times New Roman,14,0
d3c4fc72,Literature_Review,Undergraduate,Native,1775,20.84,7,0.67,0.31,6.56,168.5,30,50.32,24.86,32,0.06,2.72,Calibri,19,0
d21776b1,Essay,Undergraduate,Native,1399,13.67,5,0.67,0.39,14.31,188.63,29,64.24,4.05,2,0.06,2.58,Times New Roman,17,0
ee51dfdd,Research_Paper,High_School,Native,971,15.76,7,0.46,0.25,13.47,242.76,29,69.76,6.6,17,0.04,1.92,Times New Roman,1,0
83b6fa1f,Literature_Review,Postgraduate,Native,1391,11.06,5,0.54,0.07,14.18,227.2,,57.57,3.09,27,0.05,1.47,Calibri,17,0
9ea4d782,Essay,Undergraduate,Native,1503,17.6,2,0.52,0.05,9.21,237.9,20,23.27,13.71,3,0.04,2.15,Calibri,3,0
22a34c75,Literature_Review,Postgraduate,Native,1456,16.61,10,0.46,0.07,6.76,78.45,22,,5.52,30,0.04,3.1,Times New Roman,6,0
0e0e96e8,Essay,Postgraduate,Non_Native,1118,22.04,1,0.74,0.28,14.02,6.12,3,,0.96,1,0.09,2.15,Calibri,20,1
ce9868e5,Lab_Report,Undergraduate,Non_Native,1331,26.84,8,0.52,0.29,8.91,102.64,33,29.7,4.39,5,0.04,1.57,Arial,17,0
792e1a6a,Research_Paper,Undergraduate,Non_Native,1093,22.8,0,0.79,0.3,15.47,11.34,2,1200.0,4.08,8,0.08,2.83,Helvetica,14,1
e26ffe91,Essay,Undergraduate,Non_Native,1188,11.04,7,0.58,0.23,6.62,189.59,30,51.14,16.92,6,0.06,1.0,Calibri,21,0
09122e5b,Essay,Undergraduate,Non_Native,1548,11.45,8,0.66,0.14,14.09,,17,55.61,0.01,4,0.03,1.67,Calibri,11,0
3e679f97,Lab_Report,Undergraduate,Native,787,19.66,7,0.55,0.26,8.81,,25,,18.53,0,0.02,1.0,Times New Roman,15,0
bbea3f8f,Research_Paper,Undergraduate,Native,300,13.5,6,0.69,0.2,5.27,115.91,26,52.5,,,0.04,1.81,Helvetica,20,0
cac22429,Essay,Postgraduate,Native,1192,16.03,4,0.72,0.24,12.2,,19,44.21,9.3,5,0.02,1.0,Calibri,10,0
55a552e6,Essay,Undergraduate,Native,1035,15.56,6,0.48,0.24,5.0,,28,65.16,22.78,1,0.07,2.85,Calibri,7,0
2b147907,Essay,Undergraduate,Native,1592,13.02,9,0.77,0.1,13.2,268.96,,75.27,,2,0.05,2.22,Calibri,16,0
139137cb,Lab_Report,Undergraduate,Non_Native,676,18.85,1,0.75,0.28,14.1,1.82,1,1200.0,2.4,0,0.07,2.93,Helvetica,1,1
93d7e7ee,Essay,Undergraduate,Native,1362,9.14,8,0.61,0.17,13.35,75.55,30,27.6,0.11,3,0.06,1.0,Arial,18,0
6135168d,Essay,Undergraduate,Native,1249,9.79,6,0.81,0.19,5.85,122.61,,50.45,2.81,6,0.08,1.92,Times New Roman,23,0
a0c5b024,Research_Paper,High_School,Non_Native,852,7.83,6,0.63,0.15,14.43,146.51,19,54.56,2.56,17,0.06,1.89,Times New Roman,14,0
a833f0fa,Essay,High_School,Non_Native,1291,21.12,8,0.67,0.13,12.31,260.04,16,50.88,2.05,4,0.07,1.95,Arial,14,0
6304ffb0,Essay,High_School,Native,1475,20.51,9,0.64,0.11,9.56,257.1,20,50.64,0.62,3,0.03,1.3,Calibri,7,0
c69b2463,Essay,Postgraduate,Native,1228,8.02,8,0.55,0.19,13.26,,,48.57,0.26,2,0.03,1.66,Times New Roman,9,0
577bb376,Literature_Review,Undergraduate,Native,767,12.53,9,0.66,0.11,10.06,94.18,28,56.92,1.18,33,0.03,1.86,Arial,6,0
ac1051dd,Research_Paper,Postgraduate,Native,654,23.17,4,0.42,0.25,12.21,240.63,19,44.36,4.51,13,0.07,2.88,Calibri,20,0
a6a252ec,Research_Paper,High_School,Native,1488,14.82,4,0.56,0.05,6.75,258.37,24,45.35,11.08,18,0.06,1.6,Calibri,8,0
73bbdaff,Essay,Postgraduate,Non_Native,649,21.21,8,0.49,0.34,7.84,185.43,25,57.31,2.48,5,0.05,1.6,Arial,14,0
0584c240,Essay,Undergraduate,Non_Native,1174,11.03,4,0.49,0.22,6.77,181.43,,39.05,3.91,2,0.06,2.65,Helvetica,4,0
0229c79c,Essay,Undergraduate,Native,1956,21.9,7,0.71,0.12,9.36,297.35,26,39.76,3.36,3,0.06,2.2,Calibri,17,0
4e33130f,Lab_Report,Undergraduate,Native,1169,10.42,8,0.56,0.12,8.24,230.63,18,36.17,15.56,5,0.08,1.33,Helvetica,17,0
c3972999,Research_Paper,Undergraduate,Native,669,21.96,3,0.82,0.22,13.97,1.49,,1200.0,11.48,6,0.07,2.74,Calibri,4,1
3325718b,Literature_Review,High_School,Native,1057,21.84,4,0.65,0.14,8.96,164.27,28,39.23,10.76,27,0.0,1.68,Times New Roman,12,0
db79547c,Research_Paper,Undergraduate,Native,1217,14.61,7,0.54,0.13,11.61,134.78,,65.09,0.43,21,0.07,1.44,Helvetica,10,0
86745f62,Literature_Review,High_School,Native,300,19.22,5,0.55,0.2,14.18,95.65,24,47.19,8.01,30,0.07,1.76,Times New Roman,19,0
48b8a2c6,Research_Paper,High_School,Native,1177,24.84,3,0.77,0.38,14.46,37.23,,1200.0,0.92,9,0.08,2.68,Helvetica,10,1
26dd83f1,Essay,Postgraduate,Non_Native,1044,19.39,10,0.62,0.12,10.29,208.42,,44.71,2.54,,0.05,1.28,Arial,7,0
6ecb59bf,Lab_Report,Undergraduate,Native,1028,19.91,1,0.82,0.4,12.83,1.0,3,1200.0,0.1,3,0.07,2.47,Helvetica,12,1
3678ec09,Lab_Report,Undergraduate,Native,621,13.28,3,0.59,0.16,10.29,148.84,20,51.29,3.51,4,0.02,2.08,Helvetica,20,0
1101ce48,Research_Paper,Postgraduate,Native,849,20.49,5,0.5,0.22,10.79,300.61,,,14.4,18,0.01,2.16,Calibri,7,0
6b0d2b98,Research_Paper,Undergraduate,Non_Native,1906,20.6,2,0.69,0.35,13.09,47.51,2,0.0,0.01,6,0.09,3.15,Calibri,22,1
375741d8,Research_Paper,Undergraduate,Non_Native,734,15.57,47,0.42,0.36,10.27,1347.85,27,38.15,2.12,17,0.05,1.87,Helvetica,12,0
009a474b,Research_Paper,Postgraduate,Non_Native,1354,19.46,1,0.78,0.39,12.94,,,0.0,1.23,7,0.07,2.36,Times New Roman,22,1
e0847154,Essay,Undergraduate,Native,1544,14.76,4,0.58,0.14,10.68,157.48,29,69.45,1.17,2,0.06,2.39,Helvetica,4,0
d771d91b,Essay,Undergraduate,Native,407,23.7,11,0.65,0.18,9.82,177.13,29,48.77,6.93,2,0.06,1.94,Arial,17,0
9974342d,Research_Paper,High_School,Non_Native,415,9.64,4,0.56,0.17,13.59,129.87,24,57.38,3.78,21,0.07,2.16,Calibri,20,0
7a67ad7f,Research_Paper,Postgraduate,Native,962,10.79,11,0.49,0.12,12.86,130.16,33,36.86,23.15,13,0.07,2.38,Helvetica,15,0
bde0bdd8,Literature_Review,High_School,Native,1953,14.52,5,0.46,0.31,11.11,118.53,24,59.05,2.88,33,0.06,2.05,Helvetica,16,0
de6a25b8,Research_Paper,Undergraduate,Native,790,25.41,11,0.64,0.22,7.66,102.48,20,47.2,7.39,20,0.06,1.84,Times New Roman,19,0
3ae78acc,Essay,Undergraduate,Non_Native,1100,19.05,9,0.64,0.09,7.65,341.37,20,27.31,5.71,4,0.03,1.6,Times New Roman,0,0
675217ad,Essay,Postgraduate,Native,1515,21.9,0,0.82,0.52,12.05,14.22,1,,0.26,,0.08,2.41,Arial,1,1
e53e2d36,Literature_Review,Postgraduate,Native,1721,17.44,7,0.69,0.19,10.06,123.72,,50.31,5.13,29,0.01,1.64,Arial,8,0
9b61caf8,Essay,Undergraduate,Native,1376,18.27,6,0.54,0.06,11.74,176.38,26,,0.05,3,0.04,1.85,Times New Roman,17,0
f72fc2c2,Lab_Report,High_School,Native,1854,21.44,0,0.76,0.36,14.14,14.75,2,1200.0,0.57,3,0.08,1.9,Times New Roman,12,1
998dd0af,Research_Paper,Postgraduate,Native,1385,10.6,7,0.58,0.24,9.32,327.01,23,42.83,11.01,18,0.09,2.48,Calibri,22,0
f4c432be,Research_Paper,High_School,Native,804,12.41,5,0.55,0.1,9.32,135.7,25,33.41,17.73,18,0.04,1.97,Helvetica,0,0
10c4c39c,Essay,Undergraduate,Native,1050,10.35,6,0.59,0.09,11.69,200.79,22,,0.41,3,0.05,2.7,Arial,3,0
c2501cb5,Lab_Report,Postgraduate,Native,907,21.08,11,0.57,0.1,7.83,123.97,21,54.06,0.78,3,0.04,1.0,Calibri,22,0
98cf493b,Research_Paper,Undergraduate,Native,848,15.76,8,0.6,0.21,14.59,146.17,25,23.4,,16,0.06,2.68,Arial,11,0
7b419746,Essay,Undergraduate,Native,983,21.35,11,0.67,0.16,16.28,154.84,22,51.79,8.25,2,0.03,2.34,Helvetica,8,0
b140a10a,Essay,Postgraduate,Native,1146,14.45,8,0.73,0.16,5.83,,17,40.52,2.71,4,0.08,1.57,Helvetica,18,0
45ec3ed8,Research_Paper,High_School,Native,1200,24.24,2,0.77,0.3,12.74,7.99,1,,1.13,6,0.09,2.38,Calibri,8,1
