Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status
3253453C,Autonomous Vehicles,2020,UK,London,Series B,14.12,134.05,8.05,0.6,20.2,43,0,43,Tier 2 (Mid-size VC),None,Acquired
D2BA066C,Generative AI,2019,India,Delhi NCR,Series B,42.25,165.58,7.97,2.58,15.8,217,0,217,Tier 3 (Angel/Seed),High,Independent
7135B114,Robotics,2020,USA,New York,Series C+,0.0,1.76,0.07,0.74,0.0,42,21,21,Bootstrapped,Medium,Independent
1306D6DA,Generative AI,2020,China,Shenzhen,Seed,7.96,56.21,6.45,0.29,20.4,20,0,20,Corporate VC (e.g. Google Ventures),Low,IPO
2619C4F4,EdTech,2017,USA,Seattle,Series A,4.33,39.88,5.16,0.61,6.1,37,0,37,Tier 3 (Angel/Seed),Low,Independent
E8B574CF,Autonomous Vehicles,2018,Israel,Tel Aviv,Seed,1.68,30.0,1.57,0.77,1.9,47,0,47,Tier 3 (Angel/Seed),High,Independent
5A13B9EE,FinTech,2016,USA,Boston,Series C+,49.3,186.79,7.54,1.42,32.4,114,22,92,Tier 3 (Angel/Seed),Medium,Independent
5E308E83,Cybersecurity,2017,USA,San Francisco,Seed,0.0,10.93,0.44,0.51,0.0,34,0,34,Bootstrapped,Low,Independent
3A1046CF,Cybersecurity,2020,USA,San Francisco,Pre-IPO,92.21,864.86,40.52,6.22,14.6,360,0,360,Tier 3 (Angel/Seed),None,Independent
B4C16511,ClimateTech,2021,China,Hangzhou,Series A,12.12,65.53,3.5,0.59,17.6,46,11,35,Tier 3 (Angel/Seed),High,Independent
BEF18EA3,EdTech,2021,USA,Boston,Series B,14.77,143.34,9.92,0.33,34.3,32,0,32,Tier 3 (Angel/Seed),Low,Acquired
288AA74C,ClimateTech,2020,USA,Boston,Series B,13.63,140.92,8.03,0.92,13.4,58,0,58,Tier 3 (Angel/Seed),High,Independent
1E475BFF,Robotics,2021,USA,San Francisco,Pre-IPO,82.69,508.48,20.23,2.26,35.0,195,0,195,Tier 2 (Mid-size VC),Medium,Closed
889A8058,Generative AI,2022,USA,Boston,Pre-IPO,314.85,3192.39,109.08,20.8,15.1,1443,223,1220,Tier 3 (Angel/Seed),Medium,Independent
85A093CB,Autonomous Vehicles,2014,China,Shenzhen,Series A,18.08,178.59,9.43,0.31,44.1,25,0,25,Tier 3 (Angel/Seed),High,Independent
643A0D3B,FinTech,2024,USA,San Francisco,Series A,1.32,12.82,0.8,0.43,2.5,34,15,19,Tier 2 (Mid-size VC),Medium,Independent
9574C1ED,ClimateTech,2021,China,Beijing,Series C+,0.0,25.76,1.02,0.37,0.0,30,12,18,Bootstrapped,Medium,Independent
56D7BBFD,ClimateTech,2012,UK,Oxford,Series A,10.21,84.11,6.91,0.27,27.6,16,0,16,Corporate VC (e.g. Google Ventures),Medium,Independent
2864274E,Cybersecurity,2020,USA,San Francisco,Seed,0.32,18.44,2.35,0.12,1.5,6,2,4,Tier 2 (Mid-size VC),Medium,Independent
87DDDA29,Robotics,2012,Germany,Munich,Seed,2.38,17.92,1.41,0.55,3.7,44,0,44,Tier 3 (Angel/Seed),Low,Independent
02D8D72C,Cybersecurity,2019,USA,Austin,Seed,6.77,48.14,3.6,0.75,8.0,40,0,40,"Tier 1 (e.g. Sequoia, a16z)",High,Acquired
F4F31E53,HealthTech,2023,India,Delhi NCR,Seed,1.78,27.11,2.14,0.39,3.6,28,16,12,Tier 2 (Mid-size VC),High,Acquired (Fire Sale)
705A3231,Cybersecurity,2024,UK,Oxford,Series B,6.19,34.88,2.01,0.53,9.8,44,0,44,Tier 3 (Angel/Seed),High,Independent
91A47B57,Generative AI,2021,Israel,Jerusalem,Series C+,463.48,2505.91,429.83,25.96,17.8,2003,0,2003,Tier 2 (Mid-size VC),High,Closed
AAECD848,ClimateTech,2019,USA,Austin,Series A,0.0,1.48,0.07,0.14,0.0,11,5,6,Bootstrapped,High,Independent
6753CBC0,HealthTech,2020,UK,Cambridge,Post-IPO,361.97,1705.0,70.02,10.68,33.6,597,0,597,Corporate VC (e.g. Google Ventures),Medium,Independent
2210B8BF,HealthTech,2018,China,Shenzhen,Seed,4.33,54.41,9.95,0.38,9.0,37,21,16,Tier 2 (Mid-size VC),High,Acquired (Fire Sale)
E072D7FA,HealthTech,2019,USA,San Francisco,Seed,1.9,34.06,1.74,0.6,2.7,46,0,46,Tier 2 (Mid-size VC),Medium,Acquired
F8BC485E,Generative AI,2019,USA,Miami,Series B,0.0,24.76,0.87,0.5,0.0,33,0,33,Bootstrapped,Medium,Independent
44913451,HealthTech,2019,USA,Austin,Seed,4.62,27.54,1.71,0.34,10.5,18,10,8,Corporate VC (e.g. Google Ventures),Medium,Closed
C9CFABB7,Generative AI,2020,China,Beijing,Series A,13.03,145.34,9.18,0.52,21.0,32,0,32,Tier 3 (Angel/Seed),Medium,Independent
0B802D81,FinTech,2015,Israel,Tel Aviv,Series A,3.47,22.48,1.82,0.91,3.4,50,0,50,Tier 3 (Angel/Seed),Low,Acquired
1D63BC64,FinTech,2019,Japan,Kyoto,Series C+,45.08,520.23,22.38,3.85,11.4,196,105,91,Tier 3 (Angel/Seed),Medium,Closed
240CE307,Generative AI,2012,Germany,Munich,Seed,3.01,41.78,2.29,0.77,3.5,52,0,52,Tier 2 (Mid-size VC),High,Closed
85A75142,Cybersecurity,2016,USA,Miami,Seed,5.27,46.52,2.12,0.53,8.4,50,0,50,Corporate VC (e.g. Google Ventures),Medium,Acquired
784FD154,Robotics,2023,China,Shenzhen,Seed,1.27,23.87,1.14,0.74,1.5,42,0,42,Tier 2 (Mid-size VC),Medium,Independent
56AEF599,HealthTech,2013,Canada,Toronto,Seed,2.09,32.11,1.83,0.49,3.5,38,0,38,Tier 3 (Angel/Seed),Low,Independent
A18A2926,FinTech,2020,USA,San Francisco,Series C+,200.73,1234.58,45.19,16.77,11.9,931,605,326,Tier 2 (Mid-size VC),High,Acquired (Fire Sale)
F799A420,Robotics,2017,USA,Miami,Series C+,35.22,416.36,16.09,2.9,11.7,250,0,250,Tier 2 (Mid-size VC),High,Independent
9AD81E55,Generative AI,2019,Israel,Tel Aviv,Series A,9.98,90.7,4.22,0.64,13.5,35,0,35,Corporate VC (e.g. Google Ventures),Low,Independent
F79F2A87,Robotics,2021,USA,New York,Series B,7.93,58.94,4.33,0.2,26.4,19,0,19,Corporate VC (e.g. Google Ventures),High,Independent
15449CFE,FinTech,2022,USA,Miami,Seed,0.77,27.35,2.17,0.29,2.0,20,12,8,Corporate VC (e.g. Google Ventures),High,Acquired (Fire Sale)
9C101C59,FinTech,2013,China,Hangzhou,Seed,2.15,31.79,1.6,0.7,2.7,46,0,46,Tier 2 (Mid-size VC),High,Independent
45943852,Generative AI,2020,Israel,Jerusalem,Pre-IPO,868.05,7012.77,268.33,29.15,29.7,1869,0,1869,Tier 3 (Angel/Seed),High,Closed
A311ED86,Generative AI,2020,USA,New York,Pre-IPO,304.73,2056.14,114.06,13.97,21.7,886,0,886,Tier 3 (Angel/Seed),High,Independent
197C8372,HealthTech,2021,USA,Seattle,Series B,17.45,204.0,23.75,1.3,12.5,80,0,80,Corporate VC (e.g. Google Ventures),Low,Independent
27DA47C4,HealthTech,2021,USA,Boston,Pre-IPO,164.44,603.41,38.34,10.79,15.1,650,125,525,Tier 3 (Angel/Seed),High,Closed
3202EAB7,Robotics,2017,UK,Cambridge,Series C+,129.34,606.61,66.3,4.86,26.1,314,0,314,Tier 3 (Angel/Seed),None,Acquired
D725E4D0,FinTech,2020,UK,Oxford,Seed,1.88,38.3,5.03,0.52,3.0,31,0,31,Corporate VC (e.g. Google Ventures),Medium,Acquired
D54338FD,Generative AI,2014,USA,Miami,Series C+,130.21,438.97,69.79,4.93,25.9,428,107,321,Tier 2 (Mid-size VC),None,Independent
9785F90D,Generative AI,2018,USA,Miami,Pre-IPO,190.49,1532.65,113.58,6.26,30.0,603,0,603,Tier 3 (Angel/Seed),High,Independent
DC1BE1C1,Generative AI,2019,USA,Boston,Series B,88.1,415.09,14.35,1.83,45.6,167,0,167,Tier 2 (Mid-size VC),Low,Acquired
B9FE486C,Generative AI,2021,USA,Boston,Seed,6.99,44.27,1.73,0.76,8.1,47,0,47,Tier 2 (Mid-size VC),High,Independent
3273AE54,Generative AI,2021,USA,San Francisco,Series A,4.97,46.94,5.97,0.4,9.9,27,0,27,Tier 3 (Angel/Seed),High,Independent
F4DD55BE,Robotics,2022,USA,Boston,Series A,0.0,44.42,1.84,0.76,0.0,39,0,39,Bootstrapped,Low,Independent
75F90C2E,Cybersecurity,2018,USA,Seattle,Seed,0.28,12.4,0.67,0.26,0.8,15,0,15,Tier 2 (Mid-size VC),Low,Independent
8259882C,Generative AI,2020,China,Shenzhen,Seed,0.0,29.44,0.99,0.23,0.0,21,10,11,Bootstrapped,Medium,Independent
5D50524E,FinTech,2022,Germany,Munich,Series C+,28.54,237.5,17.47,0.8,31.7,70,0,70,Tier 3 (Angel/Seed),High,Independent
CDAAE988,Web3/Crypto,2012,China,Hangzhou,Seed,3.32,33.86,1.48,0.51,5.4,47,35,12,Tier 3 (Angel/Seed),High,Acquired (Fire Sale)
CEC78DBA,Autonomous Vehicles,2018,USA,New York,Pre-IPO,85.89,631.38,54.82,5.01,16.8,454,34,420,Corporate VC (e.g. Google Ventures),Low,Independent
E2CDD4FB,HealthTech,2020,USA,Miami,Series B,92.15,860.97,114.83,5.27,17.2,448,0,448,Tier 2 (Mid-size VC),Medium,Independent
F67A6FEA,FinTech,2021,India,Hyderabad,Seed,1.72,22.88,0.92,0.23,5.2,13,0,13,Tier 3 (Angel/Seed),High,Acquired
3C8D853D,HealthTech,2013,China,Shenzhen,Seed,0.42,22.72,3.48,0.63,0.6,48,0,48,Tier 3 (Angel/Seed),None,Independent
63023BC4,Robotics,2022,USA,Seattle,Series B,32.19,364.03,14.16,3.36,9.3,202,0,202,Tier 2 (Mid-size VC),High,Independent
B9AB216F,Autonomous Vehicles,2019,China,Shenzhen,Series C+,62.09,275.99,27.16,1.9,31.0,159,56,103,Tier 2 (Mid-size VC),Medium,Independent
E41F2B1F,ClimateTech,2020,Germany,Berlin,Post-IPO,492.04,2328.29,197.46,25.75,19.0,2561,0,2561,Tier 3 (Angel/Seed),High,Independent
B0438E70,EdTech,2020,USA,San Francisco,Post-IPO,741.05,8722.89,548.21,41.52,17.8,2583,0,2583,Tier 3 (Angel/Seed),Low,Independent
E11159CA,Cybersecurity,2018,Germany,Munich,Seed,1.46,34.78,1.27,0.56,2.2,46,21,25,Tier 3 (Angel/Seed),High,Independent
A769E50F,Generative AI,2014,USA,San Francisco,Series A,6.0,71.91,2.93,0.79,6.7,59,0,59,Tier 3 (Angel/Seed),High,Independent
79C7CB21,Cybersecurity,2020,India,Bengaluru,Pre-IPO,119.91,880.67,60.25,3.83,30.5,240,0,240,Corporate VC (e.g. Google Ventures),None,Independent
0F2CE1C4,ClimateTech,2023,USA,Seattle,Series A,4.26,51.22,4.44,0.78,4.8,41,0,41,Tier 3 (Angel/Seed),High,Independent
2EACE24F,Generative AI,2019,USA,New York,Series A,48.93,542.11,20.3,1.86,25.0,106,0,106,Tier 3 (Angel/Seed),Medium,Independent
DAFBAC38,Generative AI,2022,USA,San Francisco,Series A,11.98,147.69,11.11,0.61,16.9,49,12,37,Tier 2 (Mid-size VC),High,Independent
E0129C40,SpaceTech,2019,USA,Miami,Seed,3.18,43.97,1.63,0.29,8.2,27,10,17,Tier 3 (Angel/Seed),High,Independent
58780380,EdTech,2025,UK,London,Seed,2.12,25.22,4.05,0.77,2.4,41,19,22,"Tier 1 (e.g. Sequoia, a16z)",Low,Closed
38677DF0,FinTech,2022,India,Hyderabad,Series B,8.53,65.41,2.23,0.65,11.4,43,0,43,Tier 3 (Angel/Seed),Low,Independent
5ECB51A4,Web3/Crypto,2016,USA,New York,Series A,2.63,29.67,1.05,0.97,2.5,49,41,8,Corporate VC (e.g. Google Ventures),Low,Closed
A6323CF1,Generative AI,2012,Germany,Berlin,Seed,4.78,50.1,4.24,0.63,6.5,44,0,44,Tier 3 (Angel/Seed),High,Independent
35A35B63,HealthTech,2021,USA,Austin,Series B,104.15,654.09,37.55,4.06,25.0,344,0,344,Tier 2 (Mid-size VC),High,Independent
1DF0B917,Robotics,2019,USA,San Francisco,Series B,15.93,86.78,6.25,0.64,21.5,41,0,41,Tier 2 (Mid-size VC),Low,Independent
EA0C55C9,ClimateTech,2014,Canada,Vancouver,Post-IPO,617.38,6785.87,679.95,20.2,30.4,1535,0,1535,Tier 3 (Angel/Seed),High,Closed
1D401B85,Cybersecurity,2018,Germany,Munich,Series B,16.54,70.96,10.83,0.62,23.0,35,0,35,Tier 2 (Mid-size VC),High,Independent
0F62353E,Generative AI,2020,China,Beijing,Seed,4.78,57.46,3.15,0.41,9.4,22,0,22,Tier 2 (Mid-size VC),High,Independent
06AD7DE9,FinTech,2017,India,Bengaluru,Pre-IPO,43.5,170.75,6.58,1.86,22.2,146,0,146,Tier 2 (Mid-size VC),High,Independent
8328C158,Cybersecurity,2019,USA,New York,Seed,5.15,44.74,8.11,0.33,12.0,18,7,11,Tier 3 (Angel/Seed),High,Independent
3A06877B,Web3/Crypto,2019,Germany,Munich,Series B,19.67,154.36,5.64,0.65,26.2,45,31,14,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
C8DDAA4D,Generative AI,2020,USA,Boston,Series A,13.4,158.37,13.93,0.41,26.3,32,0,32,Tier 3 (Angel/Seed),High,Independent
E6011286,ClimateTech,2021,USA,Boston,Series A,0.0,12.62,0.67,0.41,0.0,27,0,27,Bootstrapped,Medium,Independent
20A169BD,Web3/Crypto,2021,USA,Seattle,Series A,4.98,33.56,2.95,0.33,11.6,27,21,6,Tier 2 (Mid-size VC),Low,Acquired (Fire Sale)
F2F772E4,Autonomous Vehicles,2017,Germany,Berlin,Seed,0.89,14.52,0.59,0.96,0.8,49,23,26,Tier 2 (Mid-size VC),High,Independent
6FF4BB32,Web3/Crypto,2020,USA,Miami,Seed,2.88,18.11,2.0,0.31,7.0,18,13,5,Tier 3 (Angel/Seed),High,Acquired (Fire Sale)
310D9F52,Web3/Crypto,2018,USA,Miami,Pre-IPO,82.59,302.56,20.55,4.05,19.9,401,0,401,Corporate VC (e.g. Google Ventures),Medium,Independent
E7AFCCDB,ClimateTech,2020,China,Hangzhou,Seed,1.65,24.14,0.92,0.39,3.4,39,0,39,Tier 2 (Mid-size VC),High,Independent
345605A4,Cybersecurity,2016,USA,Boston,Series B,0.0,31.92,1.53,0.31,0.0,30,0,30,Bootstrapped,High,Independent
278EBD70,ClimateTech,2019,USA,Austin,Series B,6.37,66.82,8.17,0.62,8.8,37,0,37,Tier 3 (Angel/Seed),High,Independent
30FC613D,Generative AI,2022,USA,Miami,Series B,0.0,17.7,0.75,0.24,0.0,21,0,21,Bootstrapped,Low,Independent
3C461C0C,Autonomous Vehicles,2020,USA,San Francisco,Series C+,19.27,132.1,7.6,0.64,26.0,62,0,62,Tier 3 (Angel/Seed),Medium,Closed
08EE085D,HealthTech,2017,USA,Miami,Series C+,75.68,803.53,36.49,2.25,32.2,139,0,139,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
2C62A25E,FinTech,2017,Canada,Montreal,Series B,8.79,109.42,11.98,0.62,12.2,57,0,57,Tier 3 (Angel/Seed),Medium,Independent
AAE1BC7D,HealthTech,2022,Israel,Tel Aviv,Seed,0.64,18.46,1.38,0.81,0.7,44,20,24,Tier 3 (Angel/Seed),None,Independent
283723EB,FinTech,2019,USA,Seattle,Series A,6.34,44.99,2.98,0.53,10.1,45,23,22,Tier 2 (Mid-size VC),Low,Closed
9307D8BD,Autonomous Vehicles,2017,USA,Austin,Series A,8.58,49.18,9.23,0.25,24.5,23,0,23,Tier 3 (Angel/Seed),Medium,Closed
EC5739A0,SpaceTech,2018,USA,Seattle,Series A,3.7,50.61,2.24,0.96,3.5,52,0,52,Tier 3 (Angel/Seed),High,IPO
3DA34481,Generative AI,2019,China,Hangzhou,Seed,1.73,14.3,1.02,0.4,3.5,31,0,31,Corporate VC (e.g. Google Ventures),Medium,Independent
35CF7D33,Cybersecurity,2015,China,Hangzhou,Series A,9.42,77.31,3.41,0.56,14.3,47,0,47,Tier 3 (Angel/Seed),Low,Independent
01C0EEE2,FinTech,2017,USA,San Francisco,Series B,27.6,336.4,12.39,1.5,17.2,79,0,79,Tier 3 (Angel/Seed),High,Acquired
9969FE59,HealthTech,2019,USA,Miami,Seed,0.83,19.06,0.75,0.79,0.9,49,0,49,Tier 3 (Angel/Seed),Medium,Independent
9F83326D,FinTech,2019,China,Shenzhen,Seed,0.0,45.57,2.64,0.4,0.0,38,10,28,Bootstrapped,None,Independent
AD26D2B6,Generative AI,2023,UK,London,Seed,2.39,37.12,1.28,0.51,3.9,43,0,43,Tier 2 (Mid-size VC),High,Independent
9EE504E2,SpaceTech,2019,USA,New York,Seed,6.48,52.6,7.06,0.47,11.4,35,0,35,Tier 3 (Angel/Seed),Medium,Independent
A0B16D78,Generative AI,2013,USA,Miami,Series A,39.41,440.71,18.32,2.01,18.7,183,0,183,Tier 3 (Angel/Seed),High,Independent
69BC8941,Web3/Crypto,2023,USA,Boston,Series A,5.34,72.0,2.94,0.83,5.7,54,0,54,Tier 3 (Angel/Seed),High,Closed
34C0435D,HealthTech,2019,UK,Cambridge,Series A,12.56,142.93,24.49,0.55,19.3,43,0,43,Corporate VC (e.g. Google Ventures),High,Independent
B7FB18F0,Robotics,2023,China,Hangzhou,Seed,4.63,60.99,4.01,0.53,7.3,38,0,38,Tier 2 (Mid-size VC),High,Independent
7153F743,SpaceTech,2018,UK,Cambridge,Seed,4.66,56.2,2.43,0.65,6.2,51,23,28,Tier 2 (Mid-size VC),High,Independent
1E8F6D55,Autonomous Vehicles,2021,China,Hangzhou,Seed,1.07,28.59,1.58,0.19,3.7,15,8,7,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired (Fire Sale)
0A962A6F,HealthTech,2018,USA,Seattle,Series C+,113.91,1080.69,88.42,8.54,13.2,456,89,367,Tier 2 (Mid-size VC),High,Independent
3175ED87,ClimateTech,2013,China,Shenzhen,Seed,6.58,36.59,2.76,1.11,5.4,59,37,22,"Tier 1 (e.g. Sequoia, a16z)",Low,Closed
64B00E34,FinTech,2013,India,Hyderabad,Series B,6.51,32.88,4.61,0.98,6.0,56,20,36,Tier 2 (Mid-size VC),Medium,Independent
3FA39416,Cybersecurity,2019,China,Shanghai,Seed,2.67,29.35,1.22,0.21,8.6,17,4,13,Tier 2 (Mid-size VC),High,Independent
B4E9FE95,FinTech,2020,USA,Boston,Series A,0.0,39.75,2.04,0.4,0.0,24,13,11,Bootstrapped,None,Closed
DF98E1C6,Generative AI,2025,China,Shanghai,Seed,1.21,13.18,0.44,0.43,2.3,22,9,13,Tier 3 (Angel/Seed),Low,Closed
DB740C19,HealthTech,2014,USA,Seattle,Series C+,19.36,181.5,11.8,0.48,33.4,42,0,42,Tier 3 (Angel/Seed),High,Independent
AB5AC360,ClimateTech,2013,USA,Miami,Seed,0.78,23.49,4.06,0.47,1.4,35,0,35,Tier 3 (Angel/Seed),Low,Independent
75DD8DF5,Cybersecurity,2024,USA,Seattle,Series A,6.61,89.68,7.68,0.47,11.6,29,0,29,Tier 3 (Angel/Seed),High,Independent
BD9C5AE4,Generative AI,2024,India,Hyderabad,Seed,2.64,29.01,1.17,0.77,3.0,43,0,43,Tier 3 (Angel/Seed),Medium,Acquired
21692B1A,Generative AI,2020,UK,Cambridge,Series B,17.33,121.28,6.85,0.96,16.3,75,0,75,Tier 2 (Mid-size VC),High,Acquired
45258084,Autonomous Vehicles,2020,India,Delhi NCR,Seed,3.44,35.95,6.96,0.23,10.4,23,11,12,Tier 3 (Angel/Seed),Medium,Independent
FC7130F2,SpaceTech,2019,UK,London,Series A,6.63,77.32,5.01,0.41,13.0,33,0,33,Tier 3 (Angel/Seed),Low,Independent
7AD37FB2,Robotics,2014,India,Mumbai,Series A,7.14,47.8,2.0,0.71,8.8,51,0,51,Tier 2 (Mid-size VC),Medium,Closed
776E92D2,Generative AI,2016,USA,Seattle,Series C+,150.96,1273.2,72.09,11.98,12.5,803,165,638,Corporate VC (e.g. Google Ventures),High,Independent
AEA5E1B6,HealthTech,2021,China,Hangzhou,Seed,2.19,33.24,3.59,0.3,5.5,29,0,29,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
D303AC3B,SpaceTech,2018,China,Shenzhen,Series C+,234.65,2540.64,94.6,10.03,23.2,751,0,751,Tier 3 (Angel/Seed),Low,Independent
72D8EA49,SpaceTech,2020,USA,Miami,Seed,2.32,23.68,3.73,0.41,4.5,24,0,24,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
3E97D7FF,Robotics,2020,USA,New York,Series A,7.66,86.21,4.01,0.94,7.4,61,27,34,Corporate VC (e.g. Google Ventures),Medium,Independent
349871C8,HealthTech,2023,Japan,Tokyo,Series B,0.0,19.13,1.25,0.64,0.0,38,0,38,Bootstrapped,High,Closed
DFBD8D6C,FinTech,2021,India,Mumbai,Series C+,69.99,359.86,43.94,3.77,18.1,364,0,364,Corporate VC (e.g. Google Ventures),Medium,Independent
24EE882D,FinTech,2020,USA,Seattle,Seed,2.39,17.28,1.56,0.83,2.6,53,0,53,Corporate VC (e.g. Google Ventures),Low,Closed
B5D3FBC1,Web3/Crypto,2017,USA,Austin,Seed,3.19,47.03,3.75,0.25,9.1,13,12,1,Corporate VC (e.g. Google Ventures),None,Acquired (Fire Sale)
D9955B95,Autonomous Vehicles,2018,India,Bengaluru,Post-IPO,248.66,1100.79,42.79,18.17,13.6,1128,386,742,Tier 2 (Mid-size VC),Low,Independent
46AC2B81,Autonomous Vehicles,2024,China,Beijing,Pre-IPO,131.07,1030.67,83.91,4.55,28.2,252,0,252,Tier 2 (Mid-size VC),High,Closed
3187AA66,Robotics,2016,Singapore,Singapore,Seed,0.97,22.96,1.61,0.23,2.9,18,0,18,Tier 3 (Angel/Seed),None,IPO
0E0A7F66,Robotics,2018,China,Shenzhen,Series B,6.78,51.15,2.31,0.82,7.4,64,0,64,Tier 2 (Mid-size VC),High,Independent
42397B49,Generative AI,2020,Germany,Berlin,Seed,5.63,66.92,4.29,0.83,6.1,52,0,52,Tier 3 (Angel/Seed),High,Independent
CD58530D,HealthTech,2020,China,Shanghai,Series B,72.8,384.19,40.39,4.21,16.9,295,67,228,Tier 2 (Mid-size VC),None,Independent
85528E54,Cybersecurity,2020,USA,Seattle,Series C+,167.2,1685.27,189.37,9.83,16.8,617,0,617,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired
85FBCDA5,Generative AI,2024,USA,New York,Pre-IPO,2061.62,19984.68,2083.87,20.76,98.8,1903,0,1903,Tier 2 (Mid-size VC),High,Independent
86F82C67,Robotics,2019,USA,Miami,Series B,55.44,464.31,42.9,6.36,8.6,398,0,398,Tier 3 (Angel/Seed),High,Closed
CEC41438,Web3/Crypto,2017,USA,Boston,Seed,0.98,20.23,1.0,0.38,2.0,22,14,8,Corporate VC (e.g. Google Ventures),Low,Closed
9907AC4A,HealthTech,2020,USA,New York,Series B,39.47,328.95,16.57,2.72,14.0,216,57,159,Tier 2 (Mid-size VC),Medium,IPO
A878A3C0,Generative AI,2019,USA,New York,Seed,2.65,46.59,3.77,0.63,3.6,52,0,52,Corporate VC (e.g. Google Ventures),Medium,Acquired
AB43B8A0,HealthTech,2014,Canada,Toronto,Seed,0.64,10.17,0.62,0.55,1.0,30,19,11,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired (Fire Sale)
684F9D58,Generative AI,2015,USA,Seattle,Seed,0.0,26.54,2.69,0.44,0.0,34,0,34,Bootstrapped,Medium,Acquired
51396DBB,HealthTech,2018,USA,Austin,Seed,4.24,53.55,4.11,1.06,3.7,56,25,31,Tier 2 (Mid-size VC),Medium,Independent
9CC16707,Web3/Crypto,2015,USA,Miami,Series B,13.44,158.66,7.28,0.47,23.6,31,16,15,Tier 3 (Angel/Seed),None,Acquired (Fire Sale)
C5E510B8,HealthTech,2019,USA,Seattle,Series B,15.89,128.96,5.84,0.88,16.2,50,0,50,Tier 3 (Angel/Seed),High,Independent
8AEF30E9,ClimateTech,2017,USA,Austin,Seed,3.66,34.54,2.43,0.82,4.0,46,20,26,Tier 3 (Angel/Seed),High,Independent
BE383070,Web3/Crypto,2013,USA,New York,Series B,100.8,1222.3,84.21,3.89,25.3,321,114,207,Tier 3 (Angel/Seed),Medium,Independent
03157461,Generative AI,2021,USA,New York,Seed,4.79,32.88,3.66,0.69,6.1,53,21,32,Tier 3 (Angel/Seed),None,Independent
C29C4FC9,EdTech,2013,USA,Miami,Seed,1.66,24.67,0.99,0.66,2.2,42,0,42,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
CC8DA7E0,HealthTech,2020,Singapore,Singapore,Series A,8.87,62.7,3.32,0.8,9.9,51,22,29,Tier 3 (Angel/Seed),Low,Acquired
7BC69933,FinTech,2019,Japan,Kyoto,Series A,15.74,132.05,22.31,1.42,10.4,79,37,42,Corporate VC (e.g. Google Ventures),Medium,Closed
258707DE,HealthTech,2016,USA,San Francisco,Series A,4.39,54.33,2.67,0.47,7.7,40,0,40,Tier 3 (Angel/Seed),High,Independent
C3ED23DE,ClimateTech,2023,USA,Seattle,Series C+,12.91,144.62,11.41,1.14,10.4,59,15,44,Corporate VC (e.g. Google Ventures),Low,Independent
FBC93368,HealthTech,2022,USA,New York,Series A,21.04,97.75,4.0,1.92,10.4,100,57,43,Tier 3 (Angel/Seed),Medium,Closed
2E615262,HealthTech,2024,USA,New York,Series B,2.9,45.78,2.73,0.25,8.3,17,0,17,Tier 3 (Angel/Seed),High,Independent
DA0E29C1,Robotics,2020,UK,Oxford,Series A,3.33,46.54,2.86,0.22,10.4,15,0,15,Tier 2 (Mid-size VC),High,Acquired
DB520474,Cybersecurity,2016,China,Beijing,Seed,0.82,21.18,0.93,0.48,1.4,35,0,35,Tier 2 (Mid-size VC),None,Independent
016D285E,Robotics,2015,France,Paris,Seed,0.95,28.55,2.48,0.17,3.5,10,3,7,Tier 2 (Mid-size VC),High,Independent
75AD5994,Web3/Crypto,2019,USA,Miami,Seed,1.55,23.84,1.45,0.62,2.2,47,28,19,Tier 2 (Mid-size VC),High,Closed
B7DA6F8D,Robotics,2023,USA,Austin,Seed,0.5,21.14,1.02,0.49,0.8,47,0,47,Tier 3 (Angel/Seed),Low,Acquired
0D112463,Robotics,2016,USA,Miami,Series C+,20.22,84.07,8.39,1.12,16.6,80,0,80,Tier 3 (Angel/Seed),High,Independent
B1174C08,FinTech,2021,USA,San Francisco,Series A,16.63,189.12,6.44,0.73,20.0,56,0,56,Tier 3 (Angel/Seed),High,Closed
BEC07076,Generative AI,2024,USA,Boston,Seed,11.76,113.15,5.3,0.38,24.5,37,0,37,Tier 2 (Mid-size VC),High,Closed
963E873D,ClimateTech,2013,India,Delhi NCR,Series A,4.52,26.56,4.88,0.6,6.5,30,9,21,Tier 3 (Angel/Seed),Low,Closed
D26C88E8,Robotics,2017,Canada,Toronto,Seed,0.9,22.04,1.23,0.73,1.1,38,0,38,Tier 2 (Mid-size VC),Medium,Independent
931F74FD,Generative AI,2020,India,Mumbai,Series A,26.71,195.95,16.72,2.25,11.4,167,50,117,"Tier 1 (e.g. Sequoia, a16z)",Low,Closed
09AEF880,FinTech,2020,USA,New York,Seed,2.38,29.99,1.79,0.6,3.4,37,0,37,Tier 2 (Mid-size VC),Low,Independent
