date,country,oil_price,oil_change_pct,shipping_pressure,fuel_price,inflation_pct,export_change_pct,import_change_pct,trade_pct_gdp,energy_dependency,oil_import_exposure,shipping_exposure,stock_index,stock_return_pct,market_volatility,shock_intensity,shock_period
05-11-2022,Saudi Arabia,94.65,9.43,120.63,2.4,3.71,-0.76,-1.13,59.62,-82.46,7.78,220.1,11942.66,-1.64,14.4,14.28,Baseline
05-11-2022,South Korea,79.37,13.52,104.02,1.75,2.26,-5.56,1.84,45.82,74.55,10.08,181.57,2939.11,0.46,10.19,9.67,Baseline
05-11-2022,UK,96.13,-1.26,87.25,1.77,3.73,2.61,1.07,31.96,34.44,0.43,117.3,8082.67,0.81,11.05,7.64,Baseline
05-11-2022,USA,77.35,6.71,68.66,3.72,2.7,3.93,8.49,32.33,-11.47,0.77,76.54,4928.33,2.27,15.22,16.65,Baseline
06-11-2022,China,80.68,-4.28,76.25,1.15,1.61,-7.75,4.68,28.07,20.31,0.87,91.74,3408.87,0.9,15.09,13.36,Baseline
06-11-2022,China,81.32,5.08,121.6,1.19,1.97,0.64,-0.23,40.56,17.11,0.87,142.41,3486.99,-2.31,17.81,13.85,Baseline
06-11-2022,Germany,97.54,4.79,112.26,1.88,2.91,5.28,8.4,45.27,61.17,2.93,180.93,15866.16,1.91,16.39,10.51,Baseline
06-11-2022,Saudi Arabia,81.1,1.09,115.93,2.41,3.73,-1.74,1.12,53.53,-75.73,0.83,203.72,11779.38,-0.45,11.98,8.81,Baseline
06-11-2022,Saudi Arabia,77.81,3.15,138.34,2.36,2.9,0.21,-2.81,71.95,-80.57,2.54,249.8,11900.29,-1.82,13.75,16.89,Baseline
06-11-2022,Saudi Arabia,83.04,-3.91,87.66,2.21,2.99,1.79,5.63,91.08,-80.78,3.16,158.47,11921.37,0.79,10.57,8.44,Baseline
06-11-2022,South Korea,91.28,-2.89,81.34,1.61,2.11,12.12,-1.42,57.21,78.7,2.27,145.35,2674.81,-0.15,10.52,9.91,Baseline
06-11-2022,UAE,88.46,-4.52,104.32,2.95,2.86,-4.22,4.86,78.93,-67.85,3.07,175.1,4403.83,-0.94,10.6,6.28,Baseline
06-11-2022,UAE,75.21,4.54,93.64,3,2.78,-3.63,0.69,37.6,-73.02,3.32,162.02,4536.77,-0.36,11.74,7.25,Baseline
06-11-2022,UAE,98.1,1.2,71.71,2.79,2.8,-3.07,2.55,34.81,-65.8,0.79,118.9,4414.97,-0.47,13.16,12.92,Baseline
06-11-2022,UAE,61,-0.77,137.32,3,2.82,-2.07,-2.18,28.47,-77.36,0.6,243.55,4587.55,-0.17,10.85,14.76,Baseline
07-11-2022,Germany,92.08,-3.27,92.95,2.08,3.25,-4.97,-2.63,43.21,57.78,1.89,146.66,16065.59,2.91,13.68,7.53,Baseline
07-11-2022,Germany,82.88,-3.8,80.66,1.88,2.03,6.95,3.6,53.04,61.63,2.34,130.37,16165.55,-0.71,13.69,11.43,Baseline
07-11-2022,Germany,81.65,-2.77,134.68,1.9,3.58,0.96,-4.65,42.13,61.23,1.7,217.14,15968.09,-0.5,12.19,15.17,Baseline
07-11-2022,India,82.62,-6.47,117.09,1.32,4.56,2.41,-2.34,46,38.57,2.5,162.25,17893.77,0.1,9.66,10.61,Baseline
07-11-2022,India,54.94,-3.25,128.38,1.44,4.88,-2.35,3.14,71.93,35.7,1.16,174.21,17975.4,1.04,10.82,13.06,Baseline
07-11-2022,Saudi Arabia,116.98,-1.72,132.51,2.17,2.27,-8.24,1.16,27.41,-82.7,1.42,242.1,11957.71,1.46,19.53,16.3,Baseline
07-11-2022,Saudi Arabia,88.2,1.95,126.24,2.38,2.77,-4.1,-2.29,26.79,-77.07,1.5,223.53,12102.07,2.22,15.05,13.17,Baseline
07-11-2022,Saudi Arabia,76.67,-2.46,62.14,2.26,1.68,-8.37,-1.65,44.08,-79.22,1.95,111.37,11855.07,0.78,10.99,15.64,Baseline
07-11-2022,UAE,93.83,3.49,68.48,3.12,2.77,-4.22,3.59,54.14,-71.99,2.51,117.78,4466.1,0.97,11.77,14.38,Baseline
07-11-2022,UAE,75.4,-3.55,101.77,2.93,3.54,-0.78,-1.87,60.28,-72.9,2.59,175.96,4446.23,1.51,14.08,6.17,Baseline
07-11-2022,UK,74.18,9.84,85.76,1.87,3.53,-2.4,-0.83,82.63,29.4,2.89,110.97,7964.14,0.21,11.91,11.78,Baseline
07-11-2022,UK,68.76,-6.37,65.37,1.57,1.92,-5.11,-6.07,74.86,35.88,2.29,88.82,7950.17,0.76,12.52,16.69,Baseline
07-11-2022,UK,114.52,2.62,102.93,1.99,2.86,3.61,3.33,40.04,36.35,0.95,140.35,8167.61,2.2,17.71,7.24,Baseline
07-11-2022,USA,87.31,-2.15,70.73,3.52,2.77,-0.24,0.23,44.77,-3.77,0.08,73.4,4772.79,0.1,8.12,12.08,Baseline
08-11-2022,China,63.96,-6.8,115.66,1.19,1.92,-0.16,-1.63,107.01,20.47,1.39,139.34,3292.15,-0.43,13.44,11.45,Baseline
08-11-2022,Germany,87.74,-1.15,93.59,1.97,2.66,4.32,2.8,24.38,62.71,0.72,152.28,15623.83,1.17,16.4,7.3,Baseline
08-11-2022,Iraq,82.48,2.25,105.33,0.74,4.19,3.25,6.85,96.91,-59.52,1.34,168.02,1191.03,-0.42,12.7,6.31,Baseline
08-11-2022,Iraq,105.29,-3.32,126.3,0.58,4.91,3.34,-6.26,73.29,-63.23,2.1,206.16,858.94,-2.67,16.39,14.13,Baseline
08-11-2022,Iraq,96.75,1.59,94.87,0.62,4.87,12.61,0.4,39.96,-59.16,0.94,151,860.26,-1.05,11.13,5.51,Baseline
08-11-2022,South Korea,91.84,5.02,86.98,1.74,1.78,-8.2,10.35,50.63,75.17,3.77,152.36,2593.05,0.99,12.04,9.53,Baseline
08-11-2022,UAE,90.36,2.45,83.69,3.04,3.17,2.23,5.15,64.58,-65.3,1.6,138.34,4528.62,0.75,11.82,9.42,Baseline
09-11-2022,China,61.11,5.01,62.73,1.22,1.44,-8.57,3.56,49.09,20.92,1.05,75.85,3103.2,-0.1,7.96,15.57,Baseline
09-11-2022,China,67.3,0.83,82.41,1.23,2.02,-6.79,10.84,60.47,21.46,0.18,100.1,3350.21,-0.31,13.55,9.67,Baseline
09-11-2022,Germany,70,2.41,59.26,1.95,2.36,1.04,-5.66,24.75,64.42,1.55,97.44,15970.38,-0.77,11.78,16.72,Baseline
09-11-2022,Germany,76.41,4.39,137.27,2.02,3.16,-0.98,-3.27,80.04,63.41,2.78,224.31,16024.82,-0.73,9.91,15.91,Baseline
09-11-2022,India,71.21,2.57,105.76,1.41,5.33,-0.9,3.77,33.96,37.03,0.95,144.92,18167.26,-2.36,12.69,6.56,Baseline
09-11-2022,Iraq,103.53,2.7,71.94,0.68,3.87,-0.58,4.39,19.95,-65.41,1.77,119,900.7,-0.34,9.98,12.49,Baseline
09-11-2022,Japan,84.19,-5.09,120.04,1.31,3.2,-1.44,-3.28,64.17,89.26,4.54,227.19,27995.19,0.34,11.39,11.47,Baseline
09-11-2022,Japan,56.72,2.34,58.84,1.51,2,-7.25,1.93,60.36,85.32,2,109.04,28049.33,1.79,13.63,17.37,Baseline
09-11-2022,South Korea,87.55,4.92,79.99,1.63,2.01,2.76,3.74,-5.74,78.23,3.85,142.57,2527.31,-0.06,10.62,11.16,Baseline
09-11-2022,UAE,62.03,0.92,119.16,3.1,2.21,1.34,-1.49,39.4,-66.51,0.61,198.41,4545.19,-0.31,11.37,9.53,Baseline
10-11-2022,China,110.37,-10.04,97.37,1.19,1.47,-7.92,-1.95,51.42,19.7,1.98,116.55,3055.79,0.42,9.8,7.74,Baseline
10-11-2022,China,98.14,0.67,86.75,1.34,1.09,-2.91,1.06,52.29,27.24,0.18,110.38,3318.06,0.03,9.44,7.07,Baseline
10-11-2022,Germany,96.91,-2.37,82.6,1.85,1.81,-4.12,-2.71,48.83,59.58,1.41,131.81,15898.67,-1.31,9.63,9.06,Baseline
10-11-2022,Germany,89.09,1.81,89.33,2,3.61,-4.47,-3.03,57.35,60.64,1.1,143.5,16306,-0.44,8.44,6.46,Baseline
10-11-2022,India,85.46,4.95,79.08,1.46,4.66,3.32,-17.29,40.23,34.43,1.7,106.31,17950.67,-0.92,14.43,12.58,Baseline
10-11-2022,India,66.02,-3.08,120.61,1.34,5.33,2.13,-9.65,36.72,43.04,1.33,172.52,17766.42,-0.78,10.84,10.67,Baseline
10-11-2022,India,108.84,-2.62,103.01,1.38,4.79,-1.57,2.96,43.26,34.91,0.91,138.97,17996.14,-1.27,13.83,6.1,Baseline
10-11-2022,Japan,45,-1.3,133.43,1.47,3.1,-2.19,-7.2,73.91,86.72,1.13,249.14,27961.78,-1.8,13.23,14.52,Baseline
10-11-2022,Japan,72.62,3.65,67.01,1.45,2.2,5.95,3.73,29.97,86.7,3.16,125.11,27758.75,-1.88,10.93,14.64,Baseline
10-11-2022,Japan,103.62,-2.66,60.65,1.5,2.57,1.61,-2.7,61.29,82.73,2.2,110.83,28110.23,0.62,13.71,16.98,Baseline
10-11-2022,Saudi Arabia,81.71,-0.64,67.51,2.26,2.41,3.87,2.37,53.81,-79.59,0.51,121.24,11874.11,0.5,7.8,12.34,Baseline
10-11-2022,South Korea,93.07,-6.81,66.49,1.58,2.54,3.7,-6.72,55.12,74.57,5.08,116.07,2424.88,0.42,13.81,16.92,Baseline
10-11-2022,UK,69.55,-11.6,71.11,1.65,3.32,6.13,1.03,70.37,38.85,4.51,98.74,8138.93,2.98,15.2,17.87,Baseline
11-11-2022,India,84.71,-2.36,117.34,1.28,5.25,-0.11,2.79,100.7,33.1,0.78,156.18,17996.42,-0.66,10.74,9.37,Baseline
11-11-2022,Japan,110.49,-4.12,114.24,1.41,1.98,-3.3,4.47,29.39,77.31,3.19,202.56,28024.81,-2.43,14.97,10.41,Baseline
11-11-2022,Japan,85.49,2.19,124.37,1.49,2.66,-3.83,1.43,54.02,86.42,1.89,231.85,27930.09,-1.35,12.06,11.81,Baseline
11-11-2022,Saudi Arabia,89.42,-0.57,113.14,2.3,2.96,3.67,-11.07,42.02,-74.56,0.42,197.5,11937.22,2.95,15.82,8.92,Baseline
11-11-2022,South Korea,61.76,-2.34,93.56,1.61,2.93,7.75,-2.53,59.9,74.56,1.74,163.32,2894.86,-0.02,9.4,5.69,Baseline
11-11-2022,South Korea,99.35,-3.63,111.41,1.64,2.92,1.57,-1.69,30.15,73.97,2.69,193.82,2617.52,1.1,13.95,9.06,Baseline
11-11-2022,UAE,103.08,-8.74,127.76,3.04,3.12,1.05,-3.44,47.92,-69.36,6.06,216.37,4702.1,1.22,11.4,15.24,Baseline
11-11-2022,USA,98.14,-3.46,133.84,3.53,2.39,-1.05,7.88,33.07,-12.25,0.42,150.24,5175.18,0.15,13.96,15.72,Baseline
12-11-2022,China,87.17,4.4,114.68,1.26,2.38,-7.67,1.7,20.6,19.61,0.86,137.17,3095.3,-0.09,14.83,10.61,Baseline
12-11-2022,India,50.47,0.02,85.3,1.36,4.51,2,3.34,64.83,39.42,0.01,118.93,18095.15,-0.07,14.74,8.84,Baseline
12-11-2022,Iraq,59.96,1.17,51.84,0.7,3.81,-6.08,5.64,68.57,-65.12,0.76,85.6,1095.3,0.54,11.22,18.28,Baseline
12-11-2022,Japan,81.03,-3.61,93.82,1.55,2.59,4.13,4.99,51.79,84.8,3.06,173.38,27961.01,-0.23,10.31,6.39,Baseline
12-11-2022,Japan,85.62,-0.88,61.3,1.48,2.52,8.08,8.49,40.47,85.43,0.75,113.67,27949.49,-1.15,9.78,14.9,Baseline
12-11-2022,UAE,89.87,3.8,103.51,3.06,3.03,-2.77,-1.16,56.04,-70.26,2.67,176.24,4258.56,-0.55,11.61,6.06,Baseline
12-11-2022,UK,79.32,-1.22,123.56,1.78,3.37,-11.85,-0.17,65.88,32.9,0.4,164.21,8047.02,-1.2,12.74,11.38,Baseline
13-11-2022,Germany,66.56,5,95.98,1.86,2.92,5.49,-6.34,52.23,52.46,2.62,146.33,16275.31,0.2,10.67,6.41,Baseline
13-11-2022,Iraq,91.76,1.07,105.9,0.63,4.53,1.21,3.78,62.6,-59.11,0.63,168.5,749.51,2.06,13.31,6.19,Baseline
13-11-2022,Japan,99.37,2.86,102.07,1.5,2.95,7.17,0.58,50.51,80.8,2.31,184.54,27876.83,0.42,8.29,4.25,Baseline
13-11-2022,Saudi Arabia,88.17,3.38,119.26,2.3,2.67,-0.41,-1.02,24.9,-74.34,2.51,207.92,12041.45,-1.41,12.39,10.85,Baseline
13-11-2022,UAE,90.25,-1.07,113.45,3.07,2.86,-0.28,1.62,66.04,-71.03,0.76,194.03,4404.09,-2.33,13.1,8.39,Baseline
13-11-2022,UK,96.11,0.74,70.55,1.78,2.68,-14.64,7.3,21.61,36.22,0.27,96.1,7787.35,1.64,18.52,14.69,Baseline
13-11-2022,UK,78,-0.33,119.64,1.81,3.44,-4.41,3.12,65.3,33.36,0.11,159.55,7988.37,-0.64,13.67,10.12,Baseline
13-11-2022,UK,78.02,-0.52,109.58,1.72,2.79,-6.44,-3.34,73.14,31.43,0.16,144.02,8055.08,2.58,15.88,7.85,Baseline
13-11-2022,USA,60.79,4.82,166.76,3.42,4.14,-1.25,3.45,41.36,-7.89,0.38,179.92,4801.17,0.21,9.51,24.81,Baseline
13-11-2022,USA,68.88,4.35,121.99,3.5,2.99,5.18,1.85,25.2,-12.83,0.56,137.64,4879.11,-0.06,10.62,11.52,Baseline
13-11-2022,USA,87.24,3.55,126.72,3.5,3.06,-4.81,-4.91,82.6,-5.1,0.18,133.18,5026.83,-0.28,9.38,12.25,Baseline
13-11-2022,USA,99.43,6.6,107.12,3.52,2.96,-0.79,6.33,21,-11.56,0.76,119.5,4913.52,-0.89,12.97,8.67,Baseline
14-11-2022,China,91.73,-1.03,103.31,1.25,1.56,5.85,2.69,-14.91,20.53,0.21,124.52,3471.79,-0.64,9.36,4.21,Baseline
14-11-2022,China,71.22,-0.83,112.87,1.16,2.61,3.2,-3.64,25.6,20.76,0.17,136.3,3271.99,0.43,11.6,7.67,Baseline
14-11-2022,Germany,108.47,4.01,94.84,1.78,2.46,4.29,0.94,38.3,57.94,2.32,149.79,16167.08,2.5,17.55,8.42,Baseline
14-11-2022,Germany,90.81,-2.38,50,1.82,2.43,2.71,-1.05,73.54,62.56,1.49,81.28,16054.78,-1.26,11.14,19.29,Baseline
14-11-2022,Germany,96.78,-0.26,60.8,1.8,2.99,-1.08,7.81,38.57,62.72,0.16,98.93,16036.92,2.57,13.39,15.88,Baseline
14-11-2022,India,104.01,2.31,78.84,1.45,4.9,0.3,-2.94,66.39,40.66,0.94,110.9,17924.22,1.69,11.34,10.67,Baseline
14-11-2022,Iraq,62.45,0.99,106.83,0.71,4.4,3.68,6.87,46.96,-61.46,0.61,172.49,789.12,0.61,7.14,4.59,Baseline
14-11-2022,Japan,83.13,-9.31,98.62,1.35,1.45,-5.05,-4.88,29.73,89.31,8.31,186.7,28014.29,0.47,8.44,6.67,Baseline
14-11-2022,Japan,80.92,3.6,87.44,1.54,2.86,1.25,-2.27,16.21,88.33,3.18,164.68,27860.89,-2.9,13.65,9.3,Baseline
14-11-2022,Saudi Arabia,56.11,3.15,168.18,2.4,3.82,-1.58,-2.38,72.22,-79.29,2.5,301.53,11875.13,-0.71,9.04,24.43,Baseline
14-11-2022,South Korea,91.61,1.45,75.81,1.62,2.51,1.07,5.07,36.49,68.19,0.99,127.5,2594.79,-0.56,8.34,10.34,Baseline
14-11-2022,South Korea,78.37,4.53,91.4,1.64,3.27,5.48,-2.56,44.94,80.26,3.64,164.76,2540.97,-3.03,14.89,8.86,Baseline
14-11-2022,UK,91.76,-2.62,90.48,1.76,3.65,-1.79,0.69,6.03,32.86,0.86,120.21,8126.16,1.2,16.7,8.91,Baseline
15-11-2022,Germany,85.6,2.79,84.46,1.87,3.41,-1.17,0.12,55.33,58.67,1.64,134.01,16103.64,0.12,10.03,8.79,Baseline
15-11-2022,Iraq,94.79,-4.71,76.95,0.55,4.13,3.22,2.79,30.26,-60.02,2.83,123.14,887.04,1.38,16.43,13.73,Baseline
15-11-2022,Iraq,89.55,1.07,101.28,0.65,4.08,-3.81,4.13,32.83,-57.17,0.61,159.18,705.4,-0.86,10.29,3.9,Baseline
15-11-2022,UAE,103.03,-5.93,63.45,3.01,2.49,6.75,14.6,46.73,-69.86,4.14,107.78,4721.15,0.37,11.12,16.67,Baseline
15-11-2022,UAE,91.89,0.57,109.36,2.92,3.16,-6.93,10.21,65.54,-74.62,0.43,190.96,4661.91,2.38,12.82,6.88,Baseline
15-11-2022,UK,94.55,-2.57,81.54,1.84,3.3,4.01,1.87,48.42,34.17,0.88,109.4,8045.3,1.24,13.86,10.72,Baseline
15-11-2022,USA,83.65,-3.58,112.87,3.4,2.37,-6.41,7.07,51.67,-6.25,0.22,119.92,4994.15,-0.5,10.37,8.4,Baseline
16-11-2022,Germany,102.04,2.3,112.83,1.82,2.41,-0.67,0.32,37.27,59.76,1.37,180.26,15819.37,-1.95,11.2,8.13,Baseline
16-11-2022,India,98.47,-1.61,87.94,1.35,4.67,-1.81,4.03,73.6,34.53,0.56,118.31,18056.35,-1.69,13.56,8.33,Baseline
16-11-2022,India,84.62,1.62,78.75,1.44,4.38,-1.17,5.49,47.67,46.35,0.75,115.25,17825.74,1.85,12.49,10.77,Baseline
16-11-2022,Japan,101.77,-4.65,98.93,1.51,2.59,3.71,0.9,44.74,90.47,4.21,188.43,27717.04,-0.09,8.63,4.77,Baseline
16-11-2022,Saudi Arabia,87.55,-2.51,141,2.32,2.97,-0.55,2.73,62.56,-78.69,1.98,251.95,12236.24,-0.54,10.59,16.48,Baseline
16-11-2022,Saudi Arabia,102.88,-3.74,50,2.26,2.58,2.53,10.61,49.77,-85.88,3.21,92.94,12160.26,1.28,18.16,21.94,Baseline
16-11-2022,South Korea,88.62,3.43,128.67,1.52,3.38,-2.86,-1.9,52.99,73.09,2.51,222.71,2670.02,-2.52,15.36,14.58,Baseline
16-11-2022,UAE,84.04,-5.75,97.69,2.8,2.07,6.19,1.21,58.4,-76.14,4.38,172.07,4776.73,-0.16,9.62,5.88,Baseline
16-11-2022,UAE,70.93,0.4,55.47,3.04,2.38,4.14,2.35,47.13,-68.43,0.27,93.43,4620.94,1.75,13.27,17.5,Baseline
16-11-2022,UAE,73.17,0.31,146.95,3.01,2.54,0.97,-3.01,41.2,-69.41,0.22,248.95,4392.95,1.6,15.01,18.71,Baseline
16-11-2022,UK,81.9,4.32,94.64,1.94,2.94,-2.34,8.65,39.08,32.75,1.41,125.63,8249.56,0.21,10.11,6.37,Baseline
16-11-2022,USA,86.07,-0.91,123.47,3.5,3.56,-1.79,5.88,26.35,-8.5,0.08,133.96,4865.6,-2.45,15.8,12.14,Baseline
16-11-2022,USA,75.57,-8.64,120.54,3.37,3.34,1.58,6.1,41.83,-8.52,0.74,130.81,5094.07,-0.64,12.7,13.43,Baseline
17-11-2022,India,62,4.8,51.95,1.34,4.36,1.16,3.99,82.33,42.25,2.03,73.9,18075.22,-0.91,12.46,20.07,Baseline
17-11-2022,India,74.05,6.5,108.83,1.52,5.44,3.28,0.85,61.27,42.56,2.77,155.15,17918.12,-0.68,14.34,9.55,Baseline
17-11-2022,Iraq,94.43,-3.01,119.35,0.66,4.39,-2.19,-1.45,48.1,-62.37,1.88,193.79,816.03,1.71,12.95,10.89,Baseline
17-11-2022,Japan,63.82,1.22,76.27,1.64,2.56,-7.44,0.96,35.39,88.83,1.08,144.02,27918.36,0.47,11.07,10.93,Baseline
17-11-2022,Japan,79.59,2.26,63.91,1.41,2.4,0.76,1.14,43.58,89.15,2.01,120.89,28000.42,-0.75,8.93,14.41,Baseline
17-11-2022,Saudi Arabia,101.37,2.21,134.64,2.4,3.5,-5.01,2.75,13.82,-80.82,1.79,243.46,12283.74,0.08,9.65,14.17,Baseline
17-11-2022,South Korea,84.82,-2.18,93.32,1.53,2.67,-4.9,-9.05,60.92,74.22,1.62,162.58,2674.66,1.39,12.96,6.76,Baseline
17-11-2022,UAE,72.42,1.24,87.29,2.93,3.25,5.39,-4.38,63.49,-63.88,0.79,143.05,4647.95,1.22,9.99,7.31,Baseline
17-11-2022,UAE,89.01,1.59,77.32,2.91,3.07,8.86,5.55,73.15,-69.7,1.11,131.21,4496.71,0.18,9.19,10.2,Baseline
17-11-2022,UK,65.52,2.45,106.78,1.91,3.2,-2.63,3.78,30.55,38.16,0.93,147.53,8034.32,0.68,15.13,7.55,Baseline
17-11-2022,UK,111.89,-4.96,127.11,1.62,3.49,-2.44,-0.1,46.18,31.27,1.55,166.86,7808.4,1.41,14.12,14.35,Baseline
17-11-2022,UK,89.89,-5.87,86.37,1.71,3.68,-11.58,-4.37,56.7,33.02,1.94,114.89,8058.46,2.87,15.62,11.12,Baseline
17-11-2022,USA,103.83,1.93,91.73,3.31,3.3,3.62,-4.81,36.65,-10.36,0.2,101.23,5136.37,-0.41,10.13,6.29,Baseline
18-11-2022,Iraq,90.89,-1.79,50,0.72,4.69,-2.6,-7.26,49.36,-62.52,1.12,81.26,858.04,-0.98,15.71,20.43,Baseline
18-11-2022,Japan,79.13,-2.57,98.88,1.28,2.12,-4.99,11.26,71.13,86.72,2.23,184.63,27910.98,1.33,13.88,5.53,Baseline
18-11-2022,South Korea,84.91,-4.49,50,1.47,1.67,-7.48,2.01,88.9,77.67,3.49,88.84,2499.35,-2.37,11.2,20.16,Baseline
18-11-2022,UAE,69.59,0.81,101.67,2.87,3.23,-0.23,-3.01,26.01,-72.61,0.59,175.49,4496.71,-1.39,10.59,4,Baseline
18-11-2022,UK,83.2,1.3,111.64,1.83,2.21,5.5,0.84,24.45,36.63,0.48,152.53,8140.23,-1.46,9.91,6.98,Baseline
19-11-2022,Germany,84.75,-5.56,83.86,1.76,3.5,-7.24,0.35,72.17,61.95,3.44,135.81,15905.98,-0.54,9.6,9.95,Baseline
19-11-2022,Germany,73.97,3.31,74.14,1.83,2.5,2.33,6.05,52.42,57.1,1.89,116.47,15932.33,0.81,13.02,12.99,Baseline
19-11-2022,Germany,72.77,-3.77,94.01,1.84,1.14,-10.53,0.07,51.83,55.12,2.08,145.83,15825.55,-1.05,9.81,6.25,Baseline
19-11-2022,South Korea,84.8,1.76,89.28,1.65,2.42,0.64,-3.36,37.17,75.41,1.33,156.61,2645.15,-1.2,15.54,8.58,Baseline
19-11-2022,South Korea,74.41,0.01,91.75,1.52,1.5,-1.03,0.36,44.04,71.66,0.01,157.5,2723.75,-1.88,11.77,6.01,Baseline
19-11-2022,USA,85.18,-5.45,91.3,3.36,2.71,-7.8,-0.92,90.03,-13.71,0.75,103.82,5004.23,1.78,15.11,9.32,Baseline
20-11-2022,Germany,98.58,3.18,107.92,2.02,2.79,-0.01,5.65,17.48,60.3,1.92,173,16041.11,-1.95,17.81,8.99,Baseline
20-11-2022,India,70.75,-5.71,100.42,1.47,5.04,1.4,8.59,52.56,34.01,1.94,134.57,18160.59,0.77,12.14,6.05,Baseline
20-11-2022,Iraq,81.77,-0.11,107.11,0.69,3.97,4.18,-3.88,57.82,-54.1,0.06,165.06,980.34,-1.02,13.64,6.27,Baseline
20-11-2022,Japan,51.38,-0.93,146.4,1.56,3.33,-1.42,2.99,72.37,80.13,0.75,263.71,27906.11,2.33,15.38,18.91,Baseline
20-11-2022,Saudi Arabia,89.87,3.79,148.61,2.4,2.81,1.52,8.74,70.82,-86.31,3.27,276.88,11772.01,-2.79,16.93,21.18,Baseline
20-11-2022,Saudi Arabia,70.85,-2.84,107.34,2.29,2.72,4.51,-0.93,98.97,-83.96,2.38,197.46,11991.74,0.64,10.38,6.45,Baseline
20-11-2022,South Korea,104.2,3.37,109.81,1.69,2.23,8.2,4.41,34.53,74.44,2.51,191.55,2538.85,-1.03,10.8,7.53,Baseline
20-11-2022,UAE,85.41,4.29,95.47,2.97,2.96,10.04,6.6,-10.69,-65.98,2.83,158.46,4437,0.83,12.78,6.91,Baseline
20-11-2022,UK,84.93,-0.36,97.74,1.76,2.46,7.78,-8.5,74.34,36.83,0.13,133.74,7874.08,2.74,15.59,5.5,Baseline
20-11-2022,UK,73.28,6.16,118.88,1.92,3.86,6.91,-2.04,34.68,38.16,2.35,164.24,7942.26,-1.31,10.42,11.25,Baseline
20-11-2022,UK,72.62,-0.04,102.85,1.75,3.37,9.31,-2.36,55.36,36.83,0.01,140.73,8196.82,-0.3,11.96,4.46,Baseline
21-11-2022,China,76.96,10.88,50,1.37,1.28,-3.99,-3.15,19.2,14.95,1.63,57.48,3002.15,1.58,11.84,22.9,Baseline
21-11-2022,China,88.41,1.26,98.16,1.42,1.36,3.61,-0.26,75.68,12.6,0.16,110.53,3076.38,0.22,9.65,3.95,Baseline
21-11-2022,Germany,108.21,-3.42,66.81,1.78,1.92,5.72,4.05,44.48,62.6,2.14,108.63,16017.06,2,15.81,16.07,Baseline
21-11-2022,Germany,67.5,8.5,104.26,2.03,2.52,1.42,-7.32,43.21,54.97,4.67,161.57,15695.63,-0.9,10.02,7.68,Baseline
21-11-2022,Japan,98.84,0.38,80.74,1.37,3.04,-2.61,-5.16,111.89,83.87,0.32,148.46,28172.24,-0.18,14.63,10.32,Baseline
21-11-2022,Saudi Arabia,97.03,4.5,79.82,2.39,2.3,-10.16,-2.97,21.54,-78.94,3.55,142.83,11875.94,0.29,11.22,11.22,Baseline
21-11-2022,Saudi Arabia,100.21,-6.11,113.02,2.27,2.16,3.5,-0.51,19.93,-72.49,4.43,194.95,11982.63,-2.48,15.02,10.86,Baseline
21-11-2022,Saudi Arabia,94.45,-3.08,108.4,2.35,2,-4.64,1.85,56.93,-82.07,2.53,197.36,12229.05,2.65,14.98,8.25,Baseline
21-11-2022,Saudi Arabia,74.62,0.06,136.35,2.25,3,2.23,13.9,39.66,-80.08,0.05,245.54,12005.87,-1.2,15.51,15.58,Baseline
21-11-2022,South Korea,102.36,7.77,69.41,1.78,1.68,-4.65,-4.96,29.09,76.3,5.93,122.37,2473.67,-0.28,12.01,15.89,Baseline
21-11-2022,UK,106.27,-6.44,106.23,1.7,2.95,0.1,-1.74,0.95,35.52,2.29,143.96,7970.2,-0.31,9.93,7.42,Baseline
21-11-2022,UK,95.63,1.94,91.83,1.88,3.58,4.76,7.69,49.33,34.31,0.67,123.34,8135.85,1.21,10.92,6.5,Baseline
21-11-2022,USA,110.35,-1.88,88.19,3.59,3.06,-4.39,12.84,59.51,-6.52,0.12,93.94,5076.03,-1.84,12.33,7.99,Baseline
21-11-2022,USA,97.48,1.81,111.7,3.53,2.69,-8.35,2.86,41.03,-6.45,0.12,118.9,5011.73,-1.43,10.52,7.39,Baseline
21-11-2022,USA,81.28,4.03,74.22,3.56,2.18,4.46,3.24,53.67,-12.08,0.49,83.19,4968.44,-0.2,6.92,11.42,Baseline
22-11-2022,Iraq,89.16,1.53,104.49,0.84,3.8,0.31,4.84,55.61,-61.93,0.95,169.2,660.38,1.1,11.95,5.54,Baseline
22-11-2022,Iraq,82.31,3.73,91.84,0.72,4.74,-5.53,8.51,62.5,-61.06,2.28,147.92,562.72,1.38,13.57,8.01,Baseline
22-11-2022,Iraq,96.92,-0.57,111.86,0.85,4.19,-2.64,-5.71,51.16,-57.88,0.33,176.6,1154.36,2.01,16.29,8.67,Baseline
22-11-2022,Iraq,92.82,4.28,107.16,0.83,4.48,4.05,-6.65,11.11,-56.9,2.44,168.13,890.66,-1.76,15.42,8.49,Baseline
22-11-2022,Japan,72.35,-2.47,76.28,1.52,2.36,-3.14,2.66,63.57,82.9,2.05,139.52,27769.86,-2.96,16,12.9,Baseline
22-11-2022,South Korea,97.88,0.49,111.33,1.64,2.79,7.23,4.03,83.77,75.12,0.37,194.96,2585.09,-3.49,17.9,8.96,Baseline
