candidate_id,job_role,job_role_display,gender,age_group,edu_level,edu_level_name,years_experience,edu_relevance,P_mcq,P_desc,P_code,S_edu,S_exp,S_skill,S_cv,S_int,CSS,passed_hard_filter,relevance_label,w_edu,w_exp,w_skill,w_mcq,w_desc,w_code,W_CV,W_INT
CYB00057,Cybersecurity_Analyst,Cybersecurity Analyst,M,22-25,2,BSc,2.6,0.698,0.7151,0.8512,1.0,0.6392,0.8667,0.7681,0.7768,0.8333,0.8107,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00058,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,2,BSc,3.4,0.821,0.7908,0.9166,0.738,0.6884,1.0,0.8017,0.8484,0.8368,0.8414,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00059,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,2,BSc,4.8,0.757,0.9817,1.0,0.9425,0.6628,1.0,0.9653,0.9169,0.9821,0.956,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00060,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,3,MSc,4.9,0.857,0.9221,0.9279,0.5542,0.8228,1.0,0.7314,0.8437,0.8511,0.8481,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00061,Cybersecurity_Analyst,Cybersecurity Analyst,F,36-40,2,BSc,4.1,0.752,0.9543,0.7793,0.7219,0.6608,1.0,0.821,0.8516,0.8291,0.8381,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00062,Cybersecurity_Analyst,Cybersecurity Analyst,M,41-45,2,BSc,3.1,0.754,0.7539,0.9339,0.7137,0.6616,1.0,0.7414,0.8159,0.8269,0.8225,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00063,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,3,MSc,3.5,0.849,1.0,0.8715,0.9062,0.8196,1.0,0.846,0.8946,0.9234,0.9119,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00064,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,3,MSc,5.5,0.69,0.9971,1.0,0.9584,0.756,1.0,0.8136,0.8673,0.9907,0.9413,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00065,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,2,BSc,3.5,0.781,0.9379,0.9181,0.8946,0.6724,1.0,0.8511,0.8675,0.9203,0.8992,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00066,Cybersecurity_Analyst,Cybersecurity Analyst,M,36-40,2,BSc,5.4,0.712,0.8163,0.7371,0.609,0.6448,1.0,0.5846,0.742,0.7392,0.7403,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00067,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,3,MSc,2.1,0.815,1.0,0.8908,0.9967,0.806,0.7,0.8889,0.8062,0.9502,0.8926,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00068,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,2,BSc,1.2,0.801,0.799,0.6113,0.7765,0.6804,0.4,0.9279,0.6936,0.71,0.7034,0,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00069,Cybersecurity_Analyst,Cybersecurity Analyst,F,41-45,2,BSc,1.5,0.7,0.8779,0.7614,0.5352,0.64,0.5,0.7896,0.6583,0.7569,0.7175,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00070,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,2,BSc,1.5,0.704,0.885,0.7034,0.7034,0.6416,0.5,0.704,0.6201,0.767,0.7082,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00071,Cybersecurity_Analyst,Cybersecurity Analyst,F,41-45,2,BSc,3.8,0.556,0.7317,0.7834,0.7807,0.5824,1.0,0.5773,0.7263,0.7648,0.7494,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00072,Cybersecurity_Analyst,Cybersecurity Analyst,M,46+,3,MSc,4.3,0.77,0.752,0.881,0.9554,0.788,1.0,0.6208,0.787,0.8507,0.8252,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00073,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,2,BSc,3.7,0.859,0.8282,0.5383,0.5756,0.7036,1.0,0.5426,0.7349,0.6472,0.6823,1,1,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00074,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,3,MSc,3.2,0.791,0.7815,0.9561,0.9044,0.7964,1.0,0.745,0.8445,0.8847,0.8686,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00075,Cybersecurity_Analyst,Cybersecurity Analyst,F,36-40,2,BSc,6.9,0.599,0.9994,1.0,0.7585,0.5996,1.0,0.9349,0.8906,0.9515,0.9271,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00076,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,2,BSc,2.7,0.588,1.0,0.9465,0.7829,0.5952,0.9,0.9263,0.8509,0.9325,0.8999,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00077,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,3,MSc,5.3,0.856,0.9421,0.7415,0.8843,0.8224,1.0,0.8503,0.8971,0.8403,0.863,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00078,Cybersecurity_Analyst,Cybersecurity Analyst,F,22-25,3,MSc,3.3,0.793,0.8887,0.9732,0.7387,0.7972,1.0,0.9458,0.935,0.8967,0.912,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00079,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,1,Diploma,2.3,0.458,0.897,0.7668,0.7987,0.4232,0.7667,0.6293,0.6362,0.8188,0.7458,0,0,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00080,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,2,BSc,4.8,0.529,1.0,0.9917,0.9354,0.5716,1.0,0.9421,0.8883,0.9833,0.9453,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00081,Cybersecurity_Analyst,Cybersecurity Analyst,M,22-25,3,MSc,5.4,0.569,1.0,0.8196,1.0,0.7076,1.0,0.8605,0.8787,0.9188,0.9028,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00082,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,2,BSc,7.7,0.749,1.0,0.848,0.7641,0.6596,1.0,0.9414,0.9056,0.8844,0.8929,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00083,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,3,MSc,3.2,0.778,1.0,0.9671,0.8704,0.7912,1.0,0.9688,0.9442,0.9593,0.9533,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00084,Cybersecurity_Analyst,Cybersecurity Analyst,M,22-25,2,BSc,7.2,0.737,0.9812,0.7858,0.8461,0.6548,1.0,0.7448,0.8161,0.8663,0.8462,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00085,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,2,BSc,5.7,0.512,0.813,0.8512,0.8652,0.5648,1.0,0.7885,0.8178,0.8406,0.8315,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00086,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,2,BSc,1.6,0.696,0.79,0.8102,0.687,0.6384,0.5333,0.658,0.6104,0.7785,0.7113,1,1,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00087,Cybersecurity_Analyst,Cybersecurity Analyst,F,41-45,3,MSc,6.1,0.674,0.858,0.8232,0.6735,0.7496,1.0,0.7435,0.8345,0.8054,0.817,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00088,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,2,BSc,5.2,0.794,0.8965,0.7395,0.8295,0.6776,1.0,0.686,0.7942,0.8125,0.8052,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00089,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,3,MSc,5.3,0.855,0.8645,0.8192,0.9015,0.822,1.0,0.7172,0.8371,0.8515,0.8457,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00090,Cybersecurity_Analyst,Cybersecurity Analyst,F,46+,4,PhD,2.9,0.778,0.952,0.8096,0.8673,0.9112,0.9667,0.9293,0.9388,0.871,0.8981,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00091,Cybersecurity_Analyst,Cybersecurity Analyst,F,41-45,3,MSc,0.0,0.668,0.9276,0.7617,0.7677,0.7472,0.0,0.8573,0.5352,0.821,0.7067,0,0,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00092,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,2,BSc,5.4,0.813,0.9755,0.8409,0.7939,0.6852,1.0,0.7376,0.819,0.8786,0.8548,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00093,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,2,BSc,3.4,0.856,0.969,0.8031,0.6131,0.7024,1.0,0.653,0.7843,0.8232,0.8076,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00094,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,4,PhD,2.8,0.738,0.8473,0.7831,0.9546,0.8952,0.9333,0.9132,0.9166,0.8399,0.8706,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00095,Cybersecurity_Analyst,Cybersecurity Analyst,M,41-45,2,BSc,6.2,0.749,0.6886,0.613,0.8071,0.6596,1.0,0.5507,0.7297,0.6783,0.6989,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00096,Cybersecurity_Analyst,Cybersecurity Analyst,F,36-40,3,MSc,2.7,0.623,0.9246,1.0,0.9857,0.7292,0.9,1.0,0.9108,0.9707,0.9467,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00097,Cybersecurity_Analyst,Cybersecurity Analyst,M,41-45,2,BSc,4.8,0.741,0.8898,0.8698,0.705,0.6564,1.0,0.6762,0.7856,0.8438,0.8205,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00098,Cybersecurity_Analyst,Cybersecurity Analyst,M,22-25,2,BSc,1.6,0.716,0.9746,0.612,0.725,0.6464,0.5333,0.5844,0.5789,0.7615,0.6885,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00099,Cybersecurity_Analyst,Cybersecurity Analyst,M,41-45,2,BSc,1.3,0.556,1.0,0.9093,0.8909,0.5824,0.4333,0.7614,0.6108,0.9374,0.8068,0,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00100,Cybersecurity_Analyst,Cybersecurity Analyst,F,36-40,2,BSc,7.6,0.776,0.9399,0.6586,0.9198,0.6704,1.0,0.7715,0.8313,0.8093,0.8181,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00101,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,2,BSc,2.2,0.732,0.9854,0.6079,0.7326,0.6528,0.7333,0.6192,0.6659,0.765,0.7254,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00102,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,3,MSc,4.4,0.754,0.9888,0.8002,0.8503,0.7816,1.0,0.7318,0.8356,0.8762,0.86,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00103,Cybersecurity_Analyst,Cybersecurity Analyst,F,22-25,2,BSc,3.6,0.691,0.9345,0.8658,0.9323,0.6364,1.0,0.8129,0.8431,0.9031,0.8791,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00104,Cybersecurity_Analyst,Cybersecurity Analyst,F,22-25,2,BSc,1.5,0.75,0.7356,0.6857,0.6155,0.66,0.5,0.8839,0.7048,0.6891,0.6954,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00105,Cybersecurity_Analyst,Cybersecurity Analyst,F,22-25,4,PhD,5.5,0.886,1.0,0.8256,1.0,0.9544,1.0,0.7416,0.8746,0.9215,0.9027,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00106,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,4,PhD,5.6,0.704,0.8892,0.7373,0.7887,0.8816,1.0,0.8048,0.8885,0.8007,0.8358,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00107,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,2,BSc,8.1,0.75,1.0,0.871,0.8317,0.66,1.0,0.7745,0.8305,0.9083,0.8772,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00108,Cybersecurity_Analyst,Cybersecurity Analyst,F,22-25,2,BSc,4.8,0.802,1.0,0.8888,0.7184,0.6808,1.0,0.7398,0.8191,0.8936,0.8638,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00109,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,2,BSc,4.0,0.518,0.8465,0.9407,0.9587,0.5672,1.0,0.7379,0.7955,0.9113,0.865,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00110,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,2,BSc,5.3,0.533,1.0,0.8511,0.9616,0.5732,1.0,0.5786,0.725,0.9253,0.8452,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00111,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,2,BSc,6.1,0.607,0.7703,0.9224,0.8967,0.6028,1.0,0.9114,0.8807,0.864,0.8707,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00112,Cybersecurity_Analyst,Cybersecurity Analyst,M,36-40,2,BSc,4.7,0.601,0.7639,1.0,0.797,0.6004,1.0,0.9281,0.8877,0.8768,0.8812,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00113,Cybersecurity_Analyst,Cybersecurity Analyst,F,41-45,2,BSc,1.9,0.688,0.8777,0.9433,0.5388,0.6352,0.6333,0.8515,0.7319,0.8394,0.7964,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00114,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,3,MSc,7.0,0.667,0.8499,0.8163,0.8109,0.7468,1.0,0.6935,0.8114,0.827,0.8208,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00115,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,2,BSc,3.6,0.703,0.7094,0.8467,0.8425,0.6412,1.0,0.7335,0.8083,0.7978,0.802,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00116,Cybersecurity_Analyst,Cybersecurity Analyst,M,36-40,1,Diploma,3.3,0.401,0.8723,0.7263,0.7095,0.4004,1.0,0.8539,0.8143,0.774,0.7901,0,0,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00117,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,2,BSc,5.7,0.752,0.9947,0.712,0.9341,0.6608,1.0,0.7924,0.8387,0.8554,0.8487,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00118,Cybersecurity_Analyst,Cybersecurity Analyst,M,46+,2,BSc,6.3,0.66,0.8597,0.6473,1.0,0.624,1.0,0.8058,0.8374,0.7922,0.8103,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00119,Cybersecurity_Analyst,Cybersecurity Analyst,F,36-40,2,BSc,7.5,0.764,0.8237,0.7883,0.9236,0.6656,1.0,0.7329,0.8129,0.8277,0.8218,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00120,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,3,MSc,5.4,0.873,0.827,0.7589,0.8447,0.8292,1.0,0.6859,0.8245,0.7999,0.8097,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00121,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,2,BSc,6.1,0.791,0.7209,0.7364,0.8267,0.6764,1.0,0.6782,0.7905,0.749,0.7656,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00122,Cybersecurity_Analyst,Cybersecurity Analyst,F,22-25,2,BSc,4.9,0.745,0.9739,1.0,0.7653,0.658,1.0,0.8434,0.8611,0.9439,0.9108,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00123,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,2,BSc,2.4,0.551,0.7419,0.7358,0.9046,0.5804,0.8,0.8065,0.759,0.7717,0.7666,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00124,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,2,BSc,0.8,0.793,0.8873,0.9065,0.8295,0.6772,0.2667,0.8219,0.5986,0.8844,0.7701,0,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00125,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,3,MSc,6.9,0.701,0.9839,0.8868,1.0,0.7604,1.0,0.83,0.8756,0.9434,0.9163,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00126,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,3,MSc,1.6,0.954,0.934,0.7682,0.8017,0.8616,0.5333,0.8125,0.7246,0.8329,0.7896,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00127,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,4,PhD,4.7,0.823,1.0,0.7985,0.8156,0.9292,1.0,0.9522,0.9643,0.8724,0.9092,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00128,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,3,MSc,6.7,0.743,1.0,0.9119,0.9533,0.7772,1.0,0.8699,0.8969,0.951,0.9294,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00129,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,3,MSc,0.2,0.744,0.9895,0.6338,0.7138,0.7776,0.0667,0.5966,0.4473,0.7743,0.6435,0,0,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00130,Cybersecurity_Analyst,Cybersecurity Analyst,M,41-45,4,PhD,5.3,0.866,1.0,0.9805,0.9819,0.9464,1.0,0.9633,0.9728,0.9876,0.9817,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00131,Cybersecurity_Analyst,Cybersecurity Analyst,M,46+,2,BSc,3.5,0.741,0.9298,1.0,0.7867,0.6564,1.0,0.6372,0.768,0.9328,0.8669,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00132,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,4,PhD,3.6,0.826,0.9732,0.8132,0.8836,0.9304,1.0,0.8125,0.9017,0.8833,0.8907,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00133,Cybersecurity_Analyst,Cybersecurity Analyst,F,22-25,4,PhD,4.1,0.834,1.0,0.9388,0.91,0.9336,1.0,0.7658,0.8813,0.9545,0.9252,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00134,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,2,BSc,4.5,0.624,0.6406,0.9374,0.6968,0.6096,1.0,0.7597,0.8138,0.7854,0.7968,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00135,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,3,MSc,0.0,0.878,0.8111,0.6772,0.7431,0.8312,0.0,0.833,0.5411,0.7372,0.6588,0,0,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00136,Cybersecurity_Analyst,Cybersecurity Analyst,F,36-40,2,BSc,2.8,0.771,0.7337,0.6508,0.7966,0.6684,0.9333,0.7268,0.7874,0.709,0.7404,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00137,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,4,PhD,6.6,0.784,0.9182,0.9104,1.0,0.9136,1.0,0.9019,0.9386,0.931,0.934,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00138,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,3,MSc,4.5,0.85,1.0,0.855,0.9528,0.82,1.0,0.801,0.8745,0.9253,0.905,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00139,Cybersecurity_Analyst,Cybersecurity Analyst,M,36-40,4,PhD,4.0,0.556,0.9015,0.7807,0.7554,0.8224,1.0,0.9533,0.9435,0.8179,0.8681,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00140,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,2,BSc,0.0,0.727,0.7843,0.7078,0.6765,0.6508,0.0,0.7297,0.4585,0.7283,0.6204,0,0,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00141,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,2,BSc,2.9,0.527,1.0,0.9103,0.7817,0.5708,0.9667,0.8268,0.8246,0.916,0.8794,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00142,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,3,MSc,4.5,0.862,0.988,0.6907,0.9767,0.8248,1.0,0.8776,0.9099,0.852,0.8752,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00143,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,2,BSc,5.2,0.739,0.9051,0.927,1.0,0.6556,1.0,0.7714,0.8282,0.9339,0.8916,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00144,Cybersecurity_Analyst,Cybersecurity Analyst,M,36-40,2,BSc,8.2,0.541,0.9818,1.0,1.0,0.5764,1.0,0.9179,0.8783,0.9936,0.9475,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00145,Cybersecurity_Analyst,Cybersecurity Analyst,F,36-40,3,MSc,3.8,0.792,0.8333,0.6763,0.978,0.7968,1.0,0.7589,0.8509,0.7916,0.8153,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00146,Cybersecurity_Analyst,Cybersecurity Analyst,F,22-25,4,PhD,4.8,0.917,0.8833,0.8575,0.7926,0.9668,1.0,0.8349,0.9191,0.8536,0.8798,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00147,Cybersecurity_Analyst,Cybersecurity Analyst,F,36-40,2,BSc,2.8,0.508,0.9648,1.0,0.885,0.5632,0.9333,0.7734,0.7873,0.9647,0.8937,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00148,Cybersecurity_Analyst,Cybersecurity Analyst,M,41-45,3,MSc,5.6,0.78,0.9712,0.8531,0.8617,0.792,1.0,0.6269,0.7905,0.8962,0.8539,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00149,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,1,Diploma,5.0,0.537,0.9425,0.9537,0.9954,0.4548,1.0,0.9654,0.8754,0.9581,0.925,0,0,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00150,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,4,PhD,0.0,0.708,0.8346,0.5909,0.8012,0.8832,0.0,0.6905,0.4874,0.7183,0.6259,0,0,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00151,Cybersecurity_Analyst,Cybersecurity Analyst,F,26-30,2,BSc,4.8,0.615,0.8513,0.8074,0.7444,0.606,1.0,0.7133,0.7922,0.8102,0.803,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00152,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,3,MSc,7.7,0.627,1.0,0.8562,0.914,0.7308,1.0,0.9636,0.9298,0.9181,0.9228,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00153,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,4,PhD,3.2,0.742,0.9565,0.6411,0.4532,0.8968,1.0,0.7881,0.884,0.7139,0.7819,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00154,Cybersecurity_Analyst,Cybersecurity Analyst,M,26-30,3,MSc,1.7,0.769,0.8301,0.8434,0.6726,0.7876,0.5667,0.5093,0.585,0.8046,0.7168,1,1,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00155,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,1,Diploma,6.6,0.526,0.6731,0.8706,1.0,0.4504,1.0,0.7868,0.7941,0.8274,0.8141,0,0,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00156,Cybersecurity_Analyst,Cybersecurity Analyst,M,46+,4,PhD,6.8,0.902,1.0,0.8567,0.849,0.9608,1.0,0.6286,0.825,0.9053,0.8732,1,2,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00157,Cybersecurity_Analyst,Cybersecurity Analyst,F,31-35,2,BSc,4.2,0.633,0.8992,0.8367,0.7774,0.6132,1.0,0.9083,0.8814,0.8467,0.8606,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00158,Cybersecurity_Analyst,Cybersecurity Analyst,F,41-45,2,BSc,3.8,0.762,0.9472,0.9079,0.8733,0.6648,1.0,0.6531,0.7769,0.9147,0.8596,1,1,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00159,Cybersecurity_Analyst,Cybersecurity Analyst,M,46+,1,Diploma,8.0,0.494,0.9254,0.9053,0.7976,0.4376,1.0,0.7835,0.7901,0.8908,0.8505,0,0,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00160,Cybersecurity_Analyst,Cybersecurity Analyst,F,41-45,2,BSc,5.1,0.844,0.9791,0.7653,0.8688,0.6976,1.0,0.8357,0.8656,0.8608,0.8627,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00161,Cybersecurity_Analyst,Cybersecurity Analyst,M,22-25,2,BSc,2.9,0.8,0.7708,0.8821,0.9285,0.68,0.9667,0.7847,0.8275,0.8524,0.8424,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
CYB00162,Cybersecurity_Analyst,Cybersecurity Analyst,M,31-35,2,BSc,4.2,0.534,0.7541,0.9516,0.405,0.5736,1.0,0.7979,0.8238,0.7732,0.7934,1,3,0.2,0.35,0.45,0.35,0.45,0.2,0.4,0.6
