date,region,avg_temperature_c,precipitation_mm,co2_ppm,temperature_anomaly_c,humidity_percent
2013-04-19,East,16.51,76.51,400.9,0.87,59.08
2013-04-20,Central,14.31,78.69,401.3,0.47,57.42
2013-04-21,West,17.97,50.12,399.88,0.39,51.0
2013-04-22,East,18.32,67.73,399.47,0.61,78.69
2013-04-23,South,16.83,95.6,401.59,0.86,54.59
2013-04-24,Central,12.31,95.34,401.21,0.54,60.55
2013-04-25,Central,16.71,59.27,399.71,0.85,42.81
2013-04-26,East,20.39,63.48,398.74,0.3,75.61
2013-04-27,East,13.22,87.77,399.01,0.56,78.9
2013-04-28,West,24.0,22.48,402.71,0.59,75.15
2013-04-29,North,13.5,51.92,400.01,0.98,45.74
2013-04-30,East,15.74,93.39,400.43,0.67,72.29
2013-05-01,East,12.92,84.38,403.12,1.13,44.93
2013-05-02,South,16.5,69.23,399.27,0.2,65.7
2013-05-03,Central,8.64,22.35,399.87,0.65,67.46
2013-05-04,North,13.43,58.75,399.82,0.66,68.72
2013-05-05,South,11.24,45.25,403.41,0.8,71.42
2013-05-06,West,16.15,68.28,403.98,0.37,64.9
2013-05-07,West,19.59,39.77,402.13,1.12,41.45
2013-05-08,East,18.2,34.36,402.18,0.62,71.42
2013-05-09,East,6.13,8.38,400.15,0.29,66.17
2013-05-10,West,23.78,90.55,403.95,0.61,54.17
2013-05-11,East,16.79,50.01,401.44,0.52,46.17
2013-05-12,North,12.51,63.93,402.32,1.45,83.48
2013-05-13,East,16.24,59.94,400.9,0.93,79.78
2013-05-14,Central,16.32,33.31,400.66,0.63,73.47
2013-05-15,East,12.95,28.52,403.57,0.58,56.88
2013-05-16,South,16.41,34.87,401.89,0.9,34.8
2013-05-17,North,13.19,41.92,403.27,0.92,74.18
2013-05-18,South,14.0,69.17,401.48,-0.26,69.4
2013-05-19,South,12.87,40.11,399.84,0.81,60.5
2013-05-20,Central,9.89,103.66,400.24,0.63,78.5
2013-05-21,North,16.2,85.68,401.28,0.22,75.18
2013-05-22,North,17.96,80.21,400.2,0.88,67.11
2013-05-23,North,17.68,57.01,399.48,1.29,65.42
2013-05-24,North,18.9,97.86,402.96,0.79,65.61
2013-05-25,North,16.92,54.55,400.34,0.95,73.16
2013-05-26,Central,13.49,59.22,401.38,1.16,54.71
2013-05-27,East,18.98,64.25,401.62,0.37,70.11
2013-05-28,South,10.19,77.55,400.31,0.06,53.95
2013-05-29,North,12.02,75.92,403.37,0.82,81.04
2013-05-30,East,11.77,48.12,399.53,0.55,71.39
2013-05-31,East,19.94,46.68,401.61,0.21,56.74
2013-06-01,South,19.39,76.0,401.59,0.6,65.97
2013-06-02,Central,17.57,77.88,401.15,0.84,54.75
2013-06-03,West,19.91,50.17,399.3,0.58,83.05
2013-06-04,West,12.11,20.32,402.56,0.39,84.47
2013-06-05,East,17.02,54.82,402.38,0.56,73.35
2013-06-06,South,15.13,75.59,400.26,0.62,83.68
2013-06-07,West,19.01,105.14,402.34,0.05,66.82
2013-06-08,East,15.17,30.05,401.85,0.58,74.16
2013-06-09,Central,14.09,49.34,399.38,0.22,79.7
2013-06-10,West,17.79,50.26,400.03,0.83,64.93
2013-06-11,East,19.13,93.9,403.02,0.16,65.85
2013-06-12,East,12.96,59.13,401.79,0.93,76.2
2013-06-13,North,15.39,37.32,400.49,0.51,72.76
2013-06-14,Central,11.4,73.97,400.05,0.47,55.93
2013-06-15,North,5.64,49.88,400.58,0.72,38.76
2013-06-16,South,16.43,29.39,400.69,0.37,62.89
2013-06-17,North,18.07,37.68,400.1,0.72,39.84
2013-06-18,North,16.68,103.35,398.77,0.41,53.11
2013-06-19,West,7.83,69.61,403.1,0.47,54.51
2013-06-20,East,14.23,62.69,402.85,0.75,58.18
2013-06-21,Central,6.76,53.75,399.5,0.29,74.85
2013-06-22,North,21.11,67.3,401.62,0.25,77.45
2013-06-23,Central,11.29,67.01,400.07,0.71,71.1
2013-06-24,North,20.66,67.3,401.04,0.63,72.59
2013-06-25,South,19.42,62.87,400.92,0.69,72.87
2013-06-26,North,12.03,81.72,400.81,0.73,35.04
2013-06-27,West,11.11,60.58,404.46,0.65,65.12
2013-06-28,East,17.04,35.55,400.81,0.82,43.44
2013-06-29,South,12.26,44.69,400.26,0.67,71.11
2013-06-30,North,16.05,10.52,400.34,0.04,39.88
2013-07-01,Central,13.71,110.67,403.06,0.11,62.83
2013-07-02,South,8.51,81.57,399.03,1.22,71.57
2013-07-03,South,6.72,39.25,400.37,0.64,51.59
2013-07-04,North,16.55,52.95,403.69,0.93,76.54
2013-07-05,South,13.39,44.08,401.9,0.54,71.08
2013-07-06,Central,13.43,98.56,401.83,0.62,69.57
2013-07-07,South,18.43,24.5,404.75,0.51,73.38
2013-07-08,Central,20.34,62.86,401.93,1.38,60.69
2013-07-09,North,14.55,57.29,400.51,0.72,66.82
2013-07-10,East,14.28,80.67,401.15,0.48,65.12
2013-07-11,South,17.64,57.4,399.88,0.15,64.85
2013-07-12,East,10.22,16.04,403.48,1.24,56.94
2013-07-13,Central,16.54,53.72,402.47,0.6,50.09
2013-07-14,South,17.85,35.7,403.3,0.87,60.96
2013-07-15,West,18.37,61.99,403.44,0.9,60.3
2013-07-16,East,7.9,95.85,401.01,0.51,56.16
2013-07-17,South,12.6,16.51,400.22,0.85,75.22
2013-07-18,East,12.13,39.99,401.57,0.47,50.93
2013-07-19,South,16.05,46.18,400.35,0.35,62.94
2013-07-20,North,17.57,50.46,401.91,1.0,79.0
2013-07-21,East,21.64,78.5,403.37,0.6,75.91
2013-07-22,West,13.67,55.66,401.43,0.8,79.6
2013-07-23,West,13.66,70.4,401.92,0.77,57.91
2013-07-24,Central,20.25,44.36,401.56,0.84,74.41
2013-07-25,South,16.84,65.75,402.92,0.18,52.24
2013-07-26,East,20.72,79.44,400.72,0.48,61.69
2013-07-27,Central,16.81,41.69,398.43,0.55,62.82
2013-07-28,East,11.02,79.53,402.44,0.4,58.09
2013-07-29,South,10.32,61.31,403.23,0.78,60.66
2013-07-30,West,9.45,86.14,402.43,1.01,59.08
2013-07-31,North,18.3,54.96,400.81,1.06,53.21
2013-08-01,West,20.41,69.53,400.07,0.55,75.28
2013-08-02,Central,23.05,58.98,402.53,0.74,62.81
2013-08-03,North,19.03,57.59,402.0,0.79,67.42
2013-08-04,Central,20.31,66.47,401.61,0.84,66.97
2013-08-05,South,13.34,73.42,404.54,0.39,65.66
2013-08-06,North,11.03,28.76,400.4,1.2,66.11
2013-08-07,Central,19.06,95.84,404.49,0.94,61.33
2013-08-08,South,17.33,13.51,401.89,0.94,82.02
2013-08-09,West,16.09,42.88,399.09,1.02,74.13
2013-08-10,South,17.21,57.64,401.59,0.82,65.22
2013-08-11,East,16.95,70.31,403.3,0.35,59.64
2013-08-12,South,20.79,99.4,401.33,0.62,63.57
2013-08-13,South,20.84,13.54,399.67,0.16,70.01
2013-08-14,East,17.84,47.31,401.64,0.79,83.0
2013-08-15,Central,19.04,6.83,400.61,0.61,48.52
2013-08-16,Central,17.72,60.79,402.65,0.65,72.92
2013-08-17,South,13.82,66.79,403.08,1.02,78.52
2013-08-18,East,18.69,99.77,400.34,0.53,47.16
2013-08-19,East,10.09,63.02,400.88,0.59,62.83
2013-08-20,West,19.88,86.1,403.08,0.67,52.23
2013-08-21,Central,10.89,74.6,400.67,0.11,70.17
2013-08-22,North,16.81,49.12,400.34,0.58,60.7
2013-08-23,Central,12.28,24.78,400.2,-0.08,63.44
2013-08-24,Central,17.88,66.88,402.51,0.49,60.07
2013-08-25,West,15.53,22.7,402.45,0.92,73.64
2013-08-26,North,9.29,92.38,400.97,0.8,67.75
2013-08-27,West,17.35,55.95,402.02,0.49,67.77
2013-08-28,North,13.36,89.88,404.31,0.68,66.93
2013-08-29,South,19.19,47.99,400.57,0.35,71.87
2013-08-30,North,15.67,66.72,399.11,0.67,61.86
2013-08-31,West,17.25,65.23,402.73,1.55,85.41
2013-09-01,Central,11.84,58.87,401.89,1.22,50.18
2013-09-02,North,13.31,49.18,401.0,0.69,44.29
2013-09-03,North,13.84,69.81,403.05,0.72,43.3
2013-09-04,East,19.1,36.85,403.34,0.38,40.04
2013-09-05,Central,22.38,29.76,398.78,0.43,73.08
2013-09-06,South,12.45,91.07,401.12,0.78,71.62
2013-09-07,West,19.98,78.18,405.58,0.52,79.49
2013-09-08,South,6.99,61.65,402.99,0.94,52.32
2013-09-09,Central,10.9,101.63,403.14,1.14,73.95
2013-09-10,North,11.84,53.31,403.89,0.77,65.68
2013-09-11,North,10.26,93.07,402.17,0.71,67.0
2013-09-12,Central,9.34,64.39,403.35,0.17,72.51
2013-09-13,North,17.33,34.38,403.24,0.9,55.92
2013-09-14,North,14.82,106.2,402.98,0.33,96.05
2013-09-15,North,17.19,84.77,401.7,0.55,80.98
2013-09-16,West,18.44,56.97,402.45,0.97,58.62
2013-09-17,West,16.74,78.18,401.31,0.99,51.91
2013-09-18,East,18.31,49.91,402.23,0.54,63.95
2013-09-19,South,15.4,80.73,400.46,0.56,67.19
2013-09-20,Central,10.93,0.22,401.04,0.47,77.79
2013-09-21,Central,19.91,34.5,401.81,0.32,50.98
2013-09-22,Central,13.32,84.48,400.83,0.49,68.43
2013-09-23,East,11.94,53.76,401.49,0.2,46.65
2013-09-24,West,14.97,65.19,402.01,0.89,70.24
2013-09-25,East,12.03,26.33,402.87,0.8,63.71
2013-09-26,Central,14.01,106.2,403.7,0.85,88.24
2013-09-27,South,17.06,89.76,401.59,0.4,46.45
2013-09-28,North,17.08,54.98,404.3,0.32,81.45
2013-09-29,West,12.09,49.88,403.71,0.7,44.55
2013-09-30,West,13.73,85.74,403.07,0.7,49.07
2013-10-01,East,19.98,109.56,402.55,0.64,44.87
2013-10-02,West,17.67,83.84,402.81,0.6,68.0
2013-10-03,Central,23.99,114.3,404.12,1.2,50.92
2013-10-04,Central,20.41,36.94,404.19,0.81,48.82
2013-10-05,East,20.26,39.52,404.36,1.28,67.43
2013-10-06,Central,10.14,30.28,402.43,1.07,70.42
2013-10-07,South,18.74,71.04,403.21,1.2,65.48
2013-10-08,East,15.48,64.39,404.4,0.37,63.05
2013-10-09,South,13.48,56.2,401.46,0.87,86.95
2013-10-10,North,16.36,80.23,401.93,0.56,66.75
2013-10-11,South,19.47,90.81,402.44,0.19,74.67
2013-10-12,North,17.69,21.86,403.77,1.14,66.72
2013-10-13,North,12.18,45.08,403.8,0.6,51.83
2013-10-14,South,18.66,80.5,402.09,0.37,71.6
2013-10-15,East,13.14,48.31,400.19,0.57,57.13
2013-10-16,Central,16.56,40.04,402.83,0.45,63.91
2013-10-17,Central,14.48,85.46,401.09,0.48,68.66
2013-10-18,North,14.82,27.76,400.24,0.63,41.7
2013-10-19,North,18.76,52.46,400.59,1.21,45.69
2013-10-20,East,11.53,68.22,402.98,0.49,75.91
2013-10-21,West,23.48,45.65,404.55,1.19,57.04
2013-10-22,South,8.41,79.58,402.57,0.95,57.6
2013-10-23,North,13.3,45.78,402.84,0.81,67.0
2013-10-24,Central,17.18,95.22,404.3,0.92,60.37
2013-10-25,East,18.03,56.86,400.22,0.7,70.01
2013-10-26,South,15.3,76.78,403.33,1.08,64.39
2013-10-27,East,15.47,78.65,402.54,0.87,67.38
2013-10-28,South,17.34,44.31,403.42,0.2,56.58
2013-10-29,South,14.77,8.66,401.85,0.79,67.32
2013-10-30,North,21.27,69.02,401.36,0.93,78.26
2013-10-31,East,19.06,61.81,402.8,0.61,58.19
2013-11-01,East,19.19,73.9,405.08,0.74,75.98
2013-11-02,Central,11.84,54.34,403.9,0.52,64.38
2013-11-03,Central,15.38,49.24,401.86,0.29,73.81
2013-11-04,North,14.5,110.21,400.62,0.24,66.55
2013-11-05,North,11.68,23.19,400.12,0.24,64.6
2013-11-06,West,17.14,78.35,404.62,0.9,69.2
2013-11-07,Central,13.55,45.63,401.22,-0.04,79.56
2013-11-08,South,18.33,51.61,402.18,0.5,67.83
2013-11-09,East,11.42,52.07,404.66,0.47,70.74
2013-11-10,North,22.58,39.91,400.26,0.62,60.58
2013-11-11,East,12.12,74.28,404.93,0.15,83.85
2013-11-12,East,16.58,94.77,402.32,0.83,72.68
2013-11-13,West,18.87,71.75,400.99,0.32,65.93
2013-11-14,Central,13.42,62.58,402.35,1.05,63.53
2013-11-15,North,19.12,35.34,401.64,0.52,76.73
2013-11-16,East,10.79,72.92,403.4,0.68,57.73
2013-11-17,North,21.52,113.91,401.77,0.71,43.61
2013-11-18,South,15.77,50.48,399.89,0.78,65.87
2013-11-19,West,13.32,50.6,402.43,0.72,79.28
2013-11-20,South,14.51,45.97,400.74,0.58,84.1
2013-11-21,North,18.95,47.76,403.09,0.81,63.71
2013-11-22,North,13.37,8.63,401.01,0.85,65.52
2013-11-23,Central,12.71,70.13,402.07,0.48,71.23
2013-11-24,East,14.83,38.86,403.08,0.84,61.83
2013-11-25,East,11.0,19.74,402.5,1.07,71.2
2013-11-26,South,22.99,78.83,403.2,0.92,63.98
2013-11-27,West,13.45,32.95,403.86,0.99,77.14
2013-11-28,East,19.04,51.53,401.11,0.77,73.68
2013-11-29,Central,16.55,96.66,402.76,0.43,74.72
2013-11-30,South,11.78,24.77,397.87,0.47,62.54
2013-12-01,South,15.69,21.69,403.24,0.81,88.11
2013-12-02,Central,18.85,66.73,402.43,1.0,70.81
2013-12-03,West,14.96,88.74,401.42,1.55,67.97
2013-12-04,Central,20.49,20.64,403.37,1.01,55.87
2013-12-05,West,19.8,70.19,404.67,0.37,63.84
2013-12-06,Central,19.39,74.52,402.2,0.49,66.37
2013-12-07,Central,13.88,8.52,401.51,1.4,55.55
2013-12-08,North,11.4,79.96,403.18,0.65,61.49
2013-12-09,South,13.26,81.92,400.94,0.73,63.01
2013-12-10,Central,16.5,52.21,401.96,0.43,65.67
2013-12-11,Central,17.9,91.31,404.8,1.19,43.85
2013-12-12,East,7.03,88.41,403.06,0.87,63.38
2013-12-13,South,15.69,62.58,400.16,0.49,60.47
2013-12-14,East,16.35,48.71,400.29,0.42,64.75
2013-12-15,South,14.61,35.68,403.24,0.81,77.42
2013-12-16,East,20.89,59.06,404.3,0.74,89.63
2013-12-17,Central,17.41,74.24,400.59,0.97,73.14
2013-12-18,Central,20.96,51.9,403.7,0.89,50.19
2013-12-19,North,14.86,5.06,405.03,0.64,60.86
2013-12-20,East,19.47,91.72,405.88,0.56,72.15
2013-12-21,West,22.27,64.76,403.55,0.68,70.8
2013-12-22,North,20.97,50.51,403.82,0.56,76.85
2013-12-23,East,11.36,81.43,399.87,0.69,63.83
2013-12-24,East,14.71,98.12,406.23,0.73,60.64
2013-12-25,North,14.35,10.05,402.23,0.46,86.03
2013-12-26,Central,17.68,70.86,401.7,0.92,65.7
2013-12-27,East,18.47,24.33,402.72,0.62,52.8
2013-12-28,Central,12.37,72.48,405.38,0.48,82.7
2013-12-29,North,16.0,63.2,406.44,0.62,47.05
2013-12-30,Central,7.65,75.89,403.32,0.8,23.06
2013-12-31,South,21.5,47.52,404.64,0.76,74.23
2014-01-01,West,13.68,13.17,403.22,0.86,75.93
2014-01-02,East,15.95,48.74,401.6,1.0,69.97
2014-01-03,West,14.49,70.17,405.38,1.12,49.37
2014-01-04,Central,20.32,85.38,402.25,0.82,64.29
2014-01-05,East,4.38,30.7,405.49,0.41,61.66
2014-01-06,Central,15.67,85.68,405.14,0.65,58.55
2014-01-07,South,15.31,43.8,404.13,0.43,81.94
2014-01-08,North,13.92,69.06,405.96,1.24,52.44
2014-01-09,East,22.64,47.25,406.57,1.33,68.79
2014-01-10,South,12.19,64.55,402.97,0.93,79.33
2014-01-11,South,18.82,82.3,402.03,0.99,69.58
2014-01-12,East,17.16,29.32,400.45,0.81,79.89
2014-01-13,Central,20.78,43.0,406.63,0.85,71.76
2014-01-14,South,13.07,64.62,402.61,0.26,70.15
2014-01-15,West,12.81,120.04,404.98,0.72,69.4
2014-01-16,South,20.12,38.42,402.17,0.47,72.36
2014-01-17,Central,17.44,111.0,405.6,0.82,60.37
2014-01-18,Central,9.56,110.11,402.25,0.72,49.38
2014-01-19,West,13.58,57.57,401.53,1.32,76.45
2014-01-20,South,17.29,52.55,403.01,1.02,78.94
2014-01-21,Central,19.09,42.7,402.53,0.83,68.02
2014-01-22,East,13.02,58.29,404.24,0.66,58.42
2014-01-23,North,4.08,24.83,403.27,1.24,46.31
2014-01-24,North,17.84,58.09,404.3,0.73,66.03
2014-01-25,North,10.86,97.42,402.93,0.84,48.81
2014-01-26,South,7.67,44.72,402.38,0.76,47.13
2014-01-27,West,4.41,53.98,402.51,0.62,64.75
2014-01-28,Central,19.0,17.47,406.46,0.76,55.83
2014-01-29,East,16.26,69.35,403.74,0.16,69.14
2014-01-30,East,14.84,66.61,400.44,0.28,63.09
2014-01-31,South,21.3,61.59,402.64,0.85,57.72
2014-02-01,North,18.3,54.58,403.58,1.22,44.54
2014-02-02,South,22.21,52.68,406.21,0.85,54.77
2014-02-03,West,10.18,72.55,404.99,0.53,55.21
2014-02-04,West,15.61,59.28,402.08,0.31,50.3
2014-02-05,Central,9.28,67.87,407.09,0.98,61.05
2014-02-06,Central,14.83,65.37,403.43,0.58,51.23
2014-02-07,West,14.75,88.09,405.35,0.94,63.04
2014-02-08,West,18.26,76.92,401.76,0.87,67.88
2014-02-09,West,15.93,64.82,399.91,0.89,55.09
2014-02-10,South,18.24,97.96,401.4,0.76,70.1
2014-02-11,West,18.56,70.51,398.65,0.87,48.66
2014-02-12,East,24.37,92.62,406.7,0.72,51.65
2014-02-13,North,14.49,75.17,403.86,0.56,63.64
2014-02-14,West,11.99,13.95,402.16,0.46,73.24
2014-02-15,North,16.74,92.62,404.24,0.04,75.41
2014-02-16,South,12.54,63.38,403.85,0.7,84.35
2014-02-17,North,21.68,58.7,404.51,1.21,60.48
2014-02-18,South,14.62,67.03,405.4,0.97,63.47
2014-02-19,East,13.49,51.38,403.16,0.82,52.61
2014-02-20,South,13.87,65.68,402.28,0.54,49.95
2014-02-21,South,18.63,45.2,404.85,1.06,67.74
2014-02-22,Central,15.13,91.86,404.82,0.72,55.69
2014-02-23,West,13.19,57.16,403.78,1.23,79.79
2014-02-24,West,22.42,50.44,406.9,0.46,47.45
2014-02-25,East,12.33,36.88,402.99,0.53,70.84
2014-02-26,East,15.9,66.72,402.31,0.5,52.93
2014-02-27,West,18.37,64.68,404.29,0.31,55.15
2014-02-28,Central,9.23,69.71,402.66,0.48,71.47
2014-03-01,West,17.68,34.32,404.43,0.79,56.89
2014-03-02,Central,11.54,19.97,402.44,0.55,58.81
2014-03-03,East,19.05,75.64,403.1,-0.4,55.25
2014-03-04,North,11.91,97.12,406.55,1.08,86.42
2014-03-05,East,18.53,34.34,403.11,0.26,57.59
2014-03-06,East,20.19,99.74,402.53,0.94,65.62
2014-03-07,South,19.21,67.1,405.49,0.77,62.58
2014-03-08,South,16.77,59.82,402.17,1.4,67.66
2014-03-09,South,14.84,50.06,402.72,1.06,57.62
2014-03-10,South,13.46,25.39,404.63,0.61,62.59
2014-03-11,Central,21.65,84.69,405.18,0.55,69.73
2014-03-12,West,12.97,40.61,405.61,1.22,54.64
2014-03-13,North,11.62,40.5,402.67,0.32,78.07
2014-03-14,East,18.43,84.8,404.69,0.82,79.23
2014-03-15,Central,12.58,12.93,403.11,0.73,72.28
2014-03-16,North,11.97,21.91,402.91,0.66,65.84
2014-03-17,Central,9.99,59.55,405.63,0.87,29.11
2014-03-18,Central,13.84,67.33,403.01,0.83,70.09
2014-03-19,East,15.44,72.12,404.26,0.91,60.3
2014-03-20,West,16.74,52.46,404.09,0.81,62.04
2014-03-21,South,19.58,123.26,402.26,0.9,42.23
2014-03-22,West,17.88,54.3,405.32,0.8,70.92
2014-03-23,East,15.01,54.23,404.72,0.57,47.62
2014-03-24,East,14.98,40.08,400.91,0.77,66.42
2014-03-25,East,17.81,63.1,404.31,0.56,75.86
2014-03-26,North,20.86,75.37,402.75,0.54,59.37
2014-03-27,West,16.28,90.09,405.56,0.67,79.59
2014-03-28,West,13.9,22.77,401.76,0.74,56.04
2014-03-29,Central,11.8,53.85,403.4,0.78,72.21
2014-03-30,Central,9.99,71.17,404.49,1.05,49.34
2014-03-31,Central,18.44,74.68,404.03,0.63,77.37
2014-04-01,East,18.09,60.16,405.11,0.83,75.51
2014-04-02,West,18.09,73.56,401.69,0.81,70.62
2014-04-03,East,15.26,39.78,406.46,0.59,60.28
2014-04-04,North,21.4,98.95,404.78,0.8,48.18
2014-04-05,Central,13.84,84.82,406.04,1.08,60.31
2014-04-06,East,19.6,26.38,405.32,0.83,78.32
2014-04-07,East,15.62,33.12,404.0,0.85,66.56
2014-04-08,North,13.35,33.83,402.1,0.57,46.36
2014-04-09,South,18.15,76.95,403.19,1.37,51.5
2014-04-10,West,17.42,27.88,406.43,0.59,80.04
2014-04-11,South,17.21,51.72,406.13,0.28,70.85
2014-04-12,Central,16.11,71.37,403.13,1.04,50.19
2014-04-13,East,15.63,58.35,399.84,0.75,43.81
2014-04-14,North,25.34,66.47,403.76,0.69,57.5
2014-04-15,North,20.52,33.35,403.66,0.62,42.78
2014-04-16,West,18.67,74.87,403.72,1.34,63.13
2014-04-17,South,16.23,44.67,404.9,0.89,94.42
2014-04-18,West,19.81,51.88,405.43,0.95,45.84
2014-04-19,East,17.86,65.94,405.61,0.83,62.77
2014-04-20,West,15.89,62.58,404.8,0.87,80.74
2014-04-21,North,14.57,60.6,401.44,1.21,73.99
2014-04-22,North,15.46,41.23,403.64,0.71,63.22
2014-04-23,Central,3.1,52.51,407.62,0.35,63.24
2014-04-24,Central,16.63,60.05,404.73,1.05,51.13
2014-04-25,East,13.83,25.62,404.73,0.94,61.79
2014-04-26,South,22.16,48.44,404.73,0.82,67.92
2014-04-27,West,15.87,69.69,404.82,0.93,78.26
2014-04-28,East,11.03,28.06,400.63,0.68,57.56
2014-04-29,Central,15.59,88.91,403.85,0.8,62.72
2014-04-30,West,11.61,91.74,404.17,0.75,53.61
2014-05-01,Central,17.68,28.87,406.15,0.61,67.7
2014-05-02,West,16.95,93.94,404.31,1.15,74.41
2014-05-03,South,19.62,56.41,401.78,0.37,72.56
2014-05-04,East,12.63,70.46,404.9,1.5,50.96
2014-05-05,West,15.93,47.58,403.06,1.06,66.76
2014-05-06,North,10.33,83.08,402.45,0.26,56.87
2014-05-07,North,18.6,70.15,403.03,0.73,77.13
2014-05-08,West,17.87,39.65,405.11,0.74,63.06
2014-05-09,West,17.78,30.87,406.19,0.91,46.77
2014-05-10,West,15.8,23.49,405.04,0.5,62.36
2014-05-11,North,17.45,64.7,405.27,0.81,70.5
2014-05-12,North,22.21,74.31,405.04,0.76,67.93
2014-05-13,West,14.66,76.27,404.49,0.58,58.86
2014-05-14,Central,16.35,57.05,405.39,0.53,57.98
2014-05-15,Central,11.45,31.08,400.73,1.07,53.15
2014-05-16,South,12.33,42.95,404.53,0.29,60.26
2014-05-17,East,16.19,88.81,402.81,0.94,54.73
2014-05-18,Central,20.21,47.88,406.13,1.04,76.64
2014-05-19,North,14.77,63.59,404.17,0.73,54.19
2014-05-20,Central,14.86,33.11,404.45,0.82,66.47
2014-05-21,South,14.17,68.41,402.15,1.15,65.65
2014-05-22,South,13.66,48.56,405.95,0.59,76.35
2014-05-23,East,16.98,86.17,405.37,0.62,78.07
2014-05-24,Central,9.81,79.34,405.27,0.65,73.35
2014-05-25,North,20.93,47.61,403.23,1.15,69.24
2014-05-26,North,13.14,56.83,403.3,1.19,52.42
2014-05-27,West,18.69,46.22,404.8,0.38,52.17
2014-05-28,North,10.72,24.51,403.43,1.11,54.85
2014-05-29,East,18.48,38.56,405.14,1.05,74.02
2014-05-30,East,18.49,64.96,401.25,1.27,65.88
2014-05-31,North,17.34,68.13,403.77,0.92,75.42
2014-06-01,North,11.83,63.71,407.21,0.79,77.03
2014-06-02,West,16.8,52.46,405.18,1.15,56.29
2014-06-03,North,11.07,83.33,404.78,1.02,65.38
2014-06-04,West,14.8,61.59,407.52,1.48,64.84
2014-06-05,West,19.93,77.58,401.04,1.1,61.07
2014-06-06,North,19.0,15.66,403.33,0.85,58.58
2014-06-07,South,15.87,38.06,403.96,0.46,79.22
2014-06-08,South,11.91,67.09,405.86,0.64,65.62
2014-06-09,West,18.39,24.38,405.9,0.38,65.16
2014-06-10,North,15.89,54.69,403.29,0.75,55.37
2014-06-11,South,6.53,52.45,406.1,1.09,73.1
2014-06-12,North,18.94,99.69,404.0,0.81,52.94
2014-06-13,North,15.72,70.0,406.44,1.12,70.46
2014-06-14,North,20.62,64.15,403.08,0.91,70.79
2014-06-15,Central,11.43,80.92,404.45,0.69,60.05
2014-06-16,North,3.11,69.21,403.91,0.84,68.81
2014-06-17,Central,16.93,48.56,406.24,0.96,67.23
2014-06-18,West,16.98,86.79,403.88,0.86,64.53
2014-06-19,South,9.05,32.26,404.61,0.86,65.16
2014-06-20,South,11.9,68.08,405.44,0.58,65.74
2014-06-21,South,26.84,21.31,405.51,0.69,66.56
2014-06-22,South,14.59,65.1,406.03,1.49,65.72
2014-06-23,South,18.74,64.82,405.03,1.19,51.75
2014-06-24,South,13.22,101.91,404.09,0.38,63.17
2014-06-25,South,7.46,20.88,404.2,0.11,68.18
2014-06-26,West,15.14,44.98,404.77,0.84,66.17
2014-06-27,North,14.76,80.57,405.12,1.09,76.45
2014-06-28,East,14.22,68.38,404.53,0.66,72.44
2014-06-29,Central,15.36,64.51,404.79,1.13,54.56
2014-06-30,East,16.88,36.1,402.5,0.84,63.0
2014-07-01,East,15.22,45.23,405.78,0.77,61.26
2014-07-02,North,10.77,91.13,405.06,1.05,64.95
2014-07-03,North,17.77,58.71,406.3,0.66,64.96
2014-07-04,North,8.03,69.38,404.81,0.74,72.34
2014-07-05,South,7.62,57.12,402.21,1.02,67.13
2014-07-06,West,18.78,30.42,404.29,0.81,79.77
2014-07-07,South,17.85,83.35,404.54,1.4,67.89
2014-07-08,West,15.6,72.58,405.96,1.03,55.03
2014-07-09,West,10.24,117.64,401.75,1.01,59.39
2014-07-10,East,12.99,34.61,404.92,0.81,72.25
2014-07-11,East,14.78,80.56,405.64,1.09,45.63
2014-07-12,West,9.44,27.21,403.89,0.73,48.85
2014-07-13,West,12.87,63.93,405.0,0.91,65.13
2014-07-14,South,18.44,84.41,403.96,0.55,76.41
2014-07-15,South,21.54,8.2,403.81,1.14,80.68
2014-07-16,East,14.15,54.88,404.3,0.92,62.39
2014-07-17,North,18.86,45.92,403.86,1.42,77.73
2014-07-18,West,8.17,42.45,405.96,1.55,65.87
2014-07-19,South,18.47,69.63,403.84,1.06,46.62
2014-07-20,East,12.61,88.02,403.6,0.85,64.9
2014-07-21,South,17.06,56.67,407.61,0.55,57.57
2014-07-22,West,14.84,65.14,406.41,1.1,76.02
2014-07-23,West,21.11,62.86,402.19,0.9,64.69
2014-07-24,Central,12.33,60.05,403.84,0.99,49.67
2014-07-25,North,18.34,32.77,405.36,1.35,47.0
2014-07-26,Central,14.72,87.71,405.49,0.59,64.75
2014-07-27,East,15.2,67.38,402.78,0.56,35.96
2014-07-28,South,15.1,69.87,406.76,0.76,58.78
2014-07-29,East,12.45,39.84,406.27,1.08,67.77
2014-07-30,West,15.78,48.52,405.76,1.0,52.32
2014-07-31,Central,15.59,55.6,407.09,0.57,76.93
2014-08-01,Central,16.8,21.65,405.74,1.06,79.29
2014-08-02,Central,16.18,17.8,405.74,0.48,52.8
2014-08-03,East,19.03,44.98,407.41,0.59,61.42
2014-08-04,West,19.53,73.06,406.74,0.8,76.94
2014-08-05,South,11.64,43.67,403.83,0.67,64.98
2014-08-06,South,19.31,34.53,406.05,1.11,48.27
2014-08-07,East,11.09,39.63,404.12,0.93,63.28
2014-08-08,Central,18.19,48.62,405.88,1.37,54.76
