Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact,Age_Group,Usage_to_Sleep_Ratio,Wellbeing_Index,Is_Heavy_User,Sleep_Deficit
743,18,Female,Undergraduate,USA,3.7,Twitter,No,8.2,7.2,Positive,Teen,0.45,7.31,No,No
953,19,Male,Undergraduate,Other,2.0,Instagram,No,7.1,8.2,Positive,Young Adult,0.28,7.87,No,No
998,18,Female,Graduate,Other,4.2,Twitter,Yes,6.9,6.7,Neutral,Teen,0.61,6.21,No,Yes
802,21,Female,High School,Other,4.4,YouTube,No,6.2,6.3,Neutral,Young Adult,0.71,5.56,No,Yes
742,24,Female,Undergraduate,Other,4.5,YouTube,No,7.3,6.0,Neutral,Adult,0.62,5.9,No,No
224,24,Female,High School,Other,5.7,Facebook,Yes,5.5,4.0,Negative,Adult,1.04,3.44,Yes,Yes
131,21,Female,Undergraduate,India,2.8,Facebook,Yes,7.2,8.5,Positive,Young Adult,0.39,7.86,No,No
169,19,Female,Undergraduate,Other,5.9,Instagram,No,5.5,4.0,Negative,Young Adult,1.07,3.38,Yes,Yes
382,22,Female,High School,India,7.4,YouTube,Yes,5.5,4.8,Negative,Young Adult,1.35,3.41,Yes,Yes
918,20,Male,Graduate,Other,3.9,Snapchat,No,6.8,6.2,Neutral,Young Adult,0.57,5.95,No,Yes
593,21,Female,High School,Other,3.2,LinkedIn,No,8.9,7.9,Positive,Young Adult,0.36,8.23,No,No
52,24,Male,Graduate,Other,4.1,Facebook,No,6.1,6.1,Neutral,Adult,0.67,5.48,No,Yes
90,19,Female,Undergraduate,Other,6.9,YouTube,Yes,5.6,5.0,Negative,Young Adult,1.23,3.73,Yes,Yes
60,23,Male,High School,Other,3.6,Snapchat,No,7.1,5.9,Neutral,Adult,0.51,6.01,No,No
338,19,Male,High School,Canada,3.2,YouTube,Yes,8.5,8.0,Positive,Young Adult,0.38,8.09,No,No
452,19,Male,High School,Other,5.7,LinkedIn,Yes,6.1,6.4,Neutral,Young Adult,0.93,5.18,Yes,Yes
736,19,Female,High School,India,5.9,TikTok,Yes,6.9,6.5,Neutral,Young Adult,0.86,5.58,Yes,Yes
746,23,Female,High School,Other,2.9,TikTok,No,8.5,7.5,Positive,Adult,0.34,7.88,No,No
44,19,Male,Undergraduate,USA,5.3,Twitter,No,7.4,6.6,Neutral,Young Adult,0.72,6.07,Yes,No
773,24,Female,Graduate,India,5.6,Twitter,Yes,4.5,5.3,Negative,Adult,1.24,3.75,Yes,Yes
721,20,Female,Undergraduate,India,5.1,TikTok,Yes,6.1,6.5,Neutral,Young Adult,0.84,5.42,Yes,Yes
129,21,Male,Undergraduate,Canada,5.7,Facebook,No,5.8,6.2,Neutral,Young Adult,0.98,4.91,Yes,Yes
606,19,Female,Undergraduate,India,6.1,Facebook,Yes,7.7,6.5,Neutral,Young Adult,0.79,5.92,Yes,No
961,18,Male,Undergraduate,Other,2.4,Twitter,No,8.4,7.4,Positive,Teen,0.29,7.92,No,No
780,24,Male,Graduate,Other,1.5,LinkedIn,No,8.4,7.7,Positive,Adult,0.18,8.37,No,No
215,21,Male,High School,India,2.9,Instagram,No,7.2,7.1,Positive,Young Adult,0.4,6.99,No,No
290,18,Female,Graduate,Other,4.9,TikTok,No,6.6,7.1,Neutral,Teen,0.74,6.09,No,Yes
53,23,Male,Graduate,Other,6.1,YouTube,No,6.0,5.7,Negative,Adult,1.02,4.59,Yes,Yes
408,18,Male,Graduate,Other,6.3,TikTok,Yes,6.0,4.9,Negative,Teen,1.05,4.05,Yes,Yes
310,20,Female,Graduate,Other,2.0,Instagram,No,7.9,7.8,Positive,Young Adult,0.25,8.03,No,No
702,23,Male,High School,UK,2.5,LinkedIn,No,8.8,8.2,Positive,Adult,0.28,8.57,No,No
660,18,Male,High School,Other,5.9,Facebook,No,6.1,6.3,Neutral,Teen,0.97,5.06,Yes,Yes
14,20,Male,Undergraduate,Other,3.4,LinkedIn,No,6.9,6.5,Neutral,Young Adult,0.49,6.33,No,Yes
288,22,Female,High School,India,6.9,Instagram,No,5.1,4.2,Negative,Young Adult,1.35,3.0,Yes,Yes
350,19,Male,Undergraduate,USA,3.9,Twitter,Yes,6.2,6.0,Neutral,Young Adult,0.63,5.53,No,Yes
611,20,Male,Undergraduate,Other,7.8,TikTok,No,5.0,4.8,Negative,Young Adult,1.56,3.04,Yes,Yes
735,24,Male,Graduate,Other,6.1,Snapchat,No,5.8,6.1,Neutral,Adult,1.05,4.73,Yes,Yes
402,24,Female,High School,Australia,8.2,Facebook,Yes,6.0,5.5,Negative,Adult,1.37,3.84,Yes,Yes
488,21,Female,Graduate,Other,7.4,YouTube,Yes,4.7,6.1,Negative,Young Adult,1.57,3.79,Yes,Yes
524,20,Female,Graduate,Australia,7.5,Snapchat,Yes,5.2,4.8,Negative,Young Adult,1.44,3.23,Yes,Yes
535,19,Male,High School,India,5.5,Snapchat,Yes,7.0,6.7,Neutral,Young Adult,0.79,5.87,Yes,No
431,18,Male,Undergraduate,Canada,6.0,Twitter,No,4.8,4.2,Negative,Teen,1.25,3.12,Yes,Yes
664,19,Male,High School,Other,5.4,Facebook,Yes,6.6,6.1,Neutral,Young Adult,0.82,5.34,Yes,Yes
572,21,Male,Undergraduate,Other,5.5,Facebook,Yes,5.6,6.1,Negative,Young Adult,0.98,4.81,Yes,Yes
428,20,Male,Undergraduate,Canada,7.8,Instagram,Yes,4.7,5.3,Negative,Young Adult,1.66,3.19,Yes,Yes
430,23,Male,Graduate,Other,7.8,Snapchat,Yes,5.2,4.4,Negative,Adult,1.5,2.9,Yes,Yes
238,20,Male,High School,Other,3.9,YouTube,Yes,6.6,6.2,Neutral,Young Adult,0.59,5.85,No,Yes
179,21,Female,High School,Other,3.8,LinkedIn,Yes,6.8,6.1,Neutral,Young Adult,0.56,5.92,No,Yes
289,21,Female,High School,Canada,5.9,YouTube,Yes,6.1,5.2,Negative,Young Adult,0.97,4.4,Yes,Yes
958,18,Male,High School,Other,3.7,Facebook,No,8.5,8.3,Positive,Teen,0.44,8.12,No,No
991,19,Male,Undergraduate,Other,7.4,TikTok,Yes,5.6,4.2,Negative,Young Adult,1.32,3.1,Yes,Yes
894,20,Female,Undergraduate,Other,7.3,LinkedIn,Yes,6.0,4.3,Negative,Young Adult,1.22,3.39,Yes,Yes
22,19,Male,Undergraduate,Other,6.3,TikTok,Yes,4.7,5.0,Negative,Young Adult,1.34,3.46,Yes,Yes
919,22,Male,High School,India,3.7,Facebook,No,8.5,8.4,Positive,Young Adult,0.44,8.18,No,No
487,20,Female,Undergraduate,Australia,5.9,LinkedIn,Yes,4.9,6.0,Negative,Young Adult,1.2,4.28,Yes,Yes
177,22,Female,High School,Other,6.0,Snapchat,Yes,5.2,5.7,Negative,Young Adult,1.15,4.22,Yes,Yes
405,22,Female,Graduate,Other,2.3,Facebook,No,9.1,7.0,Positive,Young Adult,0.25,8.06,No,No
45,19,Male,Undergraduate,India,6.5,YouTube,Yes,6.0,5.9,Negative,Young Adult,1.08,4.59,Yes,Yes
682,19,Female,High School,USA,5.2,YouTube,No,7.1,6.8,Neutral,Young Adult,0.73,6.07,Yes,No
698,21,Female,Graduate,Germany,7.0,LinkedIn,Yes,5.5,4.4,Negative,Young Adult,1.27,3.29,Yes,Yes
384,23,Female,Undergraduate,India,6.1,Instagram,Yes,4.7,5.3,Negative,Adult,1.3,3.7,Yes,Yes
677,20,Male,High School,Other,7.8,Twitter,Yes,5.4,5.4,Negative,Young Adult,1.44,3.6,Yes,Yes
858,19,Female,High School,Canada,7.3,Twitter,Yes,4.5,5.7,Negative,Young Adult,1.62,3.48,Yes,Yes
283,20,Female,Graduate,UK,7.2,TikTok,Yes,5.9,4.1,Negative,Young Adult,1.22,3.25,Yes,Yes
718,24,Male,Undergraduate,Other,5.3,YouTube,Yes,6.4,6.0,Neutral,Adult,0.83,5.21,Yes,Yes
936,21,Male,Graduate,Other,5.7,Twitter,No,5.3,4.9,Negative,Young Adult,1.08,3.88,Yes,Yes
98,21,Female,High School,Other,5.9,YouTube,Yes,4.9,4.0,Negative,Young Adult,1.2,3.08,Yes,Yes
895,19,Female,Undergraduate,Other,2.2,Twitter,No,7.5,9.0,Positive,Young Adult,0.29,8.49,No,No
242,24,Male,Graduate,Germany,7.0,Snapchat,Yes,5.3,4.3,Negative,Adult,1.32,3.13,Yes,Yes
602,22,Female,High School,Other,7.0,Snapchat,Yes,4.4,4.3,Negative,Young Adult,1.59,2.68,Yes,Yes
207,20,Female,Undergraduate,Other,6.2,Facebook,Yes,5.9,5.2,Negative,Young Adult,1.05,4.21,Yes,Yes
185,24,Female,High School,Other,4.3,Twitter,No,6.2,6.1,Neutral,Adult,0.69,5.47,No,Yes
286,23,Male,Undergraduate,Germany,3.3,TikTok,No,8.8,8.0,Positive,Adult,0.37,8.21,No,No
926,21,Female,High School,UK,7.7,Facebook,No,6.0,4.5,Negative,Young Adult,1.28,3.39,Yes,Yes
65,22,Female,Graduate,Other,3.5,Instagram,Yes,8.8,8.1,Positive,Young Adult,0.4,8.21,No,No
214,24,Male,High School,Australia,4.6,Snapchat,Yes,6.2,6.8,Neutral,Adult,0.74,5.8,No,Yes
997,21,Female,Undergraduate,Other,6.3,Twitter,Yes,4.4,5.6,Negative,Young Adult,1.43,3.67,Yes,Yes
166,22,Male,Undergraduate,Other,3.2,TikTok,No,8.1,7.6,Positive,Young Adult,0.4,7.65,No,No
213,24,Male,High School,Other,5.3,LinkedIn,Yes,6.8,6.9,Neutral,Adult,0.78,5.95,Yes,Yes
977,20,Female,Graduate,UK,5.9,LinkedIn,Yes,5.6,4.3,Negative,Young Adult,1.05,3.61,Yes,Yes
856,23,Female,Undergraduate,Other,6.1,Twitter,Yes,5.1,5.0,Negative,Adult,1.2,3.72,Yes,Yes
24,21,Male,Graduate,Other,4.1,TikTok,No,7.7,7.7,Positive,Young Adult,0.53,7.24,No,No
745,20,Male,Undergraduate,Other,7.3,Facebook,Yes,4.4,4.2,Negative,Young Adult,1.66,2.53,Yes,Yes
574,22,Female,Undergraduate,Other,8.0,LinkedIn,No,5.7,5.1,Negative,Young Adult,1.4,3.51,Yes,Yes
467,18,Female,Undergraduate,Other,7.7,TikTok,Yes,5.7,4.5,Negative,Teen,1.35,3.24,Yes,Yes
157,24,Female,Undergraduate,USA,6.4,Twitter,Yes,6.0,5.3,Negative,Adult,1.07,4.26,Yes,Yes
596,21,Male,Undergraduate,India,7.7,Facebook,Yes,5.8,4.8,Negative,Young Adult,1.33,3.47,Yes,Yes
41,18,Female,High School,Other,5.8,Twitter,Yes,5.1,5.7,Negative,Teen,1.14,4.23,Yes,Yes
618,23,Female,Graduate,Canada,2.8,Twitter,No,7.3,8.3,Positive,Adult,0.38,7.79,No,No
392,20,Male,Undergraduate,UK,6.3,Facebook,No,4.4,4.1,Negative,Young Adult,1.43,2.77,Yes,Yes
753,23,Female,Undergraduate,Canada,4.3,Snapchat,Yes,7.4,6.2,Neutral,Adult,0.58,6.13,No,No
530,20,Female,High School,Germany,8.3,Snapchat,Yes,5.0,3.9,Negative,Young Adult,1.66,2.35,Yes,Yes
518,18,Male,Graduate,Other,6.8,Twitter,Yes,6.0,3.9,Negative,Teen,1.13,3.3,Yes,Yes
459,22,Male,Undergraduate,Other,6.0,Facebook,Yes,4.6,4.8,Negative,Young Adult,1.3,3.38,Yes,Yes
116,24,Female,High School,Other,5.7,TikTok,No,5.8,5.7,Negative,Adult,0.98,4.61,Yes,Yes
599,22,Female,High School,Other,1.7,Snapchat,No,8.5,8.1,Positive,Young Adult,0.2,8.6,No,No
272,23,Male,High School,Other,7.9,Snapchat,Yes,5.0,5.7,Negative,Adult,1.58,3.55,Yes,Yes
630,24,Male,Undergraduate,Other,3.3,Twitter,No,7.8,8.4,Positive,Adult,0.42,7.95,No,No
672,24,Female,Graduate,Other,1.8,TikTok,No,8.8,8.0,Positive,Adult,0.2,8.66,No,No
453,21,Male,Graduate,India,7.9,TikTok,Yes,5.1,4.4,Negative,Young Adult,1.55,2.82,Yes,Yes
549,21,Male,High School,Germany,1.9,Instagram,Yes,9.0,8.0,Positive,Young Adult,0.21,8.73,No,No
462,19,Male,Graduate,USA,7.4,TikTok,Yes,4.9,4.3,Negative,Young Adult,1.51,2.81,Yes,Yes
426,21,Male,Undergraduate,USA,7.1,YouTube,Yes,5.8,4.7,Negative,Young Adult,1.22,3.59,Yes,Yes
750,20,Female,High School,Canada,4.2,Facebook,No,6.4,6.2,Neutral,Young Adult,0.66,5.66,No,Yes
31,23,Male,Undergraduate,Other,8.3,Twitter,No,5.5,4.8,Negative,Adult,1.51,3.14,Yes,Yes
391,21,Female,Undergraduate,Other,8.3,TikTok,No,4.5,4.8,Negative,Young Adult,1.84,2.64,Yes,Yes
247,18,Female,High School,Other,8.0,Facebook,No,4.7,5.4,Negative,Teen,1.7,3.19,Yes,Yes
219,19,Male,High School,Other,4.8,TikTok,Yes,6.9,6.1,Neutral,Young Adult,0.7,5.67,No,Yes
994,20,Female,Graduate,Other,2.8,YouTube,No,7.8,7.6,Positive,Young Adult,0.36,7.62,No,No
929,18,Male,Graduate,UK,7.4,LinkedIn,Yes,5.3,4.1,Negative,Teen,1.4,2.89,Yes,Yes
107,24,Male,High School,Other,3.7,LinkedIn,No,8.0,8.7,Positive,Adult,0.46,8.11,No,No
218,21,Female,Undergraduate,Other,5.9,Instagram,Yes,4.9,5.6,Negative,Young Adult,1.2,4.04,Yes,Yes
57,23,Male,High School,Other,3.4,Instagram,No,8.4,7.4,Positive,Adult,0.4,7.62,No,No
576,19,Male,Undergraduate,USA,3.8,Twitter,Yes,6.6,6.9,Neutral,Young Adult,0.58,6.3,No,Yes
17,19,Male,Undergraduate,Other,7.8,TikTok,Yes,5.4,4.1,Negative,Young Adult,1.44,2.82,Yes,Yes
765,24,Male,Graduate,Other,2.1,Instagram,Yes,7.3,7.0,Positive,Adult,0.29,7.22,No,No
260,18,Male,Undergraduate,Other,6.1,Snapchat,Yes,4.4,5.2,Negative,Teen,1.39,3.49,Yes,Yes
189,24,Male,Undergraduate,Other,4.2,LinkedIn,Yes,7.4,7.0,Neutral,Adult,0.57,6.64,No,No
500,21,Female,Undergraduate,Australia,3.6,Twitter,No,6.7,6.6,Neutral,Young Adult,0.54,6.23,No,Yes
495,24,Female,High School,USA,7.4,YouTube,Yes,5.8,4.3,Negative,Adult,1.28,3.26,Yes,Yes
663,21,Female,Undergraduate,India,4.4,LinkedIn,Yes,6.3,6.4,Neutral,Young Adult,0.7,5.67,No,Yes
774,23,Male,Undergraduate,Other,2.7,LinkedIn,No,7.1,8.8,Positive,Adult,0.38,8.02,No,No
915,19,Female,High School,Germany,6.6,Facebook,No,6.0,5.2,Negative,Young Adult,1.1,4.14,Yes,Yes
739,21,Female,High School,Other,3.7,Twitter,No,8.2,7.4,Positive,Young Adult,0.45,7.43,No,No
40,22,Female,Graduate,Australia,7.6,TikTok,Yes,5.2,4.5,Negative,Young Adult,1.46,3.02,Yes,Yes
152,18,Male,Graduate,India,6.6,Instagram,Yes,4.7,4.1,Negative,Teen,1.4,2.83,Yes,Yes
684,23,Male,Graduate,Other,7.5,Instagram,Yes,5.7,4.4,Negative,Adult,1.32,3.24,Yes,Yes
979,24,Female,High School,Other,7.1,YouTube,Yes,4.7,4.1,Negative,Adult,1.51,2.68,Yes,Yes
94,24,Male,High School,Canada,6.7,Twitter,Yes,6.0,4.6,Negative,Adult,1.12,3.75,Yes,Yes
9,19,Male,Undergraduate,Other,3.5,Twitter,Yes,6.9,6.7,Neutral,Young Adult,0.51,6.42,No,Yes
72,21,Male,High School,Other,3.2,Snapchat,Yes,7.4,9.0,Positive,Young Adult,0.43,8.14,No,No
787,21,Male,Graduate,Other,5.4,TikTok,Yes,6.2,7.0,Neutral,Young Adult,0.87,5.68,Yes,Yes
764,18,Female,Undergraduate,Other,4.7,LinkedIn,No,6.2,6.3,Neutral,Teen,0.76,5.47,No,Yes
347,19,Male,High School,Other,3.0,YouTube,No,8.1,7.3,Positive,Young Adult,0.37,7.53,No,No
63,23,Female,Graduate,Other,3.7,Snapchat,No,8.5,8.2,Positive,Adult,0.44,8.06,No,No
758,20,Female,High School,USA,5.5,TikTok,No,6.9,6.5,Neutral,Young Adult,0.8,5.7,Yes,Yes
737,22,Male,Graduate,Other,5.2,Facebook,Yes,7.3,5.8,Neutral,Young Adult,0.71,5.57,Yes,No
892,24,Female,Undergraduate,Canada,1.7,YouTube,No,7.1,7.4,Positive,Adult,0.24,7.48,No,No
379,19,Male,Graduate,Other,3.7,YouTube,No,7.0,6.5,Neutral,Young Adult,0.53,6.29,No,No
406,22,Male,Undergraduate,Australia,1.4,Instagram,No,8.6,8.6,Positive,Young Adult,0.16,9.04,No,No
878,21,Male,Graduate,India,4.4,Instagram,No,7.3,6.1,Neutral,Young Adult,0.6,5.99,No,No
323,21,Male,Undergraduate,Other,7.5,Instagram,Yes,4.9,4.8,Negative,Young Adult,1.53,3.08,Yes,Yes
146,22,Female,High School,Other,4.2,Facebook,Yes,6.1,6.1,Neutral,Young Adult,0.69,5.45,No,Yes
314,20,Male,Graduate,Other,2.1,Twitter,No,7.7,7.6,Positive,Young Adult,0.27,7.78,No,No
141,20,Male,High School,Other,6.0,LinkedIn,Yes,5.5,6.0,Negative,Young Adult,1.09,4.55,Yes,Yes
555,18,Male,Undergraduate,Other,4.4,LinkedIn,No,6.1,6.3,Neutral,Teen,0.72,5.51,No,Yes
751,24,Male,High School,Canada,3.3,TikTok,No,7.6,8.0,Positive,Adult,0.43,7.61,No,No
170,20,Female,High School,Other,6.7,Twitter,Yes,5.0,5.6,Negative,Young Adult,1.34,3.85,Yes,Yes
343,21,Male,Undergraduate,Other,8.6,Snapchat,Yes,4.5,5.0,Negative,Young Adult,1.91,2.67,Yes,Yes
959,18,Female,Undergraduate,Other,3.1,Snapchat,No,7.7,8.6,Positive,Teen,0.4,8.08,No,No
853,19,Female,High School,Other,5.8,TikTok,No,6.2,6.9,Neutral,Young Adult,0.94,5.5,Yes,Yes
619,21,Male,Undergraduate,Other,5.1,YouTube,Yes,6.5,6.3,Neutral,Young Adult,0.78,5.5,Yes,Yes
275,22,Male,Undergraduate,Other,3.2,LinkedIn,No,8.1,7.2,Positive,Young Adult,0.4,7.41,No,No
928,22,Male,High School,USA,7.9,YouTube,Yes,5.2,4.7,Negative,Young Adult,1.52,3.05,Yes,Yes
294,21,Female,Graduate,Other,7.2,TikTok,Yes,5.9,5.6,Negative,Young Adult,1.22,4.15,Yes,Yes
150,21,Male,Graduate,Other,6.3,YouTube,Yes,5.9,4.5,Negative,Young Adult,1.07,3.76,Yes,Yes
300,21,Male,Graduate,Other,8.5,Snapchat,Yes,4.7,5.4,Negative,Young Adult,1.81,3.04,Yes,Yes
257,19,Male,High School,USA,2.7,LinkedIn,No,7.3,8.6,Positive,Young Adult,0.37,8.0,No,No
5,23,Female,Graduate,Other,6.5,Instagram,Yes,5.3,5.3,Negative,Adult,1.23,3.88,Yes,Yes
47,24,Female,High School,Other,4.7,LinkedIn,Yes,6.8,6.3,Neutral,Adult,0.69,5.77,No,Yes
627,23,Female,High School,Other,7.6,Snapchat,Yes,5.3,5.2,Negative,Adult,1.43,3.49,Yes,Yes
575,21,Male,Undergraduate,Other,6.8,Facebook,Yes,4.7,4.3,Negative,Young Adult,1.45,2.89,Yes,Yes
871,20,Female,High School,Other,2.7,Facebook,No,8.3,8.3,Positive,Young Adult,0.33,8.32,No,No
436,19,Female,High School,Other,8.6,LinkedIn,Yes,4.8,4.5,Negative,Young Adult,1.79,2.52,Yes,Yes
106,18,Male,Undergraduate,Other,2.7,LinkedIn,No,8.8,8.5,Positive,Teen,0.31,8.69,No,No
990,18,Female,Graduate,Other,6.1,Facebook,Yes,5.1,5.3,Negative,Teen,1.2,3.9,Yes,Yes
301,24,Male,Graduate,Other,2.5,Snapchat,No,8.4,7.6,Positive,Adult,0.3,8.01,No,No
917,18,Female,High School,Other,5.0,LinkedIn,Yes,6.7,6.1,Neutral,Teen,0.75,5.51,No,Yes
178,20,Male,High School,India,7.6,Instagram,Yes,5.5,4.2,Negative,Young Adult,1.38,2.99,Yes,Yes
386,19,Female,Undergraduate,Other,4.7,Facebook,No,6.1,6.7,Neutral,Young Adult,0.77,5.66,No,Yes
840,21,Male,High School,Other,2.4,TikTok,No,7.6,8.8,Positive,Young Adult,0.32,8.36,No,No
168,22,Female,Undergraduate,Other,2.2,YouTube,No,8.7,9.0,Positive,Young Adult,0.25,9.09,No,No
843,20,Male,Undergraduate,Other,2.8,Twitter,No,8.3,7.2,Positive,Young Adult,0.34,7.63,No,No
355,19,Male,Graduate,Other,7.0,Instagram,Yes,4.7,5.5,Negative,Young Adult,1.49,3.55,Yes,Yes
658,23,Female,Undergraduate,Other,5.5,YouTube,No,6.7,6.4,Neutral,Adult,0.82,5.54,Yes,Yes
539,21,Male,High School,UK,3.6,Instagram,No,8.4,8.2,Positive,Young Adult,0.43,8.04,No,No
566,18,Female,High School,USA,5.7,Twitter,No,4.5,5.8,Negative,Teen,1.27,4.02,Yes,Yes
37,19,Male,Graduate,Other,2.4,LinkedIn,No,8.4,7.6,Positive,Young Adult,0.29,8.04,No,No
515,20,Female,Graduate,Other,6.4,Facebook,No,5.4,4.3,Negative,Young Adult,1.19,3.36,Yes,Yes
789,21,Female,Graduate,Other,2.8,Twitter,No,7.6,7.8,Positive,Young Adult,0.37,7.64,No,No
92,24,Male,High School,India,8.3,Instagram,Yes,4.7,4.5,Negative,Adult,1.77,2.56,Yes,Yes
164,22,Male,Undergraduate,Other,1.7,Instagram,No,7.2,8.2,Positive,Young Adult,0.24,8.01,No,No
50,21,Male,High School,Other,5.2,Instagram,Yes,6.5,6.5,Neutral,Young Adult,0.8,5.59,Yes,Yes
20,21,Female,Undergraduate,USA,6.3,Snapchat,Yes,5.0,6.0,Negative,Young Adult,1.26,4.21,Yes,Yes
85,23,Female,Graduate,Other,7.4,Instagram,No,5.3,5.4,Negative,Adult,1.4,3.67,Yes,Yes
1000,24,Male,Undergraduate,Germany,7.0,LinkedIn,Yes,6.0,4.3,Negative,Adult,1.17,3.48,Yes,Yes
941,21,Male,Undergraduate,Australia,5.9,Instagram,Yes,7.6,6.5,Neutral,Young Adult,0.78,5.93,Yes,No
13,20,Female,High School,Other,1.8,Twitter,No,7.2,7.5,Positive,Young Adult,0.25,7.56,No,No
532,22,Female,Undergraduate,Other,8.1,YouTube,Yes,5.1,5.0,Negative,Young Adult,1.59,3.12,Yes,Yes
250,24,Male,Graduate,Other,8.1,Twitter,Yes,6.0,4.8,Negative,Adult,1.35,3.45,Yes,Yes
889,24,Female,High School,Other,3.9,Instagram,No,7.0,6.5,Neutral,Adult,0.56,6.23,No,No
633,21,Male,Graduate,India,8.1,Facebook,Yes,5.4,5.6,Negative,Young Adult,1.5,3.63,Yes,Yes
761,22,Female,Undergraduate,Other,7.0,Instagram,Yes,6.0,4.1,Negative,Young Adult,1.17,3.36,Yes,Yes
960,22,Female,Graduate,Canada,7.8,TikTok,Yes,5.9,4.1,Negative,Young Adult,1.32,3.07,Yes,Yes
695,24,Female,Graduate,Other,5.8,Snapchat,Yes,7.0,6.3,Neutral,Adult,0.83,5.54,Yes,No
134,19,Female,Undergraduate,Other,5.1,LinkedIn,Yes,6.6,6.5,Neutral,Young Adult,0.77,5.67,Yes,Yes
231,24,Female,High School,USA,7.5,Instagram,No,5.3,5.0,Negative,Adult,1.42,3.4,Yes,Yes
731,19,Female,High School,India,8.6,Snapchat,Yes,5.9,4.8,Negative,Young Adult,1.46,3.25,Yes,Yes
144,22,Female,High School,India,6.8,TikTok,No,5.4,4.9,Negative,Young Adult,1.26,3.6,Yes,Yes
475,20,Female,Graduate,Other,7.2,Snapchat,No,5.9,4.6,Negative,Young Adult,1.22,3.55,Yes,Yes
927,24,Female,High School,Other,7.3,YouTube,Yes,4.7,5.3,Negative,Adult,1.55,3.34,Yes,Yes
863,23,Male,Graduate,Other,7.9,Facebook,Yes,5.7,3.9,Negative,Adult,1.39,2.82,Yes,Yes
418,20,Female,Graduate,UK,5.3,YouTube,No,7.3,6.7,Neutral,Young Adult,0.73,6.08,Yes,No
353,22,Female,Undergraduate,Other,5.0,LinkedIn,Yes,6.9,6.6,Neutral,Young Adult,0.72,5.91,No,Yes
237,21,Female,High School,USA,6.0,Instagram,Yes,5.7,5.3,Negative,Young Adult,1.05,4.23,Yes,Yes
137,23,Male,Graduate,Other,6.4,LinkedIn,Yes,5.4,4.4,Negative,Adult,1.19,3.42,Yes,Yes
477,18,Female,Graduate,Other,4.0,Snapchat,Yes,6.2,6.9,Neutral,Teen,0.65,6.04,No,Yes
592,22,Female,Graduate,USA,3.6,Facebook,Yes,6.9,6.5,Neutral,Young Adult,0.52,6.27,No,Yes
506,18,Male,Graduate,Australia,3.7,Twitter,Yes,7.4,6.5,Neutral,Teen,0.5,6.49,No,No
461,21,Male,Undergraduate,Other,8.0,LinkedIn,Yes,5.5,5.5,Negative,Young Adult,1.45,3.65,Yes,Yes
330,23,Female,Undergraduate,Other,8.4,Snapchat,Yes,5.7,5.7,Negative,Adult,1.47,3.75,Yes,Yes
559,19,Male,High School,USA,5.8,LinkedIn,Yes,5.1,5.0,Negative,Young Adult,1.14,3.81,Yes,Yes
922,23,Male,Graduate,Other,5.9,Snapchat,Yes,5.2,5.1,Negative,Adult,1.13,3.89,Yes,Yes
329,18,Male,Undergraduate,Other,2.3,Snapchat,No,7.5,8.1,Positive,Teen,0.31,7.92,No,No
571,19,Female,High School,Other,6.0,YouTube,Yes,5.6,4.3,Negative,Young Adult,1.07,3.58,Yes,Yes
883,20,Female,High School,Other,7.1,Instagram,No,4.5,5.9,Negative,Young Adult,1.58,3.66,Yes,Yes
766,24,Male,High School,Other,3.9,LinkedIn,No,7.4,8.8,Positive,Adult,0.53,7.81,No,No
203,18,Female,High School,Other,3.2,TikTok,No,8.6,8.8,Positive,Teen,0.37,8.62,No,No
334,19,Female,High School,USA,1.4,Instagram,No,8.2,8.1,Positive,Young Adult,0.17,8.54,No,No
565,18,Male,Graduate,Other,6.5,YouTube,Yes,5.7,4.5,Negative,Teen,1.14,3.6,Yes,Yes
182,23,Male,Graduate,India,2.9,YouTube,No,7.6,7.6,Positive,Adult,0.38,7.49,No,No
372,24,Female,Undergraduate,Other,3.3,YouTube,Yes,7.7,7.8,Positive,Adult,0.43,7.54,No,No
327,21,Female,Graduate,Other,5.9,Twitter,Yes,5.9,4.1,Negative,Young Adult,1.0,3.64,Yes,Yes
233,21,Female,Undergraduate,Other,3.3,YouTube,No,7.7,7.6,Positive,Young Adult,0.43,7.42,No,No
479,22,Male,Graduate,Other,2.2,Snapchat,Yes,8.2,7.3,Positive,Young Adult,0.27,7.82,No,No
357,22,Male,Undergraduate,Other,8.0,YouTube,Yes,5.5,5.3,Negative,Young Adult,1.45,3.53,Yes,Yes
404,21,Male,Graduate,Other,3.5,Twitter,No,7.5,8.9,Positive,Young Adult,0.47,8.04,No,No
783,21,Male,Graduate,USA,5.6,TikTok,Yes,5.5,5.6,Negative,Young Adult,1.02,4.43,Yes,Yes
781,24,Female,Graduate,Other,2.8,Twitter,No,8.1,7.0,Positive,Adult,0.35,7.41,No,No
493,22,Male,Undergraduate,Other,5.8,YouTube,Yes,6.9,6.5,Neutral,Young Adult,0.84,5.61,Yes,Yes
854,19,Male,Graduate,USA,6.1,YouTube,Yes,5.2,5.7,Negative,Young Adult,1.17,4.19,Yes,Yes
108,19,Male,Graduate,Other,4.9,Facebook,No,5.9,6.3,Neutral,Young Adult,0.83,5.26,No,Yes
