listener_id,age,country,platform,subscription,top_genre,top_artist,daily_listening_minutes,songs_per_day,playlists_count,skip_rate_pct,discover_weekly_user,top_mood,uses_offline_mode,podcasts_too
663,24,USA,Spotify,Student,Lo-fi,BTS,103,31,8,13.3,False,Focus,True,True
664,35,Canada,Amazon Music,Free,Indie,Travis Scott,166,47,10,23.3,True,Energetic,True,True
665,26,Japan,Apple Music,Premium,Pop,Taylor Swift,87,28,11,34.8,True,Chill,False,True
666,34,India,Spotify,Premium,Indie,Drake,67,21,10,48.8,False,Focus,True,False
667,18,France,Spotify,Free,K-Pop,Burna Boy,98,34,15,22.3,True,Workout,False,False
668,14,India,Apple Music,Family,Lo-fi,Drake,83,26,8,27.3,True,Sleep,True,False
669,26,India,Apple Music,Free,Pop,The Weeknd,90,23,10,25.9,True,Focus,True,True
670,39,USA,Spotify,Premium,Pop,Olivia Rodrigo,8,1,6,17.9,True,Chill,False,False
671,22,UK,Spotify,Free,Jazz,Travis Scott,66,15,19,12.8,False,Sad,True,False
672,27,France,Spotify,Free,Hip-Hop,Tyler the Creator,210,60,9,27.6,False,Workout,False,True
673,13,Japan,Amazon Music,Family,Hip-Hop,Olivia Rodrigo,104,26,4,20.4,True,Sad,False,False
674,34,Canada,Spotify,Premium,Classical,Kendrick Lamar,128,33,4,23.8,True,Sleep,False,False
675,31,Nigeria,Spotify,Premium,Hip-Hop,Billie Eilish,162,43,11,27.9,False,Energetic,True,False
676,44,Brazil,Spotify,Premium,Hip-Hop,Drake,53,3,7,22.2,True,Focus,False,False
677,20,Nigeria,Apple Music,Free,Classical,Dua Lipa,130,43,17,18.9,False,Happy,True,False
678,21,France,Spotify,Free,Jazz,Olivia Rodrigo,36,4,11,50.6,False,Sad,False,True
679,39,Brazil,SoundCloud,Premium,Pop,Taylor Swift,67,21,16,44.6,True,Sleep,False,False
680,27,UK,Amazon Music,Free,Hip-Hop,Burna Boy,263,70,1,12.8,False,Workout,False,False
681,35,Brazil,Apple Music,Premium,Lo-fi,Tyler the Creator,104,29,11,21.8,False,Energetic,True,True
682,16,USA,Spotify,Family,K-Pop,Tyler the Creator,176,56,11,48.3,True,Chill,False,True
683,13,USA,Spotify,Student,Afrobeats,Tyler the Creator,219,61,6,29.4,True,Sleep,False,True
684,13,India,Apple Music,Family,Rock,Olivia Rodrigo,176,52,4,31.3,True,Sad,True,True
685,22,Canada,Amazon Music,Free,Indie,Billie Eilish,286,81,8,32.3,True,Focus,False,False
686,33,Brazil,YouTube Music,Premium,Pop,Travis Scott,271,69,8,37.3,False,Chill,False,False
687,29,Brazil,SoundCloud,Free,K-Pop,Dua Lipa,44,2,7,22.6,True,Focus,True,True
688,49,Brazil,Amazon Music,Family,Pop,Dua Lipa,219,58,6,11.5,False,Sad,False,False
689,21,Canada,Spotify,Free,Country,Drake,151,41,5,39.0,False,Chill,True,True
690,39,Japan,SoundCloud,Family,Pop,Burna Boy,122,30,8,11.9,True,Happy,True,True
691,27,Nigeria,Spotify,Student,Lo-fi,SZA,123,35,9,20.9,False,Happy,False,False
692,27,Australia,Spotify,Free,Indie,BTS,372,112,8,21.6,False,Sad,False,False
693,13,Brazil,Apple Music,Free,R&B,BTS,107,30,11,15.0,True,Happy,True,True
694,47,Brazil,Tidal,Premium,K-Pop,SZA,67,15,12,35.7,True,Happy,False,False
695,41,UK,Amazon Music,Student,Hip-Hop,Travis Scott,450,130,6,43.0,True,Party,False,False
696,39,Germany,YouTube Music,Premium,Rock,Olivia Rodrigo,105,21,9,27.4,True,Happy,True,False
697,33,India,Amazon Music,Premium,Afrobeats,Travis Scott,109,26,9,46.4,False,Happy,False,False
698,13,Nigeria,SoundCloud,Free,Classical,Bad Bunny,63,17,16,31.0,True,Happy,False,True
699,35,Nigeria,Tidal,Free,EDM,SZA,321,86,13,18.7,True,Happy,False,False
700,27,USA,Apple Music,Student,Hip-Hop,Tyler the Creator,27,15,10,37.2,False,Energetic,False,True
701,34,India,Spotify,Premium,K-Pop,BTS,148,43,6,2.3,True,Workout,False,True
702,39,Japan,YouTube Music,Premium,Pop,Olivia Rodrigo,192,59,12,14.5,True,Energetic,True,False
703,37,Japan,Apple Music,Premium,Hip-Hop,Kendrick Lamar,168,50,8,36.7,True,Sleep,False,False
704,32,India,Spotify,Student,Hip-Hop,Billie Eilish,150,47,8,14.8,False,Happy,False,False
705,31,France,Spotify,Family,Rock,Tyler the Creator,137,37,9,19.1,False,Happy,True,False
706,26,Brazil,YouTube Music,Free,R&B,Burna Boy,73,23,11,40.5,False,Focus,True,True
707,20,India,YouTube Music,Premium,Rock,The Weeknd,205,63,6,35.9,True,Happy,True,True
708,26,UK,Apple Music,Free,Rock,The Weeknd,63,16,6,12.6,True,Workout,False,True
709,13,Nigeria,Spotify,Premium,K-Pop,Kendrick Lamar,163,52,6,24.0,True,Happy,False,True
710,17,USA,Spotify,Free,Classical,Dua Lipa,233,69,9,34.1,True,Sad,True,False
711,26,Brazil,Tidal,Premium,EDM,Tyler the Creator,54,16,6,41.9,True,Focus,False,True
712,13,USA,YouTube Music,Free,Hip-Hop,Taylor Swift,258,68,6,18.2,False,Party,False,False
713,13,Australia,YouTube Music,Family,Pop,Burna Boy,162,36,3,31.6,True,Sleep,False,False
714,15,Nigeria,Spotify,Free,Rock,Olivia Rodrigo,452,129,8,35.0,True,Workout,True,False
715,26,India,Apple Music,Premium,Pop,SZA,31,16,6,21.7,False,Sleep,False,False
716,33,UK,Spotify,Family,EDM,Taylor Swift,115,35,12,37.4,True,Happy,False,False
717,26,USA,SoundCloud,Free,Indie,Drake,247,65,7,33.5,True,Chill,False,False
718,16,Brazil,SoundCloud,Free,Lo-fi,Bad Bunny,167,43,8,34.0,False,Sad,True,True
719,33,USA,Spotify,Premium,Pop,Drake,234,60,12,30.8,False,Focus,False,False
720,46,France,Tidal,Premium,EDM,Burna Boy,147,47,5,48.0,True,Chill,True,True
721,15,France,Apple Music,Free,Indie,Olivia Rodrigo,70,17,10,33.0,True,Workout,True,False
722,16,Germany,Apple Music,Premium,Pop,Ariana Grande,283,78,9,39.4,True,Sad,True,False
723,28,Germany,Amazon Music,Student,R&B,Dua Lipa,231,71,7,53.8,False,Workout,False,False
724,49,Nigeria,Spotify,Free,Pop,Bad Bunny,208,53,9,41.2,False,Energetic,True,True
725,26,France,YouTube Music,Family,Country,Taylor Swift,76,15,12,28.6,False,Chill,False,True
726,34,Japan,Apple Music,Premium,Hip-Hop,SZA,165,46,9,50.6,True,Chill,False,False
727,16,Canada,Spotify,Free,R&B,Dua Lipa,270,81,8,14.5,False,Sad,False,False
728,36,Germany,Spotify,Family,Indie,Drake,33,7,8,14.4,True,Energetic,True,False
729,38,India,Tidal,Free,Afrobeats,Dua Lipa,142,52,5,18.5,False,Happy,False,False
730,21,India,Spotify,Premium,Pop,Travis Scott,122,33,13,23.4,False,Sleep,True,False
731,13,Canada,Apple Music,Student,Hip-Hop,BTS,393,112,12,22.1,False,Party,False,True
732,43,USA,Spotify,Free,R&B,Drake,386,108,5,7.6,True,Sad,True,False
733,23,Japan,Amazon Music,Free,Jazz,Olivia Rodrigo,75,14,6,10.8,False,Energetic,True,True
734,27,Nigeria,Spotify,Family,Pop,Dua Lipa,56,24,6,9.0,False,Chill,False,True
735,26,Japan,Spotify,Family,Lo-fi,Tyler the Creator,189,49,10,38.9,True,Energetic,False,True
736,27,Japan,Tidal,Free,Hip-Hop,Dua Lipa,462,130,2,19.1,False,Happy,False,True
737,26,UK,Spotify,Student,Afrobeats,SZA,14,1,7,10.9,True,Chill,False,True
738,28,Germany,Apple Music,Premium,Lo-fi,Dua Lipa,91,20,8,35.5,True,Party,True,True
739,21,Japan,YouTube Music,Free,Classical,Travis Scott,117,34,6,31.2,False,Sleep,True,False
740,25,Nigeria,SoundCloud,Premium,R&B,Drake,390,109,4,39.8,False,Happy,False,False
741,32,France,Spotify,Premium,Pop,Travis Scott,34,6,7,17.1,False,Energetic,False,True
742,27,India,Amazon Music,Free,Hip-Hop,The Weeknd,343,91,9,45.7,True,Chill,True,False
743,32,France,Spotify,Student,Pop,Travis Scott,76,20,10,25.1,True,Sad,True,True
744,31,Germany,Tidal,Free,Hip-Hop,Ariana Grande,358,100,9,24.2,True,Sad,False,False
745,36,Brazil,Spotify,Free,Jazz,Kendrick Lamar,11,2,8,18.8,False,Sad,False,True
746,31,France,Apple Music,Free,K-Pop,Tyler the Creator,249,62,11,47.6,True,Sad,False,False
747,15,Japan,Spotify,Free,Pop,Billie Eilish,155,44,10,0.0,True,Sad,False,True
748,22,Brazil,SoundCloud,Student,K-Pop,BTS,123,28,9,20.1,False,Party,True,True
749,34,Japan,YouTube Music,Free,K-Pop,Olivia Rodrigo,132,39,9,18.3,True,Workout,True,True
750,43,USA,YouTube Music,Premium,Country,Billie Eilish,133,38,9,30.8,False,Party,True,False
751,31,Australia,Amazon Music,Student,Classical,Travis Scott,135,41,7,23.3,False,Sad,True,False
752,30,Australia,Spotify,Family,Pop,Kendrick Lamar,122,36,11,45.3,True,Workout,True,False
753,17,Canada,YouTube Music,Premium,Rock,SZA,101,26,8,6.7,True,Chill,False,False
754,19,Germany,Spotify,Free,Pop,SZA,132,34,9,32.1,True,Happy,True,False
755,30,Brazil,Tidal,Free,Lo-fi,Billie Eilish,265,83,9,38.2,False,Sad,True,True
756,13,Brazil,Amazon Music,Premium,EDM,Kendrick Lamar,24,7,10,18.8,False,Sleep,False,True
757,47,France,Amazon Music,Premium,Pop,The Weeknd,212,54,5,34.8,False,Chill,True,False
758,43,USA,Spotify,Family,Rock,The Weeknd,141,38,12,40.6,False,Sleep,False,False
759,33,Canada,Amazon Music,Free,EDM,The Weeknd,115,30,6,1.1,True,Sad,False,False
760,33,Germany,YouTube Music,Premium,Indie,Travis Scott,228,56,14,19.8,False,Energetic,False,True
761,46,France,Spotify,Free,K-Pop,SZA,157,40,7,30.8,False,Chill,False,True
762,41,USA,Spotify,Student,EDM,Dua Lipa,264,63,5,24.2,False,Energetic,True,True
763,29,Japan,Tidal,Free,Jazz,The Weeknd,142,39,15,32.9,False,Workout,True,False
764,30,Germany,SoundCloud,Family,EDM,Taylor Swift,41,15,8,28.0,False,Chill,True,True
765,37,USA,Amazon Music,Free,Pop,Ariana Grande,42,5,9,22.7,False,Focus,False,True
766,35,UK,Spotify,Free,Pop,Drake,168,47,13,27.9,True,Chill,True,False
767,29,Japan,Spotify,Family,EDM,Billie Eilish,85,17,8,18.6,False,Workout,False,False
768,46,USA,YouTube Music,Premium,Rock,Dua Lipa,184,58,7,33.0,False,Focus,False,False
769,14,Japan,Apple Music,Free,Rock,Billie Eilish,201,55,16,27.7,False,Chill,False,True
770,29,Nigeria,Spotify,Family,R&B,Kendrick Lamar,57,15,9,35.1,True,Happy,False,True
771,36,UK,Apple Music,Free,Afrobeats,SZA,30,6,8,24.3,True,Focus,False,False
772,13,India,YouTube Music,Free,Afrobeats,BTS,117,42,11,28.7,False,Party,False,False
773,24,UK,Apple Music,Student,EDM,Tyler the Creator,97,24,12,31.7,True,Happy,True,False
774,25,UK,Spotify,Free,Pop,Travis Scott,217,61,9,29.4,False,Sad,True,False
775,21,Nigeria,Spotify,Premium,Indie,Kendrick Lamar,161,49,12,6.8,True,Party,False,False
776,47,USA,Apple Music,Family,EDM,Burna Boy,189,53,8,20.0,True,Focus,True,False
777,26,Canada,YouTube Music,Free,EDM,The Weeknd,96,19,13,28.0,True,Chill,False,True
778,32,Japan,Tidal,Family,Pop,SZA,94,32,9,40.3,True,Energetic,True,True
779,44,USA,Amazon Music,Premium,EDM,Ariana Grande,57,26,16,45.6,True,Party,True,False
780,24,USA,Spotify,Premium,Afrobeats,Drake,162,48,14,44.9,True,Sad,False,False
781,29,Japan,Amazon Music,Free,Rock,Tyler the Creator,122,36,7,10.9,False,Sad,True,False
782,14,Canada,Tidal,Free,Rock,Dua Lipa,149,43,7,35.1,True,Happy,True,False
783,13,Brazil,YouTube Music,Premium,Rock,The Weeknd,52,22,9,4.8,False,Happy,False,True
784,13,Germany,Spotify,Student,Hip-Hop,The Weeknd,104,33,11,37.8,False,Energetic,False,False
785,32,Japan,Spotify,Free,Jazz,Dua Lipa,104,29,15,25.3,False,Focus,True,True
786,30,USA,Amazon Music,Free,Hip-Hop,Olivia Rodrigo,151,44,8,18.8,False,Workout,True,True
787,26,Japan,Amazon Music,Free,Indie,Kendrick Lamar,138,43,4,30.8,True,Energetic,False,False
788,23,Canada,SoundCloud,Family,K-Pop,Drake,108,33,14,32.2,True,Sleep,False,True
789,13,Australia,YouTube Music,Premium,Afrobeats,BTS,160,45,9,23.9,True,Happy,True,True
790,20,Japan,SoundCloud,Free,K-Pop,Taylor Swift,106,33,13,26.9,True,Energetic,True,False
791,13,UK,Spotify,Free,Hip-Hop,Olivia Rodrigo,172,42,10,12.4,False,Sleep,True,True
792,37,UK,Spotify,Free,Pop,Kendrick Lamar,125,37,9,28.6,False,Energetic,False,False
793,20,France,Amazon Music,Free,R&B,SZA,192,48,7,38.5,False,Energetic,True,False
794,38,Brazil,Spotify,Premium,R&B,Tyler the Creator,198,57,7,22.8,False,Energetic,False,False
795,32,Germany,Spotify,Family,Pop,Drake,142,40,7,41.3,False,Energetic,True,False
796,34,Brazil,Spotify,Student,Hip-Hop,Tyler the Creator,209,57,7,37.5,False,Workout,False,True
797,27,Canada,YouTube Music,Premium,Pop,Tyler the Creator,127,23,9,22.3,True,Energetic,False,True
798,33,India,Spotify,Student,Hip-Hop,Kendrick Lamar,95,22,16,30.1,True,Focus,False,True
799,20,USA,Apple Music,Free,Pop,Tyler the Creator,121,31,19,35.6,True,Workout,True,True
800,18,USA,Spotify,Premium,Indie,Travis Scott,117,42,6,40.1,True,Workout,False,False
801,27,India,YouTube Music,Free,EDM,Taylor Swift,163,49,10,10.0,True,Chill,True,True
802,30,USA,SoundCloud,Family,R&B,Bad Bunny,165,53,7,42.3,False,Focus,False,True
803,28,France,SoundCloud,Student,Rock,Taylor Swift,139,36,10,18.9,True,Sleep,False,False
804,20,Japan,Spotify,Free,Rock,Olivia Rodrigo,40,10,11,18.9,False,Party,True,False
805,28,Nigeria,YouTube Music,Premium,Afrobeats,Ariana Grande,127,40,15,31.2,False,Chill,False,True
806,38,USA,Spotify,Premium,EDM,Tyler the Creator,116,36,6,8.2,False,Focus,False,True
807,23,USA,Spotify,Student,Indie,Kendrick Lamar,63,17,3,35.2,False,Energetic,False,False
808,21,Australia,YouTube Music,Premium,Lo-fi,SZA,289,80,11,23.3,False,Workout,False,False
809,39,Australia,Spotify,Premium,Jazz,Olivia Rodrigo,37,14,10,29.4,True,Sleep,True,False
810,34,Australia,Spotify,Free,Rock,Dua Lipa,15,1,14,30.3,False,Energetic,False,False
811,13,Canada,Spotify,Free,Pop,Tyler the Creator,92,24,10,37.1,False,Sad,False,False
812,23,Japan,Spotify,Free,Jazz,Kendrick Lamar,225,62,10,34.6,True,Sad,False,True
813,35,Canada,Spotify,Free,Hip-Hop,Tyler the Creator,229,60,4,21.5,False,Sleep,False,True
814,41,USA,Spotify,Family,Country,SZA,33,15,11,56.7,False,Sad,True,False
815,18,France,Spotify,Premium,Hip-Hop,SZA,144,36,11,32.3,True,Energetic,True,True
816,21,Brazil,YouTube Music,Free,Pop,Dua Lipa,148,45,6,28.2,True,Sad,True,False
817,22,Brazil,SoundCloud,Free,Pop,Dua Lipa,205,54,14,38.2,True,Workout,False,True
818,17,Japan,SoundCloud,Family,R&B,Ariana Grande,29,7,6,13.5,True,Party,False,True
819,41,Australia,YouTube Music,Free,Rock,Olivia Rodrigo,37,18,6,9.5,False,Workout,True,True
820,20,Australia,Apple Music,Free,EDM,Burna Boy,61,16,7,42.6,True,Workout,True,False
821,18,USA,Apple Music,Family,Lo-fi,Bad Bunny,112,40,13,20.3,False,Party,False,True
822,38,Brazil,YouTube Music,Premium,Pop,The Weeknd,45,28,9,26.4,True,Happy,True,False
823,26,Canada,YouTube Music,Free,Pop,Taylor Swift,70,11,7,27.8,False,Energetic,False,True
824,20,Nigeria,Apple Music,Free,Hip-Hop,Dua Lipa,24,2,9,21.6,True,Sad,True,True
825,30,India,Spotify,Family,R&B,SZA,53,12,8,25.4,False,Sad,False,False
826,30,UK,Spotify,Family,Country,Taylor Swift,329,97,7,17.8,True,Focus,False,False
827,13,Canada,YouTube Music,Free,Rock,Dua Lipa,83,19,16,44.6,True,Workout,False,False
828,23,Nigeria,Apple Music,Family,Hip-Hop,Burna Boy,20,9,7,17.0,False,Chill,False,True
829,30,Canada,Apple Music,Premium,EDM,Dua Lipa,83,22,10,24.3,True,Sad,False,False
830,27,Brazil,Tidal,Premium,EDM,Ariana Grande,131,41,7,22.4,True,Focus,True,True
831,28,India,Apple Music,Free,Indie,The Weeknd,84,20,15,26.9,False,Sleep,False,False
832,32,Brazil,YouTube Music,Free,Country,Travis Scott,48,10,12,44.5,False,Sad,False,True
833,29,Nigeria,Apple Music,Premium,Country,Burna Boy,135,38,12,49.7,False,Happy,False,True
834,21,Germany,Spotify,Student,Jazz,The Weeknd,150,44,1,41.4,False,Focus,False,True
835,33,Australia,Amazon Music,Premium,Indie,Kendrick Lamar,79,12,4,23.2,False,Energetic,False,False
836,39,USA,Spotify,Premium,EDM,BTS,70,27,7,10.6,False,Happy,False,False
837,34,France,Spotify,Premium,Pop,The Weeknd,50,12,16,46.7,True,Party,False,False
838,36,Canada,SoundCloud,Free,Lo-fi,Burna Boy,80,26,13,39.3,True,Happy,False,False
839,19,USA,YouTube Music,Family,K-Pop,The Weeknd,164,40,6,49.4,True,Party,False,True
840,25,Germany,SoundCloud,Free,EDM,BTS,311,94,11,33.1,False,Focus,False,True
841,27,Nigeria,YouTube Music,Family,Indie,Bad Bunny,182,47,7,23.9,False,Energetic,False,True
842,23,Germany,Spotify,Free,Pop,The Weeknd,173,45,7,47.6,False,Energetic,False,True
843,44,India,Apple Music,Family,Afrobeats,Bad Bunny,186,60,6,44.2,False,Happy,True,True
844,21,UK,Apple Music,Student,Rock,Tyler the Creator,226,61,10,47.5,True,Sleep,True,False
845,22,France,Spotify,Student,Lo-fi,Olivia Rodrigo,127,39,8,28.8,True,Workout,False,False
846,24,Nigeria,Spotify,Free,Jazz,Kendrick Lamar,229,64,10,16.8,False,Happy,True,True
847,37,Brazil,SoundCloud,Family,Pop,Olivia Rodrigo,35,4,12,0.0,False,Sleep,True,True
848,27,Brazil,Spotify,Premium,Hip-Hop,Bad Bunny,366,110,11,29.8,True,Party,True,False
849,20,India,Spotify,Premium,Pop,SZA,297,88,6,22.6,True,Chill,True,True
850,26,India,YouTube Music,Premium,R&B,BTS,423,123,9,12.6,True,Sad,True,True
851,26,UK,Apple Music,Free,Indie,SZA,547,154,6,30.5,True,Workout,True,True
852,14,Brazil,Spotify,Premium,Hip-Hop,SZA,39,3,9,11.4,True,Party,True,True
853,29,France,Apple Music,Premium,Hip-Hop,Olivia Rodrigo,44,11,15,33.6,True,Sleep,True,False
854,30,Nigeria,Spotify,Free,Hip-Hop,SZA,151,35,10,39.1,False,Party,True,True
855,14,France,Apple Music,Free,Rock,BTS,164,49,5,11.5,False,Sad,True,True
856,29,USA,Apple Music,Free,Rock,BTS,67,22,8,29.8,False,Sad,True,True
857,37,India,Spotify,Free,Pop,SZA,376,99,12,39.9,False,Sad,False,True
858,21,UK,SoundCloud,Family,Rock,The Weeknd,241,70,6,29.7,True,Chill,False,False
859,30,Australia,Spotify,Student,R&B,BTS,138,39,12,41.9,False,Sad,True,True
860,42,India,Spotify,Family,EDM,Kendrick Lamar,93,22,17,26.4,True,Workout,True,False
861,43,France,Spotify,Premium,R&B,Ariana Grande,50,10,4,33.3,True,Party,False,True
862,34,Japan,Amazon Music,Free,EDM,Travis Scott,5,5,12,26.7,False,Party,False,True
863,41,Japan,Tidal,Free,Pop,SZA,75,22,9,33.7,True,Workout,True,False
864,36,Nigeria,Apple Music,Free,K-Pop,Travis Scott,83,23,6,22.8,True,Sad,True,True
865,14,Nigeria,Apple Music,Premium,Hip-Hop,Ariana Grande,167,42,10,46.0,True,Energetic,False,True
866,28,France,Apple Music,Premium,Afrobeats,Dua Lipa,50,12,8,37.6,True,Workout,True,False
867,29,Australia,Amazon Music,Student,R&B,Tyler the Creator,117,29,10,40.7,False,Sleep,True,False
868,33,Japan,YouTube Music,Premium,Pop,Burna Boy,46,7,6,24.8,True,Party,False,False
869,15,India,Spotify,Free,Pop,Olivia Rodrigo,153,52,8,57.6,True,Workout,True,True
870,30,Australia,Amazon Music,Premium,Indie,Bad Bunny,125,34,9,30.1,True,Focus,False,True
871,14,Brazil,Spotify,Family,Indie,Bad Bunny,153,46,10,47.1,True,Happy,True,False
872,34,India,SoundCloud,Premium,Lo-fi,Burna Boy,277,82,10,25.9,False,Energetic,True,True
873,16,France,Tidal,Family,Pop,BTS,225,71,6,37.7,False,Sad,False,False
874,14,Canada,Amazon Music,Premium,R&B,Billie Eilish,118,36,14,37.7,False,Happy,False,False
875,20,Canada,Tidal,Premium,R&B,Tyler the Creator,173,53,5,15.1,False,Workout,True,False
876,19,Nigeria,Spotify,Free,Hip-Hop,Taylor Swift,43,1,10,25.2,True,Workout,True,True
877,17,Japan,Spotify,Premium,Pop,Taylor Swift,103,30,6,40.2,False,Party,True,False
878,31,Nigeria,Spotify,Free,Classical,Kendrick Lamar,139,36,7,46.4,True,Sad,True,False
879,31,Canada,Apple Music,Premium,Hip-Hop,Ariana Grande,234,70,10,29.6,False,Workout,True,True
880,25,USA,Spotify,Free,Hip-Hop,Olivia Rodrigo,145,38,5,57.0,False,Chill,True,True
881,25,Canada,Spotify,Premium,Rock,Travis Scott,62,16,7,30.8,True,Focus,False,True
882,13,Australia,Amazon Music,Free,K-Pop,Billie Eilish,320,95,9,46.2,False,Sleep,True,True
883,28,USA,YouTube Music,Free,Indie,Taylor Swift,271,74,13,44.7,False,Happy,False,False
884,30,Australia,Tidal,Free,Lo-fi,BTS,168,44,9,22.8,True,Energetic,True,True
885,29,France,Apple Music,Student,Rock,Drake,186,49,5,42.3,False,Workout,True,False
886,24,UK,Spotify,Free,Indie,Drake,77,22,14,24.2,True,Party,False,False
887,39,India,Apple Music,Premium,Pop,Taylor Swift,196,51,9,54.2,True,Chill,True,False
888,22,France,Spotify,Free,Rock,Billie Eilish,155,49,11,47.1,True,Focus,False,True
889,27,France,Spotify,Premium,Rock,Taylor Swift,130,31,7,36.8,True,Chill,False,True
890,30,Canada,Spotify,Family,Classical,Billie Eilish,44,11,10,31.7,True,Energetic,False,True
891,20,Canada,Apple Music,Free,Pop,BTS,118,29,7,34.0,False,Sleep,False,False
892,31,Japan,Apple Music,Free,EDM,SZA,290,77,6,42.6,True,Sad,False,False
893,19,UK,Spotify,Free,Country,Burna Boy,100,24,13,10.9,False,Party,False,False
894,32,Brazil,Spotify,Premium,Rock,Drake,156,44,6,13.2,True,Chill,True,True
895,25,India,Spotify,Free,EDM,Burna Boy,94,22,9,16.3,False,Energetic,False,False
896,13,Japan,Spotify,Free,Indie,Olivia Rodrigo,101,24,8,21.3,True,Party,True,False
897,36,Germany,Apple Music,Free,Hip-Hop,The Weeknd,118,41,9,49.7,True,Chill,True,True
898,24,Japan,Apple Music,Family,Hip-Hop,Travis Scott,49,21,12,47.4,False,Sleep,True,False
899,37,India,Apple Music,Free,Indie,Billie Eilish,123,36,4,38.5,False,Sad,False,True
900,28,Canada,Tidal,Family,Rock,Taylor Swift,54,20,11,37.9,False,Sleep,False,True
901,52,Japan,YouTube Music,Family,Lo-fi,Ariana Grande,185,55,10,14.5,True,Sleep,False,False
902,16,Canada,SoundCloud,Free,Pop,Olivia Rodrigo,117,36,11,64.2,True,Energetic,False,False
903,36,Brazil,Tidal,Student,EDM,Olivia Rodrigo,177,60,11,19.9,True,Sad,True,False
904,32,Canada,YouTube Music,Student,Pop,Dua Lipa,110,29,6,28.7,True,Chill,False,False
905,19,Brazil,YouTube Music,Free,Rock,The Weeknd,142,39,7,25.9,False,Sleep,True,True
906,18,India,YouTube Music,Free,Hip-Hop,Bad Bunny,126,32,10,14.5,False,Sad,True,True
907,38,UK,Spotify,Free,Hip-Hop,Bad Bunny,104,31,13,46.4,False,Workout,True,False
908,14,UK,Apple Music,Free,Afrobeats,Drake,480,139,10,0.0,True,Party,True,False
909,34,USA,SoundCloud,Family,Pop,Dua Lipa,142,41,13,22.0,True,Workout,True,True
910,37,Japan,Tidal,Free,Hip-Hop,Billie Eilish,37,8,6,33.5,False,Sleep,True,True
911,34,USA,Apple Music,Free,Afrobeats,Ariana Grande,88,33,12,31.5,True,Party,False,True
912,14,Germany,YouTube Music,Free,Hip-Hop,Olivia Rodrigo,187,54,10,21.2,False,Sad,True,False
913,21,Germany,Tidal,Premium,Pop,Billie Eilish,27,8,7,19.0,True,Sleep,True,False
914,18,Germany,Spotify,Family,Lo-fi,Billie Eilish,67,13,7,33.3,True,Happy,False,True
915,37,Germany,Spotify,Free,Hip-Hop,BTS,50,11,10,35.5,True,Sleep,False,True
916,34,Germany,Spotify,Free,K-Pop,Travis Scott,218,62,13,33.3,False,Happy,False,False
917,21,India,Spotify,Free,Pop,Billie Eilish,74,20,13,38.5,False,Chill,False,True
918,19,Germany,Apple Music,Premium,EDM,Tyler the Creator,96,24,7,35.2,True,Sleep,True,True
919,39,Japan,YouTube Music,Free,Jazz,Kendrick Lamar,197,55,7,17.4,True,Chill,False,False
920,30,Brazil,Amazon Music,Free,Hip-Hop,Taylor Swift,91,20,7,50.4,True,Sleep,False,True
921,41,Japan,Spotify,Free,K-Pop,Drake,153,46,11,0.0,True,Focus,False,True
922,22,Canada,Apple Music,Free,EDM,Taylor Swift,135,37,8,22.6,False,Happy,False,False
923,23,Japan,Spotify,Free,Hip-Hop,Bad Bunny,453,128,7,18.9,False,Party,True,True
924,26,Nigeria,YouTube Music,Family,Afrobeats,Olivia Rodrigo,357,97,10,22.3,False,Party,False,False
925,34,Australia,Apple Music,Student,R&B,Dua Lipa,91,35,8,27.2,False,Sleep,True,False
926,36,Brazil,YouTube Music,Free,Hip-Hop,Travis Scott,164,47,4,12.6,False,Chill,False,False
927,32,Canada,Spotify,Free,R&B,The Weeknd,22,4,8,39.4,False,Sleep,False,False
928,29,Australia,YouTube Music,Premium,Rock,Tyler the Creator,232,65,10,23.5,False,Focus,False,True
929,32,Germany,YouTube Music,Free,K-Pop,Ariana Grande,222,59,10,30.3,False,Energetic,False,False
930,28,Japan,Apple Music,Free,R&B,Burna Boy,445,129,11,24.0,False,Party,True,False
931,25,USA,Spotify,Free,Pop,Olivia Rodrigo,182,58,7,35.4,False,Sleep,False,False
932,46,USA,Apple Music,Premium,Classical,Ariana Grande,98,27,11,38.6,True,Sleep,False,True
933,40,France,Spotify,Free,Pop,Billie Eilish,98,28,3,45.2,True,Workout,True,True
934,33,India,Tidal,Premium,Indie,Tyler the Creator,91,26,9,15.6,True,Party,False,True
935,26,USA,Amazon Music,Free,Jazz,Billie Eilish,17,1,4,18.2,False,Focus,True,True
936,17,Australia,Spotify,Free,EDM,BTS,149,38,12,24.6,True,Chill,True,True
937,28,Nigeria,SoundCloud,Premium,Pop,BTS,78,31,9,16.9,True,Energetic,False,True
938,17,Germany,Apple Music,Free,Jazz,Billie Eilish,80,22,6,42.6,False,Focus,False,True
939,33,Brazil,Spotify,Premium,K-Pop,BTS,73,22,7,35.2,True,Party,True,False
940,31,Japan,Spotify,Family,EDM,Tyler the Creator,156,52,3,10.2,False,Sleep,False,False
941,33,Germany,SoundCloud,Free,R&B,Kendrick Lamar,548,160,11,21.2,True,Chill,False,True
942,33,France,Spotify,Student,Classical,Bad Bunny,88,29,8,48.1,False,Focus,False,True
943,17,UK,YouTube Music,Student,Country,SZA,128,33,11,42.3,True,Chill,False,False
