student_id,age,gender,study_hours_per_day,sleep_hours_per_day,social_media_hours,exercise_hours_per_week,attendance_percentage,internet_access,part_time_job,stress_level,assignment_completion_rate,exam_score,cgpa,academic_performance
269,22,Male,4.5,6.3,3.7,8.8,82.2,Yes,No,Medium,100.0,80.0,3.05,Average
270,22,Male,3.5,5.8,4.7,6.2,87.6,Yes,No,High,100.0,62.1,2.25,Average
271,19,Female,2.8,5.1,2.5,4.4,86.1,Yes,No,Low,100.0,68.2,3.17,Average
272,17,Female,2.9,7.3,2.1,6.9,76.9,Yes,Yes,Medium,94.3,68.0,3.03,Average
273,18,Female,4.0,7.3,3.9,1.7,85.0,Yes,No,Medium,100.0,82.2,2.95,Average
274,25,Female,4.4,9.0,2.3,3.4,97.0,Yes,Yes,Medium,100.0,87.7,3.92,Good
275,20,Female,2.1,6.2,3.5,6.9,84.1,Yes,No,Medium,99.0,66.6,2.61,Average
276,21,Male,3.6,7.4,1.1,0.3,65.7,Yes,No,Medium,100.0,68.8,2.54,Average
277,21,Female,0.5,7.4,1.4,5.1,84.0,Yes,Yes,High,86.2,60.7,2.33,Average
278,24,Male,3.8,6.7,4.1,5.1,100.0,Yes,No,Medium,100.0,84.4,3.1,Average
279,17,Female,4.6,7.9,4.6,7.9,69.1,Yes,No,High,100.0,65.0,2.14,Poor
280,17,Male,3.1,7.9,1.2,0.8,82.3,Yes,No,Medium,96.5,82.7,3.58,Good
281,19,Female,6.2,7.4,4.2,7.2,79.7,Yes,Yes,Medium,100.0,100.0,3.92,Good
282,21,Female,2.2,6.7,2.0,2.9,83.0,Yes,Yes,Medium,89.4,67.1,2.9,Average
283,23,Male,3.8,6.6,3.0,3.1,83.9,Yes,No,Medium,100.0,77.7,3.21,Good
284,21,Female,3.4,5.4,5.6,1.6,93.4,Yes,No,High,97.7,85.2,3.6,Good
285,20,Male,3.3,6.0,4.5,1.8,82.8,Yes,No,Low,100.0,56.0,1.53,Poor
286,25,Female,3.3,6.3,4.4,4.8,94.8,Yes,No,High,100.0,83.1,3.02,Average
287,18,Male,3.7,5.7,6.4,1.8,80.8,Yes,No,Medium,100.0,64.1,2.76,Average
288,22,Male,4.8,7.5,1.7,5.5,78.5,Yes,No,Medium,100.0,91.8,3.23,Good
289,21,Male,5.6,8.4,1.2,2.7,75.3,Yes,No,Medium,100.0,90.0,3.73,Good
290,21,Male,3.5,5.9,1.7,1.6,63.8,Yes,Yes,Medium,100.0,57.8,1.83,Poor
291,24,Male,4.7,7.3,2.5,2.9,84.8,Yes,No,Medium,100.0,79.7,3.19,Average
292,19,Female,2.4,5.8,0.0,4.7,100.0,Yes,No,Medium,96.2,82.8,3.87,Good
293,25,Female,4.6,6.6,2.6,3.4,86.6,Yes,No,Low,100.0,81.9,3.55,Good
294,19,Female,2.4,6.2,2.0,4.1,88.9,Yes,Yes,Medium,100.0,62.0,1.83,Poor
295,21,Male,5.1,7.7,4.4,5.4,77.9,Yes,Yes,Medium,100.0,76.7,3.36,Good
296,21,Male,6.8,6.2,3.6,6.2,79.6,Yes,No,Medium,100.0,100.0,4.0,Good
297,24,Male,3.3,8.2,1.9,3.4,91.8,Yes,No,Medium,100.0,89.8,4.0,Good
298,20,Female,0.5,6.7,4.1,1.9,100.0,Yes,No,Low,66.5,35.8,1.6,Poor
299,19,Female,2.7,6.2,4.3,4.2,96.9,Yes,Yes,Medium,100.0,91.3,3.17,Average
300,17,Male,5.3,5.5,1.6,4.9,90.1,Yes,No,Medium,100.0,93.5,3.89,Good
301,20,Female,4.3,7.3,2.1,,82.4,Yes,No,Medium,100.0,84.9,3.96,Good
302,24,Male,3.9,8.1,0.0,2.2,84.1,Yes,No,Medium,100.0,76.9,3.01,Average
303,17,Male,5.0,7.3,1.0,2.6,74.5,Yes,Yes,Medium,99.2,84.6,3.75,Good
304,25,Male,4.2,9.7,1.7,3.6,67.5,Yes,No,Medium,100.0,76.5,2.77,Average
305,21,Male,5.3,8.7,3.1,2.5,70.7,Yes,No,Low,,74.3,3.1,Average
306,18,Female,4.9,6.6,1.3,5.4,82.5,Yes,No,Low,100.0,79.5,2.31,Average
307,19,Female,5.8,6.6,2.1,0.8,79.1,Yes,No,Medium,100.0,100.0,3.67,Good
308,21,Male,4.0,7.6,0.8,0.8,67.3,Yes,No,Low,100.0,62.3,2.49,Average
309,19,Female,4.9,6.0,3.3,3.3,81.6,Yes,No,Low,100.0,86.0,3.31,Good
310,17,Female,3.0,8.4,3.8,3.6,78.8,Yes,No,Low,96.0,63.3,2.08,Poor
311,22,Female,2.6,7.4,3.7,1.1,70.3,Yes,No,Medium,82.2,52.1,1.91,Poor
312,23,Female,6.1,7.3,3.0,2.8,78.3,Yes,No,High,100.0,100.0,4.0,Good
313,18,Male,3.8,7.8,0.2,3.2,78.8,Yes,No,Low,100.0,70.2,2.78,Average
314,19,Female,4.7,9.1,1.9,3.2,75.8,Yes,No,Medium,100.0,72.3,2.91,Average
315,19,Male,3.7,7.2,2.3,4.3,91.3,Yes,No,High,100.0,76.5,3.32,Good
316,22,Female,2.6,6.9,2.3,2.7,63.0,Yes,No,High,92.8,53.4,2.02,Poor
317,23,Male,3.5,8.8,3.1,7.0,62.1,Yes,Yes,Low,90.4,65.2,3.08,Average
318,23,Female,5.7,8.2,5.6,5.0,82.0,Yes,No,High,100.0,86.8,3.13,Average
319,25,Male,4.3,6.6,4.5,2.4,83.0,No,No,Low,100.0,78.9,3.83,Good
320,23,Male,0.9,7.0,1.2,4.2,86.0,Yes,No,High,83.1,54.8,2.58,Average
321,19,Female,3.2,,4.2,4.2,76.6,No,Yes,Low,90.3,60.3,2.29,Average
322,17,Female,6.2,7.4,4.2,6.4,72.8,No,No,Medium,100.0,93.8,3.65,Good
323,22,Male,3.2,5.4,1.5,2.8,81.9,Yes,No,Low,100.0,70.9,2.91,Average
324,25,Female,0.8,5.1,4.5,5.5,77.6,Yes,No,Medium,77.5,42.8,1.92,Poor
325,25,Female,6.3,5.9,2.7,4.1,97.5,Yes,No,Low,100.0,100.0,4.0,Good
326,19,Male,4.5,5.8,0.5,7.0,78.8,Yes,No,Medium,100.0,82.1,2.81,Average
327,19,Female,3.4,6.2,3.8,,81.5,Yes,No,Medium,100.0,78.7,3.3,Good
328,17,Male,2.9,7.8,3.4,4.4,100.0,Yes,No,Low,100.0,83.3,2.59,Average
329,18,Female,5.1,6.8,2.6,3.5,80.1,No,No,High,100.0,95.4,3.75,Good
330,21,Male,2.7,7.2,2.9,5.0,87.6,Yes,No,Medium,100.0,73.3,3.44,Good
331,21,Male,5.2,5.5,1.7,3.6,88.5,No,No,Low,100.0,90.2,3.11,Average
332,20,Female,4.3,6.4,4.1,7.4,89.3,Yes,Yes,Low,100.0,79.1,2.6,Average
333,19,Female,3.9,7.7,2.9,4.2,84.9,Yes,Yes,Medium,100.0,74.3,3.05,Average
334,24,Female,3.7,7.7,3.3,3.2,83.9,Yes,No,Low,100.0,56.8,2.76,Average
335,21,Female,3.2,6.1,3.6,3.1,83.0,Yes,Yes,Medium,100.0,75.2,3.12,Average
336,24,Female,5.1,7.2,0.9,1.6,76.2,Yes,No,Medium,100.0,87.8,2.85,Average
337,25,Female,2.2,9.6,1.4,5.1,85.3,Yes,No,Medium,93.7,72.0,2.29,Average
338,19,Female,1.1,,0.0,2.4,100.0,Yes,Yes,Medium,81.0,62.6,2.54,Average
339,18,Male,4.4,6.2,4.0,6.2,94.1,Yes,Yes,High,100.0,87.6,3.09,Average
340,25,Male,4.4,,0.8,1.4,85.0,Yes,No,Medium,100.0,73.1,2.97,Average
341,22,Male,4.2,7.1,3.2,4.3,90.6,Yes,No,Medium,100.0,71.2,2.92,Average
342,19,Female,4.1,6.8,3.7,6.3,73.3,Yes,No,High,100.0,53.2,1.96,Poor
343,22,Male,3.0,7.0,4.1,0.0,79.4,Yes,No,Low,95.1,64.7,3.22,Good
344,21,Male,4.7,5.3,0.8,8.0,91.5,Yes,Yes,Medium,100.0,82.0,3.49,Good
345,25,Female,3.4,5.8,2.9,3.1,96.9,Yes,Yes,High,,69.8,3.22,Good
346,19,Male,2.8,6.8,6.0,4.3,74.3,Yes,Yes,Medium,90.0,61.8,2.8,Average
347,25,Male,3.0,6.8,6.1,5.1,77.2,Yes,No,High,92.3,58.7,2.3,Average
348,25,Female,6.5,6.3,4.8,5.5,100.0,Yes,No,Medium,100.0,88.6,3.48,Good
349,18,Female,0.9,6.8,3.6,4.5,83.0,No,No,Medium,90.3,71.2,2.74,Average
350,18,Male,4.2,7.1,1.2,6.0,100.0,Yes,Yes,Medium,100.0,86.9,3.71,Good
351,21,Male,1.0,8.1,4.3,5.0,84.1,Yes,No,Low,97.5,42.2,1.46,Poor
352,17,Male,3.3,6.9,2.7,7.5,84.5,Yes,No,High,99.3,66.8,3.28,Good
353,19,Female,2.8,7.5,4.0,5.0,78.9,No,No,Low,,63.0,2.26,Average
354,20,Female,0.5,6.4,1.9,7.9,91.4,Yes,No,High,81.1,51.8,2.15,Poor
355,25,Male,4.1,7.7,2.7,5.8,95.6,Yes,Yes,Medium,100.0,92.5,3.62,Good
356,25,Female,2.9,7.5,3.3,0.4,71.6,Yes,No,High,99.0,62.9,2.36,Average
357,18,Male,0.5,8.0,3.4,9.2,78.5,Yes,No,High,77.7,61.1,3.21,Good
358,25,Male,4.8,7.9,3.9,2.9,91.2,Yes,No,Medium,100.0,80.7,3.07,Average
359,17,Female,5.7,7.7,2.0,7.0,80.7,Yes,Yes,High,100.0,93.9,3.65,Good
360,23,Male,5.7,6.9,0.6,4.1,77.1,Yes,No,High,100.0,100.0,3.77,Good
361,24,Male,4.0,7.3,5.9,6.1,92.1,Yes,No,Medium,96.5,85.2,3.42,Good
362,25,Male,3.6,8.3,7.5,2.6,93.0,Yes,No,Medium,100.0,80.4,3.18,Average
363,19,Female,5.5,6.2,3.8,5.3,77.5,Yes,Yes,Low,100.0,83.2,2.94,Average
364,25,Female,6.0,6.2,0.6,,84.1,Yes,No,Low,100.0,96.7,3.72,Good
365,18,Female,5.2,7.2,1.6,7.2,69.9,Yes,No,Medium,100.0,63.8,2.77,Average
366,21,Male,2.1,7.5,3.9,4.9,73.0,Yes,No,Medium,100.0,54.8,2.55,Average
367,21,Male,3.8,6.0,5.4,5.9,83.2,Yes,No,Low,100.0,80.2,3.21,Good
368,19,Female,4.2,,0.8,0.0,82.3,Yes,Yes,Medium,100.0,88.0,3.54,Good
369,17,Male,0.8,6.9,2.8,3.8,72.3,No,No,Medium,78.1,46.7,1.74,Poor
370,23,Female,4.2,4.3,3.4,4.8,74.8,Yes,No,Medium,100.0,88.4,3.36,Good
371,20,Female,6.9,6.7,4.6,4.4,71.3,Yes,No,High,100.0,90.3,3.29,Good
372,22,Male,4.5,6.8,2.4,5.9,86.6,Yes,No,High,100.0,76.7,2.52,Average
373,20,Female,5.7,6.8,0.2,3.3,62.3,Yes,No,High,100.0,83.5,3.09,Average
374,20,Male,3.8,8.7,4.1,4.1,71.9,Yes,No,Medium,100.0,60.2,2.72,Average
375,24,Male,3.4,5.5,5.0,6.4,63.4,Yes,No,Low,98.3,66.7,2.52,Average
376,17,Female,4.1,6.0,2.9,,86.2,Yes,No,High,100.0,80.8,3.11,Average
377,23,Male,2.3,3.9,3.7,5.2,64.0,Yes,No,Low,74.7,59.9,2.27,Average
378,23,Female,2.1,6.4,2.1,3.3,82.3,Yes,Yes,Low,94.7,58.7,2.78,Average
379,20,Female,5.4,6.5,1.5,2.2,98.4,Yes,No,Medium,100.0,95.0,3.47,Good
380,19,Female,5.6,6.4,4.8,,98.7,Yes,No,Medium,100.0,74.3,3.07,Average
381,17,Female,2.0,8.3,3.7,6.5,63.9,Yes,No,Medium,69.5,55.9,2.21,Average
382,25,Male,5.0,8.0,3.9,6.1,85.0,Yes,No,Low,100.0,84.3,3.4,Good
383,25,Male,3.4,7.1,5.7,3.7,72.1,No,No,High,91.9,54.8,2.28,Average
384,19,Female,4.0,6.6,1.1,5.8,70.1,Yes,No,Low,100.0,74.1,2.98,Average
385,17,Female,4.2,8.2,2.0,5.7,80.9,Yes,No,Medium,100.0,76.8,3.35,Good
386,18,Male,5.0,7.0,3.3,3.8,94.3,Yes,No,Medium,100.0,100.0,3.99,Good
387,17,Male,3.6,6.0,2.0,2.6,88.0,Yes,Yes,Medium,100.0,68.3,3.34,Good
388,24,Male,5.6,4.9,4.4,2.7,74.8,No,Yes,High,100.0,87.2,3.5,Good
389,25,Male,4.0,6.5,2.7,,89.1,Yes,No,Low,100.0,70.2,2.21,Average
390,18,Female,4.4,7.9,1.2,3.9,59.6,Yes,No,Low,100.0,70.1,3.03,Average
391,23,Male,2.3,9.7,3.1,1.9,74.5,Yes,No,Low,90.2,61.6,2.6,Average
392,18,Female,6.7,7.1,3.3,0.6,73.8,Yes,No,High,100.0,93.1,3.73,Good
393,20,Female,4.2,6.1,4.7,5.7,82.8,Yes,No,High,100.0,75.5,2.93,Average
394,22,Female,4.6,5.6,3.7,2.9,80.0,Yes,No,Medium,100.0,81.6,2.53,Average
395,23,Male,1.1,7.7,3.8,4.7,80.6,Yes,No,Medium,88.4,47.2,1.21,Poor
396,24,Male,2.3,4.9,3.6,6.5,80.3,Yes,No,High,91.5,67.9,3.29,Good
397,17,Female,5.4,7.7,2.7,1.4,82.2,Yes,Yes,Medium,100.0,85.2,3.2,Good
398,18,Female,3.9,8.0,1.7,3.9,87.4,Yes,Yes,Low,100.0,78.7,3.49,Good
399,19,Male,0.6,7.5,3.5,3.7,83.5,Yes,Yes,Medium,93.1,51.9,1.51,Poor
400,19,Female,5.1,6.7,2.4,4.8,79.2,Yes,Yes,Medium,100.0,86.4,3.09,Average
401,25,Male,2.7,7.7,6.0,6.5,86.0,Yes,Yes,Medium,93.8,67.7,2.94,Average
402,23,Female,5.6,7.2,5.4,1.3,90.3,Yes,No,Medium,100.0,90.9,3.6,Good
403,19,Male,3.4,6.1,4.1,5.1,76.4,Yes,No,Medium,100.0,71.2,3.04,Average
404,25,Male,3.8,9.2,3.7,6.1,81.4,Yes,No,Medium,100.0,70.8,2.83,Average
405,21,Female,5.3,6.6,2.8,3.6,93.6,No,No,Medium,100.0,82.1,3.21,Good
406,21,Male,2.2,7.9,0.7,,71.0,Yes,No,Low,95.4,49.6,1.74,Poor
407,20,Male,2.0,,2.6,4.8,100.0,No,No,High,94.7,53.8,1.73,Poor
408,18,Male,3.2,8.5,3.2,4.7,68.6,Yes,No,Medium,100.0,79.0,3.65,Good
409,25,Male,4.7,,3.4,5.2,78.5,Yes,Yes,Low,100.0,62.6,3.05,Average
410,17,Female,1.5,7.0,3.8,5.1,72.5,Yes,No,Low,,61.2,2.08,Poor
411,18,Male,1.0,7.7,4.7,2.0,100.0,No,No,Low,93.2,49.4,1.59,Poor
412,19,Female,4.7,7.7,1.8,6.0,77.0,Yes,No,Low,97.4,91.7,3.55,Good
413,19,Female,2.6,6.2,1.8,6.3,77.0,No,No,Low,100.0,47.4,2.02,Poor
414,18,Male,2.9,7.7,5.6,4.4,78.3,Yes,No,Low,100.0,60.4,2.35,Average
415,17,Male,0.7,6.0,4.4,1.0,83.0,Yes,No,High,76.0,59.8,2.57,Average
416,23,Female,2.5,6.3,2.3,3.8,78.7,Yes,No,High,86.7,69.7,2.77,Average
417,25,Female,3.5,8.4,2.8,4.4,80.7,Yes,No,High,91.5,69.2,2.73,Average
418,18,Female,4.9,8.2,2.8,1.7,46.7,Yes,Yes,Medium,100.0,55.7,3.07,Average
419,19,Female,2.3,6.2,3.1,3.3,82.6,Yes,Yes,Medium,87.2,52.5,1.92,Poor
420,21,Male,6.0,6.1,3.9,1.2,82.2,Yes,Yes,Medium,100.0,100.0,4.0,Good
421,25,Male,2.5,6.2,7.6,5.2,92.4,Yes,No,High,100.0,58.0,2.83,Average
422,23,Female,2.5,7.9,3.3,,95.1,Yes,No,Medium,86.4,67.5,2.88,Average
423,23,Male,5.8,5.8,4.2,0.7,80.1,Yes,No,Medium,100.0,90.5,2.94,Average
424,22,Female,3.8,7.4,0.0,4.7,90.2,Yes,Yes,High,100.0,71.7,2.88,Average
425,20,Male,2.7,7.9,2.1,3.9,71.0,Yes,No,Medium,99.8,66.3,2.47,Average
426,18,Female,3.3,6.9,5.2,5.0,89.7,Yes,Yes,Low,100.0,66.3,2.66,Average
427,24,Male,5.5,8.2,3.7,3.2,76.3,Yes,No,Low,100.0,87.7,3.14,Average
428,24,Male,5.7,6.6,0.0,2.4,70.2,Yes,No,Medium,100.0,85.5,3.69,Good
429,17,Male,2.3,6.7,4.2,2.5,80.1,Yes,No,Low,94.2,47.3,2.24,Average
430,23,Male,3.4,5.8,6.5,2.9,96.0,Yes,No,Low,100.0,68.0,3.13,Average
431,17,Female,3.6,8.2,0.0,4.0,83.8,Yes,No,Low,100.0,83.5,3.21,Good
432,23,Male,2.0,6.1,5.7,4.3,97.0,Yes,No,Medium,92.9,64.7,2.22,Average
433,24,Male,3.4,7.4,0.0,3.6,74.5,Yes,No,High,96.7,73.7,3.07,Average
434,18,Male,3.5,6.9,4.7,3.2,92.5,Yes,No,Medium,,80.6,3.84,Good
435,20,Male,5.2,5.7,3.0,3.3,75.5,Yes,No,Low,100.0,82.0,3.3,Good
436,18,Female,5.3,6.3,0.0,9.0,84.3,Yes,No,Medium,,92.4,3.86,Good
437,22,Male,3.0,8.7,3.8,2.5,84.2,Yes,No,Medium,91.8,64.0,2.48,Average
438,25,Female,3.2,7.2,5.1,2.9,88.6,Yes,Yes,Medium,100.0,76.5,2.88,Average
439,17,Male,4.5,5.8,3.7,10.6,84.5,No,Yes,Medium,100.0,82.4,3.53,Good
440,20,Female,2.6,7.4,4.1,4.8,74.6,Yes,Yes,Low,85.8,56.6,2.23,Average
441,25,Male,4.4,6.8,2.3,1.2,90.8,Yes,No,Medium,100.0,71.5,3.0,Average
442,19,Male,3.4,10.0,0.0,5.7,99.3,Yes,No,Low,100.0,90.5,3.8,Good
443,18,Female,2.0,7.3,4.2,2.2,76.2,Yes,Yes,Medium,89.8,50.7,2.15,Poor
444,21,Female,2.1,6.5,6.1,5.8,63.6,Yes,No,High,81.5,50.1,2.2,Average
445,21,Female,5.7,8.7,5.0,3.6,87.0,Yes,No,High,100.0,100.0,3.7,Good
446,22,Male,3.3,4.8,0.0,3.1,78.7,Yes,No,Low,100.0,80.1,2.88,Average
447,19,Male,6.0,7.1,0.3,7.2,80.7,Yes,Yes,Medium,,100.0,3.99,Good
448,25,Female,2.7,9.4,1.5,5.1,87.6,Yes,Yes,High,100.0,66.0,2.63,Average
449,21,Male,3.9,6.9,0.1,,77.4,Yes,No,High,,87.0,3.3,Good
450,19,Female,7.1,,3.1,4.9,79.3,Yes,No,Medium,100.0,100.0,4.0,Good
451,25,Female,1.9,6.5,3.7,,81.0,Yes,No,Medium,100.0,61.0,2.76,Average
452,25,Female,0.7,8.7,0.4,5.2,96.7,Yes,No,Low,100.0,74.6,3.4,Good
453,21,Female,5.4,7.5,4.4,6.4,82.3,Yes,No,Low,100.0,83.4,3.83,Good
454,17,Female,2.3,6.0,4.1,4.3,69.6,Yes,No,Medium,83.8,56.5,1.8,Poor
455,22,Male,3.5,6.2,2.0,7.6,70.0,Yes,No,Medium,,62.0,2.07,Poor
456,21,Male,2.6,6.3,2.7,5.7,83.4,Yes,No,Low,100.0,73.2,2.83,Average
457,18,Female,3.9,7.4,0.0,4.4,70.7,Yes,Yes,High,100.0,71.5,2.89,Average
458,22,Male,2.1,8.6,2.4,4.5,66.4,Yes,No,Medium,77.6,64.4,2.49,Average
459,24,Male,3.2,8.3,3.0,4.3,88.4,Yes,Yes,High,100.0,59.0,2.17,Poor
460,17,Male,4.2,7.5,3.3,1.5,88.8,Yes,No,High,100.0,83.9,3.25,Good
461,23,Female,2.0,5.4,3.7,3.8,78.3,No,Yes,High,96.3,52.6,2.27,Average
462,18,Female,2.4,5.4,3.4,4.4,84.9,Yes,No,High,96.3,70.0,2.34,Average
463,23,Female,3.0,,2.5,3.2,83.9,Yes,No,Low,100.0,69.3,3.59,Good
464,20,Male,1.4,5.4,3.5,4.7,88.0,Yes,Yes,Low,74.7,52.1,2.09,Poor
465,17,Male,2.9,6.7,4.8,4.0,88.0,Yes,Yes,High,100.0,63.4,2.91,Average
466,25,Female,3.7,7.4,2.8,5.5,55.9,Yes,No,Low,100.0,58.0,2.12,Poor
467,18,Male,2.9,5.6,3.6,5.3,79.6,Yes,No,Medium,100.0,72.4,3.1,Average
468,22,Female,3.1,5.8,12.0,4.3,87.2,No,No,Medium,100.0,62.9,2.55,Average
469,18,Female,3.5,6.9,1.8,1.3,77.9,Yes,No,Low,,70.1,3.11,Average
470,25,Male,2.5,7.6,3.9,7.6,82.4,No,Yes,Low,100.0,65.8,2.56,Average
471,23,Male,4.5,8.3,2.0,3.7,89.5,Yes,No,Medium,100.0,97.5,4.0,Good
472,24,Male,5.7,,3.7,3.8,82.8,Yes,No,Medium,100.0,88.6,3.02,Average
473,20,Female,2.8,7.1,3.1,3.3,97.1,Yes,No,Medium,100.0,69.9,3.13,Average
474,21,Female,4.2,6.1,2.5,3.0,93.3,Yes,No,Low,100.0,85.0,3.44,Good
475,22,Male,15.0,5.7,2.4,7.1,80.8,Yes,No,Medium,98.1,53.2,1.77,Poor
476,24,Female,4.0,6.4,2.1,6.8,80.0,Yes,No,Low,100.0,67.7,3.39,Good
477,24,Male,5.8,7.5,0.0,4.9,53.5,Yes,No,Medium,100.0,82.5,3.95,Good
478,17,Male,4.3,7.4,3.7,3.8,78.7,Yes,No,Low,98.1,70.4,2.09,Poor
479,22,Female,0.8,4.5,3.4,5.2,68.5,Yes,No,Low,68.4,32.8,1.37,Poor
480,17,Male,4.2,6.1,4.5,4.1,84.2,Yes,No,High,100.0,83.0,3.57,Good
481,19,Male,5.3,8.4,2.0,3.6,83.5,Yes,No,Low,100.0,91.0,3.8,Good
482,24,Female,3.2,7.1,6.4,4.7,89.0,Yes,No,Medium,100.0,68.0,3.25,Good
483,19,Male,5.0,,2.3,3.1,96.0,Yes,No,Medium,100.0,84.5,3.84,Good
484,24,Female,2.5,9.8,1.4,4.5,81.7,Yes,No,Low,100.0,66.8,2.77,Average
485,21,Male,1.3,7.0,1.2,4.4,100.0,No,No,Medium,99.0,67.5,3.5,Good
486,19,Male,3.7,7.5,0.0,5.2,84.3,Yes,No,High,100.0,77.1,3.41,Good
487,20,Male,0.9,7.5,5.8,2.8,68.9,Yes,No,Medium,,46.0,1.72,Poor
488,21,Male,3.1,6.6,5.5,5.4,76.4,Yes,No,Low,100.0,57.3,2.1,Poor
489,23,Male,5.4,6.1,4.1,2.2,78.3,Yes,No,Medium,100.0,85.5,3.85,Good
490,22,Male,0.6,9.5,1.4,2.9,87.9,Yes,No,Medium,85.5,62.9,2.24,Average
491,25,Female,1.6,8.2,6.3,2.9,72.5,Yes,No,High,89.0,58.5,2.2,Poor
492,24,Male,2.0,8.0,2.4,1.9,79.0,Yes,No,High,78.5,70.3,2.73,Average
493,23,Male,3.4,,2.5,6.0,80.4,Yes,No,Medium,100.0,73.9,3.08,Average
494,22,Male,3.0,5.8,5.6,2.1,77.5,Yes,Yes,Medium,100.0,62.6,2.44,Average
495,19,Male,5.6,8.5,4.2,2.6,90.1,Yes,No,Medium,100.0,86.5,3.0,Average
496,20,Male,4.9,6.0,7.0,6.5,88.4,Yes,No,High,100.0,65.5,3.03,Average
497,18,Female,4.2,7.3,3.4,2.9,93.7,Yes,No,Medium,100.0,70.8,2.69,Average
498,20,Male,3.7,5.0,2.3,3.6,78.7,Yes,No,Low,100.0,72.5,3.61,Good
499,25,Female,4.1,4.6,1.9,2.0,94.0,Yes,No,High,100.0,81.9,3.38,Good
500,20,Female,2.2,7.4,0.0,5.7,68.4,Yes,No,High,95.9,72.9,3.36,Good
501,18,Male,4.8,6.0,2.5,5.7,68.1,Yes,No,Medium,100.0,88.9,3.78,Good
502,22,Male,1.8,4.6,5.1,5.5,69.9,Yes,Yes,Medium,,46.0,2.3,Average
503,25,Male,4.8,7.6,4.1,,82.1,Yes,No,Medium,100.0,87.2,3.69,Good
504,24,Female,5.3,9.5,3.0,4.1,94.0,Yes,No,High,100.0,86.8,3.55,Good
505,19,Male,3.8,8.7,1.2,3.0,76.0,No,No,Medium,100.0,80.8,3.61,Good
506,21,Female,3.2,6.7,3.4,2.4,77.2,Yes,No,Medium,97.6,74.3,3.84,Good
507,21,Female,4.1,7.0,4.8,6.6,79.8,No,No,Medium,100.0,83.4,3.24,Good
508,19,Female,0.5,8.1,3.8,5.5,87.7,No,No,Medium,98.0,45.1,2.08,Poor
509,19,Female,4.0,8.3,3.3,2.6,77.2,Yes,No,Low,100.0,81.8,3.27,Good
510,19,Female,3.3,6.6,1.6,4.1,76.7,Yes,No,High,100.0,56.1,2.42,Average
511,25,Male,3.4,7.0,4.6,3.4,68.5,Yes,No,Low,100.0,74.9,3.01,Average
512,23,Male,4.6,7.4,0.0,1.7,76.3,No,Yes,Medium,100.0,83.0,2.56,Average
513,24,Male,3.4,7.7,3.7,4.4,93.8,Yes,Yes,High,100.0,74.4,2.9,Average
514,24,Female,1.8,6.8,7.6,3.2,82.9,Yes,Yes,Medium,83.2,35.6,1.77,Poor
515,25,Female,3.3,6.9,0.3,2.1,74.6,Yes,No,Medium,,68.9,2.49,Average
516,17,Female,3.6,8.7,2.6,1.0,94.4,Yes,Yes,High,97.7,88.8,3.88,Good
517,24,Male,3.7,8.5,3.0,0.9,76.1,Yes,No,Low,100.0,68.1,2.79,Average
518,17,Female,3.7,7.6,2.2,3.3,96.2,Yes,No,High,100.0,86.1,3.38,Good
519,21,Male,5.1,9.1,4.9,3.8,96.0,Yes,No,Low,100.0,87.1,3.8,Good
520,22,Male,1.9,6.5,3.9,2.2,82.6,Yes,No,Medium,98.4,66.6,2.9,Average
521,20,Female,3.8,8.9,3.3,5.3,67.0,Yes,No,Medium,100.0,70.2,2.95,Average
522,18,Male,5.4,7.7,4.4,3.9,100.0,Yes,Yes,Medium,100.0,84.4,3.73,Good
523,18,Male,0.9,10.0,3.0,5.2,85.9,Yes,No,Medium,90.9,53.1,2.2,Poor
524,24,Female,3.8,5.6,8.7,3.6,78.8,Yes,No,Low,100.0,77.4,2.52,Average
525,19,Male,2.6,6.2,3.3,2.4,91.6,Yes,No,Medium,100.0,72.1,2.75,Average
526,19,Male,2.9,7.5,3.4,4.2,89.0,Yes,No,Low,100.0,68.8,2.12,Poor
527,25,Male,2.1,7.5,0.0,1.5,95.1,Yes,Yes,High,100.0,88.5,3.77,Good
528,18,Male,3.2,9.3,2.0,5.1,75.4,Yes,No,Medium,97.3,78.6,3.46,Good
529,25,Female,6.3,6.2,5.1,2.1,85.2,Yes,Yes,Medium,100.0,98.8,4.0,Good
530,25,Female,1.6,8.1,0.6,5.8,70.1,No,No,Low,,59.0,2.53,Average
531,22,Male,1.7,8.4,0.0,3.3,88.7,Yes,Yes,Medium,82.0,70.8,3.17,Average
532,18,Male,1.5,7.8,3.1,6.1,81.8,Yes,No,Medium,78.7,62.5,1.95,Poor
533,18,Male,6.1,5.8,5.5,1.8,84.8,Yes,Yes,Medium,100.0,72.7,2.87,Average
534,19,Female,2.8,8.7,3.1,2.6,80.5,Yes,No,Medium,95.9,69.2,2.27,Average
535,22,Female,3.5,8.5,2.4,,79.5,Yes,Yes,Low,91.9,70.6,2.7,Average
536,18,Female,2.9,7.7,0.0,6.3,73.3,Yes,No,Low,100.0,64.8,3.16,Average
537,21,Male,2.1,7.2,3.8,7.3,89.9,Yes,No,Medium,85.8,60.8,2.82,Average
538,18,Male,3.1,7.3,4.2,4.1,96.9,Yes,No,Low,,60.4,2.65,Average
539,21,Male,7.2,6.9,0.0,7.7,76.4,Yes,No,Low,100.0,89.8,3.53,Good
